question	choices	answer	subject	output	verbalized
Extreme religious persecution is called	['Secularism', 'The Hittites', 'Sacred ground', 'nationalism']	A	high_school_geography	A) Secularism	A
Regions share these characteristics and exclude	['the monkey', 'Common features', 'nearby area', 'a simple explanation']	D	high_school_geography	B) Common features	B
What part of U.S. immigration is going wrong?	['Pioneer settlements in 1870 - German, British, Scottish-Irish, and African', '1870 to 1914 - Asians', 'The rise and fall of Europe in 1870-1914', '1965 to the present - Hispanics']	B	high_school_geography	C) Scottish-Irish	C
Which one of these words is the hallmark of many African societies?	['They have a nice, clean home.', 'There is work for many who move from the countryside to the cities.', 'They have three different business areas.', 'They have well-developed infrastructure.']	C	high_school_geography	C) There is work for many who move from the countryside to the cities.	C
Which country is the most exposed to commercial accidents due to their location?	['from Singapore', 'French Republic', 'Spain', 'Mongolia and Mongolia']	D	high_school_geography	A) Singapore	A
In which of Burgess' survey districts would one find better homes, single-family homes, and higher rents?	['The first one', 'The second', 'The Third', 'The Fourth']	C	high_school_geography	D) The Fourth	D
The hypothesis that all societies develop economically according to a five-degree growth cycle is also supported by	['The Rostow.', 'The Ravenstein', 'by von Thunen', 'Burgess, of course.']	A	high_school_geography	A) The Rostow.	A
Which of these is NOT considered an obstacle to the spread of cultural values?	['The Language', 'Worship of idols', 'The River', 'Citizens are complaining']	D	high_school_geography	C) The River	C
The process of invasion and occupation is a well-defined immigration process as when	['new residents demolish and rebuild residential buildings.', 'New and old neighbors coexist peacefully.', 'New residents warmly welcome former residents', 'new residents moved into old residential areas']	D	high_school_geography	D) New residents moved into old residential areas	D
Which of the following best defines a functional domain?	"['Map showing Atlanta as the location of Delta Airport', 'One article describes this region as the South.', ""Map showing North Carolina's 100 towns"", 'One article describes a region known as the Bible Belt.']"	A	high_school_geography	A) Map showing Atlanta as the location of Delta Airport	A
What do the new stores opening around the mall reflect?	['The theory of gravity', 'smuggling from far away', 'The Supplement', 'failure of movement']	D	high_school_geography	C) The Supplement	C
The birth of industrial civilization in Europe contributed to the beginning of	['The first agricultural revolution', 'The second agricultural revolution', 'The Third Agricultural Revolution', 'The Fourth Agricultural Revolution']	B	high_school_geography	B) The second agricultural revolution	B
Which of the following statements about the industrial region of East Asia is true?	['Japan has a very rich natural economy', 'China has no natural resources at all but it has a huge workforce', 'China is rapidly industrializing', 'Taiwan lacks manufacturing facilities and skilled labor']	C	high_school_geography	C) China is rapidly industrializing	C
Which of these terms best describes the United Nations?	['The UN plays the role of a world policeman.', 'The member states relinquish authority to the UN.', 'The UN enforces the laws of the world.', 'The UN has often intervened in world conflicts.']	D	high_school_geography	B)The member states relinquish authority to the UN.	B
Which is the most prominent of these areas?	['The Dixie', 'From Pennsylvania', 'The shopping district of Winn-Dixie', 'Pacific Northwest']	B	high_school_geography	D) Pacific Northwest	D
The synthesis of productive activities and people on the planet for the benefit of all is called	['replacement policy', 'dividing', 'gathering together', 'equipment']	C	high_school_geography	C) gathering together	C
What language family do Italy, Spain, Portugal, and Romania belong to?	['Europe and Asia', 'Slavic language', 'German', 'The Romans']	D	high_school_geography	A) Europe and Asia	A
Ankara, Turkey and Islamabad, Pakistan are examples of	['city of desert', 'the capital continues', 'former provincial capital', 'city wrestling']	B	high_school_geography	B) the capital continues	B
Which of these is not an example of a mixture?	['Halloween and Halloween', 'Foreign cuisine has changed to embrace American flavor', 'Hasidic Judaism', 'Catholicism in Louisiana']	C	high_school_geography	C) Hasidic Judaism	C
The idea that whoever controlled the borders of Europe would control the world was called	['the teaching of transmission', 'the domino effect', 'heartland teachings', 'the rimland doctrine']	C	high_school_geography	C) heartland teachings	C
Which group represents the Islamic revolution of Persia (Iran) and also believes in the infallibility and inspiration of the rule of the Imams from Ali?	"['The Sunnis', 'Shiite', 'The Imam', ""People who don't touch""]"	B	high_school_geography	B) Shiite	B
The sensation of excess is	['the addition of non-core workers to the local economy in addition to the core workers.', 'number of urban workers and rural workers in the economy.', 'number of civil and agricultural workers in the economy', 'in addition to rural activities developed by urban communities.']	A	high_school_geography	A)the addition of non-core workers to the local economy in addition to the core workers.	A
Hindu sacred texts are called	['The Talmud.', 'The Bible', 'The Torah', 'The Vedas.']	D	high_school_geography	D) The Vedas.	D
Which of the following is the distinguishing characteristic of an East European city?	['Central courtyard', 'a prominent religious building', 'Large central courtyard surrounded by government buildings and administrative offices', 'a luxurious residence']	C	high_school_geography	C) Large central courtyard surrounded by government buildings and administrative offices	C
Which of these countries are working hard to preserve the purity of their native language from the contamination of English or other languages?	['French Republic', 'The Russian Federation', 'Japan', 'Brazil']	C	high_school_geography	C) Japan	C
Which of these are examples of companies that make huge profits?	['The Steel', 'Bottle of orange juice', 'The book', 'Copper and Copper']	B	high_school_geography	A) The Steel	A
Which of the following is not a characteristic of an export processing zone (EPZ)?	['Reduced costs and exports', 'Free import of raw materials', 'Exemption from groundwork', 'Strict pollution controls']	D	high_school_geography	D) Strict pollution controls	D
Which of these characteristics is not true about the state?	['A separate territory', 'The world agrees', 'Boundary', 'Indigenous language']	D	high_school_geography	B) The world agrees	B
You plan to move from your hometown to Pittsburgh. On the way, you stop in Columbus, Ohio, to visit a relative and fall in love with the city! You decide to stay and make Columbus your new home.	['opportunity to get involved.', 'the sale is far away.', 'unintentionally moving.', 'a breathalyzer']	A	high_school_geography	A) opportunity to get involved.	A
The largest commercial real estate development on the outskirts of a central city with more jobs than residents is	['rural areas', 'city primate', 'city', 'city gate']	D	high_school_geography	C) city	C
What crop started the third agricultural revolution?	['Dried rice', 'The Witches', 'Barley and oats', 'In the evening']	A	high_school_geography	C) Barley and oats	C
What happened four centuries ago that so sharply divided Eastern Europe and led to ethnic strife?	['Learning a new language', 'The end of the cold war', 'Invasion by the Soviets', 'Acceptance of several Eastern European countries into the EU']	B	high_school_geography	C) Invasion by the Soviets	C
If I were to deliver a very valuable piece of jewelry to my aunt in Poughkeepsie, what would be the safest means of transportation?	['The crocodile', 'The Air', 'Ships', 'the subway']	B	high_school_geography	B) The Air	B
Which of these are active sectors?	['The Dixie', 'From Pennsylvania', 'The shopping district of Winn-Dixie', 'Pacific Northwest']	C	high_school_geography	D)Pacific Northwest	D
What is the model of a city with a distinct residential backbone that runs from the city center to the main gate?	['Europe and Asia', 'Muslims', 'Sub-Saharan African', 'Latin American']	D	high_school_geography	A) Europe and Asia	A
What family did many European languages join?	['The Ural-Altaic', 'Basque language', 'Indo-European language', 'Indo-European language']	C	high_school_geography	C) Indo-European language	C
What do racism, ethnic cleansing, and integration all have in common?	['All occurred in Nazi Germany during World War I.', 'They are the dividing lines of the dwellings.', 'They are all ways of connecting different races and regions.', 'They are different words for the same idea.']	B	high_school_geography	D) They are different words for the same idea.	D
Which of the following statements best describes the immigrant population in Europe?	['Many find that citizenship is easier to obtain in a foreign country.', 'Muslims from North Africa migrated to France in large numbers.', 'Immigrants to Europe do not put their families first.', 'Often they are banned in some areas.']	D	high_school_geography	B) Muslims from North Africa migrated to France in large numbers.	B
What are the non-economic activities second to these?	['picking up car parts', 'Tailoring clothes', 'Mining of copper', 'Binding of books']	C	high_school_geography	D) Binding of books	D
Johnny and Susie move to Scotland to renovate and move into a large family home.	['They are crossing the border into another city.', 'They were not carrying any supplies.', 'Their removal is permanent.', 'They would be away for more than a year.']	C	high_school_geography	C) Their removal is permanent.	C
Which of these is a state?	['The Antarctic', 'American Samoa', 'Egypt', 'The Marshall Islands']	C	high_school_geography	B) American Samoa	B
Which fuel is the most expensive?	['Phosphate', 'Oil', 'Fuel for the car', 'Coal']	D	high_school_geography	B) Oil	B
Religious apathy or indifference in the community is called	['belief in many gods', 'knee-jerk reaction of a creature', 'rejection of the worship of God', 'belief in one god']	C	high_school_geography	C) rejection of the worship of God	C
In the post-industrial economy, which of the following is considered the most important factor to increase productivity?	['Powerful', 'Employment', 'The Ministry', 'Unique']	C	high_school_geography	A) Powerful	A
A city twice the size of the next largest city is called	['a global community', 'a world power', 'the city of humanity', 'city primate']	D	high_school_geography	D) city primate	D
Each maritime state has a special economic zone (EEZ) under the UN convention on the Law of the Sea.Which of the following issues pertains to the Law of the Sea and the EEZ incorrectly?	['The EEZ stretches some 200 nautical miles (370 km) from the coast.', 'Countries have the right to exploit natural resources in their EEZs.', 'Countries may use resources on the continental shelf extending up to 350 nautical miles (560 km) beyond their EEZ.', 'A city does not have the right to use the means of subsistence in its EEZ.']	D	high_school_geography	D) A city does not have the right to use the means of subsistence in its EEZ.	D
Which of these factors would increase population pressure?	['An industry with great natural resources and great food imports', 'A village with an agricultural department with a large mill', 'Non-ecumenical', 'A group of farmers cutting firewood']	D	high_school_geography	B) A village with an agricultural department with a large mill	B
Part of the border between the United States and Mexico is the Rio Grande, a symbol of	['the water partition', 'waterway', 'Boundary created by fate', 'Boundaries of nature']	D	high_school_geography	B) waterway	B
"When we talk about the spread of cultural values, what do we mean when we say ""hearth""?"	"[""where you're going"", 'The starting point', 'Everywhere along the crossroads', 'Exhibition area']"	B	high_school_geography	B) The starting point	B
The north-south distance of the equator is	['global grid system', 'Prime Meridian', 'the latitude.', 'the longitude.']	C	high_school_geography	C) the latitude	C
Which state generally has jurisdiction to prosecute maritime crime?	['Rivers state', 'Flag of the State of Alaa', 'All states enjoy equal rights', 'International Tribunal for the Law of the Sea']	B	international_law	D) International Tribunal for the Law of the Sea	D
How does Responsibility to Protect (R2P) differ from human intervention?	['R2P is really the same thing as human help', 'R2P needs a call for help from the troubled State', 'R2P is less aggressive because it requires UNSC input and its purpose is to prevent a humanitarian crisis.', 'R2P always involves the military, whereas it does not involve human assistance']	C	international_law	C) R2P is less aggressive because it requires UNSC input and its purpose is to prevent a humanitarian crisis.	C
"What is the ""Lotus law""?"	"[""The so-called Lotus principle is that 'restrictions on the freedom of states cannot be excluded', or, as it has been said, 'anything that is prohibited is accepted in international law'"", 'The so-called Lotus principle left states free to choose which court to use to settle their disputes', 'The so-called Lotus principle is that states are not restricted from exercising their maritime jurisdiction', 'The so-called Lotus principle is that customary law is derived from a combination of community practice and judicial opinion.']"	A	international_law	A) The so-called Lotus principle is that 'restrictions on the freedom of states cannot be excluded	A
Which of these exceptions is most explicit in the UK Constitution?	['The only source of UK law is the sovereign', 'UK law gives judges the power to overrule parliamentary action', 'UK law does not have a code but can be found in many places', 'UK law is based on the law of rights']	C	international_law	C) UK law does not have a code but can be found in many places	C
What is the role of resolving conflicts peacefully?	['It is the duty of the viceroy, that is, the states under the burden of resolving their disputes as soon as possible', 'It is a moral duty, that is, the duty of states to try to resolve their differences peacefully. This does not include the duty to settle their own disputes', 'It is a principle of international law that all states have the legal right to protect their interests in any conflict.', 'It is a mandatory duty that applies only to international courts and tribunals']	B	international_law	C)the states under the burden of resolving their disputes as soon as possible	C
Which of these statements is false?	['Article 14 changed the admission hearing committee from three judges to one judge composition.', 'Schedule 14 included new criteria for admission.', '14 states dissolved the Commission on Human Rights', 'Article 14 extended the trial period of the European Court of Human Rights']	C	international_law	C) 14 states dissolved the Commission on Human Rights	C
What is a 'rock' under the UN Convention of the Law of the Sea (UNCLOS)?	['Rocks are islands less than 10 square miles', 'Rocks are islands that do not have any body of water', 'Rocks are islands that cannot support human habitation or independent economic status and according to article 121 (3), have no Special Economic Zone or continental shelf.', 'Rocks are islets that could support human habitation']	C	international_law	C) Rocks are islands that cannot support human habitation or independent economic status according to article 121(3)	C
What is the meaning of international legal identity?	['It means that only States are considered to be subject to international law', 'It means having rights and duties under international law and the power to enforce these by or against the necessary perpetrator', 'It means that a company can challenge the authority of the State', 'It is a term that refers to the lawful, unlawful, enforcement of human rights under international law']	B	international_law	B)It means having rights and duties under international law and the power to enforce these by or against the necessary perpetrator	B
Which of these is a system of human rights based on contract?	['UN human rights committee', 'A UN Human Rights Council', 'A look back at the UN era', 'Special powers of the UN']	A	international_law	A) UN human rights committee	A
The 1993 UN Vienna conclusions concluded that	['Third-generation power is the most important thing', 'Citizenship and sovereignty are fundamental rights', 'All forms of energy are indivisible, interconnected, and interdependent', 'Unable to enforce social and economic rights']	C	international_law	D) interconnected	D
What is the source of resistance in terms of international organization (IO)?	"['The source of prohibition for IOS is the UN Charter', 'The main source of restrictions for IOs is the headquarters agreement as well as various agreements that provide certain restrictions.', ""The source of impediment for IO's is customary law"", 'The starting point of immunity for IOs is the Vienna Convention on Diplomatic Immunities.']"	B	international_law	B)The main source of restrictions for IOs is the headquarters agreement as well as various agreements that provide certain restrictions.	B
Is there any status or necessity between States under international law?	['Yes, the states that are founding members of the United Nations have more power and authority', 'Yes, the five permanent members of the UN Security Council (UK, USA, France, Russia, China) have a higher status than the other States.', 'No, all States are considered equal as independent states (the principle of equality, enshrined in article 2, para 1 of the UN Charter)', 'Whether there will be any level of inter-State cooperation is a matter for the international community to decide.']	C	international_law	A) Yes	A
What is the doctrine of the confessional?	"[""Acceptance is a crucial determinant of a state's survival"", 'Acceptance is only a declaration of the state but not a binding decision.', 'Acceptance is merely a conclusion of interest', 'Acceptance required a resolution from the newly formed state']"	B	international_law	A) Acceptance is a crucial determinant of a state's survival	A
"What is the role of ""standard-setting and human rights diplomacy""?"	['Flag-raising means putting forward a unifying legal principle', 'Standard-setting simply means drawing up a unifying legal standard', 'Flag-waving means putting forward uncoordinated legal principles', 'Standard-setting means establishing a set of ethical standards and human rights treaties']	C	international_law	D) Standard-setting means establishing a set of ethical standards and human rights treaties	D
What aspect of Kadi's case brought about the involvement of the UN Security Council?	['KADI resolution calls for UNSC resolutions to be interpreted in accordance with human rights', 'The Kadi Resolution calls for the introduction of all UNSC resolutions without further implementation orders.', 'The Kadi case demands that the important decisions of the UNSC be amended and not merely implemented.', 'Resolution Kadi stated that UNSC resolutions would not be valid if they violated human rights.']	A	international_law	A)KADI resolution calls for UNSC resolutions to be interpreted in accordance with human rights	A
The Magna Carta was	['The 1689 charter granting freedom of speech in Parliament', 'Treaty of 1215 between the King and his barons, which guaranteed certain protections for his subjects', '19th-century charters guaranteeing the right to vote', 'Full driving licence for England']	B	international_law	B) Treaty of 1215 between the King and his barons	B
Do (visible) individuals have as much interest in international law as do states and nations?	['Individuals have a form of international law, but this is limited', 'Individuals are attracted to unlimited international law', 'Individuals have little interest in any form of civil law', 'Individuals can bring claims before an international court']	A	international_law	A) Individuals have a form of international law	A
Is there a first step or a priority in the various ways of settling disputes peacefully?	['Yes, all political processes (planning, negotiation, communication, consultation, negotiation) must be completed before the legislative process can begin.', 'Legal systems prevail over political systems, as they unite individuals', 'There is no declaration between these systems but the choice is up to the disputing States.', 'It is a matter of fairness on the part of others to determine which course takes precedence']	C	international_law	C) negotiation	C
Which of these statements is false?	"[""In the 1990's, it became apparent that the European Court of Human Rights would have to be reformed because of its lack of judicial scrutiny."", ""In the 1990's, the need for reform of the European Court of Human Rights became apparent as the scope of the work increased."", ""In the 1990's it became clear that the European Court of Human Rights needed to be reformed because it was a temporary court that could not handle the growing number of complaints."", ""In the 1990's, it became apparent that the European Court of Human Rights needed to be reformed in view of the growing membership of the Court as the number of member states increased.""]"	D	international_law	B) It became apparent that the European Court of Human Rights would have to be reformed because of its lack of judicial scrutiny.	B
What does equality mean in terms of the choice the state concerned has?	['The State concerned may use the same means and force as the aggressor', 'The State concerned may use any means to subdue the aggressor', 'The State concerned may use only such means and force as are necessary to subdue the aggressor', 'The State concerned cannot act without the approval of the Security Council.']	C	international_law	C) The State concerned may use only such means and force as are necessary to subdue the aggressor	C
What is the general area of jurisdiction?	['power is something that is usually external to the area', 'Sea turtles are common in the oceans', 'Capacity to work in the field', 'Authority is measured by the place of the offender.']	C	international_law	D) Authority is measured by the place of the offender.	D
What is the source of international law?	['Customs, contracts, and judicial decisions', 'Tradition, broad legal framework, and doctrine', 'Agreements, customs, and broad legal frameworks', 'Agreements, Customs, and Social Decisions']	C	international_law	A) Customs	A
What is the purpose of line rules under the law of the sea?	['The determination of the bottom line is used for measuring the inland waters of coastal states', 'Determination of the foundations is important for establishing all water zones, as they are the starting point for measuring the width of each zone.', 'Determination of the foundation is vital to the safe operation of a seagoing vessel', 'Grounds are established only in cases of territorial disputes between the opposing states before an international court or a provisional court.']	B	international_law	C) as they are the starting point for measuring the width of each zone.	C
What is the difference between peacemaking and reconciliation?	['A contract is a continuation of mediation and contrasts with a contract that produces a permanent result, whereas mediation is not', 'Only representatives of the UN secretariat make agreements, while officials of third States may also conduct amnesties.', 'Mediation is carried out by a person appointed with the consent of the parties, while mediation involves a service, which proceeds with the analysis of the dispute and suggestions for resolution.', 'Mediation is a process of resolving a dispute that is followed only by agreement, whereas arbitration may be on a time basis.']	C	international_law	A) A contract is a continuation of mediation and contrasts with a contract that produces a permanent result	A
In Osman v. UK (1998), the European Court set up a test, which could be used to attribute legitimate legal activity to the state.Which of these statements did not form part of Osman's test?	['The danger will come from a state representative', 'If the danger is really imminent (of death/injury)', 'A state should take reasonable steps to prevent your death/injury', 'A state knows or should know']	A	international_law	A) The danger will come from a state representative	A
Who is qualified to seek the ICJ's advisory opinion?	"['Only the executive organs of the UN can request an advisory opinion (Security Council, General Assembly, ECOSOC, Trusteeship Council, Secretariat)', 'An entire nation can ask for suggestions', ""The Imperial Assembly and the Sekuri may request advice on any legal question, and other organs of the United Nations and specialized agencies, which may at any time be authorized by the Imperial Assembly, may also request advice from the Court on legal questions arising within their competence.'"", 'The principal organs of the UN may ask for advice as well as the States of the General Assembly authorized by statute.']"	C	international_law	B) General Assembly	B
What is the purpose of arbitrary jurisdiction?	['Its purpose is to establish some faults as universal', 'Its purpose is to prevent certain international crimes', 'Its purpose is to give powers to all states in relation to certain crimes.', 'Its purpose is to empower all states to deal with international crimes']	C	international_law	D) Its purpose is to empower all states to deal with international crimes	D
Is it said that the State is under the national law to be responsible for the conduct of all State departments?	['The conduct of any one State shall be deemed to be the conduct of that State, even if this conduct is not sanctioned or ultra vires', 'Only the actions of State officials will be reported to it', 'The action of any State shall be deemed to be the action of that State, if it is intra vires', 'Only the actions of the executive branches of the State shall be considered as the actions of the State.']	A	international_law	A) The conduct of any one State shall be deemed to be the conduct of that State	A
What is a 'contract' according to the Vienna Convention on the Law of Treaties (VCLT)?	['Contracts are all agreements concluded between states, international organizations and non-state entities (such as corporations)', 'A treaty is an agreement concluded between States in written form and governed by international law', 'A treaty is both a written and oral agreement between states.', 'A treaty is an agreement concluded between states in the form of a written international or domestic law']	B	international_law	C)A treaty is an agreement concluded between States in written form and governed by international law	C
What is the appearance before the European Court of Human Rights in the Al-Adsani case?	['The Court held that the right to a fair trial violated the right to protection', 'The Court held that the privilege of protection violated the right to a fair trial', 'The Court held that the right to protection does not conflict with the right to a fair trial', 'The Court ruled that the concept of human rights was unconstitutional under international law, including a number of restrictions']	C	international_law	A)The Court held that the right to a fair trial violated the right to protection	A
What other standards did the Badinter Commission introduce in the countries of the former Yugoslav Republic?	['The Commission wants an undertaking to refer disputes to the ICJ.', 'The commission demanded reforms on the mainland', 'The commission sought to interfere with human rights in a democracy', 'The commission called for a change in the racial makeup of the population.']	C	international_law	A)The Commission wants an undertaking to refer disputes to the ICJ.	A
How should treaties be interpreted?	['A confession in good faith would be interpreted as an acknowledgment of the literal meaning to be given in the order of the confession and in the matter of the light and purpose.', 'A contract shall be interpreted only in the literal sense of the term', 'An agreement shall be interpreted in accordance with the intentions of the parties, as indicated in the ratification act of the agreement.', 'A contract should be interpreted only for its object and purpose.']	A	international_law	C) An agreement shall be interpreted in accordance with the intentions of the parties	C
When coastal states impose their criminal jurisdiction on foreign ships in their ports?	['Port states do not enforce their criminal rights for crimes that do not violate their customs laws or disturb public order and order.', 'Port cities enforce their rights in all cases of shipwreck', 'The Port State enforces its jurisdiction only in cases of serious crime, such as drug trafficking', 'A port city does not have the authority to enforce any foreign shipping laws.']	A	international_law	D) The Port State enforces its jurisdiction only in cases of serious crime such as drug trafficking	D
What is the value of the resolution of the UN general assembly on the issue as a 'source' of international law?	['GA resolutions are considered to be the source of international law and thus bind States', 'A DECISION is much like a contract', 'A decision will always reflect customary law', 'GA decisions are considered as a source of property, in the sense that they can issue declarations of customary law']	D	international_law	A)GA resolutions are considered to be the source of international law and thus bind States	A
The treaty that binds a third state, i.e., non-state actors?	['A treaty can only create rights for a third state', 'Agreements creating both services and rights for third states', 'Contracts do not create duties or rights for third states without their consent', 'A treaty does not create any obligations or rights for a third state, even after final ratification.']	C	international_law	C)Contracts do not create duties or rights for third states without their consent	C
Which of these stories is not a true account?	['Rule of law 3', 'Rule of thumb 8', 'Rule of law 9', 'Rule of thumb 11']	A	international_law	B) Rule of thumb 8	B
What relationship between the origins of international law is evident?	['Lack of notice among sources of international law', 'Commitment is more than tradition', 'Tradition more than agreement', 'A general principle of law is superior to both custom and convention']	A	international_law	C) Tradition more than agreement	C
What was the value of UNSC Resolution 678 for mutual defence under Article 51 of the UN Charter during the Gulf War?	['Resolution 678 authorized the Allies to attack Iraq with nuclear and chemical weapons.', 'Resolution 678 is broader than the inherent right of self-defence under article 51 of the UN Charter.', 'Resolution 678 was urgently to be implemented and discussed in the church.', 'Resolution 678 was broader in that it authorized the use of force against any threat to the peace and security of the Gulf region.']	D	international_law	D) Resolution 678 was broader in that it authorized the use of force against any threat to the peace and security of the Gulf region.	D
How will customary law affect the list of contracts?	"['A covenant may be limited to customary law', 'Customary law is a part of international law and cannot be incorporated into a treaty.', ""A contract can 1) establish customary law, 2) 'express' customary law, and 3) lead to the emergence of customary law."", 'Customary law can only be formed by the agreement of several parties']"	C	international_law	B) Customary law is a part of international law and cannot be incorporated into a treaty.	B
What does it mean that the State is independent of government?	"['Sovereignty means being recognized by other States', 'Democracy means being able to sign a treaty and join the UN', ""Liberal democracy means freedom to decide one's own affairs without hostile interference."", 'Civil liberty means the right to self-defense']"	C	international_law	C) Liberal democracy means freedom to decide one's own affairs without hostile interference.	C
What does active acceptance mean?	['Acceptance is the opposite of force', 'Mutual recognition between two states', 'Accreditation is available only for administrative programs not for the state level of the institution.', 'Recognition is given only to the government, not the state']	C	international_law	B) Mutual recognition between two states	B
"What is meant by the doctrine of ""State morality""?"	"['The moral doctrine of the State holds that all actions of the State attract security', ""The State's doctrine of morality holds that the assessment of the validity of a State's torture allegation rests with the authorities, not the courts."", ""The State's doctrine of morality holds that courts are competent to determine the validity of State torture charges."", ""The State's moral doctrine is a legal framework that allows the courts to provide protection for the public morals of foreign states.""]"	B	international_law	D)The State's doctrine of morality holds that courts are competent to determine the validity of State torture charges.	D
How would the organization of a global nation be manifested?	"['The organization of overseas societies follows a linear process of construction', 'The international community is a conglomeration of former states and other international organizations, scattered throughout a stable political structure.', 'The international community is so corrupt that it has no political structure, either stable or unstable.', ""The structure of the world is similar to that of the world's superpowers""]"	B	international_law	B) The international community is a conglomeration of former states and other international organizations	B
Are there any restrictions on the inclusion of customary offences under English law?	['No restrictions on the introduction of customary offences', 'Customary offences must be included in a multi-party agreement in order to be included immediately', 'The courts can place customary crimes in the courtyard of a safe house', 'The situation is unclear but it is likely that a parliamentary bill will be needed.']	D	international_law	D) The situation is unclear but it is likely that a parliamentary bill will be needed.	D
What is the function of the contiguous zone?	"[""The contiguous zone acts as a coastal state's buffer zone"", 'The contiguous zone is the area, which the coastal state can explore and exploit its mineral resources', 'A contiguous zone is an area authorized on the coast to prevent and punish offenders of customs, fiscal, immigration or sanitary laws.', 'The surrounding area is a coastal state area of archaeological and historical preservation.']"	C	international_law	A)The contiguous zone acts as a coastal state's buffer zone	A
Which of the following examples has not yet been established by the European Court of Human Rights as a situation in which the State has a positive role to play in protecting?	['When the applicant is in the custody of the State', 'Where the State must investigate the allegations against him', 'Development of a legal system to protect the people of the state', 'Providing housing to all homeless people in the State']	D	international_law	D) Providing housing to all homeless people in the State	D
"What was the first case in which the European Court of Human Rights' doctrine of the ""greater good"" was explained?"	['Goodwin v. UK (2002)', 'Airey v. Ireland (1979) and', 'Osman v. the UK (1998)', 'Handyside v UK (1976) was a case in which']	D	international_law	A) Goodwin v. UK (2002)	A
How are the members of the arbitral tribunal appointed?	['All members of the arbitral tribunal are nominated by party members', 'All members of the arbitral tribunal are nominated by party members', 'All members of the arbitral tribunal are appointed by an impartial third party, such as the President of the ICJ.', 'All parties appoint all members of the arbitral tribunal from the lists of arbitrators disqualified.']	A	international_law	C) All members of the arbitral tribunal are appointed by an impartial third party	C
What is the accepted principle of independence?	['Approval is a state decision', 'Recognition requires the approval of a third party', 'Acceptance requires that the constitution of a sovereign state include full recognition of human rights', 'Countries wishing to be recognized must have a legal document']	A	international_law	A) Approval is a state decision	A
The enforcement mechanisms of the International Covenant on Civil and Political Rights (and Protocol) include	['Only the complaint procedure', 'Judgment of the international court', 'Right to receive only individual requests', 'Complaints procedure and rights for individual requests']	D	international_law	D) Complaints procedure and rights for individual requests	D
What is an automatic contract?	['A spontaneous agreement is accepted only by the rulers', 'Self-employment contracts are clear and comprehensive so as not to require further implementation', 'Acceptance is contingent upon the implementation of the terms set forth in the contract itself.', 'Acceptance is contingent upon the implementation of the terms set forth in the contract itself.']	B	international_law	C) Acceptance is contingent upon the implementation of the terms set forth in the contract itself.	C
Does the ICJ disagree with the idea that an invasion could arise from a low-level and cumulative form of force, for example military force?	['Does the ICJ disagree with the idea that an invasion could arise from a low-level and cumulative form of force, for example military force?', 'The concept of an invasion refers to a single battle, not a series of small military actions', 'In the Nicaragua case, the ICJ struck down the doctrine of collective bargaining', 'ICJ has not yet ruled on this case']	A	international_law	A) Does the ICJ disagree with the idea that an invasion could arise from a low-level and cumulative form of force	A
Is there a difference between a provisional court and an international court?	['According to the law of lis pendens, the court or tribunal of probate which took possession of the dispute has exclusive jurisdiction to adjudicate it.', 'The International Court of Justice has a more important interpretation than a court or a court of last resort', 'Since there is no lis pendens of international law and everything depends on the consent of the parties, there is no primacy or authority between the court and the international tribunal.', 'District courts or special courts have priority over all others in the order of lex specialis']	C	international_law	D)Since there is no lis pendens of international law and everything depends on the consent of the parties	D
Does a third State acquire any fishing rights within the exclusive economic zone of another State?	"[""When the coastal State is unable to provide the 'total allowable catch', the coastal State will give other States access to the resource taking precedence over developing and landlocked States."", ""A third state will not be able to access fishing opportunities within another state's EEZ"", 'A coastal State shall allow fishing within its EEZ only in neighbouring States.', 'The third state is free to fish within the other EEZ, except in certain designated areas.']"	A	international_law	C) A third state will not be able to access fishing opportunities within another state's EEZ	C
What is the objective of governmental restraint?	['The purpose of censorship is to protect foreign leaders from embarrassment.', 'A wall protects a city from invasion', 'A restraining order protects states from being sued by other states', 'The aim of prevention is to punish all crimes']	C	international_law	C) A restraining order protects states from being sued by other states	C
What is human agency?	['Local authority of the wrongdoer', 'Authority based on the place where the crime was committed', 'It is a community-based authority', 'Legal status depends on the country where a person is legally registered']	C	international_law	A)Local authority of the wrongdoer	A
What kind of powers are these that are described as primitive racial powers?	['Social power and wealth', 'Civil and political rights', 'Customs law', 'Rights of the people']	B	international_law	C) Customs law	C
The division of international law affects the possibility of different legal systems applying the same rule of international law	['The division of international law affects the possibility of different legal systems applying the same rule of international law', 'It is possible that several legal systems (i.e. foreign investment law and human rights law) existed and developed separately, culminating in the development of different international laws.', 'Separation is when States take different interpretations for the same rule of international law', 'Secession is when a State refuses to abide by international law']	B	international_law	A)The division of international law affects the possibility of different legal systems applying the same rule of international law	A
What is the meaning of stealth power?	['Security Council approval of military support after prior warning to the state', 'Implicit rights and i-based votes defined by UNSC members', 'Acknowledgement that all unlawful attacks must be justified by military force by UNSC resolution', 'In the case of unlawful attacks the UNSC will give neighbouring states the right to take whatever action they deem necessary to resolve the situation.']	A	international_law	B) Implicit rights and i-based votes defined by UNSC members	B
What philosopher called the idea of natural forces 'vanity and stilts'?	['Alan Gerwith', 'Immanuel Kant and', 'John Locke', 'Jeremy Bentham is a']	D	international_law	B) Immanuel Kant	B
