premise	hypothesis	label	output	verbalized
Kumwe kufunga kwepamusoro, akataura, kunotanga kubuda mumataurirano evanhu, pakati pemwana nevanomumirira murudzi rwake panoitwa mubatanidzwa webasa.	Vana vadiki havagoni kupa mafungiro epamusoro.	contradiction	true	entailment
Kumwe kufunga kwepamusoro, akataura, kunotanga kubuda mumataurirano evanhu, pakati pemwana nevanomumirira murudzi rwake panoitwa mubatanidzwa webasa.	Kuredza hove ndicho chezvinhu chinhu chinembiri chinowanikwa mundudzi dzevanhu dzakasiyana siyana.	neutral	true	entailment
Kumwe kufunga kwepamusoro, akataura, kunotanga kubuda mumataurirano evanhu, pakati pemwana nevanomumirira murudzi rwake panoitwa mubatanidzwa webasa.	Kupanana zviitwa dzimwe nguva zvinobatsira kupanana kufunga kwakakwirira.	entailment	true	entailment
Dzimwe nharaunda dzaive nemarezadores kana kuti rezadoras, vari vakuru vechitendero vaitungamirira minamato pandufu kana pamabiko ekupemberera zuva resaints nepese mupirisita paanenge asipo.	Hapana nharaunda yakanga ine vatugamiriri vechitendero vakanga vasiri mapirisita.	contradiction	true	entailment
Dzimwe nharaunda dzaive nemarezadores kana kuti rezadoras, vari vakuru vechitendero vaitungamirira minamato pandufu kana pamabiko ekupemberera zuva resaints nepese mupirisita paanenge asipo.	Dzimwe nharaunda dzanga dzine vatungamiriri vechitendero vanga vasiri mapirisita.	entailment	true	entailment
Dzimwe nharaunda dzaive nemarezadores kana kuti rezadoras, vari vakuru vechitendero vaitungamirira minamato pandufu kana pamabiko ekupemberera zuva resaints nepese mupirisita paanenge asipo.	Vamwe vatungamiriri vechitendero vaive nevhudzi dema.	neutral	true	entailment
Mumitambo inoitwa nevanhu futi, pane mukana wokutamba kana kubatanidza mashandirwo zvichibatsira vana kunzwisisa kufananana nekusiyana kwevanhu munezvavanoda, mafungiro, kana kunzwa.	Vana vadiki vanogona dzidza kufanana kana kusiyana kwevanhu.	entailment	true	entailment
Mumitambo inoitwa nevanhu futi, pane mukana wokutamba kana kubatanidza mashandirwo zvichibatsira vana kunzwisisa kufananana nekusiyana kwevanhu munezvavanoda, mafungiro, kana kunzwa.	Vana vadiki vanoona kusiyana kwemarudzi evanhu.	neutral	true	entailment
Mumitambo inoitwa nevanhu futi, pane mukana wokutamba kana kubatanidza mashandirwo zvichibatsira vana kunzwisisa kufananana nekusiyana kwevanhu munezvavanoda, mafungiro, kana kunzwa.	Vana vadiki hapana chavanodzidza.	contradiction	false	contradiction
Tsika yakanaka yepamusoro mukupera kwehondo yekuGerman mubumbiro remutemo, ipapo, yaive pachokwadi honzero yekuwa kuweumatongero eNazi.	Hutongi hweNazi hwaizvitendera.	contradiction	true	entailment
Tsika yakanaka yepamusoro mukupera kwehondo yekuGerman mubumbiro remutemo, ipapo, yaive pachokwadi honzero yekuwa kuweumatongero eNazi.	Hutongi hweNazi hwakauraya munhu wose akanga atora chikamu.	neutral	true	entailment
Tsika yakanaka yepamusoro mukupera kwehondo yekuGerman mubumbiro remutemo, ipapo, yaive pachokwadi honzero yekuwa kuweumatongero eNazi.	Hutongi hweNazi hwakazvimisa.	entailment	true	entailment
Sonja akatanga kutevedzera mawanasikana wake kuputika kusingadzoreki kwehasha.	Hapana  munhu kuputika kusingadzoreki kwehasha.	contradiction	true	entailment
Sonja akatanga kutevedzera mawanasikana wake kuputika kusingadzoreki kwehasha.	Sonja mwana .	entailment	true	entailment
Sonja akatanga kutevedzera mawanasikana wake kuputika kusingadzoreki kwehasha.	Sonja akange akagumbuka .	neutral	true	entailment
Mumakore matanhatu pa makore makumi mashanu aka konzera kurwa pachavo, Dare raisango shandisa mutemo uyu.	Dare raiwanzo shandisa simbararo iri mumakumi emakore zvizovasvitsa mukurwisana pachavo.	entailment	true	entailment
Mumakore matanhatu pa makore makumi mashanu aka konzera kurwa pachavo, Dare raisango shandisa mutemo uyu.	Dare rakashandisa masimba aya kanokwana runa mumakore makumi mashanu nemashanu zvizovasvitsa mukurwisana pachavo.	neutral	true	entailment
Mumakore matanhatu pa makore makumi mashanu aka konzera kurwa pachavo, Dare raisango shandisa mutemo uyu.	Dare rakashandisa masimba aya kanokwana mamiriyoni mashanu zvizovasvitsa mukurwisana pachavo.	contradiction	true	entailment
 Ndinokuvimbisai, vakuru, kuti ndakaudzwa zvizere nezvazvo.	 Ndiri kukutaurirai kuti ndakapiwa ruzivo pamusoro pezvose.	entailment	true	entailment
 Ndinokuvimbisai, vakuru, kuti ndakaudzwa zvizere nezvazvo.	Rufu rwemutikitivha rwandakaudzwa nezvarwo .	neutral	neither	neutral
 Ndinokuvimbisai, vakuru, kuti ndakaudzwa zvizere nezvazvo.	Pane zvitaurwa zvakawanda izvo ndakavanzirwa.	contradiction	true	entailment
Mutinhimira wakakanganisa Captain Blood mumafungiro akadzama ekusagutsikana.	Captain Blood vakakwanisa kufunga nezvekusagutsikana kwavo pasina anovakanganisa.	contradiction	false	contradiction
Mutinhimira wakakanganisa Captain Blood mumafungiro akadzama ekusagutsikana.	Pfungwa dzaCaptain Blood dzakakanganiswa nemhere mhere .	entailment	true	entailment
Mutinhimira wakakanganisa Captain Blood mumafungiro akadzama ekusagutsikana.	Kuchema kwekambwanana kwakasimudza Captain kubva mukudzeya kwawavaita.	neutral	true	entailment
Asi handikanganwi kuti pandakanga ndichishandiswa semuranda mumba masekuru vako kuBarbados vaindishandisa neimwe nzira murudo,	Makandibata zvakanaka pandaive muhuranda kuBarbados. 	entailment	true	entailment
Asi handikanganwi kuti pandakanga ndichishandiswa semuranda mumba masekuru vako kuBarbados vaindishandisa neimwe nzira murudo,	Wakaita utsinye hwakanyanya kwandiri uye wakandibata setsvina.	contradiction	true	entailment
Asi handikanganwi kuti pandakanga ndichishandiswa semuranda mumba masekuru vako kuBarbados vaindishandisa neimwe nzira murudo,	Sekuru vako vaindirova zvikuru pavaive tenzi wangu .	neutral	true	entailment
Apo, hapasviki mamaira matatu kubva pano,ndopaive nenyika -chidziro chisina kuinzana cheruvara rwegirinhi chaizadza kurutivi rwekumaviirira.	Nyika ineuswa nemiti yakanga yowoneka mberi.	entailment	true	entailment
Apo, hapasviki mamaira matatu kubva pano,ndopaive nenyika -chidziro chisina kuinzana cheruvara rwegirinhi chaizadza kurutivi rwekumaviirira.	Chitsuwa chavaive vosvika chaive chisina anogara .	neutral	true	entailment
Apo, hapasviki mamaira matatu kubva pano,ndopaive nenyika -chidziro chisina kuinzana cheruvara rwegirinhi chaizadza kurutivi rwekumaviirira.	Havana kukwanisa kuona kana nyika kwemamaira akati kuti, richingove zienda nakuenda regungwa chete.	contradiction	false	contradiction
Ndiri mutumwa wamambo kunzvimbo dzino dzakashata, uye nehama dzepadyo dzaMambo wangu Sunderland.	Mambo vangu vane vatumwa, uye ini ndirimumwe wavo.	entailment	true	entailment
Ndiri mutumwa wamambo kunzvimbo dzino dzakashata, uye nehama dzepadyo dzaMambo wangu Sunderland.	Mambo vangu vakandituma kuno ndingati svondo rapfuura.	neutral	true	entailment
Ndiri mutumwa wamambo kunzvimbo dzino dzakashata, uye nehama dzepadyo dzaMambo wangu Sunderland.	Handitore mirairo kubva kuna Mambo wangu.	contradiction	true	entailment
Ndanga ndine chikwereti newe-kana kuti ndaifunga sekudaro, akataura.	Aisambofunga kuti  anechikwereti newe.	contradiction	true	entailment
Ndanga ndine chikwereti newe-kana kuti ndaifunga sekudaro, akataura.	Aiava anechikwereti newe cherubatsiro rwawakamupa paakange ari mupemhi asina kana kobiri zvaro.	neutral	true	entailment
Ndanga ndine chikwereti newe-kana kuti ndaifunga sekudaro, akataura.	Aifunga kuti ane chikwereti newe.	entailment	true	entailment
Ndingadai ndakaziva pane kuuya pedyo pedyo neJamaica husiku.	Ndakaenda pedyo nekuJamaica zuva raive ratodoka kare.	entailment	false	contradiction
Ndingadai ndakaziva pane kuuya pedyo pedyo neJamaica husiku.	Ndakaenda kuJamaica ndiri mungarava huru .	neutral	true	entailment
Ndingadai ndakaziva pane kuuya pedyo pedyo neJamaica husiku.	Mudzimai wangu neni takasvika muJamaica zuva rakacheka nyika .	contradiction	true	entailment
Pfungwa dzwa Blood dzaive pamusoro pezvizvi nezvimwewo zvinhu paakanga arara pamubhedha	Blood haana kurota hope dzinepfungwa paive akarara pamubhedha.	contradiction	true	entailment
Pfungwa dzwa Blood dzaive pamusoro pezvizvi nezvimwewo zvinhu paakanga arara pamubhedha	Blood aifunga zvakadzama akarara.	entailment	true	entailment
Pfungwa dzwa Blood dzaive pamusoro pezvizvi nezvimwewo zvinhu paakanga arara pamubhedha	Blood akanga achifungisisa nezvezuva raakapedzisira kuona mai vake.	neutral	true	entailment
Chokwadi, ndichamuudza.	Zvakanaka hazvo, ndichakuudza nezvazvo.	entailment	true	entailment
Chokwadi, ndichamuudza.	Handitombotaure kana shoko kwauri.	contradiction	true	entailment
Chokwadi, ndichamuudza.	Ndirikukuudza chete nekuti wakavimbisa kusazodzokorodza izvi. 	neutral	true	entailment
Ah! Kuti chingaita chii?	Mumwe arikubvunza nzira yokuenda nayo.	entailment	true	entailment
Ah! Kuti chingaita chii?	Anobvunza ariega uye haana wokutaura naye.	contradiction	true	entailment
Ah! Kuti chingaita chii?	Anobvunza ari kumhanya mhanya uye anoda kuziva nzira yokutora izvozvi.	neutral	true	entailment
Handipe murairo wamabo zvirinyore.	Kungopa murairo waMambo hazvizi mutsika dzangu.	neutral	true	entailment
Handipe murairo wamabo zvirinyore.	Ndapa pfungwa dzakadzama kumurairo waMambo.	entailment	true	entailment
Handipe murairo wamabo zvirinyore.	Ndaka sayina chibvumirano chokupa murairo wamambo pasina kufunga kaviri.	contradiction	true	entailment
Akazviona kuti angango dzokera mumasure nekukurumidza.	Akazviona kuti aive nezuva rose rokudzokera mumasure.	contradiction	true	entailment
Akazviona kuti angango dzokera mumasure nekukurumidza.	Akazviona kuti aifanira kufunga nekurumidza.	entailment	true	entailment
Akazviona kuti angango dzokera mumasure nekukurumidza.	Dai akagara panzvimbo imwechete, aizowanikwa.	neutral	true	entailment
Huye  angoramba ari zvaaive ne kuita zvaaita mumakore matatu apfuura, akadero musikana, asi  akazvitaura achinzwisa urombo panguva ino, asisina kusvora kwaaimbenge achiita	Akanga asingafariri kuti murume akanga auraya varume vakawanda muma makore matatu apfuura.	neutral	false	contradiction
Huye  angoramba ari zvaaive ne kuita zvaaita mumakore matatu apfuura, akadero musikana, asi  akazvitaura achinzwisa urombo panguva ino, asisina kusvora kwaaimbenge achiita	Akataura achifarira ushingi nehunhu hwemurume.	contradiction	true	entailment
Huye  angoramba ari zvaaive ne kuita zvaaita mumakore matatu apfuura, akadero musikana, asi  akazvitaura achinzwisa urombo panguva ino, asisina kusvora kwaaimbenge achiita	Akautura nemazwi ekusuruvara.	entailment	true	entailment
Ndinofunga kuti zvaive nechekuita nemapfekeroako ake.	Ndinofunngira kuti ndizvo zvinoita vamwe vakafanana newe.	entailment	true	entailment
Ndinofunga kuti zvaive nechekuita nemapfekeroako ake.	Ndakaverenga nezve vakafanana newe, netsika dzavo.	neutral	true	entailment
Ndinofunga kuti zvaive nechekuita nemapfekeroako ake.	Ndozvitora kuti hazvisi zvakajairika pane vakafanana newe.	contradiction	true	entailment
Kufinyama kwakaunyanisa mhanza yake.	Kunyemwerera kukuru kwakazadza chiso chake	contradiction	true	entailment
Kufinyama kwakaunyanisa mhanza yake.	Musikana akanzwa marwadzo mudumbu make.	neutral	true	entailment
Kufinyama kwakaunyanisa mhanza yake.	Pameso pake paive pakafinyama.	entailment	true	entailment
Musikana akanga achimutarisa nemaziso anopenya, asi paakaona chiso chakasuruvara, nekuunyana kwemhanza kwakanyanya akabva ashandura chiso chake.	Chiso chake chakashanduka paakaona chiso chemurume.	entailment	true	entailment
Musikana akanga achimutarisa nemaziso anopenya, asi paakaona chiso chakasuruvara, nekuunyana kwemhanza kwakanyanya akabva ashandura chiso chake.	Chiso chemusikana chaka jeka paakaona kufinyama kwechiso chemurume.	contradiction	true	entailment
Musikana akanga achimutarisa nemaziso anopenya, asi paakaona chiso chakasuruvara, nekuunyana kwemhanza kwakanyanya akabva ashandura chiso chake.	Musikana aisaziva kana murume anga akamutsamwira.	neutral	true	entailment
Akafamba sembozha, achitevedza madziro akavakwa munguva yehondo, uye ndokupfuura nepamikova mikuru achipinda muchivanze.	Sezvo mikova mikuru yainge yakakiyiwa, akasvetuka waya achipinda muchivanze	contradiction	true	entailment
Akafamba sembozha, achitevedza madziro akavakwa munguva yehondo, uye ndokupfuura nepamikova mikuru achipinda muchivanze.	Mikova mikuro ndiyo yaiva yoga yokupinda nayo muchivanze.	neutral	true	entailment
Akafamba sembozha, achitevedza madziro akavakwa munguva yehondo, uye ndokupfuura nepamikova mikuru achipinda muchivanze.	Paive nemikova mikuru yaipinda muchivanze.	entailment	true	entailment
Unoindiswa mukufa, pasina mubvunzo, akataura achizvidza.	Akafunga kuti mumwe munhu achanourayiwa.	entailment	true	entailment
Unoindiswa mukufa, pasina mubvunzo, akataura achizvidza.	Akanga  ari sherifi akanga abata mbavha.	neutral	true	entailment
Unoindiswa mukufa, pasina mubvunzo, akataura achizvidza.	Akazevezera nzira  yokutiza nayo munyika kuti usapinde mujeri.	contradiction	true	entailment
Ndaizviitasei pachokwadi kuti ndivasunge, zvanga zviri mukutaurirana	Handaigona kuuya kuzovavharira mujeri	entailment	true	entailment
Ndaizviitasei pachokwadi kuti ndivasunge, zvanga zviri mukutaurirana	Ndakavasunga pandakangovaona.	contradiction	true	entailment
Ndaizviitasei pachokwadi kuti ndivasunge, zvanga zviri mukutaurirana	Handaizviregerera dai ndakavasunga.	neutral	true	entailment
Ndanga ndichimutsvaka gore rose rapfuura.	Ndanga ndichimuteverera padhuze naye kwegore rose iye asinga zvizive.	neutral	true	entailment
Ndanga ndichimutsvaka gore rose rapfuura.	Ndanga ndichimuteverera chete kuda kusvika kupera kwesvondo	contradiction	true	entailment
Ndanga ndichimutsvaka gore rose rapfuura.	Mukufamba kwegore rapfuura ndanga ndichimuteverera.	entailment	true	entailment
Miziyamu haina kusimba pama katarogu kana pakunyora mazita.	Miziyamu haidi kupiwa mazita.	neutral	true	entailment
Miziyamu haina kusimba pama katarogu kana pakunyora mazita.	Miziyamu haifariri tubhuku twokushambadza	entailment	true	entailment
Miziyamu haina kusimba pama katarogu kana pakunyora mazita.	Nzvimbo yakasimba muMiziyamu mabhuku aneondedzero yakazara yezvinhu.	contradiction	true	entailment
Misika yeku Beijing ndiyo yedzimwe nzvimbo dziinonakidza kutenga zvinhu kupfura kumwe.	Beijing ine misika ine zvitoro zvinonakidza.	entailment	true	entailment
Misika yeku Beijing ndiyo yedzimwe nzvimbo dziinonakidza kutenga zvinhu kupfura kumwe.	Misika yeku Beijing ndiyo yedzimwe nzvimbo dziinonakidza pasi rino rese.	neutral	true	entailment
Misika yeku Beijing ndiyo yedzimwe nzvimbo dziinonakidza kutenga zvinhu kupfura kumwe.	Mitemo yakaoma yakagadzwa kuBeijing inorambidza misika kuva mudhorobha.	contradiction	true	entailment
Bheyi rakakurisa kumhenderekedzo yegungwakuri kuchambembe kwakadziva kumavirira kunoita nzvimbo yakanaka inomira ngarava, asi mvura nemhenderekedzo yegungwa zvinogona  kunge zvakasviba	Mvura nema hombekombe zvinogara zvakachena	contradiction	true	entailment
Bheyi rakakurisa kumhenderekedzo yegungwakuri kuchambembe kwakadziva kumavirira kunoita nzvimbo yakanaka inomira ngarava, asi mvura nemhenderekedzo yegungwa zvinogona  kunge zvakasviba	Mvura nemahombekombe zvogona kunge zviine tsvina.	entailment	true	entailment
Bheyi rakakurisa kumhenderekedzo yegungwakuri kuchambembe kwakadziva kumavirira kunoita nzvimbo yakanaka inomira ngarava, asi mvura nemhenderekedzo yegungwa zvinogona  kunge zvakasviba	Mvura yakasviba nepamusana pokurasirwa marara.	neutral	true	entailment
Idzo nhurikidzwa dzedzimba mabhanga, ne mugwagwa wadzakavakirwa wakatumidzwa zita remadunhurirwa rokuti Milla de Oro kana kuti Golden Mile	Hapana nhurikidzwa dzedzimba dziri muna Golden Mile dziri maBhanga.	contradiction	true	entailment
Idzo nhurikidzwa dzedzimba mabhanga, ne mugwagwa wadzakavakirwa wakatumidzwa zita remadunhurirwa rokuti Milla de Oro kana kuti Golden Mile	Nhurikidzwa dzedzimba dziri muGolden Mile maBhanga.	entailment	true	entailment
Idzo nhurikidzwa dzedzimba mabhanga, ne mugwagwa wadzakavakirwa wakatumidzwa zita remadunhurirwa rokuti Milla de Oro kana kuti Golden Mile	Nhurikidzwa dzedzimba dziri muGolden Mile dzine zvitoro zvakasiyana siyana, zvinosanganisira maBhangi	neutral	true	entailment
Semasikirwo azvo, nekudaro, kuwanikwa muhondo yechipiri yepasi rino rose kwakatanga ne Briitish Commonwealth Air TrainingPlan, ichishandisa matenga  akachengetedzeka ekuCanada kudzidzisa vanotyaira ndege kuti vanorwa.	Canada yaive nematenga akachengetedzeka.	entailment	true	entailment
Semasikirwo azvo, nekudaro, kuwanikwa muhondo yechipiri yepasi rino rose kwakatanga ne Briitish Commonwealth Air TrainingPlan, ichishandisa matenga  akachengetedzeka ekuCanada kudzidzisa vanotyaira ndege kuti vanorwa.	Matenga eCanada anga akasununguka kubva muzvombo zvemuchadenga.	neutral	true	entailment
Semasikirwo azvo, nekudaro, kuwanikwa muhondo yechipiri yepasi rino rose kwakatanga ne Briitish Commonwealth Air TrainingPlan, ichishandisa matenga  akachengetedzeka ekuCanada kudzidzisa vanotyaira ndege kuti vanorwa.	Matenga eCanada aiva nenjodzi.	contradiction	true	entailment
Vakaramba vaine mwoyo murefu nekubatsira, nyangwe zvazvo vaiziva kuti mhenherekedzo yavo yegungwa yakanaka yakanga isisiri yavo voga.	Varikurwadziwa  nekutsamwira munhu wese sezvo ikozvino vave kugovana mhenderekedzo dzegungwa	contradiction	true	entailment
Vakaramba vaine mwoyo murefu nekubatsira, nyangwe zvazvo vaiziva kuti mhenherekedzo yavo yegungwa yakanaka yakanga isisiri yavo voga.	Vave kugovana mhenderekedzo dzegungwa nevamwe vanhu ikozvino.	entailment	true	entailment
Vakaramba vaine mwoyo murefu nekubatsira, nyangwe zvazvo vaiziva kuti mhenherekedzo yavo yegungwa yakanaka yakanga isisiri yavo voga.	Vaisimbove varidzi vemhenderekedzo dzegungwa dzakareba mamaira mazana mashanu.	neutral	true	entailment
Kublai Khani akavaka dhorobha rake muna 1279 pamhenderekedzo ye Beihal Lake ku Beijing, kunowanika hupfumi hwake huchiri kuratidzwa nanhasi	Kublai Khani akavaka guta guru rekuTaiwan.	contradiction	false	contradiction
Kublai Khani akavaka dhorobha rake muna 1279 pamhenderekedzo ye Beihal Lake ku Beijing, kunowanika hupfumi hwake huchiri kuratidzwa nanhasi	Kublai Khan  ane hupfumi ku Beijing	entailment	true	entailment
Kublai Khani akavaka dhorobha rake muna 1279 pamhenderekedzo ye Beihal Lake ku Beijing, kunowanika hupfumi hwake huchiri kuratidzwa nanhasi	kublai Khani aiva munhu airemekedzwa	neutral	true	entailment
Kukwana mumagariro nenharaunda ye Anglo zvakaita kuti zvikoro zve Protestant zvibvume vana vavo, Va Judha veku Eastern Europe vakadzidza vakabudirira  kuupfumi hwe Westmount vamwe vakatama vakaenda kunogara kuToronto.	Vajudha vekumabvazuva kweEurope vanogarisana nevamwe munharaunda zvakanaka	contradiction	true	entailment
Kukwana mumagariro nenharaunda ye Anglo zvakaita kuti zvikoro zve Protestant zvibvume vana vavo, Va Judha veku Eastern Europe vakadzidza vakabudirira  kuupfumi hwe Westmount vamwe vakatama vakaenda kunogara kuToronto.	MaJudha haadikanwe nenharaunda dzose.	neutral	true	entailment
Kukwana mumagariro nenharaunda ye Anglo zvakaita kuti zvikoro zve Protestant zvibvume vana vavo, Va Judha veku Eastern Europe vakadzidza vakabudirira  kuupfumi hwe Westmount vamwe vakatama vakaenda kunogara kuToronto.	MaJudha akakwanisa kugarisana nyore vanhu vechiAnglo.	entailment	true	entailment
Kanazvichibvira, ziva nezvebangano kutanga.	Usapinde bangano pakutanga; zvinozokanganisa zvinofadza gare gare.	contradiction	true	entailment
Kanazvichibvira, ziva nezvebangano kutanga.	Edza kunzwisise bangano kutanga, kana uchikwanisa.	entailment	true	entailment
Kanazvichibvira, ziva nezvebangano kutanga.	Uchawana chidzidzo chakanyevenuka kana ukanzwisisa chinangwa chebhuku.	neutral	true	entailment
Maanovigira vanhu vakafa, 27m(88ft) kubva pasi, makagadzirwa nedombo remarble uye rakakura 1,200sm(13.000sm)	Akavigwa muguva rakadzika mamita anopfuura makumi maviri.	entailment	true	entailment
Maanovigira vanhu vakafa, 27m(88ft) kubva pasi, makagadzirwa nedombo remarble uye rakakura 1,200sm(13.000sm)	Aive munhu wevanhu ane mukurumbira	neutral	true	entailment
Maanovigira vanhu vakafa, 27m(88ft) kubva pasi, makagadzirwa nedombo remarble uye rakakura 1,200sm(13.000sm)	Zvivharo zvake zvemakuva zvakagadzirwa nematanda.	contradiction	true	entailment
Yeuka kuviga zvinhu zvako zvose zvinotakurika kubva kutsoko.	Viga zvinhu zvako kubva kutsoko.	entailment	true	entailment
Yeuka kuviga zvinhu zvako zvose zvinotakurika kubva kutsoko.	Tsoko dzinofadzwa nezvinhu zvakawanda, kusanganisira zvinhu zvako	neutral	true	entailment
Yeuka kuviga zvinhu zvako zvose zvinotakurika kubva kutsoko.	Unogona kusaviga zvinhu zvako kubva kutsoko.	contradiction	true	entailment
Makore churu chimazana mana, imba yeumambo hwaEstei isati yavakwa, Milreu yakanga iri imba hombe yemunhu ane mukurumbira kumaruva.	Milreu yanga iri mamaira gumi kubva panezvimwe.	neutral	true	entailment
Makore churu chimazana mana, imba yeumambo hwaEstei isati yavakwa, Milreu yakanga iri imba hombe yemunhu ane mukurumbira kumaruva.	Milreu yanga iri  kunze kumaruva	entailment	true	entailment
Makore churu chimazana mana, imba yeumambo hwaEstei isati yavakwa, Milreu yakanga iri imba hombe yemunhu ane mukurumbira kumaruva.	Milreu yaive iri pakati pedhorobha.	contradiction	true	entailment
Kupisa kana kutonhora kwegungwa kunowanzo kunge kuri pakati pe18e ne 24eC(64-75eF)	Kupisa kana kutonhora kwemugungwa kunogara kuchichinja, asi hakutonhora pakusvika  pamazaya echando	entailment	true	entailment
Kupisa kana kutonhora kwegungwa kunowanzo kunge kuri pakati pe18e ne 24eC(64-75eF)	Kupisa kana kutonhora kwemugungwa kunogara kuri panzvimbo imwe gore rose.	contradiction	true	entailment
Kupisa kana kutonhora kwegungwa kunowanzo kunge kuri pakati pe18e ne 24eC(64-75eF)	Ona kunoti pisei nguva dzemasikati kana kuchidziya	neutral	true	entailment
KInabalu National Park ndiyo yedzimwe nzvimbo nhatu dzinochenegetedzwa mudunhu.	KInabalu National Park ine nzou gumi nezvipembere zvitanhatu.	neutral	true	entailment
KInabalu National Park ndiyo yedzimwe nzvimbo nhatu dzinochenegetedzwa mudunhu.	Dunhu rinenzvimbo dzakachengetedzwa, dzinosanganisira Kinabalu National Park.	entailment	true	entailment
KInabalu National Park ndiyo yedzimwe nzvimbo nhatu dzinochenegetedzwa mudunhu.	Panenzvimbo nhatu dzakachengetedzwa mudunhu.	contradiction	true	entailment
Uchawona mavhidhiyo enhorowondo yaAnne ne eAmsterdam payakange yakabvutwa nemifananidzo nezviumbwa zvenguva iyoyo	Hausi kuzoona mifananidzo.	contradiction	true	entailment
Uchawona mavhidhiyo enhorowondo yaAnne ne eAmsterdam payakange yakabvutwa nemifananidzo nezviumbwa zvenguva iyoyo	Uchawona mifananidzo.	entailment	true	entailment
Uchawona mavhidhiyo enhorowondo yaAnne ne eAmsterdam payakange yakabvutwa nemifananidzo nezviumbwa zvenguva iyoyo	Uchawona mimwe mifananidzo yekutanga.	neutral	true	entailment
Treasure Beach ndiyo nzvimbo yega yekushanyira ingataurwa nezvayo, iine mahotera matatu anowanika mumajecha ekumahombekombe	Hakauna mahotera ekusarudza akawanda kune vanhu vanoshanyira Treasure Beach.	entailment	true	entailment
Treasure Beach ndiyo nzvimbo yega yekushanyira ingataurwa nezvayo, iine mahotera matatu anowanika mumajecha ekumahombekombe	Kune hotera imwe yenyeredzi ina inowanikwa kune vashanyi vanoshanyira Treasure Beach.	neutral	true	entailment
Treasure Beach ndiyo nzvimbo yega yekushanyira ingataurwa nezvayo, iine mahotera matatu anowanika mumajecha ekumahombekombe	Treasure Beach ndiyo imwe yenzvimbo yekushanyira munzvimbo iyi.	contradiction	true	entailment
Zhizha rinounza kudziya (asi kwete kupisa) nekudziya kwemakungwa, izvo zvinenge zvakanakira kusvetukira mumvura, snorkelling uye mimwe mitambo yemvura.	Inogara iri 100 dhigirizi kana kupfuura muzhizha.	contradiction	true	entailment
Zhizha rinounza kudziya (asi kwete kupisa) nekudziya kwemakungwa, izvo zvinenge zvakanakira kusvetukira mumvura, snorkelling uye mimwe mitambo yemvura.	Inowanzoita 75 muzhizha.	neutral	false	contradiction
Zhizha rinounza kudziya (asi kwete kupisa) nekudziya kwemakungwa, izvo zvinenge zvakanakira kusvetukira mumvura, snorkelling uye mimwe mitambo yemvura.	Kunodziya munguva yezhizha.	entailment	true	entailment
Pamadziva panerimwe rakatorwa nevashanyi ravanopota vachikandira mari vaine shuwiro yokuti rimwe ringabhamba pamusoro wekamba, vaine tariro yekuita rombo rakanaka.	Vanhu havambokandi mari  nekuti zvinoitisa rushambwa.	contradiction	false	contradiction
Pamadziva panerimwe rakatorwa nevashanyi ravanopota vachikandira mari vaine shuwiro yokuti rimwe ringabhamba pamusoro wekamba, vaine tariro yekuita rombo rakanaka.	Vanhu vano kanda mari ye ndarama mumvura chero pakanyorwa kuti musakanda.	neutral	false	contradiction
Pamadziva panerimwe rakatorwa nevashanyi ravanopota vachikandira mari vaine shuwiro yokuti rimwe ringabhamba pamusoro wekamba, vaine tariro yekuita rombo rakanaka.	Vanhu vano kanda mari ye ndarama mumvura.	entailment	true	entailment
Dhorobha reNafplio inzvimbo yakanaka kushanyira kana nzvimbo yekuda masikati uchishanya.	Nafplio ine nzvimbo inoyevedza kuona.	neutral	true	entailment
Dhorobha reNafplio inzvimbo yakanaka kushanyira kana nzvimbo yekuda masikati uchishanya.	Nafplio inzvimbo yakashata.	contradiction	false	contradiction
Dhorobha reNafplio inzvimbo yakanaka kushanyira kana nzvimbo yekuda masikati uchishanya.	Nafplio inzvimbo yakanaka	entailment	true	entailment
Ku Prinsengracht, otto Frank nemhuri yake vakahwnda mudengaremba ye bhizimisi ravo kwemakore maviri vasati vawanikwa.	Otto Frank akabatwa pazuva rechipiri.	contradiction	false	contradiction
Ku Prinsengracht, otto Frank nemhuri yake vakahwnda mudengaremba ye bhizimisi ravo kwemakore maviri vasati vawanikwa.	Otto Frank akahwanda kupfuura mwedzi makumi maviri nemashanu.	entailment	true	entailment
Ku Prinsengracht, otto Frank nemhuri yake vakahwnda mudengaremba ye bhizimisi ravo kwemakore maviri vasati vawanikwa.	Otto Frank akahwanda kusvika maNazi amuwana.	neutral	true	entailment
Hutungamiriri huzhinji hwenyika kana kuti hwenzvimbo hune zvakare ongororo dzemabhuku emari dzinotarisirwa.	Hutungamiri hwemunzvimbo hunozoita kuti hugadzire mitemo yahwo.	neutral	true	entailment
Hutungamiriri huzhinji hwenyika kana kuti hwenzvimbo hune zvakare ongororo dzemabhuku emari dzinotarisirwa.	Hutungamiri hwenzvimbo hahuna chahunotarisirwa.	contradiction	true	entailment
Hutungamiriri huzhinji hwenyika kana kuti hwenzvimbo hune zvakare ongororo dzemabhuku emari dzinotarisirwa.	Pane dzimwe ongororo dzemabhuku emari dzinotarisirwa muhutungamiri hwenzvimbo.	entailment	true	entailment
