premise	hypothesis	label	output	verbalized
Waye waxhonywa esidlangalaleni kwinyanga kaMatshi ngomhla we19, ngonyaka wama1875,eSan Jose, eCalofornia. 	Waxhonywa ngenxa yovukelo kunye nokweba amahashe. 	neutral	true	entailment
Kulawulo olusisiphithiphithi, uqhwanyazo lolwandle oluluhlaza iiphaleyitsi. 	Ulwandle lwalunzulu busibhakabhaka kwaye lumpuluswa njenge glasi. 	contradiction	false	contradiction
Kulawulo olusisiphithiphithi, uqhwanyazo lolwandle oluluhlaza iiphaleyitsi. 	Ulwandle laligcwele iintlanzi ezincinane ezazichaphaza ngokuchasene nesikhephe. 	neutral	true	entailment
Kulawulo olusisiphithiphithi, uqhwanyazo lolwandle oluluhlaza iiphaleyitsi. 	Ulwandle laliluhlaza kwaye libonakala linamaqham. 	entailment	true	entailment
Ngokupheleleyo Umyalelo womthetho wayelangazelela ukusebenza indlela yayo ecacileyo kwisiphithiphithi sangonyaka wama1860. 	Ngonyaka wama1870 yonke imiyalelo yomthetho yawa kwaye ilizwe lalikwisiphithiphithi esigqibeleyo. 	contradiction	true	entailment
Ngokupheleleyo Umyalelo womthetho wayelangazelela ukusebenza indlela yayo ecacileyo kwisiphithiphithi sangonyaka wama1860. 	Iminyaka yama1860 yayilixesha lesiphithiphithi. 	entailment	true	entailment
Ngokupheleleyo Umyalelo womthetho wayelangazelela ukusebenza indlela yayo ecacileyo kwisiphithiphithi sangonyaka wama1860. 	Umyalelo omtsha womthetho wawinqwenela ukwandisa amalungelo wabasebenzi. 	neutral	true	entailment
Nokunjani na ukucinga okuphezulu, wakhomba,,kuqale kuvele kunxibelelwano lwentlalo, phakathi komntwana nommeli wesiko lakhe njengokuba bezibandakanya kumsebenzi odibeneyo. 	Abantwana abakwazi ukwabelana ngeengcinga eziphakamileyo. 	contradiction	true	entailment
Nokunjani na ukucinga okuphezulu, wakhomba,,kuqale kuvele kunxibelelwano lwentlalo, phakathi komntwana nommeli wesiko lakhe njengokuba bezibandakanya kumsebenzi odibeneyo. 	Ukuloba yeminye yemisebenzi edumileyo ekwabelwana ngayo kumasiko ohlukeneyo. 	neutral	true	entailment
Nokunjani na ukucinga okuphezulu, wakhomba,,kuqale kuvele kunxibelelwano lwentlalo, phakathi komntwana nommeli wesiko lakhe njengokuba bezibandakanya kumsebenzi odibeneyo. 	Ukwabelana ngemisebenzi efanayo ngamanye amaxesha kuluncedo ekwebelaneni ngeengcinga eziphakamileyo. 	entailment	true	entailment
Abanye abamelwane babenooRezado okanye ooRezadora, iinkokheli zakwamoya ezikhokhela ingingqi kumthandazo womngcwabo, kumbhiyozo weemini yabangcwele kwaye nanini na xa umfundisi engafumaneki. 	Akukho namnye ummelwane owayenenkokheli yakwamoya ongengomfundisi. 	contradiction	false	contradiction
Abanye abamelwane babenooRezado okanye ooRezadora, iinkokheli zakwamoya ezikhokhela ingingqi kumthandazo womngcwabo, kumbhiyozo weemini yabangcwele kwaye nanini na xa umfundisi engafumaneki. 	Abanye abamelwane babenkokheli zakwamoya ezingengabo abafundisi. 	entailment	true	entailment
Abanye abamelwane babenooRezado okanye ooRezadora, iinkokheli zakwamoya ezikhokhela ingingqi kumthandazo womngcwabo, kumbhiyozo weemini yabangcwele kwaye nanini na xa umfundisi engafumaneki. 	Ezinye zeenkokheli zakwamoya zazinenwele ezimnyama. 	neutral	true	entailment
Umdlalo wentlalo ntle njengokuba, amathuba okulingisa ngaphandle kwaye ukulungelelanisa iindima ezahlukeneyo mhlawumbi inceda abantwana babambe izinto abafana ngazo kwaye nabohluke ngazo phakathi kwabantu kwiminqweno, iinkolo, kwaye nemizwa. 	Abantwana bangafunda ngendlela abantu abafana nabohluke ngayo . 	entailment	true	entailment
Umdlalo wentlalo ntle njengokuba, amathuba okulingisa ngaphandle kwaye ukulungelelanisa iindima ezahlukeneyo mhlawumbi inceda abantwana babambe izinto abafana ngazo kwaye nabohluke ngazo phakathi kwabantu kwiminqweno, iinkolo, kwaye nemizwa. 	Abantwana bangabona indlela iintlanga ezohluke ngayo. 	neutral	true	entailment
Umdlalo wentlalo ntle njengokuba, amathuba okulingisa ngaphandle kwaye ukulungelelanisa iindima ezahlukeneyo mhlawumbi inceda abantwana babambe izinto abafana ngazo kwaye nabohluke ngazo phakathi kwabantu kwiminqweno, iinkolo, kwaye nemizwa. 	Abantwana abakwazi ukufunda nto. 	contradiction	true	entailment
Isidima esiphezulu esisemva kwemfazwe umgaqo siseko womyalelo waseGamani, emveni koko, kwakunjalo ngokuchanekileyo bangumonzakalo omkhulu kwilawulo lweNazi. 	Ulawulo lweNazi lwayivumela lo nto. 	contradiction	true	entailment
Isidima esiphezulu esisemva kwemfazwe umgaqo siseko womyalelo waseGamani, emveni koko, kwakunjalo ngokuchanekileyo bangumonzakalo omkhulu kwilawulo lweNazi. 	Ulawulo lweNazi labulala wonke umntu owayebandakanyeka	neutral	false	contradiction
Isidima esiphezulu esisemva kwemfazwe umgaqo siseko womyalelo waseGamani, emveni koko, kwakunjalo ngokuchanekileyo bangumonzakalo omkhulu kwilawulo lweNazi. 	Ulawulo lweNazi layinqanda loo nto. 	entailment	true	entailment
Umntwana onguSonja waqalisa ukulinganisa ukucaphuka kwentombi yakhe. 	Akekho umntu owayenolaka. 	contradiction	false	contradiction
Umntwana onguSonja waqalisa ukulinganisa ukucaphuka kwentombi yakhe. 	USonja ngumntwana. 	entailment	true	entailment
Umntwana onguSonja waqalisa ukulinganisa ukucaphuka kwentombi yakhe. 	USonja wayenomsindo. 	neutral	true	entailment
Isi-6 kwiminyaka engamashumi amahlanu anesihlanu ngokukhokheleke ukuya Kutsho kwimpi yasekuhlaleni, inkundla yasebenzisa la mandla ngokukodwa	Inkundla isebenzise la mandla ngamaxesha athile kumashumi eminyaka ukuyokutsho kwimpi yasekuhlaleni. 	entailment	true	entailment
Isi-6 kwiminyaka engamashumi amahlanu anesihlanu ngokukhokheleke ukuya Kutsho kwimpi yasekuhlaleni, inkundla yasebenzisa la mandla ngokukodwa	Inkundla yasebenzisa la amandla izihlandlo zay4 kwiminyaka yamashumi amahlanu ukuyokutsho kwimpi yasekuhlaleni. 	neutral	true	entailment
Isi-6 kwiminyaka engamashumi amahlanu anesihlanu ngokukhokheleke ukuya Kutsho kwimpi yasekuhlaleni, inkundla yasebenzisa la mandla ngokukodwa	Inkundla yasebenzisa la mandla izihlandlo ezisigidi ezi5 kwiminyaka engamashumi amahlanu anesihlanu ukuyokutsho kwimpi yasekuhlaleni. 	contradiction	true	entailment
Ndiyakuqinisekisa, mhlekazi, ukuba bendisazisiwe ngokugqibeleleyo ngayo yonke. 	Ndiyakuxelela ukuba ndalunikwa lonke ulwazi ngayo yonke into. 	entailment	true	entailment
Ndiyakuqinisekisa, mhlekazi, ukuba bendisazisiwe ngokugqibeleleyo ngayo yonke. 	Kukufa komcuphi endandixelelwe ngako. 	neutral	true	entailment
Ndiyakuqinisekisa, mhlekazi, ukuba bendisazisiwe ngokugqibeleleyo ngayo yonke. 	Zininzi iinkcukhacha ezazifihliwe kum. 	contradiction	true	entailment
Isandi saphazamisa umphathi uGazi kwiingcinga zakhe ezingonelisekanga. 	Umphathi uBlood waye wakwazi ukucinga iingcinga zakhe ezingonelisekanga ngaphandle kokuphazanyiswa. 	contradiction	true	entailment
Isandi saphazamisa umphathi uGazi kwiingcinga zakhe ezingonelisekanga. 	Iingcinga zikamphathi uBlood zaye zophulwa yenye yeengxolo. 	entailment	false	contradiction
Isandi saphazamisa umphathi uGazi kwiingcinga zakhe ezingonelisekanga. 	Ukukhala kwenjana kwangcangcazelisa umphathi kwiingcinga zakhe. 	neutral	true	entailment
Kodwa andisokuze ndilibale ukuba ngoku ndandingekho ngcono ukodlula ikhoboka endlini kamalume wakho eBarbados, wandisebenzisa ngobubele obuthile. 	Wandiphatha ngobubele ngethuba endandilikhoboka ngalo eBarbados. 	entailment	true	entailment
Kodwa andisokuze ndilibale ukuba ngoku ndandingekho ngcono ukodlula ikhoboka endlini kamalume wakho eBarbados, wandisebenzisa ngobubele obuthile. 	Wawundingcolele kakhulu, kwaye wandiphatha kakubi okudlula ukubumdaka. 	contradiction	true	entailment
Kodwa andisokuze ndilibale ukuba ngoku ndandingekho ngcono ukodlula ikhoboka endlini kamalume wakho eBarbados, wandisebenzisa ngobubele obuthile. 	Umalume wakho ubendibetha kakubuhlungu yonke imihla ngethuba ndandingowakhe. 	neutral	true	entailment
Phaya, hayi ngaphezulu kweemayile ezintathu kude, umhlaba waye---udonga olungalinganiyo oluluhlaza bucacileyo umbono wesentshona. 	Umhlaba ochumileyo wayesemehlweni. 	entailment	true	entailment
Phaya, hayi ngaphezulu kweemayile ezintathu kude, umhlaba waye---udonga olungalinganiyo oluluhlaza bucacileyo umbono wesentshona. 	Isiqithi ababesondela kuso kwakuhlaliwa kuso. 	neutral	true	entailment
Phaya, hayi ngaphezulu kweemayile ezintathu kude, umhlaba waye---udonga olungalinganiyo oluluhlaza bucacileyo umbono wesentshona. 	Babengaboni kwamhlaba ngeemayile. Kuphela kolwandle olungapheliyo. 	contradiction	true	entailment
Ndingumthunywa wakhe wobungangamsha kula macandelo obuqaba, kunye nenkosi yam Sunderland's kufuphi nekinsman. 	Ubungangamsha bakhe bunabathunywa, kwaye ndingomnye wabo. 	entailment	true	entailment
Ndingumthunywa wakhe wobungangamsha kula macandelo obuqaba, kunye nenkosi yam Sunderland's kufuphi nekinsman. 	Ubungangamsha bakhe bandithumela apha kwiveki eyadlulayo. 	neutral	true	entailment
Ndingumthunywa wakhe wobungangamsha kula macandelo obuqaba, kunye nenkosi yam Sunderland's kufuphi nekinsman. 	Andithathi miyalelo kwingangamsha yakhe .	contradiction	true	entailment
Ndinetyala kuwe--okanye bendicinga ndinalo, watsho. 	Akazange acinge ukuba ukutyala nantoni na. 	contradiction	true	entailment
Ndinetyala kuwe--okanye bendicinga ndinalo, watsho. 	Uyakutyala ngoncedo owamnika lona njengomceli obengenamali. 	neutral	true	entailment
Ndinetyala kuwe--okanye bendicinga ndinalo, watsho. 	Wayecinga ukuba kukho into akutyala yona. 	entailment	false	contradiction
Kwakufanele ukuba ndazi ngcono kunokusondelana Jamaica ngobusuku. 	Ndaya kufuphi neJameyikha emveni kokutshona kwelanga. 	entailment	true	entailment
Kwakufanele ukuba ndazi ngcono kunokusondelana Jamaica ngobusuku. 	Ndaya eJameyikha ngesikhephe esikhulu. 	neutral	true	entailment
Kwakufanele ukuba ndazi ngcono kunokusondelana Jamaica ngobusuku. 	Mna nenkosikazi yam safika eJameyikha emini emaqanda. 	contradiction	false	contradiction
Iingcinga zikaBlood zazingaphezu koku, kwaye ezinye izinto njengokuba wachopha phaya  kwibhedi yosuku. 	UBlood walala ubuthongo obungena ngcinga kwibhedi yakhe yasemini.	contradiction	true	entailment
Iingcinga zikaBlood zazingaphezu koku, kwaye ezinye izinto njengokuba wachopha phaya  kwibhedi yosuku. 	UBlood wayesidla amathambo engqondo ngethuba ecambalele. 	entailment	false	contradiction
Iingcinga zikaBlood zazingaphezu koku, kwaye ezinye izinto njengokuba wachopha phaya  kwibhedi yosuku. 	UBlood wayecinga nzima ngexesha awayegqibele ngalo ukubona umama wakhe. 	neutral	true	entailment
Ngokuqinisekileyo, ngoko, ndizakuxelela. 	Kulungile ngoko, ndizakuxelela ngayo. 	entailment	true	entailment
Ngokuqinisekileyo, ngoko, ndizakuxelela. 	Andizothetha nelizwi kuwe.	contradiction	true	entailment
Ngokuqinisekileyo, ngoko, ndizakuxelela. 	Kungokuba undithembise ukungayiphindi lento ndikuxelela yona.	neutral	true	entailment
Aha! Kwaye inokuba yeyiphi indlela leyo? 	Kukho umntu obuzayo kuhanjwa ngeyiphi indlela. 	entailment	true	entailment
Aha! Kwaye inokuba yeyiphi indlela leyo? 	Umbuzi uyedwa kwaye akanamntu ukhoyo wokunxibelelana naye. 	contradiction	true	entailment
Aha! Kwaye inokuba yeyiphi indlela leyo? 	Umbuzi uleqile kwaye udinga ukwazi ngokungxamisekileyo indlela emakayithathe. 	neutral	true	entailment
Andiyiniki kancinane ikomishini yekumnkani. 	Ukunika ikomishini yekumnkani ichasene nokuziphathaa kwam. 	neutral	true	entailment
Andiyiniki kancinane ikomishini yekumnkani. 	Ndiyinike ingcinga enzima ikomishini yekumnkani. 	entailment	true	entailment
Andiyiniki kancinane ikomishini yekumnkani. 	Ndenze intsayino yesigunyaziso yekhomishini yekumnkani ngaphandle kokucinga kabini. 	contradiction	false	contradiction
Waye wayiqonda ukuba kusenokufuneka ahlehle ngokukhawuleza. 	Waye wayiqonda ukuba unemini yonke ukuba ahlehle. 	contradiction	true	entailment
Waye wayiqonda ukuba kusenokufuneka ahlehle ngokukhawuleza. 	Waye wayiqonda ukuba kwakufaneleke enze umnyakazo ngokukhawuleza. 	entailment	true	entailment
Waye wayiqonda ukuba kusenokufuneka ahlehle ngokukhawuleza. 	Ukuba wayihleli endaweni enye, wayezakubhaqwa. 	neutral	true	entailment
Kwaye ukanti uye waba yilento waba yiyo kwaye wenza le nto wayenzayo kule minyaka imithathu igqithileyo, watsho, kodwa watsho kabuhlungu ngoku, ngaphandle kokudelelwa kwakhe kwangaphambili. 	Akakhange ayithande into yokuba wabulala amadoda amaninzi kwiminyaka emithathu edlulileyo. 	neutral	true	entailment
Kwaye ukanti uye waba yilento waba yiyo kwaye wenza le nto wayenzayo kule minyaka imithathu igqithileyo, watsho, kodwa watsho kabuhlungu ngoku, ngaphandle kokudelelwa kwakhe kwangaphambili. 	Uthethe onwabile ngeziganeko zakhe kunye nobuntu bakhe. 	contradiction	true	entailment
Kwaye ukanti uye waba yilento waba yiyo kwaye wenza le nto wayenzayo kule minyaka imithathu igqithileyo, watsho, kodwa watsho kabuhlungu ngoku, ngaphandle kokudelelwa kwakhe kwangaphambili. 	Wathetha ngethoni edakumbileyo. 	entailment	true	entailment
ndicinga ukuba isemveni kwefashoni yohlobo lwakho. 	Ndiyacingela yinto uhlobo lwakho olwenza ngalo. 	entailment	true	entailment
ndicinga ukuba isemveni kwefashoni yohlobo lwakho. 	Sendifundile ngohlobo lwakho kwaye namasiko wabo. 	neutral	true	entailment
ndicinga ukuba isemveni kwefashoni yohlobo lwakho. 	Ndiyithatha ngokuba ayiqhelekanga phakathi kohlobo lwakho. 	contradiction	true	entailment
Intshinga yambambezela ibunzi.	Wayenentsini enkulu ebusweni bakhje	contradiction	true	entailment
Intshinga yambambezela ibunzi.	Weva imvakalelo ebuhlungu esiswini sakhe. 	neutral	true	entailment
Intshinga yambambezela ibunzi.	Wayefinge iintshiya ebusweni bakhe. 	entailment	true	entailment
Wayemqaphe ngamehlo akhazimlayo, kodwa ebona ubuso bakhe budakumbile kunye neentshiya ezinzulu ezothusa ibunzi lakhe, eyakhe imbonakalo yatshintsha	Inkangeleko yobuso bakhe yatshintsha esobona ubuso bakhe	entailment	true	entailment
Wayemqaphe ngamehlo akhazimlayo, kodwa ebona ubuso bakhe budakumbile kunye neentshiya ezinzulu ezothusa ibunzi lakhe, eyakhe imbonakalo yatshintsha	Ubuso bakhe bakhe bakhanya xa ebona intshinga ebusweni bakhe	contradiction	true	entailment
Wayemqaphe ngamehlo akhazimlayo, kodwa ebona ubuso bakhe budakumbile kunye neentshiya ezinzulu ezothusa ibunzi lakhe, eyakhe imbonakalo yatshintsha	Wayengazi nokuba umqumbele na	neutral	true	entailment
Ehamba ngokukhululeka, wajikela eludongeni oluvalekiyo wadlula ngamasango amakhulu entendelezweni	Kuba amasango amakhulu ayevaliwe watsiba ucingo wangena entendelezweni	contradiction	true	entailment
Ehamba ngokukhululeka, wajikela eludongeni oluvalekiyo wadlula ngamasango amakhulu entendelezweni	Amasango amakhulu ayekuphela kwesango lentendelezo	neutral	true	entailment
Ehamba ngokukhululeka, wajikela eludongeni oluvalekiyo wadlula ngamasango amakhulu entendelezweni	Kwakukho amasango amakhulu angena entendelezweni	entailment	true	entailment
Uyakuyihlikihla emthini, ngokungathandabuzekiyo watsho ngendelelo	Wayecinga ukuba kukho umntu oza kuya emithini	entailment	true	entailment
Uyakuyihlikihla emthini, ngokungathandabuzekiyo watsho ngendelelo	Wayengusheriff owayebambe isela	neutral	false	contradiction
Uyakuyihlikihla emthini, ngokungathandabuzekiyo watsho ngendelelo	Wasebeza indlela yokukreqa ilizwe ukuze aphephe intolongo	contradiction	false	contradiction
Bendinothini ngokunyaniseka ukubabamba? kwakusekuthengiseni	Ndandingakwazi ukuzisa ngakwam ukubambezela. 	entailment	true	entailment
Bendinothini ngokunyaniseka ukubabamba? kwakusekuthengiseni	Ndabambezela ngoko nangoko ukubabona kwam. 	contradiction	true	entailment
Bendinothini ngokunyaniseka ukubabamba? kwakusekuthengiseni	Ndandingeke ndizixolele, ukuba ndandibavalele	neutral	false	contradiction
Bendimzingela kulo nyaka uphelileyo	Kuphele unyaka ndimlandela engayazi lo nto	neutral	false	contradiction
Bendimzingela kulo nyaka uphelileyo	Yiveki nje ndimlandela	contradiction	true	entailment
Bendimzingela kulo nyaka uphelileyo	Kulo nyaka uphelileyo bendimlchwechwela	entailment	true	entailment
Imyuziyam ayomelelanga kwiiikhathalogu okanye iilebhile	Imyuziyam ayikuthandi ukufakwa ilebhile	neutral	true	entailment
Imyuziyam ayomelelanga kwiiikhathalogu okanye iilebhile	Imyuziyam ayizithandi iikhatalogu	entailment	true	entailment
Imyuziyam ayomelelanga kwiiikhathalogu okanye iilebhile	Inqaku eliqaqambileyo lemyuziyam ziikhathagu 	contradiction	true	entailment
Ezi marike zivulekileyo zezona venkile zinomdla zokuthenga eBeijing	IBeijing ineemarike zomoya ezivulekileyo ezibandakanya iivenkile ezinomdla kakhulu 	entailment	true	entailment
Ezi marike zivulekileyo zezona venkile zinomdla zokuthenga eBeijing	Iimarike ezivulekileyo eBeijing zezona zinika umdla kwihlabathi	neutral	true	entailment
Ezi marike zivulekileyo zezona venkile zinomdla zokuthenga eBeijing	Imithetho eluqilima eBeijing inqanda iimarike ezivulekileyo ngaphakathi kwemida yedolophu	contradiction	true	entailment
Eyona bay inkulu elunxwemeni olusemntla-ntshona yenza izibuko elihle kodwa ezi nto zombini amanzi nonxweme zingamdaka	Amanzi nonxweme zisoloko zicocekile	contradiction	true	entailment
Eyona bay inkulu elunxwemeni olusemntla-ntshona yenza izibuko elihle kodwa ezi nto zombini amanzi nonxweme zingamdaka	Amanzi nonxweme angamdaka	entailment	true	entailment
Eyona bay inkulu elunxwemeni olusemntla-ntshona yenza izibuko elihle kodwa ezi nto zombini amanzi nonxweme zingamdaka	Amanzi amdaka ngenxa yongcoliseko	neutral	true	entailment
Ezo zakhiwo ziphezulu ziibanki kwaye nesitrato ezime kuso sibizwa ngokuba yiMilla de Oro, okanye iGolden Mile	Akukho nasinye kwizakhiwo eziphakamileyo kwiGolden Mile esiyibhanki	contradiction	true	entailment
Ezo zakhiwo ziphezulu ziibanki kwaye nesitrato ezime kuso sibizwa ngokuba yiMilla de Oro, okanye iGolden Mile	Izakhiwo eziphakamileyo kwiGolden Mile ziibhanki	entailment	true	entailment
Ezo zakhiwo ziphezulu ziibanki kwaye nesitrato ezime kuso sibizwa ngokuba yiMilla de Oro, okanye iGolden Mile	Izakhiwo eziphakamileyo kwiGolden Mile ngamashishini ahlukileyo, kuquka neebhanki	neutral	true	entailment
Ngokwendalo ngokwaneleyo, ke, ukuba ukubandakanyeka kwiMfazwe Yehlabathi ll yaqala ngeBritish Commonwealth Air Training Plan, kusetyenziswa izibhakabhaka ezikhuseleke ngakumbi ukulungiselelwa abaqhubi bokulwa.	ICanada yayinesibhakabhaka esikhuselekileyo	entailment	true	entailment
Ngokwendalo ngokwaneleyo, ke, ukuba ukubandakanyeka kwiMfazwe Yehlabathi ll yaqala ngeBritish Commonwealth Air Training Plan, kusetyenziswa izibhakabhaka ezikhuseleke ngakumbi ukulungiselelwa abaqhubi bokulwa.	Isibhakabhaka saseCanada sasingenayo imijukujelwa	neutral	true	entailment
Ngokwendalo ngokwaneleyo, ke, ukuba ukubandakanyeka kwiMfazwe Yehlabathi ll yaqala ngeBritish Commonwealth Air Training Plan, kusetyenziswa izibhakabhaka ezikhuseleke ngakumbi ukulungiselelwa abaqhubi bokulwa.	Isibhakabhaka saseCanada sasiyingozi	contradiction	true	entailment
Kwaye bahlala benyamezele kwaye beluncedo nangona besazi ukuba unxweme lwabo oluhle akuselolwabo bodwa	Bakrakra kwaye banenzo kumntu wonke ngoku baziyo ukuba kufuneka babelane ngonxweme	contradiction	true	entailment
Kwaye bahlala benyamezele kwaye beluncedo nangona besazi ukuba unxweme lwabo oluhle akuselolwabo bodwa	Kufuneka babelane ngonxweme nabanye abantu ngoku 	entailment	true	entailment
Kwaye bahlala benyamezele kwaye beluncedo nangona besazi ukuba unxweme lwabo oluhle akuselolwabo bodwa	Babekade bengabanikazi beekhilomitha ezimakhulu amahlanu eemayile ephambi konxweme 	neutral	false	contradiction
UKublai Khan wakha ikomkhulu lakhe ngo-1219 kunxweme lweBeijing iBeihai Lake,apho obunye bobuncwane bakhe be-Imperial buboniswa namhlanje	UKublai Khan wakha ikomkhulu lakhe eTawai 	contradiction	false	contradiction
UKublai Khan wakha ikomkhulu lakhe ngo-1219 kunxweme lweBeijing iBeihai Lake,apho obunye bobuncwane bakhe be-Imperial buboniswa namhlanje	UKublai Khan unobuncwane eBeijing	entailment	true	entailment
UKublai Khan wakha ikomkhulu lakhe ngo-1219 kunxweme lweBeijing iBeihai Lake,apho obunye bobuncwane bakhe be-Imperial buboniswa namhlanje	UKublai Khan wayeyindoda eyayihlonitshwa	neutral	true	entailment
Ukunxulumana ngokulula noluntu lwama-Anglo zizikolo zamaProtestanti kuphela ezamkele abantwana bazo amaYuda asempuma yaseYurophu aphumulele kwizityebi zaseWestmount okanye afudukela kwakhona eToronto.	AmaYuda aseMpuma Yurophu ahambelana kakuhle nabantu bonke	contradiction	false	contradiction
Ukunxulumana ngokulula noluntu lwama-Anglo zizikolo zamaProtestanti kuphela ezamkele abantwana bazo amaYuda asempuma yaseYurophu aphumulele kwizityebi zaseWestmount okanye afudukela kwakhona eToronto.	AmaYuda akafunwa lulo lonke uluntu	neutral	false	contradiction
Ukunxulumana ngokulula noluntu lwama-Anglo zizikolo zamaProtestanti kuphela ezamkele abantwana bazo amaYuda asempuma yaseYurophu aphumulele kwizityebi zaseWestmount okanye afudukela kwakhona eToronto.	AmaYuda ahambelana lula noluntu lweAnglo	entailment	true	entailment
Ukuba kunokwezeka, ziqhelanise neploti kwangaphambili  	Musa ukungena kuyondelelwano kwangaphambili, kuya konakalisa ulonwabo mva	contradiction	true	entailment
Ukuba kunokwezeka, ziqhelanise neploti kwangaphambili  	Zama ukuqonda uyondelelwano ngaphambili, ukuba uyakwazi	entailment	true	entailment
Ukuba kunokwezeka, ziqhelanise neploti kwangaphambili  	Uya kuyifumana iklasi lula ukuba uyaluqonda uyondelelwano lwencwadi	neutral	true	entailment
Indawo yakhe yokungcwaba, izimitha eziyi27 ukuya phantsi komhlaba,yenziwe ngeemayibhile kwaye neqweqwe elili-1200 sq iimitha (13,000 sq ft) 	Ungcwatywe ngaphezu kweemitha ezingama-20 phantsi komhlaba	entailment	true	entailment
Indawo yakhe yokungcwaba, izimitha eziyi27 ukuya phantsi komhlaba,yenziwe ngeemayibhile kwaye neqweqwe elili-1200 sq iimitha (13,000 sq ft) 	Wayengumntu obalulekileyo kuluntu	neutral	true	entailment
Indawo yakhe yokungcwaba, izimitha eziyi27 ukuya phantsi komhlaba,yenziwe ngeemayibhile kwaye neqweqwe elili-1200 sq iimitha (13,000 sq ft) 	Indawo yakhe yokungcwaba yenziwe ngomthi	contradiction	true	entailment
Khumbula ukufihla zonke izinto eziphathekayo kwiinkawu	Fihla zonke izinto zakho kwiinkwawu	entailment	true	entailment
Khumbula ukufihla zonke izinto eziphathekayo kwiinkawu	Iinkawu zinomdla wezinto ezininzi kuquka nezinto zakho	neutral	true	entailment
Khumbula ukufihla zonke izinto eziphathekayo kwiinkawu	Akukho mfuneko yokuba ufihle izinto zakho kwiinkawu	contradiction	true	entailment
Kwiminyaka eli-1400 ngaphambi kokuba kumiswe iBhotwe lase-Estei, uMilreu naye wayekwayindlu enkulu yelizwe yomntu odumileyo 	UMilreu wayezikhilomitha ezili-10 ukusuka kuyo nantoni na	neutral	true	entailment
Kwiminyaka eli-1400 ngaphambi kokuba kumiswe iBhotwe lase-Estei, uMilreu naye wayekwayindlu enkulu yelizwe yomntu odumileyo 	UMilreu wayengaphandle kwelizwe	entailment	true	entailment
Kwiminyaka eli-1400 ngaphambi kokuba kumiswe iBhotwe lase-Estei, uMilreu naye wayekwayindlu enkulu yelizwe yomntu odumileyo 	UMilreu ebesembindini wedolophu	contradiction	true	entailment
Amaqondo obushushu olwandle aphakathi kuka18e no24e C (64-75E f)	Amaqondo obushushu olwandle asoloko entshitsha, kodwa akehli ngaphantsi kweqondo lwengqele 	entailment	true	entailment
Amaqondo obushushu olwandle aphakathi kuka18e no24e C (64-75E f)	Amaqondo obushushu olwandle ahlala ekwindawo enye unyaka wonke	contradiction	true	entailment
Amaqondo obushushu olwandle aphakathi kuka18e no24e C (64-75E f)	Amaqondo obushushu olwandle abaphezulu emini xa kushushu	neutral	true	entailment
IKinabalu National Park yenye yemimandla emithandathu ekhuselweyo kurhulumente	IKinabalu National Park inendlovu ezilishumi kunye nemikhombe emithandathu	neutral	false	contradiction
IKinabalu National Park yenye yemimandla emithandathu ekhuselweyo kurhulumente	Urhulumente unemimandla ekhuselweyo, ebandakanya iKinabalu national Park 	entailment	true	entailment
IKinabalu National Park yenye yemimandla emithandathu ekhuselweyo kurhulumente	kukho imimandla emithathu iyonke ekhuselweyo kurhulumente	contradiction	true	entailment
Uya kubona iividiyo zebali likaAnne kunye neAmsterdam phantsi komsebenzi kunye neefoto zezinto zobugcisa zela xesha	Awuzukubona iifoto	contradiction	true	entailment
Uya kubona iividiyo zebali likaAnne kunye neAmsterdam phantsi komsebenzi kunye neefoto zezinto zobugcisa zela xesha	Uza kuzibona iifoto	entailment	true	entailment
Uya kubona iividiyo zebali likaAnne kunye neAmsterdam phantsi komsebenzi kunye neefoto zezinto zobugcisa zela xesha	Uza kuzibona ezinye zeefoto zokuqala	neutral	true	entailment
ITreasure Beach yeyona ndawo ongathetha ngayo yokuphumla, kunye negcutswana leehotele ezinqumla kwiibheyi ezintathu zesanti	Azikho iinketho ezininzi zeehotele kubantu abandwendwela i-Treasure Beach	entailment	true	entailment
ITreasure Beach yeyona ndawo ongathetha ngayo yokuphumla, kunye negcutswana leehotele ezinqumla kwiibheyi ezintathu zesanti	Kukho ihotele eneenkwenkwezi ezine efumanekayo kubakhenkethi abandwendwela iTreasure Beach	neutral	false	contradiction
ITreasure Beach yeyona ndawo ongathetha ngayo yokuphumla, kunye negcutswana leehotele ezinqumla kwiibheyi ezintathu zesanti	ITreasure Beach yenye yendawo ezininzi zokuchithela iiholide kule ndawo	contradiction	true	entailment
Ihlobo lizisa imozulu eshushu (kodwa hayi shushu) kunye namaqondo obushushu olwandle ashushu, nto leyo eyenza ukuba ilungele ukuntywila, ukutywila, kunye neminye imidlalo yasemanzi.  	Kuhlala kuli-100 ubushushu okanye kushushu kakhulu ehlotyeni	contradiction	true	entailment
Ihlobo lizisa imozulu eshushu (kodwa hayi shushu) kunye namaqondo obushushu olwandle ashushu, nto leyo eyenza ukuba ilungele ukuntywila, ukutywila, kunye neminye imidlalo yasemanzi.  	Kudla ngokuba ngama-75 ehlotyeni	neutral	true	entailment
