premise	hypothesis	label	output	verbalized
Wɔwoo ɔman no wɔ faahodie mu na ode ne sii hɔ maa gyinayɛ no sɛ wɔbɔɔ onipa nyinaa pɛ	Nkorofoɔ binom gye to mu sɛ wɔbɔɔ nnipa nyinaa pɛ	entailment	true	entailment
Wɔwoo ɔman no wɔ faahodie mu na ode ne sii hɔ maa gyinayɛ no sɛ wɔbɔɔ onipa nyinaa pɛ	Wɔtee ɔman no wɔ gyidie no so sɛ nnipa binom yɛ papa kyɛn binom	contradiction	true	entailment
Ɛwɔ sɛ meyi n'ayɛ kyɛn sei?	Mewɔ ahotɔsoɔ sɛ ɛwɔ sɔ mebo no wɔ ne nkoguo no ho	contradiction	true	entailment
Ɛwɔ sɛ meyi n'ayɛ kyɛn sei?	Meredwene sɛ ɔhia anisɔ bebree ɔfiri me hɔ anaa	entailment	true	entailment
Ɛwɔ sɛ meyi n'ayɛ kyɛn sei?	Ɛwɔ sɛ me yi n'ayɛ kyɛn sei wɔ ne nsenkubɔ no ho?	neutral	true	entailment
Spin abɛɛfo nkyerɛkyerɛ betumi ayɛ yɛbea wɔ dierent tɛtrɛtɛ mu.	Tɛtrɛtɛ mu foforo betumi adi dwuma wɔ spin abɛɛfo nkyerɛkyerɛ mu.	entailment	true	entailment
Spin abɛɛfo nkyerɛkyerɛ betumi ayɛ yɛbea wɔ dierent tɛtrɛtɛ mu.	Spin abɛɛfo ɛboa paa wɔ ɛkwan a wɔfa so kora nokorɛ fidibɔdwuma.	neutral	true	entailment
Spin abɛɛfo nkyerɛkyerɛ betumi ayɛ yɛbea wɔ dierent tɛtrɛtɛ mu.	Spin abɛɛfo ntumi ma nsusuiɛ a ɛda soronko fa tɛtrɛtɛ mu ho.	contradiction	true	entailment
(ayɛmhyehye) Daadbi, daabi, mempɛ sɛ wowu!	Mempɛ sɛ wobɛwu!	entailment	true	entailment
(ayɛmhyehye) Daadbi, daabi, mempɛ sɛ wowu!	Sɛ wowu a ɛnfa me ho!	contradiction	true	entailment
(ayɛmhyehye) Daadbi, daabi, mempɛ sɛ wowu!	Mebo bɛfu sɛ wowu a!	neutral	true	entailment
Wɔhyɛɛ no akɔmfo wɔ badwan mu wɔ ɔbenem da a ɛtɔ so dunkron, 1875 wɔ San Jose, Carlifonia	Na Carlifonia ɛdaso kum nnipa wɔ petee mu wɛ 1875 mu	entailment	true	entailment
Wɔhyɛɛ no akɔmfo wɔ badwan mu wɔ ɔbenem da a ɛtɔ so dunkron, 1875 wɔ San Jose, Carlifonia	Wɔbuu no bem sɛ wannyɛ bɔne biara na ɔkaa sɛ ɔnkɔ	contradiction	true	entailment
Wɔhyɛɛ no akɔmfo wɔ badwan mu wɔ ɔbenem da a ɛtɔ so dunkron, 1875 wɔ San Jose, Carlifonia	Wɔsɛn no wɔ yɛkyerɛ ne ɔpɔnkɔ krɔnoo no ho	neutral	true	entailment
Wɔ mmara basabasayɔ mu yɛ, ahabammono ɛhyerɛnn wɔ ɛpo a emu nsuo atwe.	Na ɛpo no yɛ bibire tumm na ɛyɛ nahanaha sɛ tɔmmɛ	contradiction	true	entailment
Wɔ mmara basabasayɔ mu yɛ, ahabammono ɛhyerɛnn wɔ ɛpo a emu nsuo atwe.	Na ɛpo no wɔ nsuomnam bebree a ɛtutu bɔ kodoɔ no ho 	neutral	true	entailment
Wɔ mmara basabasayɔ mu yɛ, ahabammono ɛhyerɛnn wɔ ɛpo a emu nsuo atwe.	Na ɛpo no yɛ ahabammono na ayɛ sɛ ɛpu ahuro	entailment	true	entailment
Mmra foforo koraa na ɔpɛ sɛ ɔdi adwuma a n'akwan a emu da hɔ pefee firi basabasayɔ wɔ 1860.	Na 1870 mmra no asie na ɔman no mu yɛ basabasayɔ.	contradiction	true	entailment
Mmra foforo koraa na ɔpɛ sɛ ɔdi adwuma a n'akwan a emu da hɔ pefee firi basabasayɔ wɔ 1860.	Na 1860 yɛ basabasayɔ berɛ.	entailment	true	entailment
Mmra foforo koraa na ɔpɛ sɛ ɔdi adwuma a n'akwan a emu da hɔ pefee firi basabasayɔ wɔ 1860.	Mmra foforo apɛdeɛ no sɛ wɔtrɛ adwuma hokwan ahoro.	neutral	true	entailment
Adwendwen biara a ɛso, na ɔkyerɛ mu sɛ, yi adi wɔ nkutaho fekuo, abɔfra no ne n'ananmusifoɔ ntam fa amammerɛ bere a wɔreyɛ adwuma a ɛbom no.	Mmɔfra ɛntumi nkyɛ adwene a ɛwɔ soro.	contradiction	true	entailment
Adwendwen biara a ɛso, na ɔkyerɛ mu sɛ, yi adi wɔ nkutaho fekuo, abɔfra no ne n'ananmusifoɔ ntam fa amammerɛ bere a wɔreyɛ adwuma a ɛbom no.	Mpataayie yɛ dwumadie baako a agye din a ammamerɛ bebree ɛkyɛ.	neutral	true	entailment
Adwendwen biara a ɛso, na ɔkyerɛ mu sɛ, yi adi wɔ nkutaho fekuo, abɔfra no ne n'ananmusifoɔ ntam fa amammerɛ bere a wɔreyɛ adwuma a ɛbom no.	Adwumadie kyɛ a ɛbom yɛ adea ɛtɔ mmere bi a ɛboa adwene a ɛda sorokɔ.	entailment	true	entailment
Mpɔtam no bi wɔ rezadores anaase rezadoras, honhom mu kwankyerɛfoɔ a wɔdi kuro no anim wɔ ayie mpaebɔ, ahotefoɔ afahyɛ di da ne bere a na ɔsɔfo no nni ho.	Na mpɔtam hɔ foɔ no mu biara nni honhom mu kwankyerɛfoɔ a na wɔnyɛ asɔfoɔ.	contradiction	false	contradiction
Mpɔtam no bi wɔ rezadores anaase rezadoras, honhom mu kwankyerɛfoɔ a wɔdi kuro no anim wɔ ayie mpaebɔ, ahotefoɔ afahyɛ di da ne bere a na ɔsɔfo no nni ho.	Mpɔtam no bi wɔ honhom mu kwankyerɛfoɔ a na wɔnyɛ asɔfoɔ.	entailment	false	contradiction
Mpɔtam no bi wɔ rezadores anaase rezadoras, honhom mu kwankyerɛfoɔ a wɔdi kuro no anim wɔ ayie mpaebɔ, ahotefoɔ afahyɛ di da ne bere a na ɔsɔfo no nni ho.	Na sunsum mpaninfoɔ no bi tiri nwii no yɛ tuntum	neutral	true	entailment
Wɔ mmɔfra agudie no, akwannya ahorow a wɔde bɛyɛ adeɛ ne nkabomdeɛ ɛda sorokɔ dibea ahorow a ebetumi aboa mmɔfra ɛnya adi  pɛ ne nsonsonoeɛ eda nnipa ntam wɔ akɔnnɔ mu, gyedie mu ne atinka mu.	Mmɔfra tumi sua sɛdeɛ nnipa sɛ na nsonsonoeɔ san da wɔn ntam.	entailment	true	entailment
Wɔ mmɔfra agudie no, akwannya ahorow a wɔde bɛyɛ adeɛ ne nkabomdeɛ ɛda sorokɔ dibea ahorow a ebetumi aboa mmɔfra ɛnya adi  pɛ ne nsonsonoeɛ eda nnipa ntam wɔ akɔnnɔ mu, gyedie mu ne atinka mu.	Mmɔfra tumi hu sɛdeɛ ammirikatuo akansie  gu ahorow.	neutral	true	entailment
Wɔ mmɔfra agudie no, akwannya ahorow a wɔde bɛyɛ adeɛ ne nkabomdeɛ ɛda sorokɔ dibea ahorow a ebetumi aboa mmɔfra ɛnya adi  pɛ ne nsonsonoeɛ eda nnipa ntam wɔ akɔnnɔ mu, gyedie mu ne atinka mu.	Mmɔfra ntumi nsua biribiara.	contradiction	true	entailment
Ɔko akyiri no, Germanfo amammuo mmara no yɛ papa sen biara, yɛ awudie pɛpɛɛpɛ a ɛso pa ara fa Nazi mmara.	Nazi amamuo no maa ho kwan.	contradiction	true	entailment
Ɔko akyiri no, Germanfo amammuo mmara no yɛ papa sen biara, yɛ awudie pɛpɛɛpɛ a ɛso pa ara fa Nazi mmara.	Nazi amamuo no kuu obiara a na ka ho.	neutral	true	entailment
Ɔko akyiri no, Germanfo amammuo mmara no yɛ papa sen biara, yɛ awudie pɛpɛɛpɛ a ɛso pa ara fa Nazi mmara.	Nazi amamuo de baa ewieɛ.	entailment	true	entailment
Abɔfra Sonja firi asɛ suasua ne ɔbabaa abufuo no.	Na obiara nni abufuhyew no bi.	contradiction	false	contradiction
Abɔfra Sonja firi asɛ suasua ne ɔbabaa abufuo no.	Sonja yɛ abɔfra.	entailment	true	entailment
Abɔfra Sonja firi asɛ suasua ne ɔbabaa abufuo no.	Na Sonja bu afu.	neutral	true	entailment
Wɔ mfeɛ aduonum num a na ɛdi ɔmanko n'anim no, asɛnnibea no anfa ne tumi no andi dwuma bebree.	Asennibea no de tumi no dii dwuma mpɛn bi wɔ mfeɛ a na edi ɔmanko n'anim no.	entailment	true	entailment
Wɔ mfeɛ aduonum num a na ɛdi ɔmanko n'anim no, asɛnnibea no anfa ne tumi no andi dwuma bebree.	Asennibea no de ne tumi no dii dwuma mprɛ nnan wɛ mfeɛ aduonum num a na edi ɔmanko n'anim no	neutral	true	entailment
Wɔ mfeɛ aduonum num a na ɛdi ɔmanko n'anim no, asɛnnibea no anfa ne tumi no andi dwuma bebree.	Asennibea no de ne tumi no dii dwuma mprɛ ɔpepem num wɛ mfeɛ aduonum num a na edi ɔmanko n'anim no	contradiction	true	entailment
Mema wo awerɛhyɛmu, opanin, sɛ m'abɔ wɔn nyinaa amaneɛ	Mereka akyerɛ wo sɛ wɔmaa me nimdeɛ faa birbiara ho	entailment	true	entailment
Mema wo awerɛhyɛmu, opanin, sɛ m'abɔ wɔn nyinaa amaneɛ	Ɛyɛ nhwehwɛmufoɔ no wuo no na ɔbɔɔ me amaneɛ	neutral	true	entailment
Mema wo awerɛhyɛmu, opanin, sɛ m'abɔ wɔn nyinaa amaneɛ	Nsɛm bebree wɔ hɔ a ɔde tetɛɛ me	contradiction	true	entailment
Nneɛ no teetee Captain Blood fi n'adwendwen a na ɛyɛ abufu no	Captain Blood tumi dwenee n'adwendwen a ɛde abufuo ba no ho a obia anha no	contradiction	true	entailment
Nneɛ no teetee Captain Blood fi n'adwendwen a na ɛyɛ abufu no	Dede bɛsii Captain Blood adwendwen no kwan	entailment	true	entailment
Nneɛ no teetee Captain Blood fi n'adwendwen a na ɛyɛ abufu no	Ɔkraman ba no ntia mu no bɔɔ captain no pusa firii n'adwendwen no mu	neutral	true	entailment
Nanso me werɛ nfiri wɔ bere a na meyɛ akoa wɔ wɔn wɔfa fie wɔ Barbados, na wɔdi me nnya ayamyɛ bi.	Wɔyɛɛ me adɔe bere a na meyɛ akoa wɔ Barbados. 	entailment	true	entailment
Nanso me werɛ nfiri wɔ bere a na meyɛ akoa wɔ wɔn wɔfa fie wɔ Barbados, na wɔdi me nnya ayamyɛ bi.	Na wɔ tirim yɛ den wɔ meso, na wofaa me sɛ efi koraa.	contradiction	true	entailment
Nanso me werɛ nfiri wɔ bere a na meyɛ akoa wɔ wɔn wɔfa fie wɔ Barbados, na wɔdi me nnya ayamyɛ bi.	Wɔ wofa hwe me den da biara bere a wɔdi meka no. 	neutral	true	entailment
Ɛno, nea ɛboro kwan ntam mmiensa ɛwɔ akyirikyiri, yɛ assase--a fasuo ɛnyɛ pɛ a ɛyɛ ahabammono anim te a ɛhyɛɛ atɔeɛ fam asase kesee no ma.	Asaase baatan wɔ mu a wutumi huu.	entailment	true	entailment
Ɛno, nea ɛboro kwan ntam mmiensa ɛwɔ akyirikyiri, yɛ assase--a fasuo ɛnyɛ pɛ a ɛyɛ ahabammono anim te a ɛhyɛɛ atɔeɛ fam asase kesee no ma.	Na asase a asuo atwa ho ahyia wɔrebɛn ho a ɛho nhia. 	neutral	true	entailment
Ɛno, nea ɛboro kwan ntam mmiensa ɛwɔ akyirikyiri, yɛ assase--a fasuo ɛnyɛ pɛ a ɛyɛ ahabammono anim te a ɛhyɛɛ atɔeɛ fam asase kesee no ma.	Na wontumi nhu asase biara wɔ akyirikyiri, na epo a enni awiei nkoaa na wohu.	contradiction	true	entailment
Meyɛ Otumfuo nanmusini ntamgyinafoɔ wɔ saa atirimɔdensɛm yi ho, ne me Owura Sunderland busuani a ɔbɛn no.	Na Otumfuo wɔ nanmusini ntamgyinafoɔ, na meyɛ wɔn mu baako.	entailment	true	entailment
Meyɛ Otumfuo nanmusini ntamgyinafoɔ wɔ saa atirimɔdensɛm yi ho, ne me Owura Sunderland busuani a ɔbɛn no.	Otumfuo somaa me wɔ aha hia nnawɔtwe a atwam. 	neutral	true	entailment
Meyɛ Otumfuo nanmusini ntamgyinafoɔ wɔ saa atirimɔdensɛm yi ho, ne me Owura Sunderland busuani a ɔbɛn no.	Mingye nhyehyɛeɛ firi Otumfuo ho.	contradiction	true	entailment
Me de hyɛɛ wo nsa anaase ɛte sɛ nea meyɛe, saa na ɔkae.	Woandwene ho da sɛ na wɔde ka biara. 	contradiction	true	entailment
Me de hyɛɛ wo nsa anaase ɛte sɛ nea meyɛe, saa na ɔkae.	Na ɔdi no mboa ka sɛ wudi me ma ɔdesrɛni ɔnni hwee no.	neutral	true	entailment
Me de hyɛɛ wo nsa anaase ɛte sɛ nea meyɛe, saa na ɔkae.	Na ɔdwene sɛ na ɔdi wɔ ka. 	entailment	true	entailment
Na ɛsɛsɛ mehu sen sɛ yɛbɛbɛn Jamaica anadwo. 	Me tu kwan a na ɛbɛn Jamaica bere a na awia akɔtɔ. 	entailment	true	entailment
Na ɛsɛsɛ mehu sen sɛ yɛbɛbɛn Jamaica anadwo. 	Me tu kwan kɔ Jamaica a na mewɔ kodoɔ kɛseɛ mu. 	neutral	true	entailment
Na ɛsɛsɛ mehu sen sɛ yɛbɛbɛn Jamaica anadwo. 	Me yere ne me duru Jamaica wɔ awia ketee. 	contradiction	true	entailment
Na Blood adwene wɔ saa di no so ne meano foforo so  bere a ɔgye ahome wɔ mpa no so. 	Blood daee bere a woanso daeɛ wɔ ne mpa no so.	contradiction	true	entailment
Na Blood adwene wɔ saa di no so ne meano foforo so  bere a ɔgye ahome wɔ mpa no so. 	Blood ɛdwennwene ho bere a na ɔda ho no. 	entailment	true	entailment
Na Blood adwene wɔ saa di no so ne meano foforo so  bere a ɔgye ahome wɔ mpa no so. 	Na Blood ɔredwennwene  bere a etwa to a ohuu ne maame no.	neutral	true	entailment
Ampa, afei, mɛka akyerɛ wo.	Enee afei, mɛka asɛm akyerɛ wo.	entailment	true	entailment
Ampa, afei, mɛka akyerɛ wo.	Mɛnka asɛm biara nkyerɛ wo.	contradiction	true	entailment
Ampa, afei, mɛka akyerɛ wo.	Nea enti a ɛte saa ne sɛ wohyɛɛ bɔ sɛ wɔn si so bio wɔ dea meka akyerɛ wo no.	neutral	true	entailment
Ah! Na akwan bɛn so na ɛbɛyɛ?	Na obi bisa sɛ akwan bɛn so na wonfa.	entailment	true	entailment
Ah! Na akwan bɛn so na ɛbɛyɛ?	Na obisafo no yɛ ankonam na na obi ni hɔ a na ɔne no bɛkasa.	contradiction	true	entailment
Ah! Na akwan bɛn so na ɛbɛyɛ?	Na obisafo no keka ne ho na ɛsɛ sɛ ohu no ntɛm ara fa ɔkwan no so. 	neutral	true	entailment
Mangye Ɔhene no asɛm no antum yiye. 	Mehyɛ Ɔhene no sɛ ɔmma me asoeɛ a ɛne asuadeɛ bɔ abira.	neutral	true	entailment
Mangye Ɔhene no asɛm no antum yiye. 	Medwene hɔ yiye paa fa Ɔhene asoeɛ. 	entailment	true	entailment
Mangye Ɔhene no asɛm no antum yiye. 	Me twerɛ nsaanodin tumi krataa sɛ wobɛma Ɔhene no asoeɛ a wonsusu ho mprenu.	contradiction	true	entailment
Ɔnya ho nteaseɛ sɛ ebia ɛsɛ sɛ ɔsan n'akyi ntɛm.	Ɔnya ho nteaseɛ sɛ na ɔwɔ nna no nyinaa a ɔbekɔ akyire.	contradiction	true	entailment
Ɔnya ho nteaseɛ sɛ ebia ɛsɛ sɛ ɔsan n'akyi ntɛm.	Ɔnya ho nteaseɛ na ɛsɛ sɛ ɔyɛ ade no ntɛm.	entailment	true	entailment
Ɔnya ho nteaseɛ sɛ ebia ɛsɛ sɛ ɔsan n'akyi ntɛm.	Sɛ ɔtena baabi faako noa, na wɔbɛhu no. 	neutral	true	entailment
Na ɔno deɛ ɔyɛɛ sɛdeɛ ɔyɛe no ara na woayɛ deɛ ɛsɛsɛ ɔyɛ no wɔ afe mmiesa akyi no, ɔka sɛ, nanso ɔkaɛ awerɛhoɔ asɛm seesei, deɛ ɔnni kan biara animtia mu.	Na ɔnpɛ saa sɛ wadi awu na mmarima bebree wɔ mfe mmiensa a na watwam.	neutral	true	entailment
Na ɔno deɛ ɔyɛɛ sɛdeɛ ɔyɛe no ara na woayɛ deɛ ɛsɛsɛ ɔyɛ no wɔ afe mmiesa akyi no, ɔka sɛ, nanso ɔkaɛ awerɛhoɔ asɛm seesei, deɛ ɔnni kan biara animtia mu.	Ɔkasa anigye kwanso fa ehudwuma ne ne suban ho.	contradiction	true	entailment
Na ɔno deɛ ɔyɛɛ sɛdeɛ ɔyɛe no ara na woayɛ deɛ ɛsɛsɛ ɔyɛ no wɔ afe mmiesa akyi no, ɔka sɛ, nanso ɔkaɛ awerɛhoɔ asɛm seesei, deɛ ɔnni kan biara animtia mu.	Na ɔka kasa a na ɛyɛ awerɛhosɛm.	entailment	true	entailment
Na mesusu sɛ ɛno akyi fa deɛ aba soɔ wo su no.	Mefa no sɛ ɛno ni saa adea wɔsɛsɔ nom bi yɛ.	entailment	true	entailment
Na mesusu sɛ ɛno akyi fa deɛ aba soɔ wo su no.	Ma kenkan afa wɔsɛsɔ nom bi ho, ne wɔn amammerɛ.	neutral	true	entailment
Na mesusu sɛ ɛno akyi fa deɛ aba soɔ wo su no.	Me fa no sɛɛ wei ɛnyɛ adeɛ abu soɔ a wɔte sɛ wo.	contradiction	true	entailment
Ɔmaa n'ani ntɔn nwi woso.	N'anim nyinaa yɛɛ sereɛ.	contradiction	true	entailment
Ɔmaa n'ani ntɔn nwi woso.	Ɔnyaa atinka sɛ na nɛ yafunum yɛ ni ya. 	neutral	true	entailment
Ɔmaa n'ani ntɔn nwi woso.	Na muna wɔ nɛ nim. 	entailment	neither	neutral
Ɔde n'ani huu no yiye paa, nanso  ɔhuu nenim awerɛhoɔ yiye, na  nenim enti, na ne kasa no nsakraeɛ.	Ɔsisa n'anim bere a ohuu n'anim no. 	entailment	true	entailment
Ɔde n'ani huu no yiye paa, nanso  ɔhuu nenim awerɛhoɔ yiye, na  nenim enti, na ne kasa no nsakraeɛ.	N'anim tee bere a ɔhu sɛ na waka nɛ nim esi so. 	contradiction	true	entailment
Ɔde n'ani huu no yiye paa, nanso  ɔhuu nenim awerɛhoɔ yiye, na  nenim enti, na ne kasa no nsakraeɛ.	Na onnim sɛ na ne bu afu no. 	neutral	true	entailment
Wɔ nam ahomegyeberɛ, ɔfro ɛban no, na ɔfaa apon kɛseɛ no mu kɔɔ abrannaa no mu.	Firi bere a wɔtoo apon kɛseɛ no mu, na ɔhuriɛ fa ɛban no so kɔɔ abrannaa no mu.	contradiction	true	entailment
Wɔ nam ahomegyeberɛ, ɔfro ɛban no, na ɔfaa apon kɛseɛ no mu kɔɔ abrannaa no mu.	Apon kɛseɛ no yɛ ɔkwan baako pɛ a wɔfa so kɔ abrannaa no hɔ.	neutral	true	entailment
Wɔ nam ahomegyeberɛ, ɔfro ɛban no, na ɔfaa apon kɛseɛ no mu kɔɔ abrannaa no mu.	Apono akɛseɛ bi wɔ hɔ a ɛno na ɛkɔ abrannaa no mu.	entailment	true	entailment
Sɛ wobetumi afro apata no, akyinnyegye biara nni ho, ɔka  ɛdii atɛm asɛm.	Ɔdwene sɛ na obi betumi akɔ apata no hɔ.	entailment	true	entailment
Sɛ wobetumi afro apata no, akyinnyegye biara nni ho, ɔka  ɛdii atɛm asɛm.	Ɔyɛ polisini a ɔkyɛɛ krɔmfoɔ. 	neutral	true	entailment
Sɛ wobetumi afro apata no, akyinnyegye biara nni ho, ɔka  ɛdii atɛm asɛm.	Ɔka asomsɛm bi sɛ wubedwane afi ɔman no mu na woankɔ efiase.	contradiction	true	entailment
Ɛbɛyɛ dɛn na metumi, nokware, yakyɛ wɔm? Na ɛyɛ ntesoɔ.	Mentumi mfa me ho anba bɛkyere wɔn.	entailment	true	entailment
Ɛbɛyɛ dɛn na metumi, nokware, yakyɛ wɔm? Na ɛyɛ ntesoɔ.	Megyae wɔn bere a mihuu wɔn no.	contradiction	true	entailment
Ɛbɛyɛ dɛn na metumi, nokware, yakyɛ wɔm? Na ɛyɛ ntesoɔ.	Na mentumi amfa menhu bɔni ankyɛ, sɛ anka migye wɔn.	neutral	false	contradiction
Metaata no wɔ afe a etwaam no.	Mede ahwɛyiye adi n'akyi ɛkɔɔ so afe a na onnim no.	neutral	true	entailment
Metaata no wɔ afe a etwaam no.	Ɔno nkoa na mede n'akyi ɛkɔɔ so wɔ nnawɔtwe mu.	contradiction	true	entailment
Metaata no wɔ afe a etwaam no.	Wɔ adesua bere no a ɛkɔɔ so afe no mu na m'ani di no akyɛ.	entailment	true	entailment
Tete nneɛma akoraeɛ no ɛnyɛ nkrataa mboano anaa ahyɛnsodeɛ.	Tete nneɛma akoraeɛ no mpɛ sɛ wɔ hyɛ wɔn nso.	neutral	true	entailment
Tete nneɛma akoraeɛ no ɛnyɛ nkrataa mboano anaa ahyɛnsodeɛ.	Tete nneɛma akoraeɛ ɛnyɛ ne nhoma no ho dɔfo. 	entailment	false	contradiction
Tete nneɛma akoraeɛ no ɛnyɛ nkrataa mboano anaa ahyɛnsodeɛ.	Tete nneɛma akoraeɛ a ɛkyɛn so yɛ nkrataa mboano.	contradiction	false	contradiction
"Saa abɔnten edwom yi yɛ baabi a ɛyɛ anigye a wɔtumi de dwa wɔ Beijing.
"	Beijing wɔ abɔnten dwom a ewɔ aguadiɛ ahoro a ɛyɛ anigye.	entailment	true	entailment
"Saa abɔnten edwom yi yɛ baabi a ɛyɛ anigye a wɔtumi de dwa wɔ Beijing.
"	Abɔnten edwom a  ɛwɔ Beijing yɛ anigye adi bebree a ɛwɔ wiase.	neutral	true	entailment
"Saa abɔnten edwom yi yɛ baabi a ɛyɛ anigye a wɔtumi de dwa wɔ Beijing.
"	Mmarasɛm ɛyɛ den wɔ Beijing si abɔnten dwom ho kwan mu ma kurow no sintɔ.	contradiction	true	entailment
Beaeɛ kɛseɛ a ɛwɔ atifi-atɔeɛ mmpoano tumi ma suhyɛn gyinabea a ɛyɛ fɛ, nanso nsuo ne mpoano mmienu a ɛhɔ nte.	Nsuo ne mpoano hɔ te bere nyinaa. 	contradiction	true	entailment
Beaeɛ kɛseɛ a ɛwɔ atifi-atɔeɛ mmpoano tumi ma suhyɛn gyinabea a ɛyɛ fɛ, nanso nsuo ne mpoano mmienu a ɛhɔ nte.	Nsuo ne mpoano hɔ entumi nte.	entailment	false	contradiction
Beaeɛ kɛseɛ a ɛwɔ atifi-atɔeɛ mmpoano tumi ma suhyɛn gyinabea a ɛyɛ fɛ, nanso nsuo ne mpoano mmienu a ɛhɔ nte.	Nsuo hɔ nte efisɛ ɛyɛ mframa.	neutral	true	entailment
Abansoro no yɛ sikakorabea, na ɔkwan a wɔgyina so no wɔ edin soronko wɔ Milla de Oro, anaase Golden Mile.	Abansoro no mu biara nni Golden Mile a ɛyɛ sikakorabea .	contradiction	true	entailment
Abansoro no yɛ sikakorabea, na ɔkwan a wɔgyina so no wɔ edin soronko wɔ Milla de Oro, anaase Golden Mile.	Abansoro a ɛwɔ Golden Mile no yɛ sikankorabea .	entailment	true	entailment
Abansoro no yɛ sikakorabea, na ɔkwan a wɔgyina so no wɔ edin soronko wɔ Milla de Oro, anaase Golden Mile.	Abansoro a ɛwɔ Golden Mile so da nso wɔ nnwuma ahoro, a sikakorabea  ka ho.	neutral	true	entailment
Abɔdeɛ ɛdɔɔso, fa saa kyɛfa no wɔ World War II mfitiaseɛ fa British Commonwealth Air Training Plan ho, Canada befa ewiem ade siesie wimhyɛn kafo ma ntɔkwa.	Canada wɔ wiem a ɔhaw nni ho.	entailment	true	entailment
Abɔdeɛ ɛdɔɔso, fa saa kyɛfa no wɔ World War II mfitiaseɛ fa British Commonwealth Air Training Plan ho, Canada befa ewiem ade siesie wimhyɛn kafo ma ntɔkwa.	Canada wiem nni ɔhaw wɔ topae.	neutral	true	entailment
Abɔdeɛ ɛdɔɔso, fa saa kyɛfa no wɔ World War II mfitiaseɛ fa British Commonwealth Air Training Plan ho, Canada befa ewiem ade siesie wimhyɛn kafo ma ntɔkwa.	Canada wiem no ɛyɛ hu yiyi.	contradiction	true	entailment
Na wɔnyaa abotare ne mmoa, ɛwom sɛ wonim deɛ wɔnim sɛ wɔn mpoano yɛ fɛ na na ɛnyɛ wɔn dea.	Na wɔn wɔ abufuo ne tan ma obiara wɔ afei a ɛsɛ sɛ wɔakyɛ mpoano no.	contradiction	true	entailment
Na wɔnyaa abotare ne mmoa, ɛwom sɛ wonim deɛ wɔnim sɛ wɔn mpoano yɛ fɛ na na ɛnyɛ wɔn dea.	Na ɛsɛsɛ wɔnkyɛ nnipa afoforo a wɔwɔ mpoano no.	entailment	true	entailment
Na wɔnyaa abotare ne mmoa, ɛwom sɛ wonim deɛ wɔnim sɛ wɔn mpoano yɛ fɛ na na ɛnyɛ wɔn dea.	Na wɔn wɔ akwansin  ahanum a mmoano di kan.	neutral	true	entailment
Wɔyɛɛ Kublai Khan wɔ kuropɔn wɔ 1279 wɔ Beijing Beihai Lake mpoano ano, ɛhɔ na ne mu bi ma ɔhempɔn aboɔdenneɛ a ekaa ho yi adi.	Kublai Kan yɛɛ kuropɔn wɔ Taiwan.	contradiction	false	contradiction
Wɔyɛɛ Kublai Khan wɔ kuropɔn wɔ 1279 wɔ Beijing Beihai Lake mpoano ano, ɛhɔ na ne mu bi ma ɔhempɔn aboɔdenneɛ a ekaa ho yi adi.	Kublai Khan wɔ adeɛ a ɛsom bo wɔ Beijing.	entailment	true	entailment
Wɔyɛɛ Kublai Khan wɔ kuropɔn wɔ 1279 wɔ Beijing Beihai Lake mpoano ano, ɛhɔ na ne mu bi ma ɔhempɔn aboɔdenneɛ a ekaa ho yi adi.	Kublai Khan yɛ barima a wɔde buo ma no.	neutral	true	entailment
Nkabom a ɛnyɛ den wɔ Anglo enkoa mpɔtam Protestant sukuu gyee wɔn mma wɔ Aburokyire Apueeɛ Yudafoɔ a wɔawie ɔdefoɔ ɔwɔ Westmount anaase batatuo, ɛbiom na wakɔ Toronto.	Jewfoɔ a ɔfiri Europa apueeɛ fa no ne obiara tumi tena yie	contradiction	true	entailment
Nkabom a ɛnyɛ den wɔ Anglo enkoa mpɔtam Protestant sukuu gyee wɔn mma wɔ Aburokyire Apueeɛ Yudafoɔ a wɔawie ɔdefoɔ ɔwɔ Westmount anaase batatuo, ɛbiom na wakɔ Toronto.	Jewfoɔ ne ho nhia ma nipakuo no a aka no	neutral	true	entailment
Nkabom a ɛnyɛ den wɔ Anglo enkoa mpɔtam Protestant sukuu gyee wɔn mma wɔ Aburokyire Apueeɛ Yudafoɔ a wɔawie ɔdefoɔ ɔwɔ Westmount anaase batatuo, ɛbiom na wakɔ Toronto.	Jewfoɔ no ambrɛ sɛ wɔde wɔn ho bɛhyɛ Anglo nnipakuo no mu	entailment	true	entailment
Sɛ ɛbɛ yɛ a, hwɛ sɛ wobɔte botaeɛ no ase ansa	Mɛnkɔ botaeɛ ne ho ansa; ɛbɛsɛi anigyeɛ no ama wo	contradiction	true	entailment
Sɛ ɛbɛ yɛ a, hwɛ sɛ wobɔte botaeɛ no ase ansa	Bɔ woho mmɔden sɔ wobɛte botaeɛ n'ase ansa, sɛ wobɛtumi a	entailment	true	entailment
Sɛ ɛbɛ yɛ a, hwɛ sɛ wobɔte botaeɛ no ase ansa	Wobɛfa adesua no fo sɛ wote nwoma botaeɛ n'ase a	neutral	true	entailment
