question	choices	answer	subject	output	verbalized
Where in Burgess County would you find good homes, private homes, and affordable housing?	['The first', 'The Eveilia', 'The sixth', 'The Fourth']	C	high_school_geography	D)The Fourth	D
Five examples of progress are presented with a view of what each society promises	['Rostow', 'The Ravenstein', 'What is the name of the song?', 'Burgess']	A	high_school_geography	A) Rostow	A
What are some things that can make it difficult for us to be discreet?	['Language (s)', 'Ministry', 'Shoulders', 'Caring citizens']	D	high_school_geography	A) Language (s)	A
Which of the following could be a problem for the demonstration of democracy?	['Compassionate citizens: newly arrived refugees demolish and rebuild houses', 'New prisoners of war and former prisoners of war', 'The new exiles are just like the old ones.', 'New delegates took the place of elders']	D	high_school_geography	B) New prisoners of war and former prisoners of war	B
Which of the following describes a good work environment?	"['A plaque showing Atlanta as the home of Delta Airlines', 'An article describing a region called the south', 'A mural depicting one hundred delegates from North Carolina', ""An illustration that well describes a region called the 'Bible Belt'""]"	A	high_school_geography	D) An illustration that well describes a region called the 'Bible Belt'	D
What was the impression of the new shopping malls?	"[""the earth's rotation"", 'A long-distance search', 'Equal', 'Citizenship movement']"	D	high_school_geography	C)Equal	C
Urban office worker in Europe for a start	['First farming competition', 'Second agricultural competition', 'Third agricultural competition', 'Fourth agricultural competition']	B	high_school_geography	B) Second agricultural competition	B
Which of the following statements is true in the business world of East Asia?	"['Japan obeyed', ""China didn't listen to me but it hired more workers"", 'China is constantly building facilities', 'Taiwan lacks high-quality industries and workers']"	C	high_school_geography	C)China is constantly building facilities	C
Which of the following is a good description of nationalism?	"['There are national police forces in the world.', 'Nations flee from selfishness to nationalism', ""National flags have influenced the world's flags"", 'UN involvement in war']"	D	high_school_geography	B)Nations flee from selfishness to nationalism	B
Which of these is the representative of the circle?	['The Dixie', 'State of Pennsylvania', 'The Winn-Dixie store', 'Pacific Northwest']	B	high_school_geography	A) The Dixie	A
The integration of tools with humans instead of for profit has been called	['The principle of exchange', 'difference in the world', 'Urban grouping', 'Building materials']	C	high_school_geography	A) The principle of exchange	A
What kind of language is Italian, Spanish, Portuguese, and Romanian?	['The Yurupavi', 'The Slavic language', 'German', 'Romanian language']	D	high_school_geography	A)The Yurupavi	A
Ankara in Turkey and Islamabad in Pakistan are examples of	['Desert cities', 'the capital made promises', 'Governments of former capitals', 'Competing cities']	B	high_school_geography	B) the capital made promises	B
Which of these is not hypocritical worship?	['Halloween', 'foreign cuisines that are similar to the taste of america', 'Hasidism', 'Louisiana Catholicism']	C	high_school_geography	C) Hasidism	C
The idea of a dominant European world power has been called	"['Delegation of responsibilities to regions', 'The concept of oil exploration', 'View from a distance', ""Rimland's thoughts""]"	C	high_school_geography	A) Delegation of responsibilities to regions	A
Which organization was the opposite of the religion of Persian Islam and the one that proclaimed the emergence of divine power to the imams of Ali's dynasty?	"['The Sunnis', ""The Chi' people"", 'The Imam', 'Those Who Will Not Be Dismissed']"	B	high_school_geography	B)The Chi' people	B
It's a feeling of wanting to do something.	"[""Strike workers who did not report any issues related to the city's finances in which the strike workers increased significantly"", 'A section on urban workers and peasants in economic history', 'A section on urban workers and agricultural workers in economic history', 'Municipal funded rural development projects']"	A	high_school_geography	B) A section on urban workers and peasants in economic history	B
The Hindu concept of the necklace has been called	['The Talmud', 'The Bible', 'The Torah', 'The Vedas']	D	high_school_geography	D) The Vedas	D
Which of the following characterizes an Eastern European city?	['A place of refuge', 'Large houses of worship', 'A wooden building housing the offices of the royal society', 'Furnished rooms']	C	high_school_geography	B)Large houses of worship	B
In the following towns, he tries to make his speech so that the Scribes and other speakers don't make money?	['Other countries', 'The Russian Federation', 'Japanese', 'Brazil']	C	high_school_geography	B) The Russian Federation	B
Which of these areas is typified by the field of development work?	['Furthermore', 'a cool morning', 'wounded', 'Corn']	B	high_school_geography	A) Furthermore	A
What kind of things do I have in common with a grocery store?	['Foreign trade declined', 'Imported goods into the city', 'Removing bedding', 'Pollution remediation']	D	high_school_geography	B) Imported goods into the city	B
To which of these can I be compared?	['Self-sacrifice today', 'Signs in the world', 'boundaries', 'The language of the people']	D	high_school_geography	C) boundaries	C
You want to leave your hometown to live in Pitsburgh, Ohio. You've sailed to Columbus, Ohio, to look for a parent and enjoy the city. You've decided to live there and make Columbus your new home.	['Opportunity presented itself', 'a man is seen in the distance', 'The departure of the elephant', 'things that are rich and things that are famous']	A	high_school_geography	A) Opportunity presented itself	A
Commercial and industrial areas surrounding a city that are more active than citizens are	"['a place far from the city', 'a fortified city', 'capital city', ""a place that I don't even know the name of""]"	D	high_school_geography	A)a place far from the city	A
What crops led to the third agricultural revolution?	['rice and beans', 'height', 'wheatgrass', 'he cried']	A	high_school_geography	A) rice and beans	A
What happened to the cities of eastern Europe at the turn of the century that sparked a linguistic controversy?	['Developing new vocabulary', 'thinking leads to the end', 'The fall of the Soviet Union', 'The conquest of the eastern European colonies']	B	high_school_geography	C)The fall of the Soviet Union	C
If I want to send a gift to my family in Poughkeepsie, how can I make sure that they are well-stocked?	['Blood', 'Aircraft', 'Ship', 'Folded']	B	high_school_geography	B) Aircraft	B
Which of these circuits are active?	['The Dixie', 'The state of Pennsylvania', 'The Winn-Dixie shopping mall', 'Pacific Northwest']	C	high_school_geography	A) The Dixie	A
What kind of city would have one worthy citizen and go to the center of the city along the main road?	['Example of Europe', 'Example of Islam', 'Example from South Africa', 'Latin American example']	D	high_school_geography	D) Latin American example	D
What kind of idiom is the European accent?	['Varieties of the Uralo-Altaic language', 'Basque dialects', 'Indo-European languages and dialects', 'The Phoenicians']	C	high_school_geography	C)Indo-European languages and dialects	C
What is the connection between the words 'arpatheid,' 'abolition,' and 'socialism'?	"['All of this happened in Nazi Germany during World War I.', 'It is a parting of the ways in a private ceremony', 'They are a means of communal living for people of different languages', ""They're different words for the same thing.""]"	B	high_school_geography	A) All of this happened in Nazi Germany during World War I.	A
Which of the following describes a good European?	['Many of them thought it was fitting to receive an honorable discharge', 'muslim immigrants from north africa in france are socially conservative', 'Foreigners who stayed in European cities came with their families', 'Some villages are regularly visited']	D	high_school_geography	B) Muslim immigrants from North Africa in France are socially conservative	B
Which of the following functions is the second most important function of iron?	['Blood grouping', 'Confusion in clothing', 'A dead horse', 'Carrying a bag for the injured']	C	high_school_geography	A) Blood grouping	A
Johnny and Susie had gone to Scotland to prepare a home for the family, which made their departure an unusual one	"['The boundaries of another city were drawn', ""They didn't bring anything."", 'They began with zeal', 'They went and did more than one thing.']"	C	high_school_geography	D)They went and did more than one thing.	D
Which of these is faster?	['The Antarctic', 'American Samoans', 'Egypt', 'Cities founded by Marshall']	C	high_school_geography	A) The Antarctic	A
What is a common mistake?	['Phosphate', 'Knitted', 'charity work', 'the other']	D	high_school_geography	B) Knitted	B
Religious denial or rejection in some cities	['worship of the gods', 'worship of idols', 'without any religion', 'worship of a single god']	C	high_school_geography	C) without any religion	C
Besides iron, what other mineral is important for the production of goods?	['power', 'work', 'publicity', 'doing something specifically']	C	high_school_geography	A) power	A
The type of city that is the second largest and most important in the city is called	['Capital of the World', 'a big decision instead of', 'the city', 'early history of the city']	D	high_school_geography	C) the city	C
Each host city has an exclusive economic zone (EEZ) on the continental shelf, which of the following statements about the EEZ and the EEZ is incorrect?	['ONLY 200 miles [370 km] from the coast', 'It is customary for nations to use the resources available in their ZEE', 'Nations may use vessels with a length of up to 350 kilometres (560 mi) outside their EEZ,', 'No country can afford to use the livestock in its ZEE']	D	high_school_geography	C) Nations may use vessels with a length of up to 350 kilometres (560 mi) outside their EEZ	C
"""To what generation will these things be compared?"	['A company that has a lot of cattle and buys a lot of food.', 'a company that specializes in agriculture has developed a machine tool', 'who is not a musician', 'A farming company that operates on a fire-controlled farm']	D	high_school_geography	B) a company that specializes in agriculture has developed a machine tool	B
Part of the U.S.-Mexico border is the Rio Grande, this is a symbol of	['The parting of the waters', 'the river', 'a man-made boundary', 'a place that happened by itself']	D	high_school_geography	C) a man-made boundary	C
"What is a ""dwelling place""?"	['The end of a place', 'Beginning of a place', 'All roadside locations for publicity', 'Key areas']	B	high_school_geography	A)The end of a place	A
The north-south axis of the dividing line is	['A corrupt world', 'The dawn of time', 'The distance between the equator and the center of the earth', 'The distance between the start time line and the start time line']	C	high_school_geography	C) The distance between the equator and the center of the earth	C
What nation exercises its sovereignty when it comes to naval ships?	"['A nation on the brink of extinction', 'Country of the tent', 'All jurisdictions with this power', ""The world's largest arbitration court""]"	B	international_law	C)All jurisdictions with this power	C
How does protecting differ from helping?	['Protecting is the same as helping', 'A nation in distress needs protection to call for help', 'R2P was launched at a time of great need by the United Nations Security Council when its primary purpose was to combat human trafficking', 'R2P requires combat power as opposed to assistance']	C	international_law	B) A nation in distress needs protection to call for help	B
What is the 'lotus principle'?	"[""The Lotus principle states that 'everything that is contrary to the free will of nations cannot be or according to translations that give 'what is without law, is permitted by the law of the world'"", 'Lotus interpretation that nations will come using the portal they want to take their cases to', 'The Lotus principle is that nations are not obligated to apply their law of the sea', 'The Lotus principle holds that customary law is derived from the practice of nations and opinio juris']"	A	international_law	A)The Lotus principle states that 'everything that is contrary to the free will of nations cannot be or according to translations that give 'what is without law	A
Which of the following describes a good British lawyer?	"[""Britain's legislature separated power from independence"", 'The British parliament gave the monarchy the power to overrule the laws of its citizens', 'British law is simple and can be derived from many sources', ""Britain's legal system is based on appearances""]"	C	international_law	C)British law is simple and can be derived from many sources	C
What determination is involved in making peace?	"['It is an urgent solution for the nations to solve their problems quickly', 'It is a way of life, that is, to resolve the problems of the nations by peaceful means. This does not mean that the nations are incapable of resolving their problems', 'It is a worldwide message to all nations that they should work for their own benefit to solve the problem.', ""It's a small heart that has only a few places to go""]"	B	international_law	D) to resolve the problems of the nations by peaceful means. This does not mean that the nations are incapable of resolving their problems	D
Which of the following statements is true?	['The Fourteenth Amendment changed the division of labor from three judges to one', 'The 14th Amendment provides for a system of checks and balances', 'The 14th Amendment ended the human genome project.', 'The 14th anniversary of the European Year of the Judges of Human Rights']	C	international_law	B)The 14th Amendment provides for a system of checks and balances	B
"What is the ""rock"" in the confusion of understanding surrounding nations?"	['The rocky islands are about six miles [10 km] wide', 'Rocks point to islands that are uninhabited', 'Rocks are uninhabitable islands in position 121, paragraph 3, which do not provide for special metallurgy', 'Rocks are habitable islands']	C	international_law	B)Rocks point to islands that are uninhabited	B
What have the world's intellectuals heard?	"['This shows that the nations are the only ones that have ever been in the world', 'This shows that there is a spirit of oppression and a spirit of lawlessness among men.', 'This means that a company can make international claims.', ""It's an idiom that distinguishes lawyers from ordinary people in the legal world.""]"	B	international_law	B) This shows that there is a spirit of oppression and a spirit of lawlessness among men.	B
Which of the following instruments is a trust?	['United Nations Committee on the Rights of the Child', 'United Nations Council on the Human Environment', 'The United Nations Worldwide Regularly', 'Special missions of the United Nations']	A	international_law	A) United Nations Committee on the Rights of the Child	A
The 1993 declaration of the United Nations at the Vienna Conference stated that	"['Third-generation symptoms are more important', 'Civic and political symbols are important symbols"".', 'Each type is characterized by an indivisible, interdependent quality', 'Social and economic phenomena are uncontrollable']"	C	international_law	C)Each type is characterized by an indivisible D)interdependent quality	C
What is the main reason for the protective power of international organizations (IOs)?	"['The main source of the protective powers of the OIs is the General Assembly of the United Nations', ""The source of the OI's power is the headquarters treaties with many countries that grant specific powers."", 'The main source of the protective power of the OI is cultural law.', 'A major source of power for the OIs is the Vienna Convention on the Protection of the Rights of Evangelicals.']"	B	international_law	B)The source of the OI's power is the headquarters treaties with many countries that grant specific powers.	B
Does the international community have a policy or a mandate in terms of international law?	"['Yes, the member states of the United Nations have more power and influence', 'Yes, the five permanent members of the UN Security Council (United Kingdom, France, Russia, China, and the United States) have a higher status than other countries.', 'No, all States are considered equal as independent States (the principle of equality, enshrined in Article 2, paragraph 1, of the Charter of the United Nations)"".', 'He approached each foreign institution individually to decide whether there was an international system.']"	C	international_law	A)Yes	A
What is the point of view of the sign language?	"['Elections are crucial to the survival of a nation', ""a flag is a proclamation of a country's flag but not a decision"", 'Procrastination is nothing more than a declaration of profit.', 'Perseverance calls for preaching from a newly formed nation']"	B	international_law	B)a flag is a proclamation of a country's flag but not a decision	B
What is the role of religious leaders in human history?	['Discipline is correction that comes from listening to words', 'Discipline is correction that comes from listening to words', 'An orderly process is a system of rules that does not discriminate against people', 'Policies involve the establishment of certain standards of behaviour in agreements on human characteristics.']	C	international_law	A) Discipline is correction that comes from listening to words	A
What role did the Kadi trial play in the resolutions of the United Nations Security Council?	"[""Kadi's ruling calls for the CSNU's resolutions to be interpreted in human terms."", ""Kadi's ruling requires the inclusion of all CSNU resolutions without any other binding legislation."", ""Kadi's decision called for changing CSNU's core commitments rather than merely incorporating them."", ""Kadi's decision confirms that the resolutions of the United Nations Security Council do not discriminate when it comes to violations of human rights.""]"	A	international_law	A)Kadi's ruling calls for the CSNU's resolutions to be interpreted in human terms.	A
Translation of the Magna Carta by	['The 1689 charter granted freedom of speech in Parliament.', 'A treaty signed in 1215 between the king and his courtiers guaranteed the protection of certain subjects.', 'A 19th-century constitutional document that guaranteed the right to vote.', 'A document setting out a clear code of conduct for England']	B	international_law	B)A treaty signed in 1215 between the king and his courtiers guaranteed the protection of certain subjects.	B
Do individuals (citizens) benefit from the international legal community in the same way that Gentiles and foreign entities do?	"['Natural persons are interested in the personality of international lawyers, but this is limited', 'Individuals appreciate the boundless character of international lawyers"".', 'No international court is favored by individuals', 'Individuals can bring cases only in international courts']"	A	international_law	B)but this is limited	B
Is there an order or priority among the various ways of settling disputes peacefully?	['Yes, all political processes (e.g., deposition, mediation, inquiry, conciliation) must be completed before legal action can be taken.', 'The legal system overrides the political system because the parties are divided.', 'There is still no consensus among these methods and the choice is left to the disputing States.', 'It was the impartial third party who decided which method was more popular than the other.']	C	international_law	A)Yes	A
Which of the following statements is not true?	"['In 1990 the need to reform the European Court of Human Rights was recognized, since it was not adjudicating cases fairly', ""In the 1990's, the need for reform of the European Court of Human Rights became apparent in the face of increased activity."", 'In 1990 the need for reform of the European Court of Human Rights became apparent because of its functional structure and its ability to handle a growing number of complaints.', 'In 1990 the need for reform of the European Court of Human Rights became apparent as the number of candidates for the Court increased in line with the increase in the number of member countries.']"	D	international_law	B) since it was not adjudicating cases fairly	B
What is the meaning of equivalence when it comes to alternatives available in the host country?	['The host nation can use as much force and tactics as it chooses', 'The invading nation can use any means necessary to destroy and incapacitate the invader.', 'The invading nation can use only the means and power necessary to defeat the invader.', 'The host country cannot act without the approval of the Security Council.']	C	international_law	C)The invading nation can use only the means and power necessary to defeat the invader.	C
What is the magnitude of the force exerted by a tooth in a fracture?	['The earth was shaken by the violence of war', 'The use of force by law on a large scale', 'The division of land is often a power struggle', 'The jurisdiction of the court is based on the location of the offender.']	C	international_law	B) The use of force by law on a large scale	B
What are the legal sources of international law?	['Customs, treaties, and court decisions', 'Popular customs, laws, and ideals', 'Contracts, customs, and common law', 'Treaties, traditions and decisions of the Grand Council']	C	international_law	A)Customs B)treaties C)and court decisions	A
What is the purpose of principles in the law of the sea?	"['The determination of baselines is used to measure the depths of coastal waters.', ""Knowing the foundations is important for all seaborne navigation, as they are the starting point for any region's expansion."", 'Knowing the basics is essential for safe navigation on the high seas.', 'They merely serve as a basis for settling maritime disputes between opposing countries before an international court or tribunal.']"	B	international_law	D) Knowing the basics is essential for safe navigation on the high seas.	D
What is the difference between mediation and conciliation?	['Conciliation is an extension of probate, with the difference that mediation produces a binding effect that probate does not.', 'Only representatives of the Secretary-General of the United Nations act as mediators, while officials of third States may also act as mediators.', 'While mediation is usually carried out by an appointed person with the consent of both parties, mediation involves a board of directors that looks at the controversy impartially and proposes ways to resolve the issue.', 'Arbitration refers to a method of settling disputes that is used only under a contract, whereas mediation can also take place at a specific time.']	C	international_law	A) Conciliation is an extension of mediation	A
In Osman's indifference to the United Kingdom (1998), the European Court of Justice established a test that can be used to establish a public duty of good faith towards a State. Which of the following is not part of the Osman test?	['The accident must have been caused by a government agent', 'When an imminent physical danger (such as death or injury) occurs', 'A country must take reasonable steps to prevent death or injury.', 'A nation knows or should know']	A	international_law	A)The accident must have been caused by a government agent	A
Who is entitled to seek the opinion of the CIJ?	"['Only the principal organs of the United Nations (the Security Council, the General Assembly, ECOSOC, the Council of the Treasury, the Secretariat) may request an advisory opinion.', 'All international organizations were allowed to ask for a consultative opinion', 'The General Assembly and the Security Council may request advisory opinions on any case, as ""other United Nations bodies and specialized agencies, which are always authorized by the General Assembly, are empowered to request advisory opinions from the Court"" on cases arising in connection with their work', 'The specialised agencies of the United Nations were allowed to request an advisory opinion, as were the States Parties authorized by the General Assembly.']"	C	international_law	A) Only the principal organs of the United Nations (the Security Council, the General Assembly)	A
What is the purpose of the creation of the universe?	"[""His purpose is to convict some of the world's wrongdoers"", 'Its purpose is to prevent certain international crimes', 'Its goal is to empower all nations to commit specific crimes.', ""His purpose is to give all nations power over all the earth's inhabitants.""]"	C	international_law	B) Its purpose is to prevent certain international crimes	B
Are all the actions of state-owned enterprises declared to be the responsibility of the state under the law of international responsibility?	"[""The conduct of any agency of a State is considered to be that State's conduct, even if that conduct is illegal or even extreme."", ""It can only be attributed to the actions of the country's highest officials"", 'The actions of any agency of a State are considered to be those of that State, if they are internal to it.', 'The State is only an expression of the sovereign power of the State']"	A	international_law	A)The conduct of any agency of a State is considered to be that State's conduct	A
What is a covenant according to the Vienna Convention on the Law of Treaties (CVDT)?	['All treaties are agreements between nations, foreign non-governmental organizations (NGOs).', 'Contracts are written agreements between nations that are governed by international law.', 'Treaties are agreements, both written and oral, between nations.', 'Contracts are written agreements between nations that are governed by international law or national laws.']	B	international_law	A) All treaties are agreements between nations	A
What was the outcome of the Al-Adsani case before the European Court of Human Rights?	['The Court stated that the prospect of a fair trial outweighs the prospect of a fair trial.', 'The Court said that the lack of freedom of the press overrides the appearance of a right to a fair trial.', 'The Court held that the denial of a power of attorney does not violate the right to a fair trial.', 'The Court stated that respect for human dignity takes precedence over all other conflicting provisions of international law, including the majority of international laws.']	C	international_law	A)The Court stated that the prospect of a fair trial outweighs the prospect of a fair trial.	A
What further standards did the Governing Body of Jehovah's Witnesses impose on the countries of the former Yugoslavia?	['The Board requested that they volunteer to take disputes to the CIJ.', 'The Governing Body proposed a boundary change', 'The Governing Body called for a surrender of human characteristics and discrimination', 'The Governing Body calls for an international exchange of languages']	C	international_law	A)The Board requested that they volunteer to take disputes to the CIJ.	A
How should covenants be interpreted?	['Contracts must be interpreted faithfully according to the plain meaning given to the terms of the contract in their context and purpose.', 'Contracts should be interpreted only in the usual sense of their terms', 'Contracts should be interpreted in accordance with the intentions of both parties, as reflected in the preparation of the contract', 'Covenants should simply be interpreted in the light of their purpose.']	A	international_law	A)Contracts must be interpreted faithfully according to the plain meaning given to the terms of the contract in their context and purpose.	A
Under what circumstances do maritime nations use criminal force against foreign ships in their ports?	['Generally speaking, the West does not use its destructive power against crimes that violate its borders or threaten the peace and order of the nation.', 'Port nations exercise their sovereignty in all matters pertaining to ships.', 'The harbor towns are dominated by violent crime itself, including drug trafficking.', 'Port nations do not have the right to control a foreign ship.']	A	international_law	C)Port nations exercise their sovereignty in all matters pertaining to ships.	C
"What value do the resolutions of the United Nations General Assembly have as a ""source"" of international law?"	['The resolutions of the General Assembly are regarded as additional sources of international law and therefore binding on nations.', 'Resolutions of the General Assembly are more important than treaties', 'The resolutions of the AG always reflect a sense of responsibility', 'The resolutions of the AG are regarded as a material resource, in the sense that they can be used to make official declarations.']	D	international_law	A)The resolutions of the General Assembly are regarded as additional sources of international law and therefore binding on nations.	A
Are treaties binding on the Third World, that is, on non-Gentile nations?	['It is possible that the treaties would give third countries access to the symbols.', 'Treaties bring both heartaches and debts to third countries.', 'The treaties are not binding or legally binding on third Parties if not ratified.', 'The treaties do not impose any restrictions or restrictions on third parties, even if they agree to them.']	C	international_law	C)The treaties are not binding or legally binding on third Parties if not ratified.	C
Which of the following is not appropriate?	['Concluding Remarks 3', 'Conclusion No. 8', 'Conviction in the 9th grade', 'Conviction in the 11th grade']	A	international_law	C) Conviction in the 9th grade	C
What is the relationship between the legal sources of international law?	['The legal traditions of the nations are not sacred.', 'Treaties took precedence over traditions', 'traditions took precedence over treaties', 'Traditions and contracts are superseded by general legal principles.']	A	international_law	B)Treaties took precedence over traditions	B
How did UN Security Council Resolution 678 prove to be more effective than the joint security measure under Article 51 of the U.N. General Assembly during the Gulf War?	['Resolution 678 authorized the use of heavy weapons by the Allies against Iraq.', 'Resolution 678 prohibited the use of self-defence in the sense of Article 51 of the General Assembly of the United Nations.', 'Resolution 678 was adopted and implemented more quickly.', 'Resolution 678 is broader in scope because it authorizes the use of force in any case that threatens the peace and security of the Gulf region.']	D	international_law	A)Resolution 678 authorized the use of heavy weapons by the Allies against Iraq.	A
What is the relationship between the legal sources of international law?	['Contracts may only be entered into in respect of legal matters', 'Constitutional law is a separate source of international law and cannot be incorporated into treaties.', 'Covenants can be made (1) by treaty, (2) by treaty, or (3) by promise.', 'Culture can only come from a few international agreements.']	C	international_law	C)Covenants can be made (1) by treaty	C
What is sovereignty?	"['The sovereignty of a state is recognised by all other states', 'Sovereignty is the ability to make treaties and join the United Nations.', ""Government autonomy means the freedom to conduct one's own affairs without outside interference."", 'The concept of sovereignty presupposes that a state has the right to defend itself.']"	C	international_law	A)The sovereignty of a state is recognised by all other states	A
What is 'working hard'?	['Unlike a force, perception is an action.', 'A diplomatic engagement is a formal act between two countries.', 'Some government agencies are marked not by their name but by their logo', 'Only the government is recognized, not the nation']	C	international_law	A) Unlike a force	A
What is the government's legal position?	['The Law of Government means that all State actions benefit from the protection of power', 'The civil procedure doctrine holds that it is the public authority, not the courts, that determines the existence of an alleged crime committed by a government.', 'The doctrine of state responsibility holds that the courts have the power to prosecute a crime allegedly committed by the government.', 'The act of state instruction is a legal process that allows the courts to authorize public programs of foreign nations.']	B	international_law	B)The civil procedure doctrine holds that it is the public authority	B
How can the international organization be described?	"['The organizational model of an international organization is based on that of a national legal system', 'A multinational corporation is a grouping of independent states and other international organizations whose power is distributed in an orderly fashion', 'The international social order is so complex that there is no hierarchy of power, either natural or artificial.', ""The structure of the international community is reminiscent of that of the world's most powerful nations.""]"	B	international_law	A)The organizational model of an international organization is based on that of a national legal system	A
Is there a limit to the inclusion of unwholesome customs in Christian law?	['There is no limit to the transfer of culture.', 'Multiculturalism must be part of the international community before it can exist on its own.', 'The courts are free to include cultural obscenities in public policy.', 'This is a delicate situation, but one that would require a parliamentary Act.']	D	international_law	D)This is a delicate situation	D
What role does neighborhood play?	['The contiguous area serves as a coastal national security zone.', 'A close-knit community is an area where the sea otter can explore and exploit its fossils.', 'The contiguous zone is the area within which the coastal state is authorized to prevent and suppress violations of border laws, customs, emigration or health violations.', 'The vicinity is a zone where the coastal community protects its archaeological and historical relics.']	C	international_law	C)The contiguous zone is the area within which the coastal state is authorized to prevent and suppress violations of border laws	C
In which of the following cases did the European Court of Human Rights fail to take into account the State's obligation to provide effective protection?	['If the petitioner is a public authority', 'Where the State should investigate allegations against him', 'A legal system to protect the people of the country', 'A home makes all anointed ones in a certain land equal']	D	international_law	B) Where the State should investigate allegations against him	B
"What was the earliest definition of the doctrine of ""preferential discrimination"" as used by the European Court of Human Rights?"	['Goodwin against the UK (2002)', 'Airey against Ireland (1979)', 'Osman against the UK (1998)', 'Handyside against the UK (1976)']	D	international_law	B) Airey against Ireland (1979)	B
What are the procedures for selecting members of the community?	['All members of the board of directors are elected by those involved.', 'Those involved alerted the entire fire department.', 'An impartial third party, such as the president of the CIJ, selects all the members of the court.', 'All members of the court are elected by the two chambers from a short list of candidates.']	A	international_law	A) All members of the board of directors are elected by those involved.	A
What is constitutional observance?	"[""Voting is vital to a nation's welfare"", 'Increase requires increased participation of a third country', 'Eligibility requires that there be a reasonable degree of confidence in the constitution of the recognized country.', 'Countries that want to be recognized must have a proper constitution']"	A	international_law	C)Eligibility requires that there be a reasonable degree of confidence in the constitution of the recognized country.	C
The process of ratification of the International Covenant on Civil and Political Rights (and its Protocol) is as follows:	['The only way to get information', 'Trial by a foreign court', 'Evidence only in individual cases of reincarnation', 'The transmission of information and the emergence of individual judgments']	D	international_law	A)The only way to get information	A
What are covenants?	['Contracts for self-employment are only approved by the management', 'A legal contract is so clear and binding that there is no need for additional steps to be taken.', 'Involuntary agreements are governed by the steps set out in the agreement itself.', 'Such teachings are contrary to the law of Moses, which teaches that one must be circumcised.']	B	international_law	B) A legal contract is so clear and binding that there is no need for additional steps to be taken.	B
Does the CIJ disagree with the idea that an armed attack can be triggered by a series of minor, but coordinated, military actions?	['The CIJ is not opposed to the idea of collectivism', 'The concept of assault with a deadly weapon refers to a single attack, not to a series of smaller attacks involving firearms.', 'In the Nicaraguan case, the CIJ rejected the concept of collective bargaining.', 'The CIJ has never dealt with this issue']	A	international_law	D)In the Nicaraguan case	D
Is there a system of international tribunals that would take precedence?	['According to the law of lispendens, only the court that first heard the dispute has jurisdiction to decide it.', 'The International Court of Justice is superior in understanding to any court or tribunal.', 'Since there are no rules in international law and everything depends on the free will of the parties to a dispute, there is no ultimate goal or framework for international courts.', 'Regional or special courts take precedence over all others, according to the lex specialis.']	C	international_law	C)The International Court of Justice is superior in understanding to any court or tribunal.	C
Does a Third Country see the emergence of fisheries in the free trade area of another Country?	"['Where the maritime nation is unable to meet the ""total allowable catch"", it should allow other States to meet this quota, giving priority to developing and landlocked States.', ""A Third Country may never have access to fisheries in another Country's ZEE."", 'The coastal State shall allow only adjacent States to observe the fisheries in its EEZ.', 'A third country may freely fish in another ZONE, except in designated areas.']"	A	international_law	"A) Where the maritime nation is unable to meet the ""total allowable catch"	A
What is independence?	['The purpose of protection is to protect foreign leaders from any harm', 'The principle of national defense is to protect a nation from invasion by another nation', 'Sovereignty prevents nations from litigating disputes in the courts of other nations', 'The principle of subsidiarity is needed to ensure that wrongdoing goes unpunished']	C	international_law	C) Sovereignty prevents nations from litigating disputes in the courts of other nations	C
What is man's undoing?	['It is a court based on the nationality of the offender.', 'It was a court based on the place where the crime was committed.', 'It is a counsel based on the nationality of the victims.', 'This is a court based on the country in which the legal entity is incorporated.']	C	international_law	B) It was a court based on the place where the crime was committed.	B
Which of the following characteristics characterizes the first generation?	['Social and economic indicators', 'Civil and political developments', 'Characteristics of the parasites', 'Characteristics of people']	B	international_law	B)Civil and political developments	B
What is the problem with international law?	['The division of international law refers to the extent to which the same international law can be applied by different legal systems.', 'Multiple legal systems (e.g., the law of foreign credit and the law of human phenomena) may exist and develop independently, eventually resulting in the promulgation of a variety of international legal systems.', 'Divisions arise when nations have different interpretations of foreign jurisprudence', 'We speak of division when Gentiles cannot agree to respect an international law.']	B	international_law	A)The division of international law refers to the extent to which the same international law can be applied by different legal systems.	A
What is meant by being yielding in other ways?	['He assumed that the Security Council would approve weapons if a country was informed.', 'Explicit authorization based on a specified number of votes cast by members of the UN Security Council', 'The intention to carry out all illegal armed attacks through a resolution of the United Nations Security Council.', 'In the event of repeated unprovoked attacks, the UN Security Council authorizes neighboring countries to take the measures it deems necessary to remedy the situation.']	A	international_law	B)Explicit authorization based on a specified number of votes cast by members of the UN Security Council	B
What worldly philosopher has called the unthinking nature of trees?	['Alan Gerwith', 'French translation:', 'John Locke', 'Jeremy Bentham']	D	international_law	C) John Locke	C
Who has the authority to make a covenant on behalf of a nation?	"['And the ambassadors of the nations, and their nobles, and their princes, and their governors, and their rulers,', 'Only representatives of the President and the Minister of Foreign Affairs can negotiate and conclude agreements.', 'Contracts are made and signed only by those who have the necessary ""supreme authority"", and no one else is considered to have that authority.', 'Contracts are negotiated only in diplomatic cabinets.']"	A	international_law	A) And the ambassadors of the nations	A
