question	choices	answer	subject	output	verbalized
Areas that share all of these characteristics, but do not share them	['limitations that you have.', 'common qualities.', 'where one thing is related to another.', 'be explained in simple terms.']	D	high_school_geography	B) common qualities.	B
Which of the following major U.S. immigration movements is incorrect?	['Early pioneers in Germany, England, Scotland, Ireland, and Africa, 1870', '1870s to 1914s Asia', '18701914 eastern and southern europe', 'Hispanics since 1965']	B	high_school_geography	A) Early pioneers in Germany	A
Which of the following is the most characteristic of African cities?	['They have a clean, well-ventilated home.', 'There is more work for refugees from the countryside than for those who come to the city.', 'They have three different business districts.', 'Buildings are well maintained.']	C	high_school_geography	D)They have three different business districts.	D
What country did she come from that she was attacked by an evil merchant?	['from Singapore', 'French, Italian', 'Spain', 'Mongolia and Mongolia']	D	high_school_geography	B) French	B
In the Burgess mid-zone model, which zone will a person find better homes, single-family homes, and apartments with higher rents?	['The Beginning', 'the second', 'The Third', 'The Fourth']	C	high_school_geography	C)The Third	C
Who is to say that the Yad Vashem of any society is associated with a five-fold growth rate?	['Rostow. What is it?', 'It was Ravenstein.', 'Von Thunberg, for example.', 'And he did.']	A	high_school_geography	A) Rostow. What is it?	A
Which of the following is NOT considered to be a barrier to the spread of a custom?	['The language', 'Believing', 'Seas and oceans', 'Citizens tolerate each other']	D	high_school_geography	D) Citizens tolerate each other	D
It is better to specify when migration occurs in the context of epidemics and conflicts	['The new inhabitants demolish the tent and rebuild it.', 'the new residents will be at peace with the old residents.', 'The new residents are fully integrated with the old residents.', 'New settlers move into areas with older settler groups.']	D	high_school_geography	D) New settlers move into areas with older settler groups.	D
Which of the following best describes the meaning of a geographical area?	['Map showing Atlanta as the hub of Delta Air Lines', 'A newspaper depicting the so-called South', 'Map showing one hundred counties in North Carolina', 'A large fragment of a manuscript containing what is now known as the Bible']	A	high_school_geography	B) A newspaper depicting the so-called South	B
The opening of new stores near a shopping mall reflects what thinking?	['the force of gravity', 'shortcomings in long-distance relationships', 'to be involved', 'discrimination']	D	high_school_geography	A)the force of gravity	A
How did birth contribute to the preservation of the industrial workforce in European cities?	['The first farming challenge.', 'The Second Agricultural Challenge', 'The Third Challenge to Farming', 'The Fourth Agricultural Challenge']	B	high_school_geography	B)The Second Agricultural Challenge	B
Which of the following statements about East Asia is true?	['Japan is rich in natural resources.', 'China lacks natural resources but has a large labor force.', 'China is rapidly developing industrially.', 'Taiwan lacks industry and an educated workforce.']	C	high_school_geography	C)China is rapidly developing industrially.	C
Which of the following would best describe the United Nations?	['The UN serves as a global police force.', 'Member states have surrendered their nationality to the UN', 'International law is enforced by the UN.', 'The UN often rehearses intervention in world conflicts.']	D	high_school_geography	D)The UN often rehearses intervention in world conflicts.	D
Which of the following is a wilderness area?	['The disk', 'from Pennsylvania', 'The market area of Winn-Dixie', 'The Pacific Northwest']	B	high_school_geography	D) The Pacific Northwest	D
What does it mean to focus on producing and serving people for the common good?	['replace the instructions.', 'crushed', 'gather together', 'build buildings.']	C	high_school_geography	C) gather together	C
Which language family includes Italian, Spanish, Portuguese, and Romanian?	['the continent of Europe', 'Slavonic language', 'Germany', 'Romance']	D	high_school_geography	D) Romance	D
Ankara, Turkey and Islamabad, Pakistan are both examples	['the cities of the desert.', 'cities to move to', 'the colonial capitals of the past.', 'competing cities.']	B	high_school_geography	B)cities to move to	B
WHICH of the following is a good illustration?	['halloween', 'Foreign cuisine has been transformed into American cuisine', 'The Hasidic Judaism', 'Catholic in Louisiana']	C	high_school_geography	B) Foreign cuisine has been transformed into American cuisine	B
What does it mean that whoever controlled Europe controlled the world?	"['planned transfer of power', '[Picture on page 7] The Communist Party', ""(heartlangd) the heart of the earth's magnetic field in Central Asia"", 'the Eurasian land mass (which focuses on Eurasia)']"	C	high_school_geography	D)the Eurasian land mass (which focuses on Eurasia)	D
Which group represents the varieties of Islam in Persia (Iran) and believes in the infallibility and rightness of the deities over which the Imams ruled?	['The Sun', 'Shiite people', 'Pregnant women', 'untouched']	B	high_school_geography	B)Shiite people	B
Overwhelmed by Stress	"[""In addition to the city's construction workers, he hired unskilled workers."", 'the ratio of urban and rural workers in an economy.', 'the ratio of urban workers to agricultural workers in an economy.', 'the increase in rural employment created by the urban economy.']"	A	high_school_geography	D)the ratio of urban workers to agricultural workers in an economy.	D
What is the Hindu Bible?	['The Talmud.', 'It is the Bible.', 'Keep your head down.', 'The Vedas.']	D	high_school_geography	D) The Vedas.	D
Which of the following is an outstanding feature of an Eastern European city?	['The central park', 'Famous churches', 'Adababai is a large central square surrounded by government and administrative buildings.', 'Comfortable living quarters filled to capacity']	C	high_school_geography	C) Adababai is a large central square surrounded by government and administrative buildings.	C
Which of the following countries is actively involved in preserving the sanctity of its native language, English or any other language?	['French, Italian', 'The Russian Federation', 'Japanese', 'The United States']	C	high_school_geography	A) French	A
Which of the following is an example of a profitable industry?	['The iron', 'The juice of the potatoes', 'The paper', 'Iron and copper']	B	high_school_geography	C) The paper	C
Which of the following is not a characteristic of an elongation zone (EPZ)?	['Reduce stress on energy', 'Goods imported free of duty', 'be exempt from paying taxes', 'Bags of heavy pollution']	D	high_school_geography	D)Bags of heavy pollution	D
Which of the following is not true of a kingdom?	['Area of freedom', 'internationally recognized', 'Limitations and restrictions', 'The common language']	D	high_school_geography	A) Area of freedom	A
You plan to travel from your hometown to Pittsburgh, and on the way, you stop in Columbus, Ohio, to visit your relatives! You decide to stay and make Columbus your new home.	['interfere with the conversation.', 'shortcomings in long-distance relationships', 'a voluntary refugee.', 'reasons for procrastination.']	A	high_school_geography	C)a voluntary refugee.	C
Why is the area occupied by large offices and shops more busy than the average city dweller?	['in the suburbs.', 'the first city', 'a city', 'the outskirts of town.']	D	high_school_geography	C) a city	C
What harvest began during the Third Plowing Period?	['The rice', 'Wheat', 'Slavery and slavery', 'Missionary work']	A	high_school_geography	A) The rice	A
In the last quarter of a century, what influences have caused the most instability and civil strife in Eastern Europe?	['The Beginning of New Languages', 'The End of the Cold War', 'Invasion by the Soviets', 'Many Eastern European countries have been admitted to the European Union']	B	high_school_geography	B)The End of the Cold War	B
If I wanted to send a small, expensive piece of jewelry to my aunt in Poughkeepsie, what transportation would be more practical?	['Loading the truck', 'The atmosphere', 'A ship', 'The railroad']	B	high_school_geography	A) Loading the truck	A
Which of the following is a wetland area?	['The disk', 'from Pennsylvania', 'Location of the Wi-Dix market', 'The Pacific Northwest']	C	high_school_geography	D) The Pacific Northwest	D
What kind of city has an isolated residential area and a main street extending from the city center to the outskirts?	['by Europeans', 'the Muslims', 'people of sub-Saharan Africa', 'Latin Americans']	D	high_school_geography	D)Latin Americans	D
To what family are most European languages assigned?	['The Ural-Altaic', 'The Basque', 'Indo-European area', 'The Phoenicians']	C	high_school_geography	C) Indo-European area	C
What do the words apartheid, ethnic cleansing, and segregation all have in common?	['All of them were created in Nazi Germany during World War I.', 'All of them are a form of separation of dwellings.', 'All of them are a way of bringing together people of different nationalities in a region.', 'They are different expressions of the same idea.']	B	high_school_geography	D)They are different expressions of the same idea.	D
Which of the following describes refugees living in Europe best?	['In most cases, they are able to obtain citizenship in the host country.', 'Muslim immigrants from North Africa have integrated well in France.', 'Refugees rarely bring their families to European cities.', 'They are often restricted to a certain area.']	D	high_school_geography	A)In most cases	A
Are any of the following not secondary economic activities?	['Assembly of automobile parts', 'the making of shirts', 'extraction of copper', 'Wrapping books']	C	high_school_geography	C) extraction of copper	C
John and Susie are going to Scotland to renovate and live in the family castle. What will happen to their immigration activities?	['They are crossing a border into another country.', 'They are not carrying anything.', 'A company in motion.', 'In less than a year, it will be gone.']	C	high_school_geography	A) They are crossing a border into another country.	A
Which of the following is a kingdom?	['the Antarctic', 'Samoa of the Americas', 'The Egyptians', 'The Marshall Islands']	C	high_school_geography	C) The Egyptians	C
What is the fossil record of the snake?	['Phosphorus', 'Olive oil', 'the snake', 'The cornerstone']	D	high_school_geography	C) the snake	C
In a certain land, what is considered irreligious or irrelevant?	"['the worship of many gods.', 'the belief that ""all creatures have a soul"".', 'secularism', 'belief in one almighty god']"	C	high_school_geography	C)secularism	C
In a post-industrial economy, which of the following resources will be considered essential to increase productivity?	['by Annisa', 'Hard work', 'What is it?', 'Specializing']	C	high_school_geography	B) Hard work	B
What is the second largest city in a country with more than twice the population?	"['a city of the world.', ""the world's first city."", 'a very large city', 'the capital of a country']"	D	high_school_geography	C)a very large city	C
Each country with a coastline has a special economic zone (EEZ) under the UN Convention on the Law of the Sea.Which of the following statements about the Law of the Sea and the EEZ is incorrect?	"['THE EEZ stretches for up to 200 nautical miles (370 km) from the coast.', 'Countries have the right to exploit natural resources within their EEZ.', 'Countries with an EEZ may use coastal resources up to 350 nautical miles (560 km) in length.', ""A country does not have the right to exploit its EEZ's biological resources.""]"	D	high_school_geography	D)A country does not have the right to exploit its EEZ's biological resources.	D
WHICH of the following is more likely to be affected by overcrowding?	['Industrial society has a lot of natural resources and a lot of imported food', 'A highly mechanised agricultural community', 'where there are not many people', 'burning of wood and cutting of peasants']	D	high_school_geography	A)Industrial society has a lot of natural resources and a lot of imported food	A
The boundary line between the United States and Mexico is the Rio Grande, and this is an example of	['which separates the water.', 'flow of water.', 'the limitations imposed by man.', 'the limitations imposed by nature.']	D	high_school_geography	D)the limitations imposed by nature.	D
"When we speak of the spread of a culture, what do we mean by ""spread abroad""?"	['The Goal', 'The cost of a car', 'All areas along the route of propagation', 'The spider web']	B	high_school_geography	C) All areas along the route of propagation	C
The distance north and south of the equator is	['the global grid system.', 'Prime meridian', 'the latitude', 'the longitude']	C	high_school_geography	C) the latitude	C
Which government should be the arbiter of shipwrecks?	['The coastal kingdom', 'State of the flag', 'All nations have the same authority', 'The International Tribunal for the Law of the Sea']	B	international_law	B) State of the flag	B
How does Responsibility to Protect (R2P) differ from human intervention?	['R2P is a peer-to-peer network', 'R2Pn I want a distressed call for help from the Government', 'Although R2P is not voluntary, its primary purpose is to alleviate human suffering.', 'While R2P always has a built-in power supply, human intervention does not.']	C	international_law	D) its primary purpose is to alleviate human suffering.	D
What is the Lotus Guide?	"[""The Lotus Principle states that 'therefore the limits of the sovereignty of States cannot be measured,' or, as it has been translated, 'whatever is not prohibited is permitted by universal law.'"", 'The Lotus Law states that states are free to choose courts to hear their disputes', 'The Lotus Law states that States are not prohibited from asserting their sovereignty over the high seas', 'The Lotus law is a combination of customary law and opinio juris']"	A	international_law	D)whatever is not prohibited is permitted by universal law.	D
Which of these definitions best describes the UK Constitution?	['The UK monarchy is the sole source of power for the head of state.', 'The UK constitution empowers the judiciary to overturn acts of parliament', 'UK marriage is uncodified and can be obtained from many sources', 'The UK constitution is based on the Bill of Rights']	C	international_law	C)UK marriage is uncodified and can be obtained from many sources	C
What is needed to resolve conflicts peacefully?	['Obligation - States are under strict obligation to settle their disputes promptly', 'It is a moral obligation, i.e. States have an obligation to try to resolve their differences by peaceful means. This does not imply an obligation to resolve their conflicts', 'It is a binding international law and all states have the right to enforce it in any dispute.', 'It is an obligation that only courts and international tribunals are concerned with.']	B	international_law	C) i.e. States have an obligation to try to resolve their differences by peaceful means. This does not imply an obligation to resolve their conflicts	C
Which of the following statements is false?	['Protocol 14 changed the admission hearing committee from three judges to one judge building.', 'Protocol 14 has added new criteria for acceptance.', 'Protocol 14 has been revoked by the Human Rights Commission', 'Protocol 14 on the extension of the jurisdiction of the European Court of Human Rights']	C	international_law	C) Protocol 14 has been revoked by the Human Rights Commission	C
"What are the ""rocks"" under the United Nations Convention on the Law of the Sea (UNCLOS)?"	['The island is less than 10 square miles', 'A reef is an island with no coastline', 'A micro-island is an island which is incapable of sustaining human life or economic life of its own and which has no Special Economic Zone or sub-continental coastline as defined in section 121 (3).', 'Rocks are tiny islands that can sustain life']	C	international_law	C)A micro-island is an island which is incapable of sustaining human life or economic life of its own and which has no Special Economic Zone or sub-continental coastline as defined in section 121 (3).	C
What is the meaning of international private law?	['It means that only nations are subject to international law', 'means having rights and obligations under international law and having the capacity to enforce them by or against the party concerned', 'Resisting the authority of the State is possible', 'The word law is intended to be legal, unlike the physical laws of the world']	B	international_law	B) means having rights and obligations under international law and having the capacity to enforce them by or against the party concerned	B
Which of the following is a human rights treaty?	['The UN Human Rights Committee', 'Council of Human Rights', 'Looking Back at the Past', 'Special Powers of the UN']	A	international_law	A) The UN Human Rights Committee	A
What did the UN Vienna Declaration of 1993 say?	['The value of third-generation rights', 'Civil and political rights are fundamental rights', 'All right tribes are undivided, united and cooperative', 'Social and economic rights are not achievable']	C	international_law	B) Civil and political rights are fundamental rights	B
What is the main source of immunity for international organizations (IOs)?	['The main source of immunity for IO is the UN Charter', 'The main sources of immunity for IO are the headquarters agreements and the separate immunization agreements of many countries.', 'The most important source of immunity is cultural norms.', 'The major source of immunity for the IOF is the Vienna Convention on Immunodeficiency.']	B	international_law	B)The main sources of immunity for IO are the headquarters agreements and the separate immunization agreements of many countries.	B
Is there a hierarchy of States under international law?	['Yes, the founding Member States of the United Nations have been given more power and authority', 'Yes, the Five Permanent Members of the UN Security Council (UK, USA, France, Russia, China) are ranked higher than other countries.', 'No, all countries are treated equally as sovereign States (principle of sovereign equality, Article 2, Clause 1 of the UN Charter)', 'Whether or not there is a level playing field between states should be a matter for each international organization to decide.']	C	international_law	B) the founding Member States of the United Nations have been given more power and authority	B
What is Yadrem's claim to fame?	['The existence of the state is essential', 'The message of the Kingdom is easy to understand but not easy to grasp', 'Popularity is just an advertisement', 'He seeks publicity for the newly published Kingdom proclamation']	B	international_law	A)The existence of the state is essential	A
"What is ""human-rights diplomacy""?"	['To set a standard is to impose rules that are binding', 'Setting standards simply means proposing rules that are binding', 'To set a standard is to make rules that are not binding', 'Setting standards involves setting standards in human rights treaties.']	C	international_law	C)To set a standard is to make rules that are not binding	C
what dimensions did the UN Security Council Resolution announce regarding the adoption of resolutions?	"[""Kadi's ruling called for UNSC decisions to be interpreted in terms of human rights."", ""Kadi's ruling called for all UNSC resolutions to be included without any additional implementing rules."", ""Judge Kadi called for the UNSC's decision to be overturned if necessary."", 'Judge Kadi said the UNSC decision is not binding if it violates human rights.']"	A	international_law	A)Kadi's ruling called for UNSC decisions to be interpreted in terms of human rights.	A
what was the magna carta?	['1689 charter that guaranteed freedom of speech in Parliament', 'Treaty of 1215 between the King and his ministers, guaranteeing certain protections to the subjects', 'The constitution of the 19th century gave women the right to vote', 'Year of the Declaration of Rights throughout England']	B	international_law	C) guaranteeing certain protections to the subjects	C
Do individuals (individuals) enjoy the same status as governments and international organizations as a legitimate citizen of the world?	['Individuals enjoy a universal sense of justice, but this is limited', 'Individuals will enjoy unrestricted universal human dignity', 'Individuals are not satisfied with any global personality', 'Individuals can bring cases only before an international court']	A	international_law	B) but this is limited	B
Is there a priority among the various ways to resolve conflicts peacefully?	['Yes, all political means (i.e. negotiation, mediation, inquiry, conciliation) must come to an end before legal means can be used.', 'Laws take precedence over political laws because they are binding on the parties.', 'If there is no row in this pattern, the option is Countries', 'It is up to an impartial third party to determine which method takes precedence']	C	international_law	A)Yes	A
Which of the following statements is false?	"['In the 1990s it became clear that the European Court of Human Rights lacked sufficient case law and needed to be reformed.', ""In the 1990 ' s, it became clear that the European Court of Human Rights needed to be reformed."", 'In the 1990s it became clear that the European Court of Human Rights needed to be replaced because it could no longer handle the growing number of complaints.', 'With the increase in the number of member states in the 1990s, it became clear that the European Court of Human Rights needed to be reformed.']"	D	international_law	D) In the 1990s it became clear that the European Court of Human Rights needed to be replaced because it could no longer handle the growing number of complaints.	D
What is the meaning of compromise when it comes to Kingdom interests?	['An attacked state can use the same amount of force as an attacker', 'A corrupt government can use any tactic to defeat an attacker and incapacitate him', 'The attacked state can use such a weapon and force as necessary to defeat the attacker', 'The injured government cannot do anything without the approval of the Security Council']	C	international_law	C)The attacked state can use such a weapon and force as necessary to defeat the attacker	C
Who then is the judge of the whole world?	['Authority as an aspect of justice', 'Righteousness is like a sling on a vast sea', 'Judicial power is almost exclusively local', 'The jurisdiction is determined by the presence of the offender.']	C	international_law	A) Authority as an aspect of justice	A
What are the laws of the universe?	['Customs, contracts, and judicial decisions', 'Customs, general legal principles and thought', 'Conventions, customs, and common legal principles', 'Treaties, Customs and Decisions of the General Court']	C	international_law	A) Customs	A
What was the purpose of the law of the sea?	['Determining the depth of water in coastal countries', 'The measuring rod is a great tool for constructing all the zones, because it is the basis for measuring each zone.', 'The anchorage is a vital tool for safe navigation', 'Base lines are raised in sea restrictions between opposing countries before an international court or tribunal.']	B	international_law	C)because it is the basis for measuring each zone.	C
What is the difference between conciliation and mediation?	['Mediation is a continuation of mediation, whereas mediation does not necessarily produce results.', 'Mediation is conducted exclusively by the Secretary-General of the United Nations, although mediation may also be conducted by officials of third countries.', 'Mediation is often conducted by groups of people, often consisting of a commission that investigates and resolves disputes.', 'If mediation is only by agreement, mediation can be temporary.']	C	international_law	D)although mediation may also be conducted by officials of third countries.	D
In Osman v. UK (1998), the European Court of Justice established a test for the applicability of a positive general obligation to a state.Which of the following is not a test for Osman?	['The danger comes from government agents', 'If the threat is real and imminent (dead or alive).', 'A government must take reasonable steps to prevent death and injury', 'A government knew or should have known']	A	international_law	A)The danger comes from government agents	A
Who is entitled to seek the opinion of the ICJ?	"['Only UN bodies (the Security Council, the General Assembly, ECOSOC, the Security Council, and the Secretary-General) can ask for advice.', 'Consultations are open to all organizations worldwide', 'The General Assembly and the Security Council may request advisory opinions on any legal question, and ""other organs of the United Nations and specialized agencies, as may at any time be so authorized by the General Assembly, may also request advisory opinions of the Court on legal questions arising within the scope of their functions"".', 'Citizens can seek advice from the UN and are authorized by the General Assembly']"	C	international_law	B) the General Assembly	B
What is the purpose of collective jurisdiction?	['Its purpose is to unite certain wrongdoers', 'His purpose is to prevent the execution of a global judgment against sinners', 'Its purpose is to give jurisdiction to all States over specific crimes', 'Its purpose is to empower all States to prosecute all international crimes']	C	international_law	C) Its purpose is to give jurisdiction to all States over specific crimes	C
Are all the activities of the Kingdom's organs legally accountable to the whole world?	"['Any action taken by the State, even if it is unauthorized or illegal', 'Only local government officials can be associated with him', ""If any man's deeds are to be counted as deeds of the kingdom, they are from the authority of God."", 'Only acts of the regional executive are considered as acts of the State.']"	A	international_law	A) Any action taken by the State	A
What is a 'contract' according to the Vienna Convention on the Law of Treaties (VCLT)?	['Agreements are all agreements concluded between Governments, international organisations and non-governmental organisations (or corporations).', 'Contracts are agreements between States concluded in written form and governed by international law.', 'Contracts are written and oral agreements made between States.', 'Contracts are written agreements between States governed by international or domestic law.']	B	international_law	C)Contracts are agreements between States concluded in written form and governed by international law.	C
What was the outcome of the Al-Adsani case before the European Court of Human Rights?	['The Court ruled that the right to a fair trial outweighs the right to liberty', 'The Court held that failure to prosecute violates the right to a fair trial.', 'The Court ruled that the absence of charges does not preclude a fair trial', 'The Court ruled that human rights are contrary to international law and that they are superior to all others, including freedom of expression.']	C	international_law	C)The Court ruled that the absence of charges does not preclude a fair trial	C
What other requirements did the Badinter Commission impose on the republics of the former Yugoslavia?	['The commission sought the determination to submit the case to the ICJ.', 'The Commission sought a change of boundaries', 'The commission wanted to commit to human rights and democracy', 'The Commission sought an exchange of citizens and nationals']	C	international_law	C)The commission wanted to commit to human rights and democracy	C
How should treaties be interpreted?	['Contracts for the interpretation of the terms of the contract must be interpreted faithfully in their context and in light of its purpose and purpose.', 'Contracts should only be interpreted according to the literal meaning of their terms', 'Contracts should be interpreted according to the discretion of the parties to the dispute, which is evident in the contract drafting activities.', 'Contracts are interpreted solely on the basis of their purpose and purpose']	A	international_law	A)Contracts for the interpretation of the terms of the contract must be interpreted faithfully in their context and in light of its purpose and purpose.	A
When the Gulf States exercised their criminal jurisdiction over foreign ships in their ports?	['Port States generally do not enforce their criminal jurisdiction over crimes that do not violate their customary law or disturb the peace and public order.', 'Port States shall exercise their jurisdiction in all matters of criminal shipping.', 'Port States only enforce their jurisdiction against serious crimes such as drug trafficking', 'Port States do not have the right to impose their jurisdiction on any foreign ship.']	A	international_law	A)Port States generally do not enforce their criminal jurisdiction over crimes that do not violate their customary law or disturb the peace and public order.	A
What is the purpose of the Law and the Covenant?	['Decisions of the GA are also considered a source of international law and are binding on governments.', 'GA decisions are equivalent to treaties', 'The decisions of the GA always reflect customary law', 'If the decision of GA is regarded as instrumental, then it can explain the law of nature.']	D	international_law	A) Decisions of the GA are also considered a source of international law and are binding on governments.	A
Do they enter into treaties with Third Worlds, non-governmental entities?	['Treaties may only create rights for third countries', 'Treaties that create both binding and rights for third countries', 'Treaties do not create obligations or rights for third countries without their consent', 'Treaties do not create any obligations or rights for third countries, even when the latter have given their consent.']	C	international_law	C)Treaties do not create obligations or rights for third countries without their consent	C
Which of the following does not qualify as a right?	['Paragraph three', 'Paragraph eight', 'Paragraph 9 of the', 'The 11th paragraph']	A	international_law	A) Paragraph three	A
What is the relationship between the unique sources of law in the universe?	['There is no hierarchy in common international law sources.', 'Replacing traditional contracts', 'Covenants are replaced by customs', 'Replacing both customary law and covenants']	A	international_law	A)There is no hierarchy in common international law sources.	A
What was the specific effect of UNSC Resolution 678 on counter-terrorism measures under Article 51 of the UN Charter during the Gulf War?	"[""Resolution 678 authorizes Iraq's allies to carry out nuclear and chemical attacks."", 'Resolution 678 is more critical than expected of the inherent right of self-defense under Article 51 of the UN Charter.', 'Resolution 678 was quickly adopted and discussed.', 'Resolution 678 is broad in that it authorizes the use of force against any threat to peace and security in the Gulf region.']"	D	international_law	D) Resolution 678 is broad in that it authorizes the use of force against any threat to peace and security in the Gulf region.	D
What is the relationship between customary law and a contract?	"['Covenants can only be made by customary law', 'Traditional law is of international origin and cannot be incorporated into treaties', ""Treaties can 1) support customary law, 2) 'enforce' customary law, and 3) create customary law"", 'Customary law can only be enforced by a few countries']"	C	international_law	C)Treaties can 1) support customary law	C
What does it mean to be a citizen of a government?	"['Patriotism means being recognized by all other countries', 'Citizenship means the right to join the UN by signing a treaty.', ""Citizenship means the freedom to decide one's own affairs without interfering with others"", 'Citizenship means having the right to defend oneself']"	C	international_law	C) Citizenship means the freedom to decide one's own affairs without interfering with others	C
What does it mean to have a reputation?	['Popularity as opposed to power is action', 'The information given is the same between two countries', 'Information will be given only to specific government officials, not to the declared government of the organization.', 'Publicity is only for the government, not for the government']	C	international_law	A) Popularity as opposed to power is action	A
"What is the meaning of the expression ""the works of the kingdom""?"	['The doctrine of State action implies that all State actions deserve protection.', 'The doctrine holds that the existence of a crime allegedly committed by a State is a matter for the executive rather than the courts.', 'The doctrine of state action shows that the courts are in a better position to assess the existence of alleged state-sponsored crimes.', 'The doctrine of state enforcement is a legal doctrine that allows courts to grant immunity from foreign civil liability.']	B	international_law	B)The doctrine holds that the existence of a crime allegedly committed by a State is a matter for the executive rather than the courts.	B
How can the world's society manifest itself?	"['The legal system of a country follows the international legal system of a country.', 'The starry heavens contained other worlds, and they too were scattered throughout the universe.', 'Most international societies are hierarchical, meaning that there is no hierarchy of right and left', ""The structure of the world community resembles the structure of the world's great powers""]"	B	international_law	A)The legal system of a country follows the international legal system of a country.	A
Are there restrictions on the inclusion of customary offences under English law?	['No barriers to embrace traditional crimes', 'Multilateral agreements are needed to deal with cultural crimes on their own', 'Courts may freely hear and decide cases within the country', 'The situation is unclear but it is likely that parliamentary action will be required.']	D	international_law	D)The situation is unclear but it is likely that parliamentary action will be required.	D
What work is going on in the zone work?	"[""The contiguous zone serves as the Government's coastal security zone."", 'If the zone is continuous, the state can explore and exploit its coastal resources.', 'A contiguous zone within which the coastal State is authorized to prevent and punish violations of the laws of sedition, finance, immigration, or sanitation.', 'The contiguous zone is an area where the coastal state preserves its archaeological and historical artifacts.']"	C	international_law	A)The contiguous zone serves as the Government's coastal security zone.	A
Which of the following examples has not been provided by the European Court of Human Rights as a condition of good governmental obligation?	['When petitioners are under government control', 'Where the government should investigate a claim for copyright', 'Preparing to Enforce the Laws of the Kingdom', 'Under the Kingdom, all homeless people will be provided with housing']	D	international_law	B)Where the government should investigate a claim for copyright	B
What was the first case in which the European Court of Human Rights applied the doctrine of subsidiarity?	['Goodwin v. the UK (2002).', 'Airey v. Ireland (1979) was a case in point.', 'Usman v. the UK (1998)', 'Handyside v. the UK (1976)']	D	international_law	B) Airey v. Ireland (1979) was a case in point.	B
How are the members of the Intermediate Court appointed?	['All members of the arbitral tribunal shall be nominated by the parties to the dispute.', 'All members of the arbitral tribunal shall be nominated by the parties to the dispute.', 'All members of the Tribunal are appointed by an impartial third party, such as the President of the ICJ.', 'All members of the Central Court shall be nominated by the parties from the Central Restricted List.']	A	international_law	C)All members of the Tribunal are appointed by an impartial third party	C
What is the significance of the Yad Vashem?	['Public information is important', 'To be recognized by a third nation, it must be certified by a state constitution', 'Knowledge of the Kingdom requires that a person be humble enough to accept it', 'Countries that wish to be recognized must have a legal constitution']	A	international_law	A) Public information is important	A
The implementation mechanism of the International Covenant on Civil and Political Rights (and its Protocol) consists of:	"[""It's just a trick"", 'Judgment of the international court', 'Right of personal appeal only', 'Method of reporting and individual right of appeal']"	D	international_law	D) Method of reporting and individual right of appeal	D
What were the automatic covenants?	['Voluntary agreements are approved only by the executive body', 'Self-executing agreements are clear and precise so that no further action is required', 'The terminating entity participates in the implementation steps of the agreement stipulated in its Title.', 'Self-made covenants follow the theory of evolution']	B	international_law	B) Self-executing agreements are clear and precise so that no further action is required	B
Should the ICJ object to an attack on a military base that is less powerful, but more likely to cause conflict?	['The ICJ was not opposed to the retention of records', 'The attack memory represents a single attack link, rather than a series of examples of sub-link strengths.', 'In the case of Nicaragua, the ICJ rejected the reservation', 'The ICJ has never dealt with this case']	A	international_law	D)In the case of Nicaragua	D
Will the courts and tribunals be prioritized by the international community?	['Under lis pendens, the court or tribunal hearing the case has exclusive jurisdiction to rule', 'By definition, the International Court of Justice is superior to any other court or tribunal', 'There is no precedence or hierarchy between courts and international tribunals, as there is no lis pendens in international law and everything is based on arbitration.', 'Local or special courts must take precedence over all other special courts']	C	international_law	B)the court or tribunal hearing the case has exclusive jurisdiction to rule	B
Will third countries have any rights to fish in another country's Special Economic Zone?	['When the state cannot meet the total demand for coastlines, it should give priority to developing and landlocked states in order to ensure that other states exceed it.', 'Third countries are not allowed to fish in any other country', 'The government should allow only neighbouring countries to use fishing in its EEZ coastline.', 'Third countries are free to fish in other EEZs, except for certain areas.']	A	international_law	A)When the state cannot meet the total demand for coastlines	A
What is the purpose of freedom of the citizen?	['The objective is to protect the freedoms of Foreign Officers from embarrassment.', 'Freedom protects one state from being invaded by another', 'States have not been charged with Freedom Shield in courts in other parts of the country.', 'The purpose of freedom is to provide impunity for all crimes']	C	international_law	B)Freedom protects one state from being invaded by another	B
What is an individual's judicial authority?	['He is the authority of the criminal justice system', 'authority to pronounce judgments based on where the crime was committed', 'He is a civil rights lawyer.', 'A person is judged on the basis of what he has legally done.']	C	international_law	D)A person is judged on the basis of what he has legally done.	D
Which of the following rights were referred to as firstborn rights?	['Social and economic rights', 'Civil and political rights', 'Right to culture', 'Rights of citizenship']	B	international_law	B) Civil and political rights	B
"What is the problem with the ""secret"" of international law?"	['The separation of international law considers whether different legal systems can apply the same international law.', 'Many legal systems (such as the law of foreign investment and the law of human rights) can be separated and evolve, eventually leading to different international legal systems.', 'Secession is when States adopt different interpretations of the same international law on sovereignty.', 'Separation is when countries fail to agree to adhere to a certain set of international rules']	B	international_law	D)Secession is when States adopt different interpretations of the same international law on sovereignty.	D
What is the meaning of the trickle-down approach to licensing?	"[""When a Government was warned in advance of the Security Council's proposed ratification of the armistice"", 'The secret ballot is based on the number of votes cast by UNSC members', 'Assuming that all illegal attacks will be carried out by a decision of the UNSC.', 'In the event of repeated unlawful attacks, the UNSC authorizes neighbouring countries to take any necessary corrective action.']"	A	international_law	A) When a Government was warned in advance of the Security Council's proposed ratification of the armistice	A
