subject	question	choices	answer	command_r+	prompt	verbalized
high_school_geography	Mkusanyiko wa shughuli za uzalishaji na watu kijiografia ili kufaidisha kila mtu unaitwa	['kanuni ya uingizwaji.', 'mchakato wa utawanyaji', 'mchakato wa ukusanyaji kwa wingi', 'miundombinu.']	C	D)miundombinu.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Mkusanyiko wa shughuli za uzalishaji na watu kijiografia ili kufaidisha kila mtu unaitwa
 A)kanuni ya uingizwaji. B)mchakato wa utawanyaji C)mchakato wa ukusanyaji kwa wingi D)miundombinu."	D
high_school_geography	Familia ya lugha gani ina Kiitaliano, Kihispania, Kireno na Kiromania?	['Ulaya', 'Kislavoni', 'Kijerumani', 'Kirumi']	D	A) Ulaya	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Familia ya lugha gani ina Kiitaliano, Kihispania, Kireno na Kiromania?
 A)Ulaya B)Kislavoni C)Kijerumani D)Kirumi"	A
high_school_geography	Ankara, Uturuki na Islamabad, Pakistan zote ni mifano ya	['miji ya jangwa.', 'Upatikanaji wa miji mikuu katika eneo maalum ndani ya nchi.', 'miji mikuu ya zamani ya kikoloni.', 'miji pinzani.']	B	A)miji ya jangwa.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ankara, Uturuki na Islamabad, Pakistan zote ni mifano ya
 A)miji ya jangwa. B)Upatikanaji wa miji mikuu katika eneo maalum ndani ya nchi. C)miji mikuu ya zamani ya kikoloni. D)miji pinzani."	A
high_school_geography	Ni ipi kati ya zifuatazo SI mfano wa mchanganyo wa itikadi mbalimbali?	['sikukuu ya Halloween.', 'Vyakula vya kigeni kubadilishwa ili kuendana na ladha za Amerika', 'Uyahudi wa Hasidi', 'Ukatoliki huko Louisiana']	C	D)Ukatoliki huko Louisiana	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni ipi kati ya zifuatazo SI mfano wa mchanganyo wa itikadi mbalimbali?
 A)sikukuu ya Halloween. B)Vyakula vya kigeni kubadilishwa ili kuendana na ladha za Amerika C)Uyahudi wa Hasidi D)Ukatoliki huko Louisiana"	D
high_school_geography	Nadharia kwamba yeyote atakayedhibiti ardhi ya Ulaya angetawala ulimwengu inaitwa	['nadharia ya ugatuzi.', 'nadharia ya domino.', 'nadharia ya heartland.', 'nadharia ya rimland.']	C	B) nadharia ya domino	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Nadharia kwamba yeyote atakayedhibiti ardhi ya Ulaya angetawala ulimwengu inaitwa
 A)nadharia ya ugatuzi. B)nadharia ya domino. C)nadharia ya heartland. D)nadharia ya rimland."	B
high_school_geography	Ni kundi gani linalowakilisha aina ya Uislamu wa Kiajemi (Kiairani) na kuamini katika kutoweza kukosea na haki ya kimungu ya mamlaka ya Maimamu waliotokana na Ali?	['Sunni', 'Shiite', 'Imamu', 'Untouchables']	B	Shiite	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni kundi gani linalowakilisha aina ya Uislamu wa Kiajemi (Kiairani) na kuamini katika kutoweza kukosea na haki ya kimungu ya mamlaka ya Maimamu waliotokana na Ali?
 A)Sunni B)Shiite C)Imamu D)Untouchables"	B
high_school_geography	Athari ya uzidishaji ni	['kuongezwa kwa wafanyikazi wasio wa msingi kwa uchumi wa mijini ambao umeongeza wafanyikazi zaidi wa kimsingi.', 'uwiano wa wafanyakazi wa mijini na wa vijijini katika uchumi.', 'uwiano wa wafanyikazi wa jijini na wafanyikazi wa shambani katika uchumi.', 'kuongezwa kwa ajira vijijini kunakoundwa na uchumi wa mijini.']	A	A)kuongezwa kwa wafanyikazi wasio wa msingi kwa uchumi wa mijini ambao umeongeza wafanyikazi zaidi wa kimsingi.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Athari ya uzidishaji ni
 A)kuongezwa kwa wafanyikazi wasio wa msingi kwa uchumi wa mijini ambao umeongeza wafanyikazi zaidi wa kimsingi. B)uwiano wa wafanyakazi wa mijini na wa vijijini katika uchumi. C)uwiano wa wafanyikazi wa jijini na wafanyikazi wa shambani katika uchumi. D)kuongezwa kwa ajira vijijini kunakoundwa na uchumi wa mijini."	A
high_school_geography	Kitabu kitakatifu cha Wahindu kinaitwa	['Talmud.', 'Biblia.', 'Torah.', 'Veda.']	D	Biblia.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kitabu kitakatifu cha Wahindu kinaitwa
 A)Talmud. B)Biblia. C)Torah. D)Veda."	B
high_school_geography	Ni ipi kati ya zifuatazo ambayo ni sifa wazi ya jiji la Ulaya Mashariki?	['Hifadhi ya kati', 'Majengo mashuhuri ya kidini', 'Mraba mkubwa wa kati uliozungukwa na majengo ya serikali na ya utawala', 'Majengo ya ghorofa ya kifahari']	C	C)Mraba mkubwa wa kati uliozungukwa na majengo ya serikali na ya utawala	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni ipi kati ya zifuatazo ambayo ni sifa wazi ya jiji la Ulaya Mashariki?
 A)Hifadhi ya kati B)Majengo mashuhuri ya kidini C)Mraba mkubwa wa kati uliozungukwa na majengo ya serikali na ya utawala D)Majengo ya ghorofa ya kifahari"	C
high_school_geography	Ni nchi gani kati ya zifuatazo zinazojaribu kikamilifu kuhifadhi usafi wa lugha yao ya asili dhidi ya kuchafuliwa na Kiingereza au lugha zingine?	['Italia', 'Urusi', 'Japani', 'Brazili']	C	Japani	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni nchi gani kati ya zifuatazo zinazojaribu kikamilifu kuhifadhi usafi wa lugha yao ya asili dhidi ya kuchafuliwa na Kiingereza au lugha zingine?
 A)Italia B)Urusi C)Japani D)Brazili"	C
high_school_geography	Ni ipi kati ya zifuatazo ni mfano wa tasnia ya kupata pesa nyingi?	['Chuma', 'Juisi ya machungwa iliyotiwa chupani', 'Karatasi', 'Shaba']	B	A)Chuma	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni ipi kati ya zifuatazo ni mfano wa tasnia ya kupata pesa nyingi?
 A)Chuma B)Juisi ya machungwa iliyotiwa chupani C)Karatasi D)Shaba"	A
high_school_geography	Ni ipi kati ya zifuatazo SI kipengele cha export processing zone (EPZ)?	['Kupunguza ushuru kwa mauzo ya nje', 'Malighafi iliyoagizwa kutoka nje bila kutozwa ushuru', 'Kuondolewa kwa ushuru wa forodha', 'Kanuni kali dhidi ya uchafuzi wa mazingira']	D	A)Kupunguza ushuru kwa mauzo ya nje	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni ipi kati ya zifuatazo SI kipengele cha export processing zone (EPZ)?
 A)Kupunguza ushuru kwa mauzo ya nje B)Malighafi iliyoagizwa kutoka nje bila kutozwa ushuru C)Kuondolewa kwa ushuru wa forodha D)Kanuni kali dhidi ya uchafuzi wa mazingira"	A
high_school_geography	Ni ipi kati ya sifa zifuatazo si kweli kuhusu jimbo?	['Eneo huru', 'Linatambulika kimataifa', 'Mipaka', 'Lugha ya taifa']	D	D)Lugha ya taifa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni ipi kati ya sifa zifuatazo si kweli kuhusu jimbo?
 A)Eneo huru B)Linatambulika kimataifa C)Mipaka D)Lugha ya taifa"	D
high_school_geography	Unapanga kuhama kutoka mji wako hadi Pittsburgh. Njiani, unasimama Columbus, Ohio kutembelea jamaa na kuvutiwa na jiji hilo! Unaamua kubaki na kuifanya Columbus kuwa makao yako mpya. Huu ni mfano wa	['nafasi ya kuingilia kati.', 'kupungua kwa mwingiliano kati ya maeneo mawili kadri na kuongezeka kwa umbali kati yao.', 'uhamiaji bila hiari.', 'michakato ya kusukuma-kuvuta.']	A	B)kupungua kwa mwingiliano kati ya maeneo mawili kadri na kuongezeka kwa umbali kati yao.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Unapanga kuhama kutoka mji wako hadi Pittsburgh. Njiani, unasimama Columbus, Ohio kutembelea jamaa na kuvutiwa na jiji hilo! Unaamua kubaki na kuifanya Columbus kuwa makao yako mpya. Huu ni mfano wa
 A)nafasi ya kuingilia kati. B)kupungua kwa mwingiliano kati ya maeneo mawili kadri na kuongezeka kwa umbali kati yao. C)uhamiaji bila hiari. D)michakato ya kusukuma-kuvuta."	B
high_school_geography	Sehemu kubwa ya matumizi ya ardhi ya ofisi na biashara nje ya jiji la kati yenye kazi nyingi kuliko wakaaji ni (n)	['kitongoji.', 'jiji kubwa zaidi nchini', 'mji.', 'mji-ibuka.']	D	D)mji-ibuka.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Sehemu kubwa ya matumizi ya ardhi ya ofisi na biashara nje ya jiji la kati yenye kazi nyingi kuliko wakaaji ni (n)
 A)kitongoji. B)jiji kubwa zaidi nchini C)mji. D)mji-ibuka."	D
high_school_geography	Ni zao gani lilianza Mapinduzi ya Tatu ya Kilimo?	['Mchele', 'Ngano', 'Shayiri', 'Mtama']	A	A)Mchele	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni zao gani lilianza Mapinduzi ya Tatu ya Kilimo?
 A)Mchele B)Ngano C)Shayiri D)Mtama"	A
high_school_geography	Ni sababu gani katika robo karne iliyopita ilivuruga sana Ulaya Mashariki na kusababisha migogoro ya kikabila?	['Kuanzishwa kwa lugha mpya', 'Mwisho wa Vita Baridi', 'Uvamizi wa Soviets', 'Kukubalika kwa nchi nyingi za Ulaya Mashariki katika EU']	B	C)Uvamizi wa Soviets	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni sababu gani katika robo karne iliyopita ilivuruga sana Ulaya Mashariki na kusababisha migogoro ya kikabila?
 A)Kuanzishwa kwa lugha mpya B)Mwisho wa Vita Baridi C)Uvamizi wa Soviets D)Kukubalika kwa nchi nyingi za Ulaya Mashariki katika EU"	C
high_school_geography	Ikiwa nataka kusafirisha kipande kidogo cha vito vya thamani sana kwa shangazi yangu anayeishi Poughkeepsie, ni njia gani ya usafiri inayofaa zaidi?	['Lori', 'Hewa', 'Meli', 'Reli']	B	D) Reli	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ikiwa nataka kusafirisha kipande kidogo cha vito vya thamani sana kwa shangazi yangu anayeishi Poughkeepsie, ni njia gani ya usafiri inayofaa zaidi?
 A)Lori B)Hewa C)Meli D)Reli"	D
high_school_geography	Ni ipi kati ya yafuatayo ni eneo ambapo shughuli nyingi hufanyika?	['Dixie', 'Pennsylvania', 'Eneo la soko la Winn-Dixie', 'Pasifiki ya Kaskazini Magharibi']	C	D)Pasifiki ya Kaskazini Magharibi	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni ipi kati ya yafuatayo ni eneo ambapo shughuli nyingi hufanyika?
 A)Dixie B)Pennsylvania C)Eneo la soko la Winn-Dixie D)Pasifiki ya Kaskazini Magharibi"	D
high_school_geography	Ni aina gani ya mfano wa jiji iliyo na mgongo tofauti wa makazi unaoendelea nje kutoka katikati mwa jiji kando ya boulevard kuu?	['Ulaya', 'Uislamu', 'Afrika ya Kusini mwa Jangwa la Sahara', 'Amerika ya Kilatini']	D	C)Afrika ya Kusini mwa Jangwa la Sahara	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni aina gani ya mfano wa jiji iliyo na mgongo tofauti wa makazi unaoendelea nje kutoka katikati mwa jiji kando ya boulevard kuu?
 A)Ulaya B)Uislamu C)Afrika ya Kusini mwa Jangwa la Sahara D)Amerika ya Kilatini"	C
high_school_geography	Lugha nyingi za Ulaya ni za familia gani?	['Ural-Altaic', 'Kibasque', 'Indo-Ulaya', 'Kifoinike']	C	D)Kifoinike	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Lugha nyingi za Ulaya ni za familia gani?
 A)Ural-Altaic B)Kibasque C)Indo-Ulaya D)Kifoinike"	D
high_school_geography	Je, maneno ubaguzi wa rangi, utakaso wa kikabila, na ushirikiano yote yana uhusiano gani?	['Yote yalitokea katika Ujerumani ya Nazi wakati wa Vita vya Kwanza vya Ulimwengu.', 'Yote ni aina ya ubaguzi wa makazi.', 'Zote ni njia za kuunganisha makabila tofauti katika vitongoji.', 'Ni misemo tofauti ya dhana moja.']	B	A)Yote yalitokea katika Ujerumani ya Nazi wakati wa Vita vya Kwanza vya Ulimwengu.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Je, maneno ubaguzi wa rangi, utakaso wa kikabila, na ushirikiano yote yana uhusiano gani?
 A)Yote yalitokea katika Ujerumani ya Nazi wakati wa Vita vya Kwanza vya Ulimwengu. B)Yote ni aina ya ubaguzi wa makazi. C)Zote ni njia za kuunganisha makabila tofauti katika vitongoji. D)Ni misemo tofauti ya dhana moja."	A
high_school_geography	Ni kauli gani kati ya zilizo hapa chini inaelezea kwa usahihi wahamiaji wanaoishi Ulaya?	['Wengi hupata uraia kwa urahisi katika nchi zinazowakaribisha.', 'Waislamu wahamiaji kutoka Afrika Kaskazini wameunganishwa vyema nchini Ufaransa.', 'Wahamiaji katika miji ya Ulaya mara chache huleta familia zao.', 'Kwa kawaida wao huzuiliwa na kuishi tu katika maeneo fulani.']	D	A) Wengi hupata uraia kwa urahisi katika nchi zinazowakaribisha.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni kauli gani kati ya zilizo hapa chini inaelezea kwa usahihi wahamiaji wanaoishi Ulaya?
 A)Wengi hupata uraia kwa urahisi katika nchi zinazowakaribisha. B)Waislamu wahamiaji kutoka Afrika Kaskazini wameunganishwa vyema nchini Ufaransa. C)Wahamiaji katika miji ya Ulaya mara chache huleta familia zao. D)Kwa kawaida wao huzuiliwa na kuishi tu katika maeneo fulani."	A
high_school_geography	Ni shughuli zipi kati ya zifuatazo SI shughuli za kisekondari za kiuchumi?	['Kuunganisha sehemu za magari', 'Kushona mashati', 'Uchimbaji shaba', 'Kujalidi vitabu']	C	D)Kujalidi vitabu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni shughuli zipi kati ya zifuatazo SI shughuli za kisekondari za kiuchumi?
 A)Kuunganisha sehemu za magari B)Kushona mashati C)Uchimbaji shaba D)Kujalidi vitabu"	D
high_school_geography	Johnny na Susie wanahamia Scotland ili kukarabati na kuishi katika kasri la familia. Ni nini hufanya kuhama kwao kuwa uhamiaji?	['Wanavuka mipaka ya nchi nyingine.', 'Hawabebi chochote wanapohama.', 'Wanahama na kuishi hapo daima.', 'Hawatakuwapo kwa zaidi ya mwaka mmoja.']	C	A)Wanavuka mipaka ya nchi nyingine.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Johnny na Susie wanahamia Scotland ili kukarabati na kuishi katika kasri la familia. Ni nini hufanya kuhama kwao kuwa uhamiaji?
 A)Wanavuka mipaka ya nchi nyingine. B)Hawabebi chochote wanapohama. C)Wanahama na kuishi hapo daima. D)Hawatakuwapo kwa zaidi ya mwaka mmoja."	A
high_school_geography	Gani kati ya zifuatazo ni jimbo?	['Antaktika ', 'Samoa ya Marekani', 'Misri', 'Visiwa vya Marshall']	C	A)Antaktika	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Gani kati ya zifuatazo ni jimbo?
 A)Antaktika  B)Samoa ya Marekani C)Misri D)Visiwa vya Marshall"	A
high_school_geography	Ni fueli gani za visukuku zinazopatikana kwa wingi zaidi?	['Fosfati', 'Mafuta', 'Petroli', 'Makaa ya mawe']	D	D)Makaa ya mawe	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni fueli gani za visukuku zinazopatikana kwa wingi zaidi?
 A)Fosfati B)Mafuta C)Petroli D)Makaa ya mawe"	D
high_school_geography	Kukataliwa au kutojali mambo ya kidini katika nchi kunaitwa	['ushirikina.', 'Imani ya kwamba kila kitu kina roho au nafsi.', 'usekula.', 'imani moja.']	C	A)ushirikina.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kukataliwa au kutojali mambo ya kidini katika nchi kunaitwa
 A)ushirikina. B)Imani ya kwamba kila kitu kina roho au nafsi. C)usekula. D)imani moja."	A
high_school_geography	Katika uchumi wa baada ya viwanda, ni rasilimali gani kati ya zifuatazo inachukuliwa kuwa muhimu zaidi ili kuongeza uzalishaji?	['Nishati', 'Leba', 'Maarifa', 'Utaalamu']	C	D)Utaalamu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Katika uchumi wa baada ya viwanda, ni rasilimali gani kati ya zifuatazo inachukuliwa kuwa muhimu zaidi ili kuongeza uzalishaji?
 A)Nishati B)Leba C)Maarifa D)Utaalamu"	D
high_school_geography	Mji ambao ni mkubwa zaidi ya mara mbili ya mji unaofuata kwa ukubwa katika nchi unaitwa	['mji wa kilimwengu.', 'mji unaoongoza duniani.', 'jiji kubwa.', 'jiji kubwa zaidi nchini']	D	jiji kubwa zaidi nchini	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Mji ambao ni mkubwa zaidi ya mara mbili ya mji unaofuata kwa ukubwa katika nchi unaitwa
 A)mji wa kilimwengu. B)mji unaoongoza duniani. C)jiji kubwa. D)jiji kubwa zaidi nchini"	D
high_school_geography	Kila nchi yenye pwani ya bahari ina exclusive economic zone (EEZ) chini ya Mkataba wa UN wa Sheria ya Bahari. Ni kauli gani kati ya zifuatazo kuhusu Sheria ya Bahari na EEZ SI sahihi?	['EEZ inaenea hadi maili 200 za baharini (kilomita 370) kutoka ukanda wa pwani.', 'Nchi zina haki ya kutumia maliasili katika EEZ yao.', 'Nchi zinaweza kutumia rasilimali kwenye rafu ya bara inayoenea hadi maili 350 za baharini (kilomita 560) zaidi ya EEZ yao.', 'Nchi haina haki ya kunyonya rasilimali hai katika EEZ yake.']	D	D)Nchi haina haki ya kunyonya rasilimali hai katika EEZ yake.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kila nchi yenye pwani ya bahari ina exclusive economic zone (EEZ) chini ya Mkataba wa UN wa Sheria ya Bahari. Ni kauli gani kati ya zifuatazo kuhusu Sheria ya Bahari na EEZ SI sahihi?
 A)EEZ inaenea hadi maili 200 za baharini (kilomita 370) kutoka ukanda wa pwani. B)Nchi zina haki ya kutumia maliasili katika EEZ yao. C)Nchi zinaweza kutumia rasilimali kwenye rafu ya bara inayoenea hadi maili 350 za baharini (kilomita 560) zaidi ya EEZ yao. D)Nchi haina haki ya kunyonya rasilimali hai katika EEZ yake."	D
high_school_geography	Ni ipi kati ya zifuatazo ina uwezekano mkubwa wa kupata shinikizo la idadi ya watu?	['Jumuiya ya viwanda yenye maliasili nyingi na uagizaji mkubwa wa chakula kutoka nje', 'Jumuiya yenye sekta ya kilimo yenye mitambo mingi', 'Maeneo yasiyo na watu au yenye watu wachache sana ulimwenguni.', 'Jumuiya ya kilimo ya kufyeka na kuchoma']	D	A)Jumuiya ya viwanda yenye maliasili nyingi na uagizaji mkubwa wa chakula kutoka nje	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ni ipi kati ya zifuatazo ina uwezekano mkubwa wa kupata shinikizo la idadi ya watu?
 A)Jumuiya ya viwanda yenye maliasili nyingi na uagizaji mkubwa wa chakula kutoka nje B)Jumuiya yenye sekta ya kilimo yenye mitambo mingi C)Maeneo yasiyo na watu au yenye watu wachache sana ulimwenguni. D)Jumuiya ya kilimo ya kufyeka na kuchoma"	A
high_school_geography	Sehemu ya mpaka kati ya Marekani na Mexico ni Rio Grande, ambayo ni mfano wa	['kigawanyaji cha maji.', 'njia ya maji.', 'mpaka wa bandia.', 'mpaka wa asili.']	D	A)kigawanyaji cha maji.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Sehemu ya mpaka kati ya Marekani na Mexico ni Rio Grande, ambayo ni mfano wa
 A)kigawanyaji cha maji. B)njia ya maji. C)mpaka wa bandia. D)mpaka wa asili."	A
high_school_geography	"Tunapozungumza kuhusu kuenea kwa sifa ya kitamaduni, tunamaanisha nini kwa ""hearth""?"	['Kifiko', 'Mahali pa Mwanzo', 'Maeneo yote yaliyo kando ya njia ya uenezi', 'Mahali pa mhimili']	B	B) Mahali pa Mwanzo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Tunapozungumza kuhusu kuenea kwa sifa ya kitamaduni, tunamaanisha nini kwa ""hearth""?
 A)Kifiko B)Mahali pa Mwanzo C)Maeneo yote yaliyo kando ya njia ya uenezi D)Mahali pa mhimili"	B
high_school_geography	Umbali wa kaskazini na kusini mwa ikweta ni	['mfumo wa gridi ya ulimwengu.', 'Meridiani Kuu', 'latitudo.', 'longitudo.']	C	B)Meridiani Kuu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Umbali wa kaskazini na kusini mwa ikweta ni
 A)mfumo wa gridi ya ulimwengu. B)Meridiani Kuu C)latitudo. D)longitudo."	B
international_law	Ni Jimbo gani ambalo kwa kawaida hutumia mamlaka kulingana na uhalifu unaofanywa kwenye meli?	['Jimbo la Pwani', 'Jimbo la bendera', 'Mataifa yote yanafurahia mamlaka kama hayo', 'Mahakama ya Kimataifa ya Sheria ya Bahari']	B	D)Mahakama ya Kimataifa ya Sheria ya Bahari	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ni Jimbo gani ambalo kwa kawaida hutumia mamlaka kulingana na uhalifu unaofanywa kwenye meli?
 A)Jimbo la Pwani B)Jimbo la bendera C)Mataifa yote yanafurahia mamlaka kama hayo D)Mahakama ya Kimataifa ya Sheria ya Bahari"	D
international_law	Je, ni kwa njia gani Responsibility to Protect (R2P) ni tofauti na uingiliaji kati wa kibinadamu?	['R2P kimsingi ni sawa na uingiliaji kati wa kibinadamu', 'R2P inahitaji wito kwa msaada na Serikali ilito katika dhiki', 'R2P haina uholela kwa sababu inahitaji maoni fulani ya UNSC na lengo lake kuu ni kuepusha mzozo wa kibinadamu', 'R2P daima inahusisha jeshi, ilhali uingiliaji kati wa kibinadamu hauhusishi jeshi']	C	C)R2P haina uholela kwa sababu inahitaji maoni fulani ya UNSC na lengo lake kuu ni kuepusha mzozo wa kibinadamu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Je, ni kwa njia gani Responsibility to Protect (R2P) ni tofauti na uingiliaji kati wa kibinadamu?
 A)R2P kimsingi ni sawa na uingiliaji kati wa kibinadamu B)R2P inahitaji wito kwa msaada na Serikali ilito katika dhiki C)R2P haina uholela kwa sababu inahitaji maoni fulani ya UNSC na lengo lake kuu ni kuepusha mzozo wa kibinadamu D)R2P daima inahusisha jeshi"	C
international_law	Kanuni ya Lotus' ni gani'?	"[""Kinachojulikana kama kanuni ya Lotus ni kwamba 'vizuizi juu ya uhuru wa Mataifa kwa hiyo haviwezi kudhaniwa', au, kama ilivyofafanuliwa, 'chochote kisichokatazwa kinaruhusiwa katika sheria za kimataifa'"", 'Kinachojulikana kama kanuni ya Lotus ni kwamba Mataifa yako huru kuchagua Mahakama ambako yatawasilisha migogoro yao', 'Kinachojulikana kama kanuni ya Lotus ni kwamba Mataifa hayaruhusiwi kudai mamlaka yao ya utekelezaji kwenye bahari kuu', 'Kinachojulikana kama kanuni ya Lotus ni kwamba sheria ya kimila inatokana na mchanganyiko wa mazoezi ya Serikali na ya opinio juris']"	A	D)chochote kisichokatazwa kinaruhusiwa katika sheria za kimataifa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Kanuni ya Lotus' ni gani'?
 A)Kinachojulikana kama kanuni ya Lotus ni kwamba 'vizuizi juu ya uhuru wa Mataifa kwa hiyo haviwezi kudhaniwa B)au C)kama ilivyofafanuliwa D)chochote kisichokatazwa kinaruhusiwa katika sheria za kimataifa"	D
international_law	Ni kauli gani kati ya hizi inayoelezea vyema Katiba ya Uingereza?	['Chanzo pekee cha mamlaka ya Katiba ya Uingereza ni kile cha mamlaka', 'Katiba ya Uingereza inaipa mahakama mamlaka ya kubatilisha sheria ziliyopendekezwa na bunge', 'Katiba ya Uingereza haijaratibiwa na inaweza kupatikana katika vyanzo kadhaa', 'Katiba ya Uingereza inategemea Sheria ya Haki']	C	D)Katiba ya Uingereza inategemea Sheria ya Haki	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ni kauli gani kati ya hizi inayoelezea vyema Katiba ya Uingereza?
 A)Chanzo pekee cha mamlaka ya Katiba ya Uingereza ni kile cha mamlaka B)Katiba ya Uingereza inaipa mahakama mamlaka ya kubatilisha sheria ziliyopendekezwa na bunge C)Katiba ya Uingereza haijaratibiwa na inaweza kupatikana katika vyanzo kadhaa D)Katiba ya Uingereza inategemea Sheria ya Haki"	D
international_law	Ni nini wajibu wa utatuzi wa amani ya migogoro?	['Ni wajibu wa matokeo, yaani, Mataifa yako chini ya wajibu mkali wa kutatua migogoro yao haraka iwezekanavyo', 'Ni wajibu wa maadili, yaani Mataifa yana wajibu wa kujaribu kutatua migogoro yao kwa njia za amani. Hii haijumuishi wajibu wa kutatua migogoro yao', 'Ni kanuni ya msingi ya sheria za kimataifa na Mataifa yote yana nia ya kisheria ya kulinda matumizi yake katika mzozo wowote', 'Ni wajibu ambao unahusu mahakama na korti za kimataifa pekee']	B	C)Mataifa yako chini ya wajibu mkali wa kutatua migogoro yao haraka iwezekanavyo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ni nini wajibu wa utatuzi wa amani ya migogoro?
 A)Ni wajibu wa matokeo B)yaani C)Mataifa yako chini ya wajibu mkali wa kutatua migogoro yao haraka iwezekanavyo D)Ni wajibu wa maadili"	C
