question	choices	answer	subject	command_r+	prompt	verbalized
Ke efe ya dipolelo tse katlase e leng sebopeho sa boholo ba ditoropo tsa Afrika?	['Di na le kgolo, dibaka tsa bodulo tse hlwekileng.', 'Ho na le mesebetsi bakeng sa boholo ba matswantle a mahae ho ya ho a ditoropo', 'Di na le ditereke tse tharo tse arohaneng tsa kgwebo.', 'Di na le metheo e tswetseng pele.']	C	high_school_geography	A)Di na le kgolo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke efe ya dipolelo tse katlase e leng sebopeho sa boholo ba ditoropo tsa Afrika?
 A)Di na le kgolo B)dibaka tsa bodulo tse hlwekileng. C)Ho na le mesebetsi bakeng sa boholo ba matswantle a mahae ho ya ho a ditoropo D)Di na le ditereke tse tharo tse arohaneng tsa kgwebo."	A
Ke naha efe e shebaneng le ho hloka lehlohonolo kgwebisanong ka lebaka la sebaka sa bona?	['Singapore', 'Italy', 'Spain', 'Mongolia']	D	high_school_geography	A) Singapore	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke naha efe e shebaneng le ho hloka lehlohonolo kgwebisanong ka lebaka la sebaka sa bona?
 A)Singapore B)Italy C)Spain D)Mongolia"	A
Ke sebakeng sefe sa Burgess moo motho a ka fumanang matlo a betere, matlo a malapa a bonngwe, le matlo a dirente tse hodimo?	['Ya pele', 'Ya bobedi', 'Ya boraro', 'Ya bone']	C	high_school_geography	A)Ya pele	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke sebakeng sefe sa Burgess moo motho a ka fumanang matlo a betere, matlo a malapa a bonngwe, le matlo a dirente tse hodimo?
 A)Ya pele B)Ya bobedi C)Ya boraro D)Ya bone"	A
Mohopolo wa hore setjhaba se seng le se seng se tswela pele moruong ho ya ka mehato e mehlano ya kgolo e bapiswa ho	['Rostow.', 'Ravenstein.', 'von Thünen.', 'Burgess.']	A	high_school_geography	C) von Thünen.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Mohopolo wa hore setjhaba se seng le se seng se tswela pele moruong ho ya ka mehato e mehlano ya kgolo e bapiswa ho
 A)Rostow. B)Ravenstein. C)von Thünen. D)Burgess."	C
Ke eng ya tse latelang eo E KE KENG ya nkuwa e le thibelo ho phatlalatso ya sebopeho sa setso?	['Puo', 'Bodumedi', 'Mawatle', 'Baahi ba mamellang']	D	high_school_geography	A)Puo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke eng ya tse latelang eo E KE KENG ya nkuwa e le thibelo ho phatlalatso ya sebopeho sa setso?
 A)Puo B)Bodumedi C)Mawatle D)Baahi ba mamellang"	A
Tshebetso ya tlhaselo le tatelo ke tshebetso e kenyeletsang ho falla mme e hlaloswa betere ha	['baahi ba batjha ba diha le ho aha botjha diyuniti tsa matlo', 'baahi ba batjha ba dula ka kgotso le baahi ba kgale', 'baahi ba batjha ba utlwana hantle le baahi ba kgale.', 'baahi ba batjha ba ya dibakeng tse dulwang ke dihlopha tsa baahi ba kgale']	D	high_school_geography	A	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Tshebetso ya tlhaselo le tatelo ke tshebetso e kenyeletsang ho falla mme e hlaloswa betere ha
 A)baahi ba batjha ba diha le ho aha botjha diyuniti tsa matlo B)baahi ba batjha ba dula ka kgotso le baahi ba kgale C)baahi ba batjha ba utlwana hantle le baahi ba kgale. D)baahi ba batjha ba ya dibakeng tse dulwang ke dihlopha tsa baahi ba kgale"	A
Ke efe ya tse latelang e hlalosang betere tlhaloso ya sebaka se sebetsang?	['Mmapa o bontshang Atlanta e le kgubu bakeng sa Delta Ailines', 'Atikele e hlalosang sebaka seo ho buuwang ka sona e le Borwa', 'Mmapa o bontshang dinaha tse lekgolo tsa Leboya la Carolina ', 'Moqoqo o hlalosang sebaka se tsejwang e le Bible Belt']	A	high_school_geography	D)Moqoqo o hlalosang sebaka se tsejwang e le Bible Belt	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke efe ya tse latelang e hlalosang betere tlhaloso ya sebaka se sebetsang?
 A)Mmapa o bontshang Atlanta e le kgubu bakeng sa Delta Ailines B)Atikele e hlalosang sebaka seo ho buuwang ka sona e le Borwa C)Mmapa o bontshang dinaha tse lekgolo tsa Leboya la Carolina  D)Moqoqo o hlalosang sebaka se tsejwang e le Bible Belt"	D
Mabenkele a matjha a bulwang pela lethathama le leholo la mabenkele e hlahisa mohopolo ofe?	['Gravity concept', 'Distance decay', 'ntalfatso', 'Leeme la motsamao']	D	high_school_geography	A)Gravity concept	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Mabenkele a matjha a bulwang pela lethathama le leholo la mabenkele e hlahisa mohopolo ofe?
 A)Gravity concept B)Distance decay C)ntalfatso D)Leeme la motsamao"	A
Tlhaho ya basebetsi ba difeme toropong Europe ba phehisitse qalong ya	['Phetohelo ya temo ya pele', 'Phetohelo ya temo ya bobedi', 'Phetohelo ya temo ya boraro', 'Phetohelo ya temo ya bone']	B	high_school_geography	A)Phetohelo ya temo ya pele	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Tlhaho ya basebetsi ba difeme toropong Europe ba phehisitse qalong ya
 A)Phetohelo ya temo ya pele B)Phetohelo ya temo ya bobedi C)Phetohelo ya temo ya boraro D)Phetohelo ya temo ya bone"	A
Ke polelo efe eo e leng nnete ka dibaka tsa difeme tsa East Asia?	['Japan e na le motheo o nonneng wa dihlahiswa tsa tlhaho.', 'China ha e na dihlahiswa tsa tlhaho empa e na le matla a basebetsi', 'China e hodisa difeme kgafetsa.', 'Taiwan ha e na kgwebo ya difeme le basebetsi ba rutehileng ']	C	high_school_geography	A) Japan e na le motheo o nonneng wa dihlahiswa tsa tlhaho.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke polelo efe eo e leng nnete ka dibaka tsa difeme tsa East Asia?
 A)Japan e na le motheo o nonneng wa dihlahiswa tsa tlhaho. B)China ha e na dihlahiswa tsa tlhaho empa e na le matla a basebetsi C)China e hodisa difeme kgafetsa. D)Taiwan ha e na kgwebo ya difeme le basebetsi ba rutehileng "	A
Ke polelo efe ho tse latelang e hlalosang United Nations betere?	['UN e tsamaisa sepolesa lefatshe ka bophara.', 'Botho ba naha bo tela bobusi ho UN', 'Melao ya lefatshe e kenngwa tshebetsong ka UN.', 'UN hangata e etsa namolo dintweng tsa lefatshe.']	D	high_school_geography	C)Melao ya lefatshe e kenngwa tshebetsong ka UN.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke polelo efe ho tse latelang e hlalosang United Nations betere?
 A)UN e tsamaisa sepolesa lefatshe ka bophara. B)Botho ba naha bo tela bobusi ho UN C)Melao ya lefatshe e kenngwa tshebetsong ka UN. D)UN hangata e etsa namolo dintweng tsa lefatshe."	C
Ke efe ho tse latelang eo e leng sebaka sa semmuso	['Dixie', 'Pennsylvania', 'Sebaka sa mmaraka sa Winn-Dixie', 'The Pacific Northwest']	B	high_school_geography	The Pacific Northwest	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke efe ho tse latelang eo e leng sebaka sa semmuso
 A)Dixie B)Pennsylvania C)Sebaka sa mmaraka sa Winn-Dixie D)The Pacific Northwest"	D
Ho loya ha ditshebetso tsa tlhahiso le ho kgola molemo ha batho kaofela ho bitswa	['the substitution principle.', 'deglomeration.', 'agglomeration.', 'dintho tsa motheo']	C	high_school_geography	C)agglomeration.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ho loya ha ditshebetso tsa tlhahiso le ho kgola molemo ha batho kaofela ho bitswa
 A)the substitution principle. B)deglomeration. C)agglomeration. D)dintho tsa motheo"	C
Ke lelapa lefe la puo le nang le Italian, Spanish, Portuguese, le Romanian?	['European', 'Slavic', 'Germanic', 'Romance']	D	high_school_geography	D)Romance	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke lelapa lefe la puo le nang le Italian, Spanish, Portuguese, le Romanian?
 A)European B)Slavic C)Germanic D)Romance"	D
Ankara, Turkey le Islamabad, Pakistan ka bobedi ke mohlala wa	['ditoropo tsa lehwatateng', 'forward-thrust capitals.', 'dihlooho tsa kgale tsa bokolone', 'ditoropo tsa bohanyetsi']	B	high_school_geography	B)forward-thrust capitals.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ankara, Turkey le Islamabad, Pakistan ka bobedi ke mohlala wa
 A)ditoropo tsa lehwatateng B)forward-thrust capitals. C)dihlooho tsa kgale tsa bokolone D)ditoropo tsa bohanyetsi"	B
Ke efe ho tse latelang eo E SENG mohlala wa syncretism?	['Halloween', 'Foreign cuisine changed to suit American tastes', 'Hasidic Judaism', 'Catholicism in Louisiana']	C	high_school_geography	B)Foreign cuisine changed to suit American tastes	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke efe ho tse latelang eo E SENG mohlala wa syncretism?
 A)Halloween B)Foreign cuisine changed to suit American tastes C)Hasidic Judaism D)Catholicism in Louisiana"	B
Mohopolo wa hore mang kapa mang a laotseng landmass ya Europe o tla busa lefatshe e bitswa	['mohopolo wa theolelo', 'mohopolo wa domino', 'heartland theory.', 'rimland theory.']	C	high_school_geography	D)rimland theory.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Mohopolo wa hore mang kapa mang a laotseng landmass ya Europe o tla busa lefatshe e bitswa
 A)mohopolo wa theolelo B)mohopolo wa domino C)heartland theory. D)rimland theory."	D
Ke sehlopha sefe se emelang phapang ya Persian (Iranian) ya Islam le ditumelo le tokelo ho matla a ho wa ha Imams ho tswa Ali?  	['Sunni', 'Shiite', 'Imam', 'Untouchables']	B	high_school_geography	Shiite	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke sehlopha sefe se emelang phapang ya Persian (Iranian) ya Islam le ditumelo le tokelo ho matla a ho wa ha Imams ho tswa Ali?  
 A)Sunni B)Shiite C)Imam D)Untouchables"	B
Ngatafalo ya phetoho ke	['keketso ya basebetsi bao eseng ba motheo ho ikonomi ya toropo e nang le keketso ya basebetsi ba motheo.', 'ratio ya toropo ho ya ho basebetsi ba mahae moruong', 'ratio ya basebetsi ba toropo ho ya ho basebetsi ba polasi moruong', 'keketso ya mesebetsi ya mahae e entsweng ke moruo wa toropo']	A	high_school_geography	A)keketso ya basebetsi bao eseng ba motheo ho ikonomi ya toropo e nang le keketso ya basebetsi ba motheo.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ngatafalo ya phetoho ke
 A)keketso ya basebetsi bao eseng ba motheo ho ikonomi ya toropo e nang le keketso ya basebetsi ba motheo. B)ratio ya toropo ho ya ho basebetsi ba mahae moruong C)ratio ya basebetsi ba toropo ho ya ho basebetsi ba polasi moruong D)keketso ya mesebetsi ya mahae e entsweng ke moruo wa toropo"	A
Buka e halalelang ya Hindu e bitswa	['Talmud.', 'Bibele', 'Torah.', 'Veda.']	D	high_school_geography	D)Veda.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Buka e halalelang ya Hindu e bitswa
 A)Talmud. B)Bibele C)Torah. D)Veda."	D
Ke efe ya tse latelang eo e leng sebopeho sa toropo ya Botjhabela ba Europe?	['Sebaka se bohareng', 'Meaho ya dikereke e hlaheletseng', 'Setsi se seholo se bohareng se potapotilweng ke meaho ya mmuso le tsamaiso', 'Meaho e metle ya matlo']	C	high_school_geography	C)Setsi se seholo se bohareng se potapotilweng ke meaho ya mmuso le tsamaiso	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke efe ya tse latelang eo e leng sebopeho sa toropo ya Botjhabela ba Europe?
 A)Sebaka se bohareng B)Meaho ya dikereke e hlaheletseng C)Setsi se seholo se bohareng se potapotilweng ke meaho ya mmuso le tsamaiso D)Meaho e metle ya matlo"	C
Ke efe ya dinaha tse latelang e lekang kahohle ho boloka boleng ba puo ya bona ho tshenyo ya English kapa dipuo tse ding?	['Italy', 'Russia', 'Japan', 'Brazil']	C	high_school_geography	Japan	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke efe ya dinaha tse latelang e lekang kahohle ho boloka boleng ba puo ya bona ho tshenyo ya English kapa dipuo tse ding?
 A)Italy B)Russia C)Japan D)Brazil"	C
Ke efe ho tse latelang eo e leng mohlala wa indasteri e ruang bongata?	['Tshepe', 'Lero la lamunu le ka botlolong', 'Pampiri', 'Koporo']	B	high_school_geography	A) Tshepe	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke efe ho tse latelang eo e leng mohlala wa indasteri e ruang bongata?
 A)Tshepe B)Lero la lamunu le ka botlolong C)Pampiri D)Koporo"	A
Ke eng ya tse latelang eo ESENG ntlha ya bohlokwa ya sebaka se tsamaisang thepa e tswang ho ya naheng e nngwe?	['Phokotso ya theko ya dihlahiswa tse tswang', 'Disebediswa tse so fetolwe di tla naheng ntle ho lekgetho', 'Exemption from customs duties', 'Melao e thata ya tshilafatso']	D	high_school_geography	A)Phokotso ya theko ya dihlahiswa tse tswang	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke eng ya tse latelang eo ESENG ntlha ya bohlokwa ya sebaka se tsamaisang thepa e tswang ho ya naheng e nngwe?
 A)Phokotso ya theko ya dihlahiswa tse tswang B)Disebediswa tse so fetolwe di tla naheng ntle ho lekgetho C)Exemption from customs duties D)Melao e thata ya tshilafatso"	A
Ke afe makgetha ao ESENG nnete a mmuso?	['Independent territory', 'Internationally recognized', 'Meedi', 'Puo ya naha']	D	high_school_geography	A) Independent territory	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke afe makgetha ao ESENG nnete a mmuso?
 A)Independent territory B)Internationally recognized C)Meedi D)Puo ya naha"	A
O rera ho tloha toropong ya heno ho ya Pittsburgh. Tseleng, o ema Columbus, Ohio ho etela wa leloko mme wa rata toropo! O etsa qeto ya ho dula o etse Columbus lehae la hao le letjha. Hona ke mohlala wa	['intervening opportunity.', 'distance decay.', 'involuntary migration.', 'push-pull factors.']	A	high_school_geography	A) intervening opportunity.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: O rera ho tloha toropong ya heno ho ya Pittsburgh. Tseleng, o ema Columbus, Ohio ho etela wa leloko mme wa rata toropo! O etsa qeto ya ho dula o etse Columbus lehae la hao le letjha. Hona ke mohlala wa
 A)intervening opportunity. B)distance decay. C)involuntary migration. D)push-pull factors."	A
Ofisi e kgolo le lefatshe la kgwebo di sebedisa kantle ho bohare ba toropo ka mesebetsi e mengata ho feta baahi ke	['toropo', 'primate city.', 'toropo', 'toropo e ka thoko']	D	high_school_geography	B)primate city.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ofisi e kgolo le lefatshe la kgwebo di sebedisa kantle ho bohare ba toropo ka mesebetsi e mengata ho feta baahi ke
 A)toropo B)primate city. C)toropo D)toropo e ka thoko"	B
Ke dijalo dife tse qadileng Agricultural Revolution ya boraro?	['Rice', 'Koro', 'Barley', 'Millet']	A	high_school_geography	D)Millet	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke dijalo dife tse qadileng Agricultural Revolution ya boraro?
 A)Rice B)Koro C)Barley D)Millet"	D
Ke taba efe kotareng ya mongwahakgolo wa ho qetela, e thefutseng botjhabela ba Europe mme ya lebisa ho kgohlano ya ditjhaba? 	['Ho kenyeletswa ha dipuo tse ntjha', 'Pheletso ya Cold War', 'Tlhaselo ya di-Soviets', 'Kamohelo ya dinaha tsa botjhabela ba Europe ho EU']	B	high_school_geography	B)Pheletso ya Cold War	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke taba efe kotareng ya mongwahakgolo wa ho qetela, e thefutseng botjhabela ba Europe mme ya lebisa ho kgohlano ya ditjhaba? 
 A)Ho kenyeletswa ha dipuo tse ntjha B)Pheletso ya Cold War C)Tlhaselo ya di-Soviets D)Kamohelo ya dinaha tsa botjhabela ba Europe ho EU"	B
Haeba ke ne ke batla ho tsamaisa karolo e nyane ya mabenyane ho rakgadi wa ka a dulang Poughkeepsie, ke mofuta ofe wa sepalangwang o etsang kelello? 	['Lori', 'Sefofane', 'Sekepe', 'Terene']	B	high_school_geography	A)Lori	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Haeba ke ne ke batla ho tsamaisa karolo e nyane ya mabenyane ho rakgadi wa ka a dulang Poughkeepsie, ke mofuta ofe wa sepalangwang o etsang kelello? 
 A)Lori B)Sefofane C)Sekepe D)Terene"	A
Ke efe ho tse latelang eo e leng sebaka sa semmuso?	['Dixie', 'Pennsylvania', 'Sebaka sa mmaraka sa Winn-Dixie', 'The Pacific Northwest']	C	high_school_geography	The Pacific Northwest	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke efe ho tse latelang eo e leng sebaka sa semmuso?
 A)Dixie B)Pennsylvania C)Sebaka sa mmaraka sa Winn-Dixie D)The Pacific Northwest"	D
Ke mofuta ofe wa setshwantsho sa toropo o nang le bongata sa baahi o tswellang kantle ho tswa bohareng ba toropo ho boulevard e ka sehlohong?	['European', 'Muslim', 'Sub-Saharan African', 'Latin American']	D	high_school_geography	A) European	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke mofuta ofe wa setshwantsho sa toropo o nang le bongata sa baahi o tswellang kantle ho tswa bohareng ba toropo ho boulevard e ka sehlohong?
 A)European B)Muslim C)Sub-Saharan African D)Latin American"	A
Ke lelapeng lefe moo dipuo tsa Europe di welang teng?	['Ural-Altaic', 'Basque', 'Indo-European', 'Phoenician']	C	high_school_geography	C)Indo-European	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke lelapeng lefe moo dipuo tsa Europe di welang teng?
 A)Ural-Altaic B)Basque C)Indo-European D)Phoenician"	C
Ke eng seo mantswe ana apartheid, ethnic cleansing, le integration a nang le ho tshwanang?	['Kaofela di bile Nazi Germany ka ntwa ya lefatshe 1', 'Kaofela ke mofuta wa residential segregation', 'Kaofela ke ditsela tsa ho kopanya ditjhaba tse fapaneng malapeng', 'Ho na le maikutlo a fapaneng ka taba e tshwanang']	B	high_school_geography	C)Kaofela ke ditsela tsa ho kopanya ditjhaba tse fapaneng malapeng	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke eng seo mantswe ana apartheid, ethnic cleansing, le integration a nang le ho tshwanang?
 A)Kaofela di bile Nazi Germany ka ntwa ya lefatshe 1 B)Kaofela ke mofuta wa residential segregation C)Kaofela ke ditsela tsa ho kopanya ditjhaba tse fapaneng malapeng D)Ho na le maikutlo a fapaneng ka taba e tshwanang"	C
Ke efe ya dipolelo tse latelang katlase e hlalosang ka nepo matswantle a dulang Europe?	['Bongata ba fumana bodulo ha bonolo naheng e ba amohetseng', 'Matswantle a Muslims ho tswa Afrika Leboya ba kopana hantle France', 'Matswantle a yang Europe ha ba tlise malapa a bona.', 'Hangata ba thibelwa ho ya metseng e itseng.']	D	high_school_geography	C) Matswantle a yang Europe ha ba tlise malapa a bona.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke efe ya dipolelo tse latelang katlase e hlalosang ka nepo matswantle a dulang Europe?
 A)Bongata ba fumana bodulo ha bonolo naheng e ba amohetseng B)Matswantle a Muslims ho tswa Afrika Leboya ba kopana hantle France C)Matswantle a yang Europe ha ba tlise malapa a bona. D)Hangata ba thibelwa ho ya metseng e itseng."	C
Ke mesebetsi efe e latelang eo ESENG mesebetsi ya bobedi ya moruo?	['Ho kopanya dikarolo tsa dikoloi', 'Ho roka dihempe', 'Ho maena koporo', 'Ho kopanya dibuka']	C	high_school_geography	A)Ho kopanya dikarolo tsa dikoloi	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke mesebetsi efe e latelang eo ESENG mesebetsi ya bobedi ya moruo?
 A)Ho kopanya dikarolo tsa dikoloi B)Ho roka dihempe C)Ho maena koporo D)Ho kopanya dibuka"	A
Johnny le Susie ba ya Scotland ho ya ntjhafatsa le ho dula qhobosheaneng ya lelapa. Ke eng se etsang motsamao wa bona ebe ho falla?	['Ba tshela moedi wa naha e nngwe.', 'Ha ba nke letho ho bona.', 'Ba ya moo sa ruri.', 'Ba tla be ba tsamaile ho feta selemo se le seng.']	C	high_school_geography	A)Ba tshela moedi wa naha e nngwe.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Johnny le Susie ba ya Scotland ho ya ntjhafatsa le ho dula qhobosheaneng ya lelapa. Ke eng se etsang motsamao wa bona ebe ho falla?
 A)Ba tshela moedi wa naha e nngwe. B)Ha ba nke letho ho bona. C)Ba ya moo sa ruri. D)Ba tla be ba tsamaile ho feta selemo se le seng."	A
Ke karolo efe ya mmuso ho tse latelang?	['Antarctica', 'American Samoa', 'Egypt', 'Marshall Islands']	C	high_school_geography	A)Antarctica	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke karolo efe ya mmuso ho tse latelang?
 A)Antarctica B)American Samoa C)Egypt D)Marshall Islands"	A
Ke matla afe a ke keng a ntjhafatswa a mangata?	['Phosphate', 'Oli', 'Petroleum', 'Mashala']	D	high_school_geography	D)Mashala	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke matla afe a ke keng a ntjhafatswa a mangata?
 A)Phosphate B)Oli C)Petroleum D)Mashala"	D
Ho kgeswa kapa phapang ho bodumedi naheng ho bitswa	['polytheism.', 'tumelo ya hore diphoofolo le dintho tse sa pheleng di na le meya', 'ho arohanya bodumedi le mmuso le bophelo ba setjhaba', 'tumelo eo motho a dumelang ho ntho e le nngwe']	C	high_school_geography	A) polytheism.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ho kgeswa kapa phapang ho bodumedi naheng ho bitswa
 A)polytheism. B)tumelo ya hore diphoofolo le dintho tse sa pheleng di na le meya C)ho arohanya bodumedi le mmuso le bophelo ba setjhaba D)tumelo eo motho a dumelang ho ntho e le nngwe"	A
Moruong o ikemetseng. ke sesebediswa sefe ho tse latelang se nkuwang se le bohlokwa haholo ho eketsa tlhahiso?	['Matla', 'Mosebetsi', 'Tlhahisoleseding', 'Boipabolo']	C	high_school_geography	D)Boipabolo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Moruong o ikemetseng. ke sesebediswa sefe ho tse latelang se nkuwang se le bohlokwa haholo ho eketsa tlhahiso?
 A)Matla B)Mosebetsi C)Tlhahisoleseding D)Boipabolo"	D
Toropo e leng ho feta habedi ka boholo ho toropo e latelang ka boholo naheng e bitswa	['toropo ya lefatshe lohle', 'toropo ya ketapele ya lefatshe', 'sebaka se seholo sa toropo se nang le ditoropo le ditorotswana ', 'toropo e kgolo ho feta tsohle naheng.']	D	high_school_geography	D)toropo e kgolo ho feta tsohle naheng.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Toropo e leng ho feta habedi ka boholo ho toropo e latelang ka boholo naheng e bitswa
 A)toropo ya lefatshe lohle B)toropo ya ketapele ya lefatshe C)sebaka se seholo sa toropo se nang le ditoropo le ditorotswana  D)toropo e kgolo ho feta tsohle naheng."	D
Naha e nngwe le e nngwe ka lebopo la lewatle e na le sebaka se ikgethang sa kgwebo ka tlasa UN Convention molaong wa lewatle. Ke polelo efe ho tse latelang ho latela molao wa lewatle le EEZ eo E SA nepahalang? 	['EEZ e nama ho fihla dimaele tse 200(dikhilomitara tse 370) ho tloha lebopong. ', 'Dinaha di na le tokelo ya ho sebedisa disebediswa tsa tlhaho ho EEZ ya tsona.', 'Dinaha di ka sebedisa disebediswa ho shelf ya lefatshe e namang ho fihla ho dimaele tse 350 (dikhilomitara tse 560) kahodimo ho EEZ ya tsona.', 'Naha ha e na tokelo ya ho sebedisa disebediswa tse ho EEZ ya yona.']	D	high_school_geography	A)	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Naha e nngwe le e nngwe ka lebopo la lewatle e na le sebaka se ikgethang sa kgwebo ka tlasa UN Convention molaong wa lewatle. Ke polelo efe ho tse latelang ho latela molao wa lewatle le EEZ eo E SA nepahalang? 
 A)EEZ e nama ho fihla dimaele tse 200(dikhilomitara tse 370) ho tloha lebopong.  B)Dinaha di na le tokelo ya ho sebedisa disebediswa tsa tlhaho ho EEZ ya tsona. C)Dinaha di ka sebedisa disebediswa ho shelf ya lefatshe e namang ho fihla ho dimaele tse 350 (dikhilomitara tse 560) kahodimo ho EEZ ya tsona. D)Naha ha e na tokelo ya ho sebedisa disebediswa tse ho EEZ ya yona."	A
Ke efe ho tse latelang eo ho nang le kgonahalo ya ho fumana kgatello ya setjhaba?	['Setjhaba se nang le disebediswa tsa tlhaho tse ngata le thepa e tlang naheng e ngata', 'Setjhaba se nang le temo e ngata', 'Sebaka se sa dulweng ke batho kapa ba dula dikarolonhg tse arohaneng', 'Mokgwa wa temo o kgaolang le ho tjhesa dimela ho lokisa mobu bakeng sa temo']	D	high_school_geography	A) Setjhaba se nang le disebediswa tsa tlhaho tse ngata le thepa e tlang naheng e ngata	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ke efe ho tse latelang eo ho nang le kgonahalo ya ho fumana kgatello ya setjhaba?
 A)Setjhaba se nang le disebediswa tsa tlhaho tse ngata le thepa e tlang naheng e ngata B)Setjhaba se nang le temo e ngata C)Sebaka se sa dulweng ke batho kapa ba dula dikarolonhg tse arohaneng D)Mokgwa wa temo o kgaolang le ho tjhesa dimela ho lokisa mobu bakeng sa temo"	A
