question	choices	answer	subject	opus	prompt
Iluphi uhlobo lomsebenzi wezomnotho osondelene kakhulu nendawo ebonakalayo?	['okuyisisekelo', 'okwesibili', 'itheshiyari', 'iQuatenary']	A	high_school_geography	[TextBlock(text='A)okuyisisekelo', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iluphi uhlobo lomsebenzi wezomnotho osondelene kakhulu nendawo ebonakalayo?\n A)okuyisisekelo B)okwesibili C)itheshiyari D)iQuatenary'}]}]
Iningi labasebenzi emazweni aseduze cishe baqashwe kuluphi uhlobo lwemisebenzi?	['okuyisisekelo', 'okwesibili', 'itheshiyari', 'iQuatenary']	A	high_school_geography	[TextBlock(text='A)okuyisisekelo', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iningi labasebenzi emazweni aseduze cishe baqashwe kuluphi uhlobo lwemisebenzi?\n A)okuyisisekelo B)okwesibili C)itheshiyari D)iQuatenary'}]}]
Konke lokhu okulandelayo yimisebenzi engeyona eyesisekelo edolobheni NGAPHANDLE	['isicishamlilo sedolobha', 'usonhlalakahle', 'isihlanzi esomile', 'isisebenzi sefektri yezingubo.']	D	high_school_geography	[TextBlock(text='D) isisebenzi sefektri yezingubo.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Konke lokhu okulandelayo yimisebenzi engeyona eyesisekelo edolobheni NGAPHANDLE\n A)isicishamlilo sedolobha B)usonhlalakahle C)isihlanzi esomile D)isisebenzi sefektri yezingubo.'}]}]
Ama-Transnational corporations asabalalisa imisebenzi yawo	['ukukhiqiza izimpahla lapho izindleko zokukhiqiza ziphezulu kakhulu.', 'ukwenza izinsiza ze-accounting kanye nocwaningo lapho ukonga.', 'ngokusekelwe enzuzweni yokuqhathanisa.', 'nendlunkulu etholakala kuma-LDC.']	C	high_school_geography	[TextBlock(text='C', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ama-Transnational corporations asabalalisa imisebenzi yawo\n A)ukukhiqiza izimpahla lapho izindleko zokukhiqiza ziphezulu kakhulu. B)ukwenza izinsiza ze-accounting kanye nocwaningo lapho ukonga. C)ngokusekelwe enzuzweni yokuqhathanisa. D)nendlunkulu etholakala kuma-LDC.'}]}]
Yikuphi kokulandelayo okuhlobene OKUNCANE nokuthuthukiswa kwezindawo ze-alluvial?	['Isembozo esijulile sezinto ezixekethile', 'Ubuningi bemithambeka ethambile', 'zikhukhula njalo', 'Ukuhlukaniswa okujulile nokuguguleka']	D	high_school_geography	[TextBlock(text='D)Ukuhlukaniswa okujulile nokuguguleka', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yikuphi kokulandelayo okuhlobene OKUNCANE nokuthuthukiswa kwezindawo ze-alluvial?\n A)Isembozo esijulile sezinto ezixekethile B)Ubuningi bemithambeka ethambile C)zikhukhula njalo D)Ukuhlukaniswa okujulile nokuguguleka'}]}]
Yikuphi kokulandelayo okwazi ukuzimela kancane ngezinsiza zemvelo ezidingekayo embonini yesimanje?	['i-United States', 'iJapan', 'iFrance', 'i-United Kingdom']	B	high_school_geography	[TextBlock(text='B)iJapan', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yikuphi kokulandelayo okwazi ukuzimela kancane ngezinsiza zemvelo ezidingekayo embonini yesimanje?\n A)i-United States B)iJapan C)iFrance D)i-United Kingdom'}]}]
Omunye wemiphumela yokuma kwempumalanga nentshonalanga yesistimu yezintaba ze-Alpine kanye namathafa asenyakatho yeYurophu esentshonalanga nemaphakathi ukuthi	['ikhawulela isimo sezulu sasolwandle saseYurophu ezindaweni ezisogwini', 'inikeza umhubhe wokuxhumana phakathi kweningizimu nenyakatho yeYurophu', 'ivumela izimo zezulu ezifana nolwandle ukuthi zinabele ngasempumalanga eJalimane nasePoland', 'kuvimbela ngempumelelo ukuhamba kwabantu phakathi kwezingxenye zesifunda saseMedithera']	C	high_school_geography	[TextBlock(text='A) ikhawulela isimo sezulu sasolwandle saseYurophu ezindaweni ezisogwini', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Omunye wemiphumela yokuma kwempumalanga nentshonalanga yesistimu yezintaba ze-Alpine kanye namathafa asenyakatho yeYurophu esentshonalanga nemaphakathi ukuthi\n A)ikhawulela isimo sezulu sasolwandle saseYurophu ezindaweni ezisogwini B)inikeza umhubhe wokuxhumana phakathi kweningizimu nenyakatho yeYurophu C)ivumela izimo zezulu ezifana nolwandle ukuthi zinabele ngasempumalanga eJalimane nasePoland D)kuvimbela ngempumelelo ukuhamba kwabantu phakathi kwezingxenye zesifunda saseMedithera'}]}]
Ithempeli elikhulu lamaHindu elake lakhiwa litholakala kulo	['iCalcutta', 'iBombay', 'iCambodia', 'iBali']	C	high_school_geography	[TextBlock(text='D)iBali', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ithempeli elikhulu lamaHindu elake lakhiwa litholakala kulo\n A)iCalcutta B)iBombay C)iCambodia D)iBali'}]}]
Yiliphi igama elichaza amandla ahlanganisa futhi aqinise izwe?	['ukusabalalisa', 'i-entrifugal', 'icentripetal', 'i-Ethnocentric']	C	high_school_geography	[TextBlock(text='C)icentripetal', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yiliphi igama elichaza amandla ahlanganisa futhi aqinise izwe?\n A)ukusabalalisa B)i-entrifugal C)icentripetal D)i-Ethnocentric'}]}]
Isiphi kwezitatimende ezilandelayo esichaza kangcono ukusetshenziswa kwe-S-curve?	['Igrafu ye-Bantu migration', 'Igrafu yokukhula kwenani labantu kusukela baqala ukuvela eMhlabeni', 'Ishadi elibonisa ukuthi amadolobha ahlotshaniswa kanjani ngokususelwe kubukhulu bomphakathi wawo', 'Imodeli ekhombisa ukwehla kokukhula kwesibalo sabantu emazweni amaningana ngemuva kokuba ethuthuke ezimbonini']	D	high_school_geography	[TextBlock(text='B)Igrafu yokukhula kwenani labantu kusukela baqala ukuvela eMhlabeni', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Isiphi kwezitatimende ezilandelayo esichaza kangcono ukusetshenziswa kwe-S-curve?\n A)Igrafu ye-Bantu migration B)Igrafu yokukhula kwenani labantu kusukela baqala ukuvela eMhlabeni C)Ishadi elibonisa ukuthi amadolobha ahlotshaniswa kanjani ngokususelwe kubukhulu bomphakathi wawo D)Imodeli ekhombisa ukwehla kokukhula kwesibalo sabantu emazweni amaningana ngemuva kokuba ethuthuke ezimbonini'}]}]
Iyiphi kulezi zinto ezilandelayo ENGENAYO inselele kuhulumeni?	['Izinkampani zamazwe ngamazwe', 'i-EU', 'Inhlangano Yezohwebo Yomhlaba', 'inethiwekhi enhle yezokuthutha']	D	high_school_geography	[TextBlock(text='D)inethiwekhi enhle yezokuthutha', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iyiphi kulezi zinto ezilandelayo ENGENAYO inselele kuhulumeni?\n A)Izinkampani zamazwe ngamazwe B)i-EU C)Inhlangano Yezohwebo Yomhlaba D)inethiwekhi enhle yezokuthutha'}]}]
Amaqembu ezemidlalo esizwe, amafulege, amaculo esizwe, namaholide ezwe konke kuyakhuthazwa	['ubuzwe', 'ukuhlukana kwezinhlelo', 'izinxushunxushu zezombangazwe', 'impikiswano yokusebenza']	A	high_school_geography	[TextBlock(text='A) ubuzwe', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Amaqembu ezemidlalo esizwe, amafulege, amaculo esizwe, namaholide ezwe konke kuyakhuthazwa\n A)ubuzwe B)ukuhlukana kwezinhlelo C)izinxushunxushu zezombangazwe D)impikiswano yokusebenza'}]}]
Ibizwa ngokuthi inqubo lapho abantu bokufika bafunda khona izindinganiso, ulimi, namasiko ezwe labo elisha	['ukufanisa', 'ukuzalanisa', 'Ukwamukela isimo', 'ukuhlanganiswa']	B	high_school_geography	[TextBlock(text='C) Ukwamukela isimo', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ibizwa ngokuthi inqubo lapho abantu bokufika bafunda khona izindinganiso, ulimi, namasiko ezwe labo elisha\n A)ukufanisa B)ukuzalanisa C)Ukwamukela isimo D)ukuhlanganiswa'}]}]
Ikuphi kulokhu okulandelayo lapho umuntu angabonisa khona ngokunembe kakhulu ibanga lendawo, isiqondiso sangempela, usayizi wangempela, nesimo sangempela?	['Ukuqagela kwe-Mercator', 'iglubha', 'I-conic projection', 'Ukuqagela kwe-gnomonic']	B	high_school_geography	[TextBlock(text='B)iglubha', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ikuphi kulokhu okulandelayo lapho umuntu angabonisa khona ngokunembe kakhulu ibanga lendawo, isiqondiso sangempela, usayizi wangempela, nesimo sangempela?\n A)Ukuqagela kwe-Mercator B)iglubha C)I-conic projection D)Ukuqagela kwe-gnomonic'}]}]
Yikuphi kokulandelayo okungabhekwa njengomsebenzi wendawo osezingeni eliphezulu?	['Isitolo segrosa iWinn- Dixie', 'Umdayisi weMercedes-Benz', 'Isitolo sezicathulo', 'udokotela womndeni']	B	high_school_geography	[TextBlock(text='D)udokotela womndeni', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yikuphi kokulandelayo okungabhekwa njengomsebenzi wendawo osezingeni eliphezulu?\n A)Isitolo segrosa iWinn- Dixie B)Umdayisi weMercedes-Benz C)Isitolo sezicathulo D)udokotela womndeni'}]}]
Isiphi isazi sokuma kwezwe esibuke umphakathi wasemadolobheni wase-US wama-1920s njengesethi yamandandatho agxilile aphuma ngaphandle asuka enkabeni emaphakathi?	['iRostov', 'iRavenstein', 'iVon Thünen', 'iBurgess']	D	high_school_geography	[TextBlock(text='D)iBurgess', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Isiphi isazi sokuma kwezwe esibuke umphakathi wasemadolobheni wase-US wama-1920s njengesethi yamandandatho agxilile aphuma ngaphandle asuka enkabeni emaphakathi?\n A)iRostov B)iRavenstein C)iVon Thünen D)iBurgess'}]}]
Ukuze sifike esikoleni ekuseni, SONKE sisebenzisa lokhu njengomhlahlandlela wethu:	['i-Rand-McNally Road Atlas', 'iglubha yomhlaba', 'imephu yomgaqo', 'imephu yengqondo']	D	high_school_geography	[TextBlock(text='D)imephu yomqondo', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ukuze sifike esikoleni ekuseni, SONKE sisebenzisa lokhu njengomhlahlandlela wethu:\n A)i-Rand-McNally Road Atlas B)iglubha yomhlaba C)imephu yomgaqo D)imephu yengqondo'}]}]
Kulokhu, imephu esebenzisa isikali semephu esincane kakhulu kuzoba imephu ye	['Umhlaba', 'i-Atlanta, Georgia', 'iMain Street Small Town Ohio', 'iPennsylvania']	A	high_school_geography	[TextBlock(text='A) Umhlaba', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kulokhu, imephu esebenzisa isikali semephu esincane kakhulu kuzoba imephu ye\n A)Umhlaba B)i-Atlanta C)Georgia D)iMain Street Small Town Ohio'}]}]
Umngcele wangaphambili owakhiwa ngaphambi kokuba kutholakale ulwazi olunzulu lwendawo kanye nokuklanywa kwemephu waziwa ngokuthi	['imingcele eyandulelayo', 'umngcele wejometri', 'imingcele e-relict', 'imingcele elandelayo']	A	high_school_geography	[TextBlock(text='A) imingcele eyandulelayo', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Umngcele wangaphambili owakhiwa ngaphambi kokuba kutholakale ulwazi olunzulu lwendawo kanye nokuklanywa kwemephu waziwa ngokuthi\n A)imingcele eyandulelayo B)umngcele wejometri C)imingcele e-relict D)imingcele elandelayo'}]}]
Imuphi kule misebenzi elandelayo osemkhakheni ongaqashiwe?	['unjiniyela we-software', 'Isisebenzi somugqa weloli we-F-10', 'isisebenzi sokuhluza uwoyela', 'Isisebenzi sendawo yokupaka']	D	high_school_geography	[TextBlock(text='D)Isisebenzi sendawo yokupaka', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Imuphi kule misebenzi elandelayo osemkhakheni ongaqashiwe?\n A)unjiniyela we-software B)Isisebenzi somugqa weloli we-F-10 C)isisebenzi sokuhluza uwoyela D)Isisebenzi sendawo yokupaka'}]}]
Kukusiphi izifunda kulezi ezilandelayo lapho indawo yezolimo zokuziphilisa ithathelwa indawo ukuthuthukiswa kohwebo olukhulu?	['iSwiss Alps', 'i-Amazon ason', 'INtshonalanga ne-Afrika', 'i-Alaskan tundra']	B	high_school_geography	[TextBlock(text='C)INtshonalanga ne-Afrika', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kukusiphi izifunda kulezi ezilandelayo lapho indawo yezolimo zokuziphilisa ithathelwa indawo ukuthuthukiswa kohwebo olukhulu?\n A)iSwiss Alps B)i-Amazon ason C)INtshonalanga ne-Afrika D)i-Alaskan tundra'}]}]
Ukunyakaza okuqinile kuzo zonke izinkolo kubizwa	['ubuzwe', 'ubuhedeni', 'ukuhlambalaza.', 'ubuzwe']	A	high_school_geography	[TextBlock(text='A) ubuzwe', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ukunyakaza okuqinile kuzo zonke izinkolo kubizwa\n A)ubuzwe B)ubuhedeni C)ukuhlambalaza. D)ubuzwe'}]}]
Izifunda zabelana ngazo zonke lezi zici NGAPHANDLE	['imingcele ', 'ukufana kwezinto', 'indlela efanayo', 'kuchazwe kalula']	D	high_school_geography	[TextBlock(text='A) imingcele', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Izifunda zabelana ngazo zonke lezi zici NGAPHANDLE\n A)imingcele  B)ukufana kwezinto C)indlela efanayo D)kuchazwe kalula'}]}]
Iyiphi kulezi zinhlangano ezilandelayo zase-U.S. ezihamba phambili zokuthuthela kwamanye amazwe EZINGALUNGILE?	['Ukuhlaliswa kwamaphayona ngo-1870—amaJalimane, amaBrithani, amaScotch-Irish, ama-Afrika', '1870-1914- Asians', '1870–1914—Eastern and southern Europeans', '1965-manje-iSpanishi']	B	high_school_geography	[TextBlock(text='B)amaBrithani', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iyiphi kulezi zinhlangano ezilandelayo zase-U.S. ezihamba phambili zokuthuthela kwamanye amazwe EZINGALUNGILE?\n A)Ukuhlaliswa kwamaphayona ngo-1870—amaJalimane B)amaBrithani C)amaScotch-Irish D)ama-Afrika'}]}]
Isiphi isitatimende kulezi ezingezansi esibonakala emadolobheni amaningi ase-Afrika?	['Banezindawo zokuhlala eziphumelelayo, ezihlanzekile.', 'Kunemisebenzi yabantu abaningi abasuka ezindaweni zasemakhaya baye emadolobheni.', 'banezifunda ezintathu ezihlukene zamabhizinisi', 'Banengqalasizinda ethuthukiswe kahle.']	C	high_school_geography	[TextBlock(text='C)Kunemisebenzi yabantu abaningi abasuka ezindaweni zasemakhaya baye emadolobheni.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Isiphi isitatimende kulezi ezingezansi esibonakala emadolobheni amaningi ase-Afrika?\n A)Banezindawo zokuhlala eziphumelelayo B)ezihlanzekile. C)Kunemisebenzi yabantu abaningi abasuka ezindaweni zasemakhaya baye emadolobheni. D)banezifunda ezintathu ezihlukene zamabhizinisi'}]}]
Iliphi izwe elibhekene nenkinga yokuhweba ngenxa yendawo elikuyo?	['iSingapore', 'i-Italy', 'iSpain', 'iMongolia']	D	high_school_geography	[TextBlock(text='D)iMongolia', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iliphi izwe elibhekene nenkinga yokuhweba ngenxa yendawo elikuyo?\n A)iSingapore B)i-Italy C)iSpain D)iMongolia'}]}]
Iyiphi indawo yemodeli yezoni ye-Burgess lapho umuntu angathola khona izindlu ezingcono, izindlu zomndeni owodwa, kanye namafulethi aqashisayo?	['okokuqala', 'okwesibili', 'okwesithathu', 'okwesine']	C	high_school_geography	[TextBlock(text='B)okwesibili', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iyiphi indawo yemodeli yezoni ye-Burgess lapho umuntu angathola khona izindlu ezingcono, izindlu zomndeni owodwa, kanye namafulethi aqashisayo?\n A)okokuqala B)okwesibili C)okwesithathu D)okwesine'}]}]
Itiyori yokuthi wonke umphakathi uthuthuka ngokomnotho ngokwephethini yezigaba ezinhlanu zokukhula kuthiwa idalwe yiyo	['iRostov', 'iRavenstein', 'ivon Thünen', 'iBurgess']	A	high_school_geography	[TextBlock(text='D)iBurgess', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Itiyori yokuthi wonke umphakathi uthuthuka ngokomnotho ngokwephethini yezigaba ezinhlanu zokukhula kuthiwa idalwe yiyo\n A)iRostov B)iRavenstein C)ivon Thünen D)iBurgess'}]}]
Yikuphi kokulandelayo NGEKE kuthathwe njengesithiyo ekusabalaleni kophawu lwesiko?	['ulimi', 'inkolo esebenzayo', 'ulwandle', 'Izakhamuzi ezikhonondayo ezibekezelayo']	D	high_school_geography	[TextBlock(text='A)ulimi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yikuphi kokulandelayo NGEKE kuthathwe njengesithiyo ekusabalaleni kophawu lwesiko?\n A)ulimi B)inkolo esebenzayo C)ulwandle D)Izakhamuzi ezikhonondayo ezibekezelayo'}]}]
Inqubo yokuhlasela nokulandelana iyinqubo ehlanganisa ukufuduka futhi ichazwa kangcono ngokuthi nini	['abahlali abasha babhidliza futhi bakhe kabusha izindlu.', 'abahlali abasha bahlala ngokuthula nezakhamuzi ezindala.', 'abahlali abasha bazihlanganisa nezakhamuzi ezindala ngokuphelele.', 'abahlali abasha bathuthela ezindaweni ezihlala abantu abadala.']	D	high_school_geography	[TextBlock(text='B)abahlali abasha bahlala ngokuthula nezakhamuzi ezindala.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Inqubo yokuhlasela nokulandelana iyinqubo ehlanganisa ukufuduka futhi ichazwa kangcono ngokuthi nini\n A)abahlali abasha babhidliza futhi bakhe kabusha izindlu. B)abahlali abasha bahlala ngokuthula nezakhamuzi ezindala. C)abahlali abasha bazihlanganisa nezakhamuzi ezindala ngokuphelele. D)abahlali abasha bathuthela ezindaweni ezihlala abantu abadala.'}]}]
Yikuphi kokulandelayo okubonisa kahle incazelo yendawo yokusebenza?	['Imephu ebonisa i-Atlanta njengehabhu le-Delta Airlines', 'Indatshana echaza isifunda esibizwa ngokuthi iNingizimu', 'Imephu ebonisa izifunda eziyikhulu zaseNorth Carolina', 'Indatshana echaza indawo eyaziwa ngokuthi iBible Belt']	A	high_school_geography	[TextBlock(text='A)Imephu ebonisa i-Atlanta njengehabhu le-Delta Airlines', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yikuphi kokulandelayo okubonisa kahle incazelo yendawo yokusebenza?\n A)Imephu ebonisa i-Atlanta njengehabhu le-Delta Airlines B)Indatshana echaza isifunda esibizwa ngokuthi iNingizimu C)Imephu ebonisa izifunda eziyikhulu zaseNorth Carolina D)Indatshana echaza indawo eyaziwa ngokuthi iBible Belt'}]}]
Izitolo ezintsha ezivulwa eduze kwenxanxathela yezitolo ezinkulu zibonisa yimuphi umqondo?	['amandla adonsela phansi', 'ukubola okuyibanga', 'Ukuhambisana', 'Ukuchema kokunyakaza']	D	high_school_geography	[TextBlock(text='A) amandla adonsela phansi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Izitolo ezintsha ezivulwa eduze kwenxanxathela yezitolo ezinkulu zibonisa yimuphi umqondo?\n A)amandla adonsela phansi B)ukubola okuyibanga C)Ukuhambisana D)Ukuchema kokunyakaza'}]}]
Ukuzalwa kwabasebenzi basezimboni zasemadolobheni eYurophu kube nomthelela ekuqaleni kwe	['Uguquko lokuqala kwezolimo', 'uguquko lwesibili kwezolimo', 'uguquko lwesithathu kwezolimo', 'uguquko lwesine kwezolimo']	B	high_school_geography	[TextBlock(text='A) Uguquko lokuqala kwezolimo', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ukuzalwa kwabasebenzi basezimboni zasemadolobheni eYurophu kube nomthelela ekuqaleni kwe\n A)Uguquko lokuqala kwezolimo B)uguquko lwesibili kwezolimo C)uguquko lwesithathu kwezolimo D)uguquko lwesine kwezolimo'}]}]
Iziphi izitatimende ezilandelayo mayelana nezifunda zezimboni zase-East Asia eziyiqiniso?	['IJapan inesizinda esicebile semithombo yemvelo.', 'IChina ayinazo izinsiza zemvelo kodwa inabasebenzi abaningi.', 'IChina yenza izimboni ngokushesha', 'ITaiwan ayinalo ibhizinisi lezimboni kanye nabasebenzi abafundile.']	C	high_school_geography	[TextBlock(text='C)IChina yenza izimboni ngokushesha', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iziphi izitatimende ezilandelayo mayelana nezifunda zezimboni zase-East Asia eziyiqiniso?\n A)IJapan inesizinda esicebile semithombo yemvelo. B)IChina ayinazo izinsiza zemvelo kodwa inabasebenzi abaningi. C)IChina yenza izimboni ngokushesha D)ITaiwan ayinalo ibhizinisi lezimboni kanye nabasebenzi abafundile.'}]}]
Iziphi izinkulumo ezilandelayo ezichaza iZizwe Ezihlangene kangcono?	['I-UN isebenzisa umbutho wamaphoyisa emhlabeni wonke.', 'Amazwe angamalungu anikezela ubukhosi ku-UN.', 'Imithetho yomhlaba isetshenziswa yi-UN.', 'I-UN ivame ukwenza ukungenelela ezingxabanweni zomhlaba.']	D	high_school_geography	[TextBlock(text='D)I-UN ivame ukwenza ukungenelela ezingxabanweni zomhlaba.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iziphi izinkulumo ezilandelayo ezichaza iZizwe Ezihlangene kangcono?\n A)I-UN isebenzisa umbutho wamaphoyisa emhlabeni wonke. B)Amazwe angamalungu anikezela ubukhosi ku-UN. C)Imithetho yomhlaba isetshenziswa yi-UN. D)I-UN ivame ukwenza ukungenelela ezingxabanweni zomhlaba.'}]}]
Yikuphi kokulandelayo okuyindawo esemthethweni?	['iDixie', 'iPennsylvania', 'Imakethe yase-Winn-Dixie', 'iPacific Northwest']	B	high_school_geography	[TextBlock(text='B)iPennsylvania', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yikuphi kokulandelayo okuyindawo esemthethweni?\n A)iDixie B)iPennsylvania C)Imakethe yase-Winn-Dixie D)iPacific Northwest'}]}]
Ukugxila kwemisebenzi yokukhiqiza kanye nabantu ngokwendawo ukuze kuzuze wonke umuntu kubizwa	['umgomo wokufaka esikhundleni.', 'ideglomeration', 'i-agglomeration', 'ingqalasizinda']	C	high_school_geography	[TextBlock(text='C) i-agglomeration', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ukugxila kwemisebenzi yokukhiqiza kanye nabantu ngokwendawo ukuze kuzuze wonke umuntu kubizwa\n A)umgomo wokufaka esikhundleni. B)ideglomeration C)i-agglomeration D)ingqalasizinda'}]}]
Imuphi umndeni wolimi oqukethe isiNtaliyane, iSpanishi, isiPutukezi, nesiRomania?	['iYurophu', 'iSlavic', 'iGermanic', 'ezothando']	D	high_school_geography	[TextBlock(text='A) iYurophu', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Imuphi umndeni wolimi oqukethe isiNtaliyane, iSpanishi, isiPutukezi, nesiRomania?\n A)iYurophu B)iSlavic C)iGermanic D)ezothando'}]}]
I-Ankara, iTurkey ne-Islamabad, iPakistan zombili ziyizibonelo ze	['amadolobha asoqwadulu', 'osonhlamvukazi ababheke phambili.', 'ikholoni endala yama-capitals', 'amadolobha aphikisanayo']	B	high_school_geography	[TextBlock(text='A)amadolobha asoqwadulu', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'I-Ankara, iTurkey ne-Islamabad, iPakistan zombili ziyizibonelo ze\n A)amadolobha asoqwadulu B)osonhlamvukazi ababheke phambili. C)ikholoni endala yama-capitals D)amadolobha aphikisanayo'}]}]
Yikuphi kokulandelayo OKUNGASAYI isibonelo se-syncretism?	['iHalloween', 'Ukudla kwangaphandle kushintshile ukuze kuhambisane nokuthanda kwaseMelika ', 'iHasidic Judaism', 'iCatholicism ese Louisiana']	C	high_school_geography	[TextBlock(text='A) iHalloween', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yikuphi kokulandelayo OKUNGASAYI isibonelo se-syncretism?\n A)iHalloween B)Ukudla kwangaphandle kushintshile ukuze kuhambisane nokuthanda kwaseMelika  C)iHasidic Judaism D)iCatholicism ese Louisiana'}]}]
Itiyori yokuthi noma ubani olawula umhlaba wonke wase-Europe uzobusa umhlaba ubizwa ngokuthi	['itiyori ye-devolution', 'itiyori ye-domino', 'itiyori yenhliziyo', 'itiyori ye-rimland']	C	high_school_geography	[TextBlock(text='B) itiyori ye-domino', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Itiyori yokuthi noma ubani olawula umhlaba wonke wase-Europe uzobusa umhlaba ubizwa ngokuthi\n A)itiyori ye-devolution B)itiyori ye-domino C)itiyori yenhliziyo D)itiyori ye-rimland'}]}]
Iliphi iqembu elimele ukuhluka kwePheresiya (i-Iranian) lwe-Islam futhi elikholelwa ekungahlulekeni nelungelo laphezulu legunya lama-Imam aphuma ku-Ali?	['iSunni', 'iShiite', 'i-Imam', 'ezingathinteki']	B	high_school_geography	[TextBlock(text='B) iShiite', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iliphi iqembu elimele ukuhluka kwePheresiya (i-Iranian) lwe-Islam futhi elikholelwa ekungahlulekeni nelungelo laphezulu legunya lama-Imam aphuma ku-Ali?\n A)iSunni B)iShiite C)i-Imam D)ezingathinteki'}]}]
Umphumela wokuphindaphinda uwukuthi	['ukwengezwa kwabasebenzi okungezona isisekelo somnotho emnothweni wasemadolobheni osekungeze abasebenzi abayisisekelo.', 'isilinganiso sabasebenzi basemadolobheni nabasemaphandleni emnothweni.', 'isilinganiso sabasebenzi basemadolobheni nabasebenzi basemapulazini emnothweni.', 'ukwengezwa kwemisebenzi yasemakhaya edalwe umnotho wasemadolobheni.']	A	high_school_geography	[TextBlock(text='D) ukwengezwa kwemisebenzi yasemakhaya edalwe umnotho wasemadolobheni.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Umphumela wokuphindaphinda uwukuthi\n A)ukwengezwa kwabasebenzi okungezona isisekelo somnotho emnothweni wasemadolobheni osekungeze abasebenzi abayisisekelo. B)isilinganiso sabasebenzi basemadolobheni nabasemaphandleni emnothweni. C)isilinganiso sabasebenzi basemadolobheni nabasebenzi basemapulazini emnothweni. D)ukwengezwa kwemisebenzi yasemakhaya edalwe umnotho wasemadolobheni.'}]}]
Incwadi engcwele yamaHindu ibizwa ngokuthi	['iTalmud', 'ibhayibheli', 'iTorah', 'iVeda']	D	high_school_geography	[TextBlock(text='D)iVeda', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Incwadi engcwele yamaHindu ibizwa ngokuthi\n A)iTalmud B)ibhayibheli C)iTorah D)iVeda'}]}]
Yikuphi kokulandelayo okuyisici esihlukile sedolobha laseMpumalanga Yurophu?	['ipaki emaphakathi', 'Izakhiwo zenkolo ezivelele', 'Isikwele esikhulu esizungezwe izakhiwo zikahulumeni nezokuphatha', 'Amafulethi okunethezeka']	C	high_school_geography	[TextBlock(text='A)ipaki emaphakathi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yikuphi kokulandelayo okuyisici esihlukile sedolobha laseMpumalanga Yurophu?\n A)ipaki emaphakathi B)Izakhiwo zenkolo ezivelele C)Isikwele esikhulu esizungezwe izakhiwo zikahulumeni nezokuphatha D)Amafulethi okunethezeka'}]}]
