question	choices	answer	subject	output	verbalized
Which of the following statements is the genesis of most African cities?	['They have nice, clean neighborhoods.', 'There are jobs for many rural to urban migrants.', 'They have three different business districts.', 'They have a well-developed luxury.']	C	high_school_geography	D) They have three different business districts.	D
Which country is facing a serious crippling crisis for its existence?	['Spanish', 'French', 'Spain', 'Mongolia and Mongolia']	D	high_school_geography	C) Spain	C
In which of Burgess's congested districts would one find decent homes, single-family homes, and expensive houses?	['The first', 'The second', 'The Third', 'The Fourth']	C	high_school_geography	D)The Fourth	D
The theory that all societies experience economic development as if by five stages of development is combined	['The Rostow.', 'Ravenstein, for example.', 'by von Thünen.', 'Burgess, please.']	A	high_school_geography	A) The Rostow.	A
Which of these would NOT be seen as a barrier to cultural diffusion?	['The language', 'Religious', 'Waters of the Sea', 'peaceful and resilient citizens']	D	high_school_geography	D) peaceful and resilient citizens	D
The law of attraction and the principle of symmetry in relation to its motion is best described as the case when	['New settlers demolished and rebuilt the original buildings.', 'New settlers live in peace with former settlers.', 'New settlers joined the old settlers permanently.', 'Residents move to areas where older groups of residents live.']	D	high_school_geography	D) Residents move to areas where older groups of residents live.	D
Which of the following describes a working circuit circuit?	['Map showing Atlanta as of the Delta Airlines crash', 'Article describing the South District', 'Map showing the 100 counties of North Carolina', 'A fascinating glimpse of the Bible Belt']	A	high_school_geography	C)Map showing the 100 counties of North Carolina	C
The opening of new shopping malls reflects what attitude?	['feelings of attraction.', 'the loss of social ties.', 'personal needs.', 'biased reasoning']	D	high_school_geography	A)feelings of attraction.	A
The creation of the European Civil Service added to the early	['The first Agricultural Crisis.', 'The second Agricultural Revolution.', 'The third Agricultural Revolution.', 'The fourth Agricultural Crisis.']	B	high_school_geography	B) The second Agricultural Revolution.	B
Which of the following statements about East Asia is true?	['Japan has an abundance of energy resources.', 'China lacks natural resources but has a large workforce.', 'China is rapidly industrializing.', 'Taiwan lacks industry and an educated workforce.']	C	high_school_geography	C) China is rapidly industrializing.	C
Which of the following statements best describes the United Nations?	['The UN uses police force all over the world.', 'The member states respect the independence of the UN.', 'The UN applies the laws of the universe.', 'The UN has often intervened in international conflicts.']	D	high_school_geography	D) The UN has often intervened in international conflicts.	D
Which of the following is an organized district?	['The Dixie', 'from Pennsylvania', 'The markets of the Winn-Dixie area', 'Pacific Northwest']	B	high_school_geography	D) Pacific Northwest	D
The intersection of service provision and the opportunity for people to be an opportunity for all is called	['the basis of replacement.', 'washing.', 'collection', 'something luxurious.']	C	high_school_geography	A)the basis of replacement.	A
What language is related to Italian, Spanish, Portuguese, and Romanian?	['Europe and Asia', 'Slavic language', 'German', 'Romance']	D	high_school_geography	D)Romance	D
Ankara, Turkey and Islamabad, Pakistan together are examples.	['desert cities', 'the capitals of a specific region.', 'the capitals of former slave colonies.', 'the cities of inheritance.']	B	high_school_geography	B)the capitals of a specific region.	B
Which of the following is NOT representative of the aggregate of districts?	['Halloween', 'Foreign food modified to suit American tastes', 'Hasidic Judaism', 'Catholicism in Louisiana']	C	high_school_geography	A)Halloween	A
The theory that whoever controls all of Europe will control the whole world is called	['the division of power.', 'fear of falling.', 'central part of the country.', 'the island of Tyre.']	C	high_school_geography	A) the division of power.	A
Which group represents the diversity of Islam and the Persian (Iranian) belief in the integrity and sovereignty of the Imamate of Ali's descendants?	['Draw Close', 'Shiite', 'Lemuel', 'Untouchable people']	B	high_school_geography	B) Shiite	B
It's a compounding effect.	['Adding fake workers to the economy of a city that has already added a lot of real workers.', 'Distribution of urban to rural labour in the economy.', 'The ratio of urban workers to agricultural workers in the economy.', 'supplementing the rural activities created by the urban economy.']	A	high_school_geography	A)	A
Hindu sacred texts are called	['The Talmud.', 'The Bible.', 'He disappeared.', 'A feather.']	D	high_school_geography	C)He disappeared.	C
Which of these is the distinctive gene of Eastern Europe?	['central rest area', 'Famous places of worship', 'Large central plaza surrounded by government buildings and offices', 'Luxurious houses']	C	high_school_geography	C) Large central plaza surrounded by government buildings and offices	C
Which of these countries is working to preserve the purity of indigenous languages from the influence of English or other languages?	['French', 'Russia', 'Japanese', 'Brazil']	C	high_school_geography	C) Japanese	C
Which of the following is an example of a heavy manufacturing company?	['The iron', 'Coconut water', 'A book', 'Copper']	B	high_school_geography	A) The iron	A
Which of the following is NOT the shape of an export processing zone (EPZ)?	['Tax deductions on shipments abroad', 'Imported equipment free of duty', 'Exemption from customs duty', 'Strict rules of circumcision']	D	high_school_geography	D)Strict rules of circumcision	D
Which of these genes is TRUE about the state?	['Free area', 'Getting to know abroad', 'Limitations', 'National language']	D	high_school_geography	C)Limitations	C
You plan to leave your hometown for Pittsburgh. On the way, you stop in Columbus, Ohio to see your brother and love the city! You plan to stay and make Columbus your new home.	['the opportunity to escape.', 'the loss of social ties.', 'involuntary movements.', 'the causes of poverty.']	A	high_school_geography	B) the loss of social ties.	B
A large network of offices and commercial land use outside the city centre with more services than apartments	['rural areas.', 'the city.', 'the streets.', 'city of commerce.']	D	high_school_geography	D) city of commerce.	D
What crop started the First Agricultural Revolution?	['The rice', 'Wheat', 'Baal', 'Jericho']	A	high_school_geography	B)Wheat	B
What forces in the last quarter-century have disrupted Eastern Europe and led to ethnic conflict?	['Demonstration of new languages', 'The End of the Cold War', 'Invasion of Ukraine by the Soviets', 'Acceptance of various Eastern European countries into the EU']	B	high_school_geography	B) The End of the Cold War	B
If I wanted to send a small expensive piece of jewelry to my sister in Poughkeepsie, what kind of transportation would take the most brains?	['Freight car', 'The atmosphere', 'Boat', 'The train']	B	high_school_geography	B) The atmosphere	B
Which of these is the working district?	['The Dixie', 'from Pennsylvania', 'The shopping district of Winn-Dixie', 'Pacific Northwest']	C	high_school_geography	D)Pacific Northwest	D
What kind of urban model has the backbone of a detached building that protrudes from the city center in a straight line?	['The Europeans', 'Muslims', 'people of sub-Saharan Africa', 'People of Latin America']	D	high_school_geography	D) People of Latin America	D
To what are many European languages related?	['The Ural-Altaic', 'Basque language', 'Indo-European language', 'Phoenician']	C	high_school_geography	C)Indo-European language	C
What do racism, ethnic cleansing, and socialism have in common?	"['All occurred in Nazi Germany during World War I.', 'They are all part of the Housing Ministry.', ""It's all a way of integrating diverse ethnic cultures in the neighborhoods."", 'They are different references to the same topic.']"	B	high_school_geography	D) They are different references to the same topic.	D
Which of the following statements describes immigrants living in Europe?	['Many find it easy to obtain passports in their host countries.', 'Muslim immigrants from North Africa have settled well in France.', 'Immigrants to European cities brought their families with them.', 'They will be restricted to individual neighborhoods.']	D	high_school_geography	D) They will be restricted to individual neighborhoods.	D
Which of the following is NOT a second-tier economy?	['Repair of automobile parts', 'Sending clothes', 'Mining of copper', 'Printing of books']	C	high_school_geography	C) Mining of copper	C
Johnny and Susie were moving to Scotland to renovate and move into the family mansion.	['They are crossing the border of another country.', 'They took nothing with them.', 'They go on forever', 'They will be gone for over a year.']	C	high_school_geography	A	A
Which of these is a nation?	['The Antarctic', 'French Polynesia', 'Egypt', 'The Marshall Islands']	C	high_school_geography	C)Egypt	C
What is the oil from dead animals and excess plant matter?	['Phosphate', 'Oil', 'Bently', 'Coal']	D	high_school_geography	D) Coal	D
Neglect or indifference to religion in a country is called	['A lot of faith.', 'He is the Most Merciful.', 'lack of faith.', 'God is One.']	C	high_school_geography	C) lack of faith.	C
In the post-industrial economy, which of these commodities is seen as the most important to supplement the supply chain?	['Powerful', 'Employee', 'Reports', 'day worker']	C	high_school_geography	B) Employee	B
A city that is twice the size of the next largest city in a country is called	['city of the world.', 'the capital of the world.', 'crowded city.', 'the city.']	D	high_school_geography	D)the city.	D
All coastal countries have an exclusive economic zone (EEZ) under the UN Convention on the Law of the Sea. Which of the following statements about the Law of the Sea and the EEZ is NOT correct?	['The EEZ extends 200 nautical miles (370 km) from the coast.', 'Countries have the right to exploit natural resources in their EEZ.', 'Countries can use the resources on the continental shelf up to 350 nautical miles (560km) beyond their EEZ.', 'A country does not have the right to exploit natural resources in its EEZ.']	D	high_school_geography	D	D
Which of the following is most likely to have experienced multiple human geniuses?	['A group of industries with a lot of natural resources and a lot of food imports', 'A society with a high-tech agricultural sector.', 'unpopulated area', 'A group of farmers cut and burned it']	D	high_school_geography	B) A society with a high-tech agricultural sector.	B
Among the borders between the United States and Mexico is the Rio Grande, an example	['the edge of water.', 'the surface of the water.', 'the limitations of human nature.', 'limitations imposed by nature.']	D	high_school_geography	D)limitations imposed by nature.	D
"When we talk about the history of cultural behavior, what do we mean by ""thinking""?"	['The End of the Journey', 'Early settlement', 'All the spaces in the path of radiation', 'Pride of position']	B	high_school_geography	C) All the spaces in the path of radiation	C
The northern and southern hemispheres of the earth	['a worldwide rescue program.', 'The center of the earth.', 'the surface of the earth.', 'the sound of the universe.']	C	high_school_geography	C)the surface of the earth.	C
Which state only enforces sentences related to crimes committed on boats?	['Coastal area', 'Boat registration district', 'The whole State is enjoying such a verdict.', 'Foreign Appeals Tribunal for the Law of the Sea']	B	international_law	B) Boat registration district	B
How does the Responsibility to Protect (R2P) differ from suicide prevention?	"['R2P is essentially synonymous with suicide prevention.', 'R2P receives a call for help from a distressed state', 'R2P is happening for no reason because it requires the approval of each UNSC member and its code of conduct to stop genocidal violence.', ""R2P deals with police brutality all the time, and suicide attempts don't.""]"	C	international_law	C) R2P is happening for no reason because it requires the approval of each UNSC member and its code of conduct to stop genocidal violence.	C
What is the 'logical foundation of the Lotus'?	"[""The so-called Lotus principle is that 'the interference with the liberty of the States is unacceptable', or as they put it, 'anything that is not prohibited is permissible under foreign law'"", 'The so-called Lotus principle is that the States are free to choose the Court in which to present their disputes.', 'The so-called Lotus principle is that states are not denied the right to express their judicial concerns about sea level rise.', 'The so-called Lotus principle is that customary laws are made through a combination of state action and opinio juris.']"	A	international_law	A)The so-called Lotus principle is that 'the interference with the liberty of the States is unacceptable	A
Which of these phrases best describes the UK Constitution?	['Source of power The UK constitution is republican', 'The UK Constitution gives the courts the power to change the actions of Parliament.', 'UK legal literature is uncodified and can be found in a variety of sources', 'UK legislation based on the Bill of Rights']	C	international_law	C) UK legal literature is uncodified and can be found in a variety of sources	C
What is the role of peaceful conflict resolution?	['It is a consequential duty, i.e., the States are under a heavy duty to settle their disputes promptly and without delay.', 'It is a moral obligation, i.e. the States have an obligation to try to resolve their disputes through peaceful means.', 'It is an immutable characteristic of foreign law and all states have a vested interest in protecting its registration in any dispute they give rise to.', 'It is responsible only for foreign courts and courts of appeal.']	B	international_law	A) It is a consequential duty	A
Which of the following statements is false?	['Rule 14 changed the panel hearing the appeals from three judges to one judge', 'Operating rule 14 adds a new rule for admission', 'Article 14 abolishes the Human Rights Council', 'Article 14 of the Statute of the Office of the Judicial Branch of the European Court of Human Rights']	C	international_law	C)Article 14 abolishes the Human Rights Council	C
What is the 'rock' under the UN Convention on the Law of the Sea (UNCLOS)?	['Rocks are islands that are less than 10 square miles', 'Rocky islands are those that have no shoreline.', 'Reefs are islands that are unsuitable for human habitation or economic exploitation unless they have a Special Economic Zone or territorial waters as per section 121 (3) of the Act.', 'Rocky islands are small enough to support human habitation']	C	international_law	C) Reefs are islands that are unsuitable for human habitation or economic exploitation unless they have a Special Economic Zone or territorial waters as per section 121 (3) of the Act.	C
What is the definition of a people recognized by a foreign law?	['It means that only the States are seen as enforcing foreign laws.', 'It means having the rights and obligations under foreign law and the authority to use these with the appropriate support or opposition.', 'It means that anyone can confront the State authorities', 'It is a descriptive term for a legal person, as opposed to, a natural person under foreign law']	B	international_law	B	B
Which of these is the leading human rights organization?	['The UN Human Rights Council', 'The UN Human Rights Council', 'UN Regularly Reviewed', 'UN special mandate']	A	international_law	A)The UN Human Rights Council	A
The 1993 UN Vienna Declaration proclaimed that	['Third generation rights are the most important', 'Civil and political rights are fundamental rights.', 'All kinds of rights are indivisible, related and interrelated.', 'Social and economic rights not exercised']	C	international_law	C) All kinds of rights are indivisible	C
What is the main source of income in relation to foreign enterprises (IO)?	['The main source of inspiration for IO is the UN Charter', 'The main source of funding for IO is corporate and public contracts that provide specific funding.', 'The main source of IO enforcement is customary law', 'The main source of IO funding was the Vienna Conference on Political Investment']	B	international_law	B) The main source of funding for IO is corporate and public contracts that provide specific funding.	B
Is there any special status or significance between the States under foreign law?	['Yes, the States that have been members of the United Nations since its inception have been given more power and authority.', 'Yes, the Five Oldest Members of the UN Security Council (UK, USA, France, Russia, China) are in a stronger position than the other States', 'No, all States have the same status as Independent States (the basic concept of free trade, enshrined in article 2, paragraph 1 of the UN Charter)', 'Whether there will be any coordination between the States is a matter for each foreign organization to decide.']	C	international_law	A)Yes	A
What is a declaration of identity?	['Recognition will become known for the independence of the state', 'A brief introduction is a declaration of statehood but it is not made public', 'A confession is just a declaration of a decision.', 'Recognition requires a declaration from the newly created state.']	B	international_law	A)Recognition will become known for the independence of the state	A
"What is the role of ""real democracy in human rights politics?"	['Authentic organization means the development of authentic laws.', 'A true system is only the application of the true laws upon it.', 'Real-organization means the development of real laws that are not subject to it.', 'Authentic organization refers to the organization of authentic individuals by action in human rights treaties.']	C	international_law	A)Authentic organization means the development of authentic laws.	A
What does the Kadi ruling reveal about the implementation of UN Security Council resolutions?	['The Kadi ruling requires that UNSC resolutions be interpreted in terms of human rights.', 'The Kadi ruling allows all UNSC resolutions to be implemented without any legislative progress.', 'The Kadi ruling acknowledges that important UNSC resolutions have become redundant rather than being implemented.', 'Judge Kadi says UNSC decisions are not binding on individuals if they violate human rights law']	A	international_law	A) The Kadi ruling requires that UNSC resolutions be interpreted in terms of human rights.	A
It was the Magna Carta	['A 1689 charter guaranteeing freedom of speech in Parliament', 'A treaty in 1215 between the King and his merchants, guaranteeing the safety of each of his followers', 'A 19th-century charter guaranteeing the right to vote', 'A draft of the Bill of Rights for England states:']	B	international_law	B) A treaty in 1215 between the King and his merchants	B
Do individuals (individuals) enjoy the benefit of foreign law in the same way as States and foreign entities?	['People enjoy the convenience of foreign law, but this is inexpensive', 'People enjoy unlimited access to foreign law', 'The people do not enjoy any foreign influence', 'Individuals can only bring questions before foreign courts.']	A	international_law	A)	A
Are there any commonalities or similarities between the various methods of settling disputes peacefully?	['Yes, all legal principles (e.g. negotiation, line, question, end of dispute) must be implemented prior to the application of legal principles', 'The principles of law prevail over the principles of politics, as they are above the parties.', 'There is no statute of limitations in these rules and decisions are left to the states involved in the dispute.', 'It is a matter for an innocent outsider to decide which standard is more important than others']	C	international_law	A)Yes	A
Which of the following statements is false?	['In the 1990s it became apparent that the European Court of Human Rights had to be reformed due to insufficient case studies.', 'In the 1990s it became apparent that the European Court of Human Rights had to be reformed because of the increased work', 'In the 1990s it became apparent that the European Court of Human Rights had to be reformed because it was a temporary court that could not resolve the growing number of claims.', 'In the 1990s it became apparent that the European Court of Human Rights would have to be reformed due to an increase in the number of people having access to the Court after an increase in the number of member states.']	D	international_law	A) In the 1990s it became apparent that the European Court of Human Rights had to be reformed due to insufficient case studies.	A
What is the definition of balance in terms of the options available for the participating States?	"['The invading state can use the same tactics and force as the invader', 'The attacking state can use any means to conquer and take power from its attacker.', 'The attacking state can only use such principles and force as necessary to defeat its attacker.', ""The host state can't do anything without the permission of the Ministry of Security""]"	C	international_law	C) The attacking state can only use such principles and force as necessary to defeat its attacker.	C
What are the boundaries of a jurisdiction?	"['Judgment is just a side effect', 'Judgment on a mere sea level', 'Judgment is just a circle', ""Judgment is made with the offender's neighborhood.""]"	C	international_law	D) Judgment is made with the offender's neighborhood.	D
What are the sources of foreign law?	['Customs, treaties and decisions of the judicial branch', 'Tradition, the basis of common law and theory', 'Treaties, customs, and general understanding of the law', 'Treaties, customs and Resolutions of the Federal Assembly']	C	international_law	B) treaties and decisions of the judicial branch	B
What are the prospects for submission under the law of the sea?	['The drainage system is used for measuring the groundwater of coastal districts.', 'Delimitation is important for the establishment of coastal districts, as they are the starting point for measuring the extent of each district.', 'Determination of buoyancy is essential for safe navigation in high water', 'Petitions in maritime boundary cases within the Opposing States are filed before the foreign or appellate courts.']	B	international_law	C)as they are the starting point for measuring the extent of each district.	C
What is the difference between stopping a fight and quarreling?	['The end of the fight is the progression of the line with the difference that the end of the fight will provide a tie, whereas the line does not.', 'Representatives of the UN Secretary-General are usually the ones who settle disputes privately, while officials of the host State may also be involved.', 'The chosen candidate always contends with the will of the parties, while the outcome is determined by an organization, which conducts an impartial examination of the debate and recommends outcome predictions.', 'Arbitration is the process of settling disputes by mutual agreement, while arbitration may also be on an arbitrary basis.']	C	international_law	C	C
In Osman v UK (1998), the European Court of Justice set up a system of checks and balances, which it used to impose a general duty of care on states. Which of the following statements is not part of the Osman test?	['The threat must come from the state representative', 'If it is a real and imminent danger (of death/injury)', 'The state should take steps to reduce the incidence of death/injury', 'The state knew or should have known']	A	international_law	A) The threat must come from the state representative	A
Who has the right to appeal the ICJ's decision?	['Only the heads of the UN bodies can be consulted (the Security Council, the General Assembly, ECOSOC, the Security Council, the State Department)', 'All foreign companies may request a consultative decision', 'The General Assembly and the Security Council may request an advisory decision on any legislative question, and other United Nations organs and specialized agencies, which may at any time obtain such authorization from the General Assembly, may request an advisory decision from the Court on legislative questions arising in their fields of competence.', 'Heads of UN agencies can apply for advisory decisions as well as States that have received authorization from the Federal Assembly.']	C	international_law	D) the Security Council	D
What is the prospect of universal judgment?	['His intention is to create individual sins as well as the whole world.', 'His goal is to stop the organization at the scene of each foreign crime.', 'Its purpose is to provide statewide justice in relation to specific crimes.', 'Its purpose is to provide justice for the whole State in relation to all foreign crimes.']	C	international_law	D) Its purpose is to provide justice for the whole State in relation to all foreign crimes.	D
Are all the activities of the State branches linked to the State under foreign law obligations?	['The actions of any branch of government shall not be considered as the actions of that State, even in cases where these actions are not authorized or beyond its control.', 'Only high-ranking officials of the State government will be associated with you', 'The action of any State department shall not be considered as the action of that State, if it does not exceed its authority', 'Only the acts of the administrative branch of the State shall be deemed to be acts of that State']	A	international_law	B)even in cases where these actions are not authorized or beyond its control.	B
What is an 'agreement' such as the Vienna Convention on the Law of Treaties (VCLT)?	['Agreements are all agreements concluded between States, foreign organizations and non-State entities (e.g. enterprises)', 'Treaties are written agreements between states that are governed by foreign law.', 'The treaties are a collection of written and oral agreements between the States', 'Treaties are treaties concluded between states that are governed by foreign or domestic law.']	B	international_law	A)	A
What was the outcome of the European Court of Human Rights ruling in Al-Adsani's case?	['The court said that the right to a fair trial is better than the right to abortion.', 'The court said that immunity is better than the right to a fair trial.', 'The court held that the mutineers did not violate the right to a fair trial', 'The court held that the high regard for human rights overrides all laws contrary to foreign law, including mass executions.']	C	international_law	B) The court said that immunity is better than the right to a fair trial.	B
What other standards did the Badinter Group set for the former Yugoslav republics?	['The group asked for a dedication to presenting arguments to the ICJ.', 'The party demanded changes in boundaries.', 'The movement called for a commitment to human rights and democracy.', 'The organization demanded the release of the tribal artists.']	C	international_law	C) The movement called for a commitment to human rights and democracy.	C
How should covenants be interpreted?	"['Interpretation of contracts should be done with honesty in accordance with the interpretation of the terms of the contract in their general context and in relation to its objects and applications.', 'The interpretation of treaties should be made in accordance with the interpretation for the purposes of their treaty provisions only', ""The interpretation of treaties must be done in accordance with the interests of the parties, as reflected in the treaty's drafting activities."", 'The interpretation of contracts should be done in terms of its materials and applications only.']"	A	international_law	 A)Interpretation of contracts should be done with honesty in accordance with the interpretation of the terms of the contract in their general context and in relation to its objects and applications.	A
When can coastal States enforce their criminal penalties on foreign vessels in their ports?	['Port States generally refrain from applying their criminal penalties to crimes that do not violate their customary laws or disturb the peace and public order.', 'Port Districts will exercise their discretion in all incidents of damaged vessels', 'Port States use their sentences only for serious crimes, such as drug trafficking', 'Port States shall not be entitled to exercise their jurisdiction over any foreign vessel.']	A	international_law	A)	A
What is the value of UN General Assembly Resolutions in relation to the 'source' of foreign policy?	['GA resolutions are seen as an additional source of foreign law for which the States are responsible.', 'Decisions of the GA were accompanied by treaties', 'GA decisions always reflect customary law', 'GA decisions are seen as a resource, as they can inform customary law matters.']	D	international_law	D) GA decisions are seen as a resource	D
Does the treaty apply to States that are not parties to the treaty, i.e. parties that are not States?	['Treaties may create rights for non-treaty States', 'Agreements establishing general obligations and rights for States not party to the treaty', 'Treaties do not create obligations and rights for non-treaty States without their approval', 'Treaties do not create any obligations and rights for the non-treaty State, even if the other party is elected.']	C	international_law	C) Treaties do not create obligations and rights for non-treaty States without their approval	C
Which of the following is not a violation of human rights?	['Section 3 of law', 'Section 8 law', 'Section 9', '11th law']	A	international_law	D)11th law	D
What is the relationship between foreign law enforcement sources?	['There is a lack of consistency among sources of foreign law', 'Covenants overcome tradition', 'Tradition is stronger than convention', 'Common pillars of law overcome common customs and conventions']	A	international_law	A)There is a lack of consistency among sources of foreign law	A
What specific implications did UNSC Resolution 678 have on the coordination of defense action under Article 51 of the UN Charter during the Gulf War?	['Resolution 678 authorized the US to attack Iraq with chemical and biological weapons.', 'Resolution 678 is narrower than the fundamental right to self-defence under Article 51 of the UN Charter', '678 resolutions are ready to be implemented and prayed for.', 'Resolution 678 condemns the authorization of the use of force in relation to any matter that threatens the peace and security of the Gulf region.']	D	international_law	B)Resolution 678 is narrower than the fundamental right to self-defence under Article 51 of the UN Charter	B
How can customary law become binding in contractual arrangements?	"['Treaties can only be a collection of customary law.', 'Customary law is a source of diversity for the world and cannot be made into a treaty.', ""Treaties can 1) codify customary law, 2) 'crystallise' customary law, 3) lead to the emergence of customary law"", 'Customary law may arise from collective agreements.']"	C	international_law	C) Treaties can 1) codify customary law D)2) 'crystallise' customary law	C
What does it mean for a State to be free?	"['Independence means that all other states recognize you.', 'Freedom means being able to make treaties and join the UN.', ""Freedom means the freedom to make one's own decisions without outside interference."", 'Freedom means having the right to protect yourself.']"	C	international_law	C)Freedom means the freedom to make one's own decisions without outside interference.	C
What is the meaning of job certification?	['Awareness is an activity that is not a power.', 'Identity is a relationship between two states.', 'Recognition is only available for specific administrative actions and not for the state announced by the company.', 'Information is only given to the government, not the states.']	C	international_law	C) Recognition is only available for specific administrative actions and not for the state announced by the company.	C
"What is the meaning of the concept of ""State character""?"	['State doctrine implies that all state action leads to security.', 'The state education act states that the prosecution of an indictment by a state is a matter for the authority, not the court.', 'The doctrine of state action refers to the fact that the courts are in a position to investigate criminal charges brought by the state.', 'State service of education is a legal principle that allows courts to provide services to the public services of foreign states.']	B	international_law	C	C
How can we expose foreign organizations?	"['The international order follows the model of democratic constitutions.', 'The international community consists of a network of sovereign states and other international organizations, organized by a single hierarchical authority.', 'The international community is so corrupt that there is no hierarchy, no tyranny or moderation.', ""The international community resembles the world's most powerful nation-states""]"	B	international_law	B) The international community consists of a network of sovereign states and other international organizations	B
Is there any objection to the addition of customary offences under English law?	['There is no limit to the accumulation of cultural crime.', 'Traditional crimes must be included in the collective agreement in order to be included in the collective itself.', 'The courts can add customary crimes to the indigenous area freely.', 'The event is unclear but will almost certainly require parliamentary action.']	D	international_law	D) The event is unclear but will almost certainly require parliamentary action.	D
What is the role of coastlines?	['The coastline serves as a coastal State Protected Area.', 'The coastal boundary is an area, within which the Coastal State can explore and exploit its natural resources.', 'The coastal boundary is an area within which the coastal State is permitted to prevent and enforce certain types of cultural, economic, access or sanitation laws.', 'A coastal zone is an area in which the Coast Region protects its cultural and historical heritage.']	C	international_law	C	C
Which of the following examples has not yet been established by the European Court of Human Rights as a condition for which the state has a legitimate duty to protect?	['When the applicant is in the custody of the State.', 'Where the state should investigate the allegations against him', 'Developing a legal framework to protect those within the state', 'To provide housing for all the homeless in a state.']	D	international_law	D	D
Which case was the first to define the concept of 'space of appreciation' as used by the European Court of Human Rights?	['Goodwin v. the UK (2002)', 'Airey v. Ireland (1979) and', 'Osman v. the UK (1998)', 'Handyside v the UK (1976)']	D	international_law	D) Handyside v the UK (1976)	D
How were the members of the jury selected?	"['All members of the judiciary are appointed by the parties', ""All members of the magistrates' court are appointed by the parties"", 'All members of the judiciary are appointed by an impartial third party, for example, the president of the ICJ.', ""All members of the Magistrates' Court are appointed through panels of single judges.""]"	A	international_law	C) All members of the judiciary are appointed by an impartial third party	C
What is the legal identity principle?	['Recognition is a decision of the State.', 'Recognition requires legal cooperation from other countries.', 'Recognition requires a state law known as a human rights guarantee.', 'Countries that want to be recognized must have a valid law.']	A	international_law	A)Recognition is a decision of the State.	A
Legal norms contained in the International Covenant on Civil and Political Rights (and Protocol)	['The law of coincidence only', 'Judgment of the international court', 'Right to individual petition only', 'Principle of accountability and right to individual request.']	D	international_law	D)Principle of accountability and right to individual request.	D
What are self-governing agreements?	['Official contracts are used exclusively by the parties.', 'Autonomous agreements are sufficiently clear and consistent to require no further enforcement measures.', 'The authority requires the execution of the steps stipulated in the contract itself.', 'Personal commitments like you resist change']	B	international_law	B) Autonomous agreements are sufficiently clear and consistent to require no further enforcement measures.	B
Is the ICJ opposed to the idea that an invasion can be carried out by a large number of militants, including the actions of a small number of soldiers.	['The ICJ does not violate the principle of collectivism.', 'The concept of an invasion refers to a single attack, not a series of small military actions.', 'In the case of Nicaragua, the ICJ rejected the principle of collectivism.', 'The ICJ has never resolved this issue.']	A	international_law	D) In the case of Nicaragua	D
Is there any difference between the foreign courts and the domestic courts?	['According to the law of lis pendens, the court that received the written argument has the authority to adjudicate it.', 'The International Court of Justice has jurisdiction over any court or tribunal.', 'Since there is no lis pendens in international law and it is all based on the cooperation of the parties to the dispute, there is no fundamental difference between international courts and tribunals.', 'Regional or special courts have primacy over all others according to the principle of lex specialis.']	C	international_law	D) Since there is no lis pendens in international law and it is all based on the cooperation of the parties to the dispute	D
Could your State's exclusive economic zone be worth any fishing within another State's exclusive economic zone?	"[""When the Coastal State is unable to harvest 'all it can', the Coastal State has to give another state the opportunity to do the same and make it important for the newly developing states that are surrounded by dry land."", ""Countries outside the EU may not have access to fish within another country's EEZ."", 'A coastal state will give fisheries access to fisheries within its EEZ to surrounding states only.', 'The Maritime Provinces are free to fish within other EEZs, except from certain designated areas.']"	A	international_law	A	A
What is the responsibility of freedom fighters?	['The reason for security was to protect foreign heads of state from embarrassment.', 'A vaccine protects one state against another.', 'Security protects states from litigation in the courts of other states.', 'The duty of care is to provide care for all cases']	C	international_law	C) Security protects states from litigation in the courts of other states.	C
What is the rule over the foreigner?	['It was a command to the offending nation.', 'It depends on where the crime was committed.', 'It is a command that applies to the nation of the offender.', 'It is the authority based on the nationality for which the legal person is registered']	C	international_law	D) It is the authority based on the nationality for which the legal person is registered	D
Which of the following types of values are you describing as the basis of your values?	['Social and economic rights', 'Civil and political rights', 'Cultural rights', 'The rights of citizens.']	B	international_law	B)	B
"What is the flaw in the ""breaking"" of the law of the universe?"	['The universality of international law is closely related to the possibility that sovereign states may apply the same universal law.', 'It enabled multiple jurisdictions (foreign exchange law and human rights law) to exist and develop independently of each other, ultimately culminating in the creation of separate international law jurisdictions.', 'Separation is when states adopt different interpretations of the same international law.', 'Secession is when states do not agree to an international law.']	B	international_law	A) The universality of international law is closely related to the possibility that sovereign states may apply the same universal law.	A
What is the meaning of the unwritten commandment?	['The security council cooperated with the military when it issued an alert to a state.', 'A vague mandate based on a specific number of votes from UNSC members.', 'The idea that all illegal invasions would be under military control with a UNSC resolution', 'In cases of repeated unlawful displacement, the UNSC will authorize neighboring states to take whatever action they deem necessary to rectify the situation.']	A	international_law	C) The idea that all illegal invasions would be under military control with a UNSC resolution	C
What modern scholar has called your natural thinking 'foolishness on your part'?	['Alan Gerwith', 'Immanuel Kant and', 'John Locke', 'Jeremy Bentham and']	D	international_law	D) Jeremy Bentham	D
Who has the authority to seal contracts at the provincial level?	"['Heads of state, prime ministers, ministers of foreign affairs and heads of government departments are supposed to have such authority.', 'Heads of state and foreign ministers can negotiate and sign treaties.', ""Only people with 'full power' engage in trade and no one is thought to have such authority."", 'Only members of the provincial government are authorized to sign contracts.']"	A	international_law	C	C
