question	choices	answer	subject	output	verbalized
What country faces a trade problem because of its geographical location?	['from Singapore', 'and Italy', 'Spain', 'Mongolia and Mongolia']	D	high_school_geography	D) Mongolia and Mongolia	D
Where in Burgess's sinful model can one find better housing, single-family homes, and rental apartments?	['the first time', 'the second time', 'the third', 'the fourth']	C	high_school_geography	D)the fourth	D
The theory that all societies progress economically in a pattern of five stages of growth is attributed to him	['the Rostov', 'the Ravenstein', 'from Thünen', 'the Burgess']	A	high_school_geography	A)the Rostov	A
Which of the following CANNOT be considered an obstacle to the spread of a traditional symbol?	['the tongue', 'active religion', 'the sea', 'Complaining citizens who are tolerant']	D	high_school_geography	D) Complaining citizens who are tolerant	D
The process of invasion and succession is a process that involves migration and is best described as when	['new settlers demolish and rebuild houses.', 'new residents live in peace with older residents.', 'new residents blend in with older residents completely.', 'new residents move into older neighborhoods.']	D	high_school_geography	D	D
Which of the following best illustrates the definition of a workplace?	"['Map showing Atlanta as the hub of Delta Airlines', 'An article describing a region called the South', ""Map showing North Carolina's 100 counties"", 'A short essay describing the Bible Belt']"	A	high_school_geography	A)Map showing Atlanta as the hub of Delta Airlines	A
What does the opening of new stores near a shopping mall suggest?	['the force of gravity', 'the decay that causes it', 'Keeping Up', 'Movement bias']	D	high_school_geography	D) Movement bias	D
The birth of urban industrial workers in Europe contributed to the beginning of the	['The first agricultural revolution', 'the second agricultural revolution', 'the third agricultural revolution', 'the fourth agricultural revolution']	B	high_school_geography	B)the second agricultural revolution	B
Which of the following statements about the industrial regions of East Asia is true?	['Japan has a rich history of natural resources.', 'China lacks natural resources but has a large labor force.', 'China is rapidly industrializing', 'Taiwan lacks industry and an educated workforce.']	C	high_school_geography	C) China is rapidly industrializing	C
Which of the following expressions best describes the United Nations?	['The UN employs a worldwide police force.', 'Member states cede sovereignty to the UN.', 'International laws are enforced by the UN.', 'The UN has often intervened in world conflicts.']	D	high_school_geography	D)The UN has often intervened in world conflicts.	D
Which of the following is a legal site?	['the Dixie', 'from Pennsylvania', 'The market at Winn-Dixie', 'Pacific Northwest']	B	high_school_geography	C) The market at Winn-Dixie	C
The concentration of productive activities and people locally for the benefit of all is called	['the goal of replacing.', 'decreased density', 'the agglomeration', 'the infrastructure']	C	high_school_geography	C)the agglomeration	C
What language family comprises Italian, Spanish, Portuguese, and Romanian?	['and Europe', 'Slavic language', 'Germanic language', 'of love']	D	high_school_geography	B	B
Ankara, Turkey and Islamabad, Pakistan are both examples of	['towns of the plateau', 'characters facing forward.', 'old colony of capitals', 'conflicting cities']	B	high_school_geography	A)towns of the plateau	A
Which of the following is NOT an example of syncretism?	['the Halloween', 'Foreign cuisine has changed to suit American tastes', 'Hasidic Judaism', 'Catholicism in Louisiana']	C	high_school_geography	C) Hasidic Judaism	C
The theory that whoever controls the whole of Europe will rule the world is called	['the theory of devolution', 'the theory of dominoes', 'theory of the heart', 'the theory of rimland']	C	high_school_geography	C)theory of the heart	C
Which group represents the Persian (Iranian) variety of Islam and believes in the infallibility and divine right of authority of the Imams descended from Ali?	['the Sunni', 'The Shiite', 'the Imam', 'unaffected']	B	high_school_geography	B) The Shiite	B
The effect of repetition is that	['the addition of non-core workers to the urban economy that has surrounded the core workers.', 'the ratio of urban to rural workers in the economy.', 'the ratio of urban workers to farm workers in the economy.', 'the increase in rural employment created by the urban economy.']	A	high_school_geography	A)	A
The Hindu sacred book is called	['The Talmud', 'the bible', 'The Torah', 'The Veda']	D	high_school_geography	D) The Veda	D
Which of the following is a distinctive feature of an Eastern European city?	['the central park', 'Prominent religious buildings', 'A large square surrounded by government and administrative buildings', 'Luxurious apartments']	C	high_school_geography	C) A large square surrounded by government and administrative buildings	C
Which of the following countries is actively trying to preserve the purity of its native language from contamination by English or other languages?	['and Italy', 'from Russia', 'and Japan', 'from Brazil']	C	high_school_geography	C)and Japan	C
Which of the following is an example of a profitable industry?	['iron and steel', 'a bottle of juice', 'paper', 'copper']	B	high_school_geography	A)iron and steel	A
Which of the following is NOT a characteristic of an export processing zone (EPZ)?	['Reduced export taxes', 'Raw materials imported free of duty', 'Exemption from tax obligations', 'Strict rules on pollution']	D	high_school_geography	D)Strict rules on pollution	D
Which of the following is NOT true about the situation?	['independent area', 'Worldwide recognition', 'restrictions', 'national language']	D	high_school_geography	D) national language	D
On the way, you stop in Columbus, Ohio to visit a relative and fall in love with the city! You decide to stay and make Columbus your new home.	['the opportunity to intervene.', 'decay in the distance', 'forced migration', 'positive and negative factors']	A	high_school_geography	A) the opportunity to intervene.	A
Larger office space and commercial land use outside the city centre with more occupations than residents i.e. n)	['city', 'a city of deer', 'city', 'the outskirts of the city']	D	high_school_geography	D)the outskirts of the city	D
What crop started the Third Agricultural Revolution?	['wheat', 'wheat', 'Barley', 'Millet or millet']	A	high_school_geography	A	A
What event in the latter half of the century has so devastated Eastern Europe and led to ethnic strife?	['The Beginning of New Languages', 'The End of the Cold War', 'The Soviet Invasion', 'Acceptance of many Eastern European countries into the EU']	B	high_school_geography	B) The End of the Cold War	B
If I wanted to send a small piece of precious jewelry to my aunt in Poughkeepsie, what would be the most logical method of transportation?	['The Truck', 'The Spirit', 'The Ark', 'The railway']	B	high_school_geography	A) The Truck	A
Which of the following is a good place to be?	['the Dixie', 'from Pennsylvania', 'The market at Winn-Dixie', 'Pacific Northwest']	C	high_school_geography	D)Pacific Northwest	D
What kind of city model consists of a distinct residential spine projecting outward from the city center near the highway?	['The Europeans', 'The Muslims', 'Africa south of the Sahara', 'Latin American']	D	high_school_geography	D) Latin American	D
To what family do many European languages belong?	['the Ural-Altaic', 'Basque language', 'the Indo-European', 'Phoenician']	C	high_school_geography	C)the Indo-European	C
What do the terms racism, ethnic cleansing, and assimilation all have in common?	['All took place in Nazi Germany during World War I.', 'All types of residential segregation', 'They are all ways to unite different races in neighboring areas.', 'They are different expressions of the same idea.']	B	high_school_geography	D) They are different expressions of the same idea.	D
Which of the following statements best describes immigrants living in Europe?	['Many find citizenship easier to obtain in participating countries.', 'Muslim immigrants from North Africa are well integrated in France.', 'Immigrants to European cities rarely bring their families with them.', 'Often they are banned in certain neighborhoods.']	D	high_school_geography	A) Many find citizenship easier to obtain in participating countries.	A
Which of the following are NOT secondary economic activities?	['Assembly of automobile parts', 'sewing a shirt', 'copper mining', 'binding of books']	C	high_school_geography	C) copper mining	C
Johnny and Susie moved to Scotland to renovate and live in a family mansion.	['They crossed the borders of another country.', 'They took everything with them', 'gone for good', 'will travel more than one year']	C	high_school_geography	A	A
Which of the following is a provincial organization?	['the Antarctic', 'and American Samoa', 'Egypt', 'the Marshall Islands']	C	high_school_geography	A) the Antarctic	A
What is the most abundant fossil fuel?	['phosphate', 'fat', 'the fuel', 'coal']	D	high_school_geography	D)coal	D
Neglect or indifference to religion in the world is called	['polytheism', 'beasts', 'secularism', 'monotheism']	C	high_school_geography	C) secularism	C
In a post-industrial economy, which of the following is considered the most important resource to increase productivity?	['strength', 'work', 'knowledge', 'technology']	C	high_school_geography	C)knowledge	C
A city twice as large as the next largest city in the country is called a	['a global city', 'oldest city in the world', 'the megalopolis', 'a city of deer']	D	high_school_geography	A) a global city	A
Each coastal country has a special economic zone (EEZ) under the UN Convention on the Law of the Sea. Which of the following statements about the Law of the Sea and the EEZ is NOT true?	['The EEZ extends 200 nautical miles (370 km) from the coast.', 'Countries have the right to exploit natural resources within their EEZ.', 'Countries can utilize resources on the continental shelf up to 350 nautical miles (560 km) beyond their EEZ.', 'A country has no right to exploit biological resources in its EEZ.']	D	high_school_geography	D) A country has no right to exploit biological resources in its EEZ.	D
Which of the following is most likely to be the source of human stress?	['An industrial society with abundant natural resources and imported food', 'A highly mechanized agricultural society', 'A person who is not an ecumene', 'A cutting and burning agricultural community']	D	high_school_geography	A)An industrial society with abundant natural resources and imported food	A
Part of the border between the United States and Mexico is the Rio Grande, for example	['water separator', 'a water channel', 'limitations of self-build', 'natural boundaries']	D	high_school_geography	D)natural boundaries	D
When we talk about the distribution of seeds, what do we mean by seeds?	['the place of destination', 'the origin', 'All areas along the distribution route', 'point of Axis']	B	high_school_geography	C) All areas along the distribution route	C
The north-south equator is	['the global grid system.', 'Prime Meridian', 'width', 'height']	C	high_school_geography	B) Prime Meridian	B
Which State usually exercises force with regard to piracy?	['The coastal kingdom', 'the state flag', 'All Nations enjoy such authority', 'International Tribunal for the Law of the Sea']	B	international_law	C) All Nations enjoy such authority	C
How does the Responsibility to Protect (R2P) differ from humanitarian intervention?	['R2P is essentially the same as humanitarian intervention', 'R2P needs a distressed State helpline', 'R2P cannot be ignored because it requires the views of the UNSC and its main objective is to avoid a humanitarian crisis.', 'R2P always involves the armed forces, while humanitarian interventions do not']	C	international_law	C	C
"What is ""the Lotus Plan""?"	"[""The Lotus principle says that 'restrictions on the sovereignty of states are unthinkable,' or, as it is translated, 'anything that is not prohibited is permitted under international law'"", 'The so-called Lotus principle that states are free to choose the Court that will hear their disputes', 'The so-called Lotus principle is that states are not prohibited from exercising their maritime enforcement powers.', 'The so-called Lotus principle is that human law is derived from a combination of State practice and opinio juris.']"	A	international_law	D)anything that is not prohibited is permitted under international law	D
Which of these statements best describes the UK Constitution?	['The only source of power in the UK Constitution is that of the monarchy', 'The UK constitution gives lawmakers the power to overrule acts of parliament', 'The UK constitution is free and can be accessed from many sources', 'The UK constitution is based on the Bill of Rights']	C	international_law	C) The UK constitution is free and can be accessed from many sources	C
What is the obligation to settle disputes peacefully?	['It is a consequential obligation, that is, States are under a strict obligation to resolve their disputes as quickly as possible.', 'It is a moral obligation, i.e. States have an obligation to try to resolve their disputes by peaceful means. This does not include an obligation to resolve their disputes', 'It is a principle of international law and all states have a legitimate interest in defending their claim in any given dispute.', 'It is an obligation that affects only international courts and tribunals']	B	international_law	C	C
Which of the following statements is false?	['Rule 14 changed the adjudication committee from three judges to one judge.', 'Goal 14 added a new criterion for acceptance', 'Objective 14 ended the Commission on Human Rights', 'Objective 14 extends the term of the European Court of Human Rights']	C	international_law	D)Objective 14 extends the term of the European Court of Human Rights	D
"What is the ""rock"" under the UN Convention on the Law of the Sea (UNCLOS)?"	['Reefs are islands less than four square miles [10 sq km] in size', 'Reefs are islands with no ocean floor', 'The reefs are islands which are unable to support human habitation or economic life on their own and according to section 121 (3) do not have an Exclusive Economic Zone or continental shelf.', 'Reefs are small islands capable of supporting human habitation']	C	international_law	C) The reefs are islands which are unable to support human habitation or economic life on their own and according to section 121 (3) do not have an Exclusive Economic Zone or continental shelf.	C
What is the definition of an international legal person?	['It means that only countries are considered as subjects of international law', 'It means having rights and duties under international law and the power to enforce these against the appropriate actor.', 'It means that a company may challenge the authority of Governments', 'It is a term intended to denote the legal status, by contrast, of human beings under international law']	B	international_law	B) It means having rights and duties under international law and the power to enforce these against the appropriate actor.	B
Which of the following is a treaty-based human rights framework?	['The UN Human Rights Committee', 'The UN Human Rights Council', 'Universal Periodic Review by the UN', 'Special instructions from the UN']	A	international_law	A) The UN Human Rights Committee	A
The 1993 UN Vienna Declaration declared that	['Third-generation rights are very important', 'Civil and political rights are fundamental rights', 'All kinds of rights are inseparable, interrelated and interdependent', 'Social and economic rights cannot be exercised']	C	international_law	C) All kinds of rights are inseparable	C
What is the main source of immunity with regard to international organizations (IOs)?	"['The main source of IO vaccination is the UN Charter', ""The main sources of protection for IO's are headquarters agreements and multilateral agreements that provide some protection."", 'The main source of IO security is human law', ""The main source of protection for IO's is the Vienna Convention on Diplomatic Immunities""]"	B	international_law	B) The main sources of protection for IO's are headquarters agreements and multilateral agreements that provide some protection.	B
Is there sovereignty or primacy among nations under international law?	['Yes, the founding members of the United Nations have been given increased power and authority', 'Yes, the Five Permanent Members of the UN Security Council (UK, USA, France, Russia, China) are in a superior position to other countries.', 'No, all states are considered equal as independent States (the principle of independent equality, enshrined in article 2, para 1 of the UN Charter)', 'Whether there will be sovereignty among the Nations is a matter for each international organization to decide']	C	international_law	A	A
What is the declaratory theory of recognition?	['Recognition is determined by the existence of statehood', 'Recognition is merely a proclamation of the kingdom but is not limited', 'Recognition is merely a declaration of interest', 'Recognition requires the proclamation of the newly established Kingdom']	B	international_law	A)Recognition is determined by the existence of statehood	A
"What is the role of the ""general establishment in human rights discourse?"	['Standard-setting means putting binding legal standards first', 'Standard-setting simply means setting binding legal standards', 'Standard-setting means prioritizing nonbinding legal standards', 'Establishing a standard means setting certain standards of conduct in human rights treaties']	C	international_law	D) Establishing a standard means setting certain standards of conduct in human rights treaties	D
What effect did the verdict in Kadi have on the implementation of UN Security Council resolutions?	"['The Kadi resolution calls for UNSC resolutions to be interpreted in the light of human rights', 'The Kadi resolution demanded that all UNSC resolutions be incorporated except for other applicable laws', 'The Kadi Resolution required that key UNSC resolutions be reversed and not merely incorporated', ""Kadi's decision stated that UNSC resolutions are not binding if they violate human rights""]"	A	international_law	D) Kadi's decision stated that UNSC resolutions are not binding if they violate human rights	D
The Magna Carta was	['A 1689 charter guaranteeing freedom of speech in Parliament', 'The 1215 treaty between the King and his nobles, which guaranteed certain protections', 'A 19th-century constitutional document that guarantees the right to vote', 'The document setting forth the full English Bill of Rights']	B	international_law	B) The 1215 treaty between the King and his nobles	B
Do (physical) individuals enjoy international legal personality in the same way that nations and international organizations do?	['Individuals enjoy international legal personality, but this is limited', 'Mankind enjoys an unlimited worldwide legal personality', 'Individuals do not enjoy any international legal personality', 'Individuals can bring claims only in international courts']	A	international_law	B)but this is limited	B
Is there any hierarchy or priority among the various methods of peaceful settlement of disputes?	['Yes, all political means (e.g., negotiation, mediation, inquiry, mediation) must be exhausted before resorting to legal means.', 'Legal channels take precedence over political channels, as they bind parties together', 'There is no leadership between these approaches and the choice is up to the conflicting countries.', 'It is a matter for an impartial third party to decide which course will take precedence']	C	international_law	A)Yes	A
Which of the following statements is false?	"[""In the 1990's it became clear that the European Court of Human Rights needed to be reformed because it had not dealt with enough cases."", ""By the 1990's it became clear that the European Court of Human Rights needed to be reformed because the workload had grown."", ""In the 1990's it became clear that the European Court of Human Rights had to be replaced because it was a temporary court that could not handle the growing number of appeals."", ""In the 1990's it became clear that the European Court of Human Rights needed to be reformed because of the increase in the number of people eligible to join the Court after the increase in the number of member states.""]"	D	international_law	C) In the 1990's it became clear that the European Court of Human Rights had to be replaced because it was a temporary court that could not handle the growing number of appeals.	C
What is the definition of balance with regard to the options available to the abused State?	['An abused state can use the same methods and force as the abuser', 'A battered state can use any means to defeat and cripple the aggressor', 'A battered state can only use those means and force as necessary to defeat the aggressor', 'A battered state can do nothing without the approval of the Security Council']	C	international_law	C) A battered state can only use those means and force as necessary to defeat the aggressor	C
What is the average width of the treatment area?	['A locality is usually an outlying area', 'The controlling power is usually in the high seas', 'A locality is usually a place', 'Authority is determined by the place of the offender.']	C	international_law	C)A locality is usually a place	C
What are the legal sources of international law?	['Tradition, covenants, and judicial decisions', 'Traditionally, common law principles and theory', 'Contracts, custom, and general principles of law', 'Agreements, protocols and resolutions of the General Assembly']	C	international_law	C) and judicial decisions	C
What is the purpose of a foundation under the law of the sea?	['Base determination is used to measure the inland waters of coastal Kingdoms', 'The determination of baselines is important in the establishment of all marine zones, as they form the starting point for measuring the width of each zone.', 'The determination of baselines is helpful for safe navigation on the high seas', 'Grounds are drawn only in cases of maritime partition between States in dispute before an international tribunal or tribunal']	B	international_law	B) The determination of baselines is important in the establishment of all marine zones	B
What is the difference between reconciliation and mediation?	['Conciliation is a continuation of mediation with the difference that conciliation produces a binding result, whereas mediation does not.', 'Conciliation is carried out exclusively by representatives of the UN Secretary-General, while mediation may be carried out by officials of third Powers.', 'Mediation is usually carried out by a person appointed with the consent of the parties, whereas conciliation involves a commission, which proceeds to examine the dispute objectively and then proposes terms of settlement.', 'Mediation is a means of settling disputes that is pursued solely on the basis of agreement, whereas mediation may be on a predetermined basis.']	C	international_law	A	A
In Osman v. UK (1998), the European Court set down a test, which can be used to apply a general state obligation.Which of the following statements is not part of the Osman test?	['The threat must come from a government agent', 'If the danger is real and imminent (death/injury)', 'The state should take appropriate measures to prevent death/injury from occurring', 'The world knew or should have known']	A	international_law	A) The threat must come from a government agent	A
Who has the right to request an advisory opinion of the ICJ?	"['Only the main organs of the UN can request an advisory opinion (Security Council, General Assembly, ECOSOC, Trusteeship Council, Secretariat)', 'All international organizations can ask for an opinion', ""The General Assembly and the Security Council may request advisory opinions on any legal question, and 'other organs of the United Nations and specialized agencies, which may at any time be authorized by the General Assembly, may also request advisory opinions of the Court on legal questions arising within the scope of their functions'"", 'The principal organs of the UN can request an advisory opinion as well as a State mandated by the General Assembly.']"	C	international_law	A) Only the main organs of the UN can request an advisory opinion (Security Council	A
What is the purpose of controlling the universe?	"[""Its purpose is to establish certain cases like everyone else's"", 'Its purpose is to prevent the commission of certain international crimes', 'Its purpose is to provide control power to all provinces over specific crimes.', 'Its purpose is to provide jurisdiction to all states in relation to all international criminal cases.']"	C	international_law	B) Its purpose is to prevent the commission of certain international crimes	B
Are all the actions of the State's organs caused by the State under the law of international obligation?	['The conduct of any State entity will be considered an act of that State, even if this conduct was unauthorized or ultra vires.', 'Only the conduct of the highest officials of the World government should be disclosed', 'The conduct of any State entity will be considered as an act of that State, as long as it is intra vires', 'Only the conduct of the supreme branch of the Kingdom will be regarded as an act of that Kingdom.']	A	international_law	A)The conduct of any State entity will be considered an act of that State	A
"What is a ""covenant"" according to the Vienna Convention on the Law of Treaties (VCLT)?"	['Treaties are all agreements concluded between states, international organizations and non-State organizations (e.g. associations)', 'Treaties are written agreements between States and are governed by international law', 'Treaties are both written and oral agreements between countries', 'Treaties are written agreements between countries that are governed by international or domestic law']	B	international_law	C) Treaties are written agreements between States and are governed by international law	C
What was the outcome before the European Court of Human Rights in the Al-Adsani case?	['The Court held that the right to a fair trial overrides the right to immunity', 'The Court held that lack of protection violated the right to a fair trial', 'The Court held that self-defense does not violate the right to a fair trial', 'The Court said that consideration of human rights was above all other conflicting rules of international law, including many protections']	C	international_law	A) The Court held that the right to a fair trial overrides the right to immunity	A
What other measures did the Badinter Commission impose on the republics of the former Yugoslavia?	['The Commission needed to commit to referring disputes to the ICJ', 'The Commission required boundary changes', 'The Commission needed a commitment to human rights and democracy', 'The Commission needed interracial exchanges']	C	international_law	C) The Commission needed a commitment to human rights and democracy	C
How should treaties be interpreted?	['Contracts should be interpreted faithfully in accordance with the general meaning to be given to the terms of the contract in their context and in their spirit and purpose.', 'Contracts should be interpreted only in accordance with the general meaning of their terms', 'Contracts should be interpreted in accordance with the intention of the parties, as evidenced in the contract preparation activities.', 'Contracts should be interpreted solely in terms of their object and purpose']	A	international_law	A	A
When the littoral States impose their criminal powers on foreign ships in their ports?	['Ports generally do not exercise their criminal powers over offences that do not violate their customs or disturb the peace and public order.', 'Port States exercised their authority in all cases of rebel ships', 'Ports exercise their authority only against the most serious crimes, such as drug trafficking', 'Port States do not have the right to exercise their authority over any foreign vessel']	A	international_law	A)	A
"What is the value of UN General Assembly resolutions on the ""source"" of international law?"	['GA rulings are considered additional sources of international law and are thus binding on states', 'GA decisions are equivalent to treaties', 'G.A. decisions always reflect human law', 'GA decisions are considered to be a tangible resource, in the sense that they can express statements of human law.']	D	international_law	D) GA decisions are considered to be a tangible resource	D
Are treaties binding on outside States, that is, non-State entities?	['Treaties can only create privileges for third Powers', 'Treaties create both obligations and rights of the Third Powers', 'Treaties do not create obligations or rights for foreign Powers without their consent', 'Treaties do not create any obligations or rights for foreign Governments, even after final approval.']	C	international_law	C) Treaties do not create obligations or rights for foreign Powers without their consent	C
Which of these items are not eligible for privileges?	['Chapter 3', 'The 8th Chapter', 'The 9th Chapter', 'The 11th Chapter']	A	international_law	C)The 9th Chapter	C
What is the relationship between the legal sources of foreign law	['There is no order among official sources of foreign law', 'Contracts replace custom', 'Customs replaces contracts', 'The general terms of the law supersede both custom and contract.']	A	international_law	A) There is no order among official sources of foreign law	A
What advantage does UNSC Resolution 678 have over the act of collective self-defense under page 51 of the UN Charter during the Gulf War?	['Resolution 678 authorized the coalition to attack Iraq with nuclear and chemical weapons', 'Resolution 678 denies you the right to exist by your nature of self-defence under Article 51 of the UN Charter.', 'Resolution 678 was swift to be adopted and negotiated', 'Resolution 678 stands out because it is authorized to use force against anything that threatens the peace and security of the Gulf region.']	D	international_law	D) Resolution 678 stands out because it is authorized to use force against anything that threatens the peace and security of the Gulf region.	D
How can customary law relate to the dedication of documents?	['Contracts should only be drawn up by customary law', 'Customs law is a separate source for foreign countries and must not be included in contracts.', 'Agreements can 1) formulate customary law, 2) specify customary law, 3) lead to the emergence of customary law', 'A Customary spokesman can combine only a few multi-party agreements.']	C	international_law	C) Agreements can 1) formulate customary law	C
What does it mean for a Nation to be a sovereignty?	"['Sovereignty means international recognition', 'Sovereignty means being able to enter into treaties and join the UN.', ""Sovereignty means freedom to deal with one's own affairs without outside interference"", 'Sovereignty means the right to revolt']"	C	international_law	C)Sovereignty means freedom to deal with one's own affairs without outside interference	C
What does the manifestation of activity mean?	['Appearances are work versus power', 'Apparent cooperation between the two Nations', 'Appearance is derived from the law of a particular jurisdiction and not what constitutes a nation', 'Appearance is only found in the government and not in the Nation']	C	international_law	C)Appearance is derived from the law of a particular jurisdiction and not what constitutes a nation	C
What is the meaning of the Gentile doctrine?	"['National code law indicator that all National laws attract vaccination', 'The nation with the power to act and not the courts', ""The Nation's constitutional law provides that courts are not adequately equipped to review the existence of allegations against the nation."", 'Nationalisation is a legal process that allows the courts to impose immunity on the actions of nationals of foreign states.']"	B	international_law	C) The Nation's constitutional law provides that courts are not adequately equipped to review the existence of allegations against the nation.	C
How can the structure of the international community be revealed?	"['The international community framework follows the horizontal model of domestic law directives', 'The foreign community has a hierarchy of sovereignty and other foreign organizations are dispersed in a horizontal pattern of authority.', 'The international community is so disorganized that there is no hierarchy, either horizontal or vertical', ""The structure of the international community is similar to that of the world's superpowers.""]"	B	international_law	B) The foreign community has a hierarchy of sovereignty and other foreign organizations are dispersed in a horizontal pattern of authority.	B
Are there restrictions on the incorporation of customary offences under English law?	['There is no limit to the number of criminal cases that can be combined', 'Criminal cases must be kept in a tripartite agreement for them to be jointly', 'courts may freely include criminal cases in the domestic sphere', 'The situation is unclear but parliamentary action is what is needed.']	D	international_law	D) The situation is unclear but parliamentary action is what is needed.	D
What is the role of coastal protection?	['If an offshore area serves as a national coastal security buffer', 'The littoral zone is the area where a coastal State can explore and exploit minerals', 'An offshore zone is an area where a coastal State is authorized to protect and punish non-compliance with customs, fiscal, immigration or customs laws.', 'The coastal region is where the Coast Nation keeps its antiquities and history.']	C	international_law	C) An offshore zone is an area where a coastal State is authorized to protect and punish non-compliance with customs	C
What examples below have not yet been developed by the European Court of Human Rights as a situation in which the nation has an obligation to protect?	"['If the applicant is in a national prison', 'Where should the nation investigate allegations against it?', 'Improvements in legal guidance to protect those in the tribe', ""Dedicating housing to the nation's homeless""]"	D	international_law	D)Dedicating housing to the nation's homeless	D
What case was the first to define the meaning of the doctrine of margin of appreciation as applied by the European Court of Human Rights?	['Goodwin v. the UK (2002)', 'Airey v. Ireland (1979) and', 'Osman v. the UK 1998', 'Handyside v. the UK 1976']	D	international_law	D) Handyside v. the UK 1976	D
How were the members of the trials selected?	['all members of the failure scenarios appointed by the organisations', 'all members of the failure scenes appointed by the organisations', 'All members of the unsubstantiated scenes were appointed part-time by the third party as ICJ President', 'All members of the unsubstantiated scenes are selected by the organizations from a special panel of judges.']	A	international_law	D) All members of the unsubstantiated scenes are selected by the organizations from a special panel of judges.	D
What is the encyclopedia of the constitution of appearance?	['Appearance indicates nationality', 'Appearance requires constitutional ratification by three states', 'Transparency requires that the constitution of a recognized nation include adequate guarantees of human rights.', 'Countries that want to be recognized must have a working constitution']	A	international_law	C)Transparency requires that the constitution of a recognized nation include adequate guarantees of human rights.	C
The follow-up to the entry into force of the International Covenant on Civil and Political Rights (the	['method of reporting only', 'Decision of the foreign affairs forum', 'Right to a private complaint', 'Reporting procedure and right of appeal']	D	international_law	D)Reporting procedure and right of appeal	D
Why make up written stories?	['copywriting is done only by the executive body', 'Contracts for synthetic energy are sufficiently clear and do not need to be kept', 'Morality depends on acting on the terms of the contract itself', 'Moral covenants follow the principle of conversion.']	B	international_law	C)Morality depends on acting on the terms of the contract itself	C
Is the ICJ cruel in the view that an armed attack can arise from a series of decreasing but growing instances of armed militias?	['The ICJ was not ruthless in compiling encyclopedias', 'The idea of a military invasion means one invasion, not many, not many small episodes of violence', 'In the case of Nicaragua was overturned by the ICJ encyclopedia compilation', 'The ICJ has never dealt with this problem']	A	international_law	D) not many small episodes of violence	D
There's a fine line between international courts and theaters	['According to the law of confiscation, the court or tribunal settles the dispute first and has the power of a different court to decide.', 'The International Court of Justice has a higher significance than any court or forum', 'Since there is no law ils pendens in foreign law and everything depends on the consent of the institutions to dissolve it,there is no precedence or succession between foreign courts and tribunals.', 'District or special courts have precedence over others in accordance with the special purpose lex.']	C	international_law	D) Since there is no law ils pendens in foreign law and everything depends on the consent of the institutions to dissolve it	D
Do the contracting States enjoy fishing rights in the Exclusive Economic Zone or another State?	['If the coastal State cannot afford to harvest the permitted amount, the landlocked State must give the Nation access to the excess on the condition that they will be given land grants and seizures from the nation.', 'Three nations will not have access to fisheries in the EEZ', 'A coastal State must grant fishing authorization in its EEZ only to neighbouring States.', 'Three nations are free to fish in the EEZ except in certain areas.']	A	international_law	A)If the coastal State cannot afford to harvest the permitted amount	A
What is the purpose of establishing sovereignty?	['The purpose of vaccination is to protect foreign heads of state from embarrassment.', 'Vaccination protects a Nation from invasion by another', 'Vaccination protects the Nation from prosecution in foreign courts.', 'The purpose of vaccination is to provide impunity associated with all crime.']	C	international_law	B) Vaccination protects a Nation from invasion by another	B
What is the law of the court of a person who has not yet spoken for himself	"[""It's a court order that depends on the accused's nationality."", 'The jurisdiction of the court depends on where the crime occurred', 'The jurisdiction of the court depends on the nationality of the accused', 'By the jurisdiction of the court according to the country where the legal person is Registered']"	C	international_law	B) The jurisdiction of the court depends on where the crime occurred	B
Which of the following types of rights have been described as the rights of the first generation?	['social and economic rights', 'Civil and political rights', 'Cultural rights', 'Human rights']	B	international_law	B)Civil and political rights	B
What is the problem with the separation of the law of nations?	['Sections of international law are concerned with the occurrence of different jurisdictional periods and apply the same rules of international law.', 'It is possible in a few times of legal administration (((foreign investment and human rights law to exist and develop in the exclusion of others eventually help in the production of changes in foreign law laws,', 'Paragraphs are where the Nation takes a different interpretation of the common law of international law', 'Exceptions are when States do not agree to comply with a particular foreign law provision']	B	international_law	A)	A
Does it mean that it is a manifestation of authority?	['Security Council consideration to authorize military action once the Nation is alerted', 'Targeted authorization by a special number of votes by UNSC members', 'Pretending all those illegal attacks will be a military issue with a UNSC solution', 'In the event of repeated unlawful attacks the UNSC must authorize the neighbouring nations to take whatever measures are necessary to prevent the situation from recurring.']	A	international_law	A)Security Council consideration to authorize military action once the Nation is alerted	A
Which expert called the idea of natural rights a log dump?	['Alan Gerwith', 'Immanuel Kant and the', 'John Locke', 'Jeremy Bentham and']	D	international_law	D)Jeremy Bentham	D
Who has the authority to conclude the story written in the States section?	['Heads of State. Heads of government, ministers of foreign affairs, and heads of educational purposes must have had that authority.', 'Treaties should only be negotiated and administered by Heads of State and foreign ministers.', 'Contracts are negotiated and signed by a person with absolute power, and no person is known to have that authority', 'The treaties are concluded only by the members of the wise intentions of the Nations.']	A	international_law	A) Heads of State. Heads of government	A
Who is the persistent opposer?	['A nation heading for questionable rule after formation', 'A nation that refused to be bound by a temporary law code', 'A nation that emphasizes and deals with knowledge in the legal community in domestic law', 'A nation that embraces the knowledge of customary law rule but keeps its intent intact']	C	international_law	D) A nation that embraces the knowledge of customary law rule but keeps its intent intact	D
