question	answer	prompt	gpt_4	verbalized
Charlie  ashaka kugurisha ibishashara bya buji. Kuri  buri kiro cy'ibishashara ashobora gukora  buji 10 zifunze. Ikiro kimwe kibishashara  na wikisi bigura $10.00 kukiranguzo. Niba agurishije buri buji kuri $2.00, Inyunguye niyihe niba akoze akana gurisha buji 20?	20	"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nCharlie  ashaka kugurisha ibishashara bya buji. Kuri  buri kiro cy'ibishashara ashobora gukora  buji 10 zifunze. Ikiro kimwe kibishashara  na wikisi bigura $10.00 kukiranguzo. Niba agurishije buri buji kuri $2.00, Inyunguye niyihe niba akoze akana gurisha buji 20?\n""}]"	10	10
Meredith numunyarubuga wigenga wandika  ibyerekeye  ubuzima kandi akabijyeza kubakiriya  buri munsi nka kazi ke gahoraho. ingingo ya blog ifata hagati yamasaha 4 yubushakashatsi nokwandika iyibyerekeye. Icyumweru gishize yanditse ingingo 5 ku wa mbere na 25 inshuro nyinshi kuwa kabiri kurusha kuwa mbere. kuwa gatatu yanditse yanditse  inshuro ebyiri zingingo yanditse kuwa kabiri. Barira hamwe umubare wamasaha  yakoresheje yandika ingongo  muminsi itatu. 	104	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nMeredith numunyarubuga wigenga wandika  ibyerekeye  ubuzima kandi akabijyeza kubakiriya  buri munsi nka kazi ke gahoraho. ingingo ya blog ifata hagati yamasaha 4 yubushakashatsi nokwandika iyibyerekeye. Icyumweru gishize yanditse ingingo 5 ku wa mbere na 25 inshuro nyinshi kuwa kabiri kurusha kuwa mbere. kuwa gatatu yanditse yanditse  inshuro ebyiri zingingo yanditse kuwa kabiri. Barira hamwe umubare wamasaha  yakoresheje yandika ingongo  muminsi itatu. \n'}]	380	380
Candice yashize inota 80 mwisakoshe mbere yuko ajya kukazi kuwiduka ryi kawa. Munzira yarahagaze agura  ipaki yinyandiko ya  post-it. ku kazi  yashize inyandiko ya post-it kubi kombe byikawa 220 ariko bitandukanye. Niba muri rusanjye afite inyandiko 23  za post-it  zisigaye, ninyandiko zingahe za post-it zari mwi paki yaguze ?	163	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nCandice yashize inota 80 mwisakoshe mbere yuko ajya kukazi kuwiduka ryi kawa. Munzira yarahagaze agura  ipaki yinyandiko ya  post-it. ku kazi  yashize inyandiko ya post-it kubi kombe byikawa 220 ariko bitandukanye. Niba muri rusanjye afite inyandiko 23  za post-it  zisigaye, ninyandiko zingahe za post-it zari mwi paki yaguze ?\n'}]	303	303
John yaguze inshuro ebyiri amakaruvate atukuru kurusha amakaruvate yubururu. Amakaruvate atukuru kugiciro 50% kurusha amakaruvate yubururu. Yakoresheje  $200 kuri karuvate zubururu kandi byatwaye $40 kuri buri karuvate . Na ngahe yakoresheje kuma karuvate ?	800	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJohn yaguze inshuro ebyiri amakaruvate atukuru kurusha amakaruvate yubururu. Amakaruvate atukuru kugiciro 50% kurusha amakaruvate yubururu. Yakoresheje  $200 kuri karuvate zubururu kandi byatwaye $40 kuri buri karuvate . Na ngahe yakoresheje kuma karuvate ?\n'}]	460	460
Tracy yakoresheje urusinga rya metero 4 zuburebure kugirango ashigikire ibihingwa byinyanya  mubustani. Urusinga rwacyiwemo ibipande 6 byuburebure. Nibice bingahe yabonye ? 	8	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nTracy yakoresheje urusinga rya metero 4 zuburebure kugirango ashigikire ibihingwa byinyanya  mubustani. Urusinga rwacyiwemo ibipande 6 byuburebure. Nibice bingahe yabonye ? \n'}]	8	8
Richard aba muri etaje ifite amagorofa 15. Buri gorofa ifite ibice 8 , kandi 3/4 biratuwe . Nibice bingahe bidatuwe muri iyo nyubako ?	30	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nRichard aba muri etaje ifite amagorofa 15. Buri gorofa ifite ibice 8 , kandi 3/4 biratuwe . Nibice bingahe bidatuwe muri iyo nyubako ?\n'}]	30	30
Llyod abika amajyi,inkoko ze zitera amagi 252 ku munsi kandi ayagurisha kuri $2 buri cumi na biri. Nangahe Lloyd yinjiza kumagi mu cyumweru ?	294	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nLlyod abika amajyi,inkoko ze zitera amagi 252 ku munsi kandi ayagurisha kuri $2 buri cumi na biri. Nangahe Lloyd yinjiza kumagi mu cyumweru ?\n'}]	2940	2940
Ubwato bwa Tom  bushobora kujyenda ibirometero 10 mwisaha . Arikujyenda guhera saa 1 kujyeza 4pm . Asubiye inyuma kukigero cya 6mph. Bimutwara igihe kingana iki gusubirayo ?	5	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUbwato bwa Tom  bushobora kujyenda ibirometero 10 mwisaha . Arikujyenda guhera saa 1 kujyeza 4pm . Asubiye inyuma kukigero cya 6mph. Bimutwara igihe kingana iki gusubirayo ?\n'}]	5	5
Isakoshi yibitabo bya  Uriah iramuremereye cyane. Ashaka gukuramo ibiro 15. Ibitabo bye byishekesha bipima ibiro 1/4 buri gitabo kandi ibikinisho bye bipima ibiro 1/2 buri gikinisho. Niba akuyemo ibitabo bishekesha 30, nibikinisho bingahe akeneye gukuramo ? 	15	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIsakoshi yibitabo bya  Uriah iramuremereye cyane. Ashaka gukuramo ibiro 15. Ibitabo bye byishekesha bipima ibiro 1/4 buri gitabo kandi ibikinisho bye bipima ibiro 1/2 buri gikinisho. Niba akuyemo ibitabo bishekesha 30, nibikinisho bingahe akeneye gukuramo ? \n'}]	20	20
Umukanishi yishyuza ibiciro bitandukanye  byo gusana amapine yamakamyo nimodoka. kuri buri pine yikamyo risankwe, umukanishi azishyuza $60 kandi  kuri buri pine ryimodoka risankwe umukanishi azishyuza $40. Ku wa kane umukanishi asana amapine 6 yikamyo na amapine 4 yimodoka. ku wa gatanu umukanishi asana amapine 12 yimodoka kandi nta mapine yibikamyo asana. Namafaranga angahe umukanishi yinjije kumunsi wa kazi kenshi ?	40	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUmukanishi yishyuza ibiciro bitandukanye  byo gusana amapine yamakamyo nimodoka. kuri buri pine yikamyo risankwe, umukanishi azishyuza $60 kandi  kuri buri pine ryimodoka risankwe umukanishi azishyuza $40. Ku wa kane umukanishi asana amapine 6 yikamyo na amapine 4 yimodoka. ku wa gatanu umukanishi asana amapine 12 yimodoka kandi nta mapine yibikamyo asana. Namafaranga angahe umukanishi yinjije kumunsi wa kazi kenshi ?\n'}]	560	560
Bashiki ba Doubtfire barerekeza murugo ninjagwe 7 bakuye mu kigo cy'inyamanswa  cyaho ngaho.  Mama wabo yarahamagaye abamenyesha ko inzu ebyiri zinjangwe zifite inyana. Yavuzeko Patchy injangwe ya mbere ifite inshuro eshatu umubare w'injangwe bazanye, mugihe Trixie, injangwe yindi ifite 12. N'injagwe zingahe ubu umuryango wa Doubtfire ufite ?	40	"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nBashiki ba Doubtfire barerekeza murugo ninjagwe 7 bakuye mu kigo cy'inyamanswa  cyaho ngaho.  Mama wabo yarahamagaye abamenyesha ko inzu ebyiri zinjangwe zifite inyana. Yavuzeko Patchy injangwe ya mbere ifite inshuro eshatu umubare w'injangwe bazanye, mugihe Trixie, injangwe yindi ifite 12. N'injagwe zingahe ubu umuryango wa Doubtfire ufite ?\n""}]"	34	34
Jean afite bombo 30. Jean yariye bombo 2 .Bombo zisigaye Jean ashaka gupakira bombo 2 mumufuka umwe. Nimifuka ingahe Jean ashobora kuzuza ? 	14	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJean afite bombo 30. Jean yariye bombo 2 .Bombo zisigaye Jean ashaka gupakira bombo 2 mumufuka umwe. Nimifuka ingahe Jean ashobora kuzuza ? \n'}]	14	14
Peter arateganya kujya muri  firime muri iki cyumweru. Buri gihe abona tike  ya $ 7 na ibisuguti $ 7. Niba afite amadorari 42 yiki cyumweru, ni inshuro zingahe ashobora kujya muri firime?	3	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nPeter arateganya kujya muri  firime muri iki cyumweru. Buri gihe abona tike  ya $ 7 na ibisuguti $ 7. Niba afite amadorari 42 yiki cyumweru, ni inshuro zingahe ashobora kujya muri firime?\n'}]	3	3
Iteme ryigiti rishobora gutwara ibiro bitarenze 5000. Ikamyo ijyemura yuzuyemo udusanduku dusa buri kamwe gapima ibiro 15, izanyura kw'iteme. uburemere bwa shoferi bufatanyijwe nikamyo irimo ubusa  n'ibiro 3755. Ni umubare ungahe wadusanduku ushobora gutwarwa mwikamyo mugihe utarengeje uburemere bw'iteme bwatenganijwe ?	83	"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nIteme ryigiti rishobora gutwara ibiro bitarenze 5000. Ikamyo ijyemura yuzuyemo udusanduku dusa buri kamwe gapima ibiro 15, izanyura kw'iteme. uburemere bwa shoferi bufatanyijwe nikamyo irimo ubusa  n'ibiro 3755. Ni umubare ungahe wadusanduku ushobora gutwarwa mwikamyo mugihe utarengeje uburemere bw'iteme bwatenganijwe ?\n""}]"	83	83
Stephen yatumije imboga kurubuga. Yishujwe $40 yanyuma. Kuberako ibi byanyuze kumucuruzi ugemura , bonjeyeho amafaranga 25% kubwishyu bwe bwanyuma yishyuzwa $3.00 mubwishyu bwo kugemura.Stephen yongeyeho $4.00 nyuma yamafaranga yinyongera, Yarangahe igiciro cyanyuma kimboga za stephen?	57	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nStephen yatumije imboga kurubuga. Yishujwe $40 yanyuma. Kuberako ibi byanyuze kumucuruzi ugemura , bonjeyeho amafaranga 25% kubwishyu bwe bwanyuma yishyuzwa $3.00 mubwishyu bwo kugemura.Stephen yongeyeho $4.00 nyuma yamafaranga yinyongera, Yarangahe igiciro cyanyuma kimboga za stephen?\n'}]	57	57
Igihuru cy'inkwavu gifite ibice 6 byimbuto 20 buri gice, na 67 zimbuto kuri buri giti zinyanyagiye mu gihuru. Ninkwavu zingahe zihari zose hamwe ? 	187	"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nIgihuru cy'inkwavu gifite ibice 6 byimbuto 20 buri gice, na 67 zimbuto kuri buri giti zinyanyagiye mu gihuru. Ninkwavu zingahe zihari zose hamwe ? \n""}]"	187	187
Igitebo kirimo amacugna 25 muri yo 1 ni ribi, 20% ntabwo yeze, 2 arasharira , asigaye nimeza.  Namacunga angahe ari meza?	17	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIgitebo kirimo amacugna 25 muri yo 1 ni ribi, 20% ntabwo yeze, 2 arasharira , asigaye nimeza.  Namacunga angahe ari meza?\n'}]	21	21
Janet yaguze agatabo kumukobwa we. Yishyuye  $ 500 yibikoresho byo kugakora nayandi $800  yumunyamitako kugakora.  Nyuma yaho yishyuye  10%  yayo yubwishingizi. Nangahe yishyuye ?	1430	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJanet yaguze agatabo kumukobwa we. Yishyuye  $ 500 yibikoresho byo kugakora nayandi $800  yumunyamitako kugakora.  Nyuma yaho yishyuye  10%  yayo yubwishingizi. Nangahe yishyuye ?\n'}]	1500	1500
Niba Mercy akorera ikampuni mugihe ki myaka 40, abona ubwiteganyirize bwa buri mwaka $50,000/ kumwaka. Guhera nyuma yimyaka 20 azagira uburenganzira  bwa 5% yagaciro kubwiteganyize ku mwaka. Niba aretse akazi nyuma yimyaka 30, ubwiteganyirize bwe buzaba angahe kumwaka ?	25000	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nNiba Mercy akorera ikampuni mugihe ki myaka 40, abona ubwiteganyirize bwa buri mwaka $50,000/ kumwaka. Guhera nyuma yimyaka 20 azagira uburenganzira  bwa 5% yagaciro kubwiteganyize ku mwaka. Niba aretse akazi nyuma yimyaka 30, ubwiteganyirize bwe buzaba angahe kumwaka ?\n'}]	1500000	1500000
Aleena yiyandikishije kurubuga serivise imuca $140 ku kwezi. Niba kampanyi yurubuga yaramwishuje amafaranga yigice cya mbere cyumwaka,kandi bakamwishyuza 10% make yikindi gice cyumwaka , bara amafaranga yose  yariyishyuye kuri serivise yurubuga mumpera zumwaka ?	1596	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nAleena yiyandikishije kurubuga serivise imuca $140 ku kwezi. Niba kampanyi yurubuga yaramwishuje amafaranga yigice cya mbere cyumwaka,kandi bakamwishyuza 10% make yikindi gice cyumwaka , bara amafaranga yose  yariyishyuye kuri serivise yurubuga mumpera zumwaka ?\n'}]	882	882
Sophia aratekereza gukora urugendo rw'umuhanda  mu modoka ye, kandi arashaka kumenye urujyendo ashobora gutwara akoresheje tank imwe ya gaze. Yajyenze urugendo  rw'ibirometero 100 kuva ubwo aherukira kuzuza tank ye, kandi yashakaga gushiramo litiro 4 za gaze  kugirango yongere ayuzuze. Igitabo cya nyirimodoka ye kiravuga ko tank ye ijyamo litiro 12 za gaze. Ni kirometero zingahe sophia ya twara akoresheje tank imwe ya gaze ?	300	"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nSophia aratekereza gukora urugendo rw'umuhanda  mu modoka ye, kandi arashaka kumenye urujyendo ashobora gutwara akoresheje tank imwe ya gaze. Yajyenze urugendo  rw'ibirometero 100 kuva ubwo aherukira kuzuza tank ye, kandi yashakaga gushiramo litiro 4 za gaze  kugirango yongere ayuzuze. Igitabo cya nyirimodoka ye kiravuga ko tank ye ijyamo litiro 12 za gaze. Ni kirometero zingahe sophia ya twara akoresheje tank imwe ya gaze ?\n""}]"	600	600
JIm akoresha amasaha 2 areba TV hanyuma akajya kuburiri agasoma igitabo igice kigihe. Ibi abikora 3 mu cyumweru. Namasaha angahe akoresha kuri TV nomugusoma mubyumweru 4 ?	36	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJIm akoresha amasaha 2 areba TV hanyuma akajya kuburiri agasoma igitabo igice kigihe. Ibi abikora 3 mu cyumweru. Namasaha angahe akoresha kuri TV nomugusoma mubyumweru 4 ?\n'}]	48	48
Hari amashuri ane ari mumarushanwa ya basketball. Buri shuri ryohereje ikipe  ya  bakobwa  babasketball  n'ikipe yabahungu ba basketball kandi buri kipe ifite abakinyi 5.  Buri shuri ryohereje umutoza  kuri buri kipe. Bose hamwe , nabantu bangahe amashuri yose yohereje ?	48	"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nHari amashuri ane ari mumarushanwa ya basketball. Buri shuri ryohereje ikipe  ya  bakobwa  babasketball  n'ikipe yabahungu ba basketball kandi buri kipe ifite abakinyi 5.  Buri shuri ryohereje umutoza  kuri buri kipe. Bose hamwe , nabantu bangahe amashuri yose yohereje ?\n""}]"	72	72
Umuhiginw'ubutunzi yabonye isanduku irimo ubutunzi itabye yuzuyemo amabuye y'agaciro. Harimo diyama 175 amabuye ya rubavu 35 make kuyadiyama, n'inshuro ebyiri yaza emeralds  kurusha aya rubavu. Namabuye angahe yagaciro yari mwisanduku ? 	595	"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nUmuhiginw'ubutunzi yabonye isanduku irimo ubutunzi itabye yuzuyemo amabuye y'agaciro. Harimo diyama 175 amabuye ya rubavu 35 make kuyadiyama, n'inshuro ebyiri yaza emeralds  kurusha aya rubavu. Namabuye angahe yagaciro yari mwisanduku ? \n""}]"	280	280
Hari inshuro ebyiri za bahungu kurusha abakobwa kw'ishuri rya Dr.Wertz. Niba hari abakobwa 60 na banyeshuri 5 kuri buri mwalimu, nabarimu bangahe bahari ? 	36	"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nHari inshuro ebyiri za bahungu kurusha abakobwa kw'ishuri rya Dr.Wertz. Niba hari abakobwa 60 na banyeshuri 5 kuri buri mwalimu, nabarimu bangahe bahari ? \n""}]"	18	18
Bailey yatangiranye namafaranga runaka. noneho yakira inkunga ya mafaranga buri cyumweru ahwanye na $5 mubyumweru 8. Mumpera zibyumweru 8, niba afite $100 yose hamwe, namafaranga angahe Bailey yatangiranye ?	60	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nBailey yatangiranye namafaranga runaka. noneho yakira inkunga ya mafaranga buri cyumweru ahwanye na $5 mubyumweru 8. Mumpera zibyumweru 8, niba afite $100 yose hamwe, namafaranga angahe Bailey yatangiranye ?\n'}]	60	60
Judy yigisha amashuri yibyino 5, buri munsi, muminsi yimibyizi nandi  amashuri 8 kuwa gatandatu. Niba buri shuri rifite  abanyeshuri 15 kandi akaba aca $15.00 kuri buri munyeshuri, namafaranga angahe yinjiza mucyumweru 1?	7425	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJudy yigisha amashuri yibyino 5, buri munsi, muminsi yimibyizi nandi  amashuri 8 kuwa gatandatu. Niba buri shuri rifite  abanyeshuri 15 kandi akaba aca $15.00 kuri buri munyeshuri, namafaranga angahe yinjiza mucyumweru 1?\n'}]	9750	9750
Kelian afite resept ebyiri zo gutegura ibyokurya, imwe  ifite amabwiriza 20 , n'iyakabiri ifite amabwiriza yikubye kabiri ayambere. Namabwiriza angahe Kelian agomba gusoma kujyirango ategure ibyo kurya bibiri? 	60	"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nKelian afite resept ebyiri zo gutegura ibyokurya, imwe  ifite amabwiriza 20 , n'iyakabiri ifite amabwiriza yikubye kabiri ayambere. Namabwiriza angahe Kelian agomba gusoma kujyirango ategure ibyo kurya bibiri? \n""}]"	60	60
Tommy arigukusanya inkunga yumushingawe wo gufasha akoresheje kugurisha  burawunizi $3 akamanyu kamwe na cheececake $4 buri kamanyu. Ni ba Tommy agurishije Burawuni 43 na cheesecake 23. Namafaranga angahe Tommy yakusanyije ?	221	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nTommy arigukusanya inkunga yumushingawe wo gufasha akoresheje kugurisha  burawunizi $3 akamanyu kamwe na cheececake $4 buri kamanyu. Ni ba Tommy agurishije Burawuni 43 na cheesecake 23. Namafaranga angahe Tommy yakusanyije ?\n'}]	Tommy yakusanyije amafaranga $185.	185
Sheila yaguze telefone ishanu kuri $ 150 buri telefone mugihe cya mezi 3.Inyungu ya 2% izishyurwa kuri buri gice. Nangahe Sheila azishyura buri kwezi mumezi 3?	255	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nSheila yaguze telefone ishanu kuri $ 150 buri telefone mugihe cya mezi 3.Inyungu ya 2% izishyurwa kuri buri gice. Nangahe Sheila azishyura buri kwezi mumezi 3?\n'}]	255	255
Artie afite indabyo mw'isoko ryabahinzi. Agurisha ubwoko butatu bwindabyo:marigolds, petunias na  begonias. Ubusanzwe agurisha marigolds kuri $2.74 buri kadobo, petunias kuri $1.87 buri kadobo na begobias kuri $2.12 buri kadobo.Uyu munsi Artie ntabwo afite ayo kugarura, biryo yiyemeje gushira ibiciro bye byose hafi yidorari. Niba Artie agurisheje utudobo 12 twa marigolds, 9 twa petunias na 17 twa begonias, nangahe azachyura?  	88	"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nArtie afite indabyo mw'isoko ryabahinzi. Agurisha ubwoko butatu bwindabyo:marigolds, petunias na  begonias. Ubusanzwe agurisha marigolds kuri $2.74 buri kadobo, petunias kuri $1.87 buri kadobo na begobias kuri $2.12 buri kadobo.Uyu munsi Artie ntabwo afite ayo kugarura, biryo yiyemeje gushira ibiciro bye byose hafi yidorari. Niba Artie agurisheje utudobo 12 twa marigolds, 9 twa petunias na 17 twa begonias, nangahe azachyura?  \n""}]"	57	57
Luke amara igihe kinini ku mucanga yubaka umusenyi. Amaherezo yabonye ko buri rwego rwumusenyi ruzaba rufite kimwe cyakabiri kikirenge cya metero kare nkigipimo kiri aho hasi . Niba yarakoze sandcastle 4 aho urwego rwo hejuru rufite ibirenge 16 , nikangahe rusange ka metero kare rwikirenge rukora ubuso ?	60	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nLuke amara igihe kinini ku mucanga yubaka umusenyi. Amaherezo yabonye ko buri rwego rwumusenyi ruzaba rufite kimwe cyakabiri kikirenge cya metero kare nkigipimo kiri aho hasi . Niba yarakoze sandcastle 4 aho urwego rwo hejuru rufite ibirenge 16 , nikangahe rusange ka metero kare rwikirenge rukora ubuso ?\n'}]	544	544
Cecilia yaguze ikibwana kibwa gishya, nkuko umuveterineri we abivuga, agomba  guha icyo kibwana igikombe 1 cyibiryo byibwa buri munsi kuminsi ya mbere 180. Hanyuma agaha ikibwana ibikombe 2 byibiryo byibwa buri munsi ubuzima bwayo bwose . Niba umufuka umwe wibiryo byibwa ufite ibikombe 110, nimifuka ingahe yibiryo byibwa cecilia azakoresha mumwaka wambere ?	5	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nCecilia yaguze ikibwana kibwa gishya, nkuko umuveterineri we abivuga, agomba  guha icyo kibwana igikombe 1 cyibiryo byibwa buri munsi kuminsi ya mbere 180. Hanyuma agaha ikibwana ibikombe 2 byibiryo byibwa buri munsi ubuzima bwayo bwose . Niba umufuka umwe wibiryo byibwa ufite ibikombe 110, nimifuka ingahe yibiryo byibwa cecilia azakoresha mumwaka wambere ?\n'}]	4	4
Niba Raymond akoze igice cyo kumesa ujyereranije na Sarah, kandi Sarah yakoze inshuro 4 kurusha  ibyo David yakoze, bara itandukaniro yumubare   wo kumesa  Raymond na David bakoze niba Sara yakoze ibiro  400 byo kumesa?	100	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nNiba Raymond akoze igice cyo kumesa ujyereranije na Sarah, kandi Sarah yakoze inshuro 4 kurusha  ibyo David yakoze, bara itandukaniro yumubare   wo kumesa  Raymond na David bakoze niba Sara yakoze ibiro  400 byo kumesa?\n'}]	320	320
Vicent arashobora kugura indabyo mudupaki 3 kuri $2.50 cyangwa mudupaki twa 2 kuri $1. namafaranga angahe azigama  mukugura indabyo 18 kugiciro kiza ?	6	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nVicent arashobora kugura indabyo mudupaki 3 kuri $2.50 cyangwa mudupaki twa 2 kuri $1. namafaranga angahe azigama  mukugura indabyo 18 kugiciro kiza ?\n'}]	3	3
John yatunze imbwa. Yajyanye imbwa kumukwe, byatwaye $100. Umukwe yamuhaye 30% yikatura kuko ari umukiriya mushya. Byatwaye angahe mukuzitunganya ?	70	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nJohn yatunze imbwa. Yajyanye imbwa kumukwe, byatwaye $100. Umukwe yamuhaye 30% yikatura kuko ari umukiriya mushya. Byatwaye angahe mukuzitunganya ?\n'}]	70	70
Abakobwa babiri buri wese yabonye 1/6 kuri litiro 24 z'amazi. Nuko umuhungu yabonye litiro 6 z'amazi. Ni litiro zingahe z'amazi zasigaye ?	10	"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nAbakobwa babiri buri wese yabonye 1/6 kuri litiro 24 z'amazi. Nuko umuhungu yabonye litiro 6 z'amazi. Ni litiro zingahe z'amazi zasigaye ?\n""}]"	12	12
Charlie yarafite sitika 10. Yaguze sitika 21 mw'iduka mukizu kinini kandi yafashe  sitika 23 zisabukuru ye. Nyuma Charlie yatanze sktika 9 kuri mushikiwe  nuko akoresha 28 gutaka  ikarita yindamutso. Charlie yasigaranye sitika zingahe ?	17	"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nCharlie yarafite sitika 10. Yaguze sitika 21 mw'iduka mukizu kinini kandi yafashe  sitika 23 zisabukuru ye. Nyuma Charlie yatanze sktika 9 kuri mushikiwe  nuko akoresha 28 gutaka  ikarita yindamutso. Charlie yasigaranye sitika zingahe ?\n""}]"	17	17
Grace apima ibiro 125. Alex apima  ibiro 2 bike kurusha inshuro 4 zibyo Grace apima . bapima ibiro bingahe byose ubishize hamwe ?	623	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nGrace apima ibiro 125. Alex apima  ibiro 2 bike kurusha inshuro 4 zibyo Grace apima . bapima ibiro bingahe byose ubishize hamwe ?\n'}]	1025	1025
Dan yateye ibihuru 3. Buri gihuru cya roza gifite amarose 25 . buri rose rifite amahwa 8.  Namahwa ahari yose hamwe?	600	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nDan yateye ibihuru 3. Buri gihuru cya roza gifite amarose 25 . buri rose rifite amahwa 8.  Namahwa ahari yose hamwe?\n'}]	600	600
Ikipe y 'umupirawamaguru yakinye imikino 22. Batsinze 8 birenze ibyo batsinzwe batsinze bingahe ?	15	"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nIkipe y 'umupirawamaguru yakinye imikino 22. Batsinze 8 birenze ibyo batsinzwe batsinze bingahe ?\n""}]"	14	14
Gene arikudoda quilt umupira muri suvenire ishaje. Afite ishati imwe ya buri kiruhuko yagize. Buri shati ifite buri gitambaro cyayo . Muri murongo ugizwe nibice bitandukanye by'imyaka yagiriyeho ikiruhuko. Ajya mubiruhuko inshuro enye mu mwaka  kandi yatangiye kujya mubiruhuko kuva afite imyaka 23 yamavuko. ubu afite imyaka 34.  Afite uduce twimirongo tungahe byose hamwe ?	44	"[{'role': 'user', 'content': ""Answer only and the answer should only contains integers. \nGene arikudoda quilt umupira muri suvenire ishaje. Afite ishati imwe ya buri kiruhuko yagize. Buri shati ifite buri gitambaro cyayo . Muri murongo ugizwe nibice bitandukanye by'imyaka yagiriyeho ikiruhuko. Ajya mubiruhuko inshuro enye mu mwaka  kandi yatangiye kujya mubiruhuko kuva afite imyaka 23 yamavuko. ubu afite imyaka 34.  Afite uduce twimirongo tungahe byose hamwe ?\n""}]"	44	44
Grea afite impuruza yo kuvuga inshuro eshatu kumunsi yibutsa. Iyo impuruza izimye , ikomeza kuvuga kugeza ubwo Greg ayizimije. ubwa mbere yazimye uyu munsi yunvikanye inshuro enye. Ubwa kabiri yazimye , yarize inshuro eshatu kurusha ubwa mbere.Ubwa gatatu  yarize igice cyi cyubwo yariraga ubwa kabiri, ninshuro zingahe impuruza yarize  muri rusange ?	22	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nGrea afite impuruza yo kuvuga inshuro eshatu kumunsi yibutsa. Iyo impuruza izimye , ikomeza kuvuga kugeza ubwo Greg ayizimije. ubwa mbere yazimye uyu munsi yunvikanye inshuro enye. Ubwa kabiri yazimye , yarize inshuro eshatu kurusha ubwa mbere.Ubwa gatatu  yarize igice cyi cyubwo yariraga ubwa kabiri, ninshuro zingahe impuruza yarize  muri rusange ?\n'}]	43	43
Isosiyete yishyura  buri mukozi wayo $ 600 mu kwezi. isosiyete ifite amabwiriza yo kongera  umushahara   buri mukozi wayo 10% yumushahara wambere buri mwaka kubamaze imyaka itanu muri sosiyete. Niba Sylvie ajyejeje kumyaka itanu muri sosiyete mukuboza,  umushaharawe wumwaka uzaba arangahe nyuma yimyaka itatu ya serivise ?	9360	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIsosiyete yishyura  buri mukozi wayo $ 600 mu kwezi. isosiyete ifite amabwiriza yo kongera  umushahara   buri mukozi wayo 10% yumushahara wambere buri mwaka kubamaze imyaka itanu muri sosiyete. Niba Sylvie ajyejeje kumyaka itanu muri sosiyete mukuboza,  umushaharawe wumwaka uzaba arangahe nyuma yimyaka itatu ya serivise ?\n'}]	7260	7260
Rekodi ya mbere ya Marilyn yagurishije inshuro 10 kurusha  kopi za Harald. Niba baragurishije  88,000 kopi hamwe, ni kopi zingahe Harald  yagurisheje ?	8000	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nRekodi ya mbere ya Marilyn yagurishije inshuro 10 kurusha  kopi za Harald. Niba baragurishije  88,000 kopi hamwe, ni kopi zingahe Harald  yagurisheje ?\n'}]	8000	8000
