question	choices	answer	subject	command_r	prompt	verbalized
Gblɔ nu siwo gbɔna dometɔ si na be le gɔmedzedzea, amewo ƒoƒu ɖe tɔgowo ŋu lae	['mediterané ƒe dzoxɔxɔ', 'avewo ƒe agbɔmasɔmasɔ', 'Dɔwɔƒewo ƒe agbɔsɔsɔ', 'adzɔmɔzɔzɔwo ƒe amesisusu']	D	high_school_geography	D)adzɔmɔzɔzɔwo ƒe amesisusu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Gblɔ nu siwo gbɔna dometɔ si na be le gɔmedzedzea, amewo ƒoƒu ɖe tɔgowo ŋu lae
 A)mediterané ƒe dzoxɔxɔ B)avewo ƒe agbɔmasɔmasɔ C)Dɔwɔƒewo ƒe agbɔsɔsɔ D)adzɔmɔzɔzɔwo ƒe amesisusu"	D
Amewo agbɔsɔtɔtrɔe nye	['dzidzime geɖe kple ku ƒe dzi dede togbɔ be mele sɔsɔe o', 'Dzidzia ƒe anyivava kple kukuawo ƒe agbɔsɔsɔ', 'dzidziawo ƒe agbɔmasɔ kple kukuawo ƒe ɖiɖi va anyi blibo', 'dzidziawo bubuɖedzi dzidede kple ku bubuɖedzi gɔme vava']	A	high_school_geography	D)dzidziawo bubuɖedzi dzidede kple ku bubuɖedzi gɔme vava	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Amewo agbɔsɔtɔtrɔe nye
 A)dzidzime geɖe kple ku ƒe dzi dede togbɔ be mele sɔsɔe o B)Dzidzia ƒe anyivava kple kukuawo ƒe agbɔsɔsɔ C)dzidziawo ƒe agbɔmasɔ kple kukuawo ƒe ɖiɖi va anyi blibo D)dzidziawo bubuɖedzi dzidede kple ku bubuɖedzi gɔme vava"	D
amexlẽmɔnu kae nana be wotsɔa fufɔfɔ dea tome ale be dukɔa nadzi vi sɔgbɔ bene woaɖɔli dzila kple ame matsimatsi siwo ku mahã ?	['dzidzi dzidzenu kotso', 'dzidzimeawo liɖɔɖɔ liƒo', 'ku dzidzenu', 'fufɔfɔ ƒe dzidzeme léléƒoƒu']	B	high_school_geography	C)ku dzidzenu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: amexlẽmɔnu kae nana be wotsɔa fufɔfɔ dea tome ale be dukɔa nadzi vi sɔgbɔ bene woaɖɔli dzila kple ame matsimatsi siwo ku mahã ?
 A)dzidzi dzidzenu kotso B)dzidzimeawo liɖɔɖɔ liƒo C)ku dzidzenu D)fufɔfɔ ƒe dzidzeme léléƒoƒu"	C
Xɔseha ka mee amewo le agbɔ sɔm egbeawo le Amerikaa?	['Islam', 'Kristoha', 'hindouisme', 'Boudatɔwo']	A	high_school_geography	C	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Xɔseha ka mee amewo le agbɔ sɔm egbeawo le Amerikaa?
 A)Islam B)Kristoha C)hindouisme D)Boudatɔwo"	C
gbɔlogui si me nyawo dugã dea nu lae woyɔa be:	['teƒe dzĩ', 'liƒo', 'ŋusẽkpɔɖeamedzi teƒe', 'Dumegbe']	D	high_school_geography	C)ŋusẽkpɔɖeamedzi teƒe	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: gbɔlogui si me nyawo dugã dea nu lae woyɔa be:
 A)teƒe dzĩ B)liƒo C)ŋusẽkpɔɖeamedzi teƒe D)Dumegbe"	C
Ɖɔɖɔ nyuitɔ na dugãe nye	['Dugã titina kple eƒe ŋgɔgbedeteƒewo', 'Dugãa kple eƒe gbɔloguiwo', 'dugãa kple eƒe dumegbea', 'dugãa kple du vi siwo de nu emee']	B	high_school_geography	Dugãa kple eƒe dumegbea.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ɖɔɖɔ nyuitɔ na dugãe nye
 A)Dugã titina kple eƒe ŋgɔgbedeteƒewo B)Dugãa kple eƒe gbɔloguiwo C)dugãa kple eƒe dumegbea D)dugãa kple du vi siwo de nu emee"	unknown
Le xɔseha siawo me ɖe, ekae nye tsitsitɔ ?	['Budatɔwo', 'Kristotɔwo', 'Islam', 'Hindouisme']	D	high_school_geography	D)Hindouisme	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Le xɔseha siawo me ɖe, ekae nye tsitsitɔ ?
 A)Budatɔwo B)Kristotɔwo C)Islam D)Hindouisme"	D
nu siawo dometɔ kae menye nu tɔxɛ na dugã tsãɖedu siwo le xexeame o mahã ?	['xexeame dugã tsãɖeduwo mee adzɔ dedutawo gede nɔna', 'xexeame du tsaɖeduwo dea ka kple dugã sue bubuwo', 'Dugã tsaɖeduwo mee dutadzɔwo ƒe dɔlɔdzewo nɔna', 'xexeame dugã tsaɖeduwo le anyigba ƒe diehe kple ɣetoɖoƒe ko']	D	high_school_geography	Dugã tsaɖeduwo mee dutadzɔwo ƒe dɔlɔdzewo nɔna.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: nu siawo dometɔ kae menye nu tɔxɛ na dugã tsãɖedu siwo le xexeame o mahã ?
 A)xexeame dugã tsãɖeduwo mee adzɔ dedutawo gede nɔna B)xexeame du tsaɖeduwo dea ka kple dugã sue bubuwo C)Dugã tsaɖeduwo mee dutadzɔwo ƒe dɔlɔdzewo nɔna D)xexeame dugã tsaɖeduwo le anyigba ƒe diehe kple ɣetoɖoƒe ko"	unknown
Kakademenu kae de megbe na dugãwo tsotso le ɣletivi ƒe nɔnɔme me mahã ?	['Mɔgã siwo nɔa dugãwo kple yameʋudzeƒewo dome', 'Dukɔ domemɔ siwo bla dugãwo ɖe due', 'Mɔ siwo woɖe hena xlãƒoƒo dugãwo', 'Tramway kple trolley siwo tsoaCBD']	D	high_school_geography	D)Tramway kple trolley siwo tsoaCBD	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kakademenu kae de megbe na dugãwo tsotso le ɣletivi ƒe nɔnɔme me mahã ?
 A)Mɔgã siwo nɔa dugãwo kple yameʋudzeƒewo dome B)Dukɔ domemɔ siwo bla dugãwo ɖe due C)Mɔ siwo woɖe hena xlãƒoƒo dugãwo D)Tramway kple trolley siwo tsoaCBD"	D
Dugã xadzi kae le Amerika eye wowɔ ɖoɖo ɖe eŋu ?	['Getowo', 'gbɔloguiwo', 'CBDwo', 'tɔtrɔ teƒe']	B	high_school_geography	C)CBDwo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Dugã xadzi kae le Amerika eye wowɔ ɖoɖo ɖe eŋu ?
 A)Getowo B)gbɔloguiwo C)CBDwo D)tɔtrɔ teƒe"	C
fli tsitsitre kple tsɔgɛwo ƒe dzidzemenu na teƒe aɖe nye kpɔɖeŋu na:	['nuto ɖoanyi', 'nuto si wɔadɔ', 'teƒe si woate ŋu de dzesi bɔbɔe', 'dzesidede kpɔmegbe']	C	high_school_geography	C)teƒe si woate ŋu de dzesi bɔbɔe	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: fli tsitsitre kple tsɔgɛwo ƒe dzidzemenu na teƒe aɖe nye kpɔɖeŋu na:
 A)nuto ɖoanyi B)nuto si wɔadɔ C)teƒe si woate ŋu de dzesi bɔbɔe D)dzesidede kpɔmegbe"	C
Dukɔ etɔ̃ alo geɖe wu ƒuƒoƒo siwo lɔ̃ be yewoaɖe asi le yewo ƒe ŋutete aɖewo lae woyɔa be	['dumevinyenye', 'nuwo kaka', 'dukɔdedzimenɔnɔ', 'amenɔewo kpɔkplɔɖo']	C	high_school_geography	C)dukɔdedzimenɔnɔ	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Dukɔ etɔ̃ alo geɖe wu ƒuƒoƒo siwo lɔ̃ be yewoaɖe asi le yewo ƒe ŋutete aɖewo lae woyɔa be
 A)dumevinyenye B)nuwo kaka C)dukɔdedzimenɔnɔ D)amenɔewo kpɔkplɔɖo"	C
Le nyagbe vevi siawo me, tɔ asi esi Thomas Malthus ŋlɔbe le eƒe nuɖoɖakpɔ le dukɔwo nyame la dzi	['dukɔwo le liƒo si le woƒe nuɖuɖuwo si la te', 'dukɔwo ate ŋu sɔgbɔ le ŋuteteme wu agbɔsɔsɔdzidzenua', 'Aʋawo kple dɔtotowo ɖiɖia amewo ƒe dzidzi dzi kpɔtɔ', 'Aɖaŋunu ƒe ŋusekpɔkpɔɓe woana anyigba ƒe agbãxɔxɔ na kpẽ ɖe edzi']	D	high_school_geography	C)Aʋawo kple dɔtotowo ɖiɖia amewo ƒe dzidzi dzi kpɔtɔ	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Le nyagbe vevi siawo me, tɔ asi esi Thomas Malthus ŋlɔbe le eƒe nuɖoɖakpɔ le dukɔwo nyame la dzi
 A)dukɔwo le liƒo si le woƒe nuɖuɖuwo si la te B)dukɔwo ate ŋu sɔgbɔ le ŋuteteme wu agbɔsɔsɔdzidzenua C)Aʋawo kple dɔtotowo ɖiɖia amewo ƒe dzidzi dzi kpɔtɔ D)Aɖaŋunu ƒe ŋusekpɔkpɔɓe woana anyigba ƒe agbãxɔxɔ na kpẽ ɖe edzi"	C
Xɔseha eveƒokpli kawoe nye ha eve siwo wonya le xexea katã mee	['Islam kple Judaisme', 'Judaisme kple Budatɔwo', 'Indouisme kple Budatɔwo', 'Kristoha kple Budatɔwo']	D	high_school_geography	C)Indouisme kple Budatɔwo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Xɔseha eveƒokpli kawoe nye ha eve siwo wonya le xexea katã mee
 A)Islam kple Judaisme B)Judaisme kple Budatɔwo C)Indouisme kple Budatɔwo D)Kristoha kple Budatɔwo"	C
Dugãkpɔɖeŋu ɖoɖo kae gblɔ be mlɔƒe siwo xɔ tsi la nɔa dzi dem le dugã xadzi kple mɔgãwo tome eye esiwo mexɔa asi fũu o la kplɔa wo ɖo le liɖɔɖɔ me	['nuto kplikpliwo kpɔɖeŋu', 'Titinɔnɔ ƒe kpɔɖeŋu', 'Fiadukɔ dugã ƒe kpɔɖeŋu', 'Teƒewo fifliwo kpɔɖeŋu']	D	high_school_geography	C)Fiadukɔ dugã ƒe kpɔɖeŋu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Dugãkpɔɖeŋu ɖoɖo kae gblɔ be mlɔƒe siwo xɔ tsi la nɔa dzi dem le dugã xadzi kple mɔgãwo tome eye esiwo mexɔa asi fũu o la kplɔa wo ɖo le liɖɔɖɔ me
 A)nuto kplikpliwo kpɔɖeŋu B)Titinɔnɔ ƒe kpɔɖeŋu C)Fiadukɔ dugã ƒe kpɔɖeŋu D)Teƒewo fifliwo kpɔɖeŋu"	C
Nenye be Du aɖe tsɔ eƒe xɔse de dziɖuɖunyawo me la, ekem	['Akpasesẽdukpɔkplɔe', 'Xɔsedukpɔkplɔ', 'Vovokpɔkpɔdukpɔkplɔ', 'Ameɖekadukpɔkplɔ']	B	high_school_geography	C)Vovokpɔkpɔdukpɔkplɔ	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Nenye be Du aɖe tsɔ eƒe xɔse de dziɖuɖunyawo me la, ekem
 A)Akpasesẽdukpɔkplɔe B)Xɔsedukpɔkplɔ C)Vovokpɔkpɔdukpɔkplɔ D)Ameɖekadukpɔkplɔ"	C
Xɔseha kae keke ta le Yuropa wu?	['Kristoha', 'Islam', 'Hindouisme', 'vedu']	A	high_school_geography	Kristoha	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Xɔseha kae keke ta le Yuropa wu?
 A)Kristoha B)Islam C)Hindouisme D)vedu"	A
Hatsotso kae de amedziɖu dutakeke adodui tome le Amerika ƒe ɣedzeƒe mahã	['Frãs,ewo', 'Britanique (anglais, ecossais-irlandais, écossais)', 'Rɔshawo', 'Chinetɔwo']	B	high_school_geography	C	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Hatsotso kae de amedziɖu dutakeke adodui tome le Amerika ƒe ɣedzeƒe mahã
 A)Frãs B)ewo C)Britanique (anglais D)ecossais-irlandais"	C
Ƒèwo ƒe pyramide ɖea dukɔ aɖe ƒe nyanyananawo fiana negbe	['duawo ƒe zazãwo ƒe hiahiã', 'visɔgbɔdzidzi ƒe nuteame siwo wonana dukɔa', 'Aʋawo ƒe metsonuwo na dukɔa', 'dukɔa ƒe agbɔsɔsɔ ƒe nyanyanana kaba']	B	high_school_geography	D)dukɔa ƒe agbɔsɔsɔ ƒe nyanyanana kaba	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ƒèwo ƒe pyramide ɖea dukɔ aɖe ƒe nyanyananawo fiana negbe
 A)duawo ƒe zazãwo ƒe hiahiã B)visɔgbɔdzidzi ƒe nuteame siwo wonana dukɔa C)Aʋawo ƒe metsonuwo na dukɔa D)dukɔa ƒe agbɔsɔsɔ ƒe nyanyanana kaba"	D
Liƒo ƒomevi kaj Rhin nye ?	['Dzidzemetɔ', 'Nukpakpatɔ', 'dzɔdzɔmetɔ', 'Amekukuŋunutɔ']	C	high_school_geography	C)dzɔdzɔmetɔ	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Liƒo ƒomevi kaj Rhin nye ?
 A)Dzidzemetɔ B)Nukpakpatɔ C)dzɔdzɔmetɔ D)Amekukuŋunutɔ"	C
Dɔwɔɖui kae ku ɖe nukpɔkpɔwo ŋu?	['gbãtɔa', 'evelia', 'etɔ̃lia', 'enelia']	A	high_school_geography	C)etɔ̃lia	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Dɔwɔɖui kae ku ɖe nukpɔkpɔwo ŋu?
 A)gbãtɔa B)evelia C)etɔ̃lia D)enelia"	C
Dɔ ka ƒomevi me woxɔa duƒoxlãmetɔwo dɔwɔlawo ɖo mahã ?	['Gbãtɔa', 'evelia', 'etɔ̃lia', 'enelia']	A	high_school_geography	C)etɔ̃lia	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Dɔ ka ƒomevi me woxɔa duƒoxlãmetɔwo dɔwɔlawo ɖo mahã ?
 A)Gbãtɔa B)evelia C)etɔ̃lia D)enelia"	C
Dɔ siawo mele vevie o negbe	['Dzotsilawo', 'hahomedɔwɔlawo', 'Amenyigbatutulawo', 'Avɔlɔ̃ƒedɔwɔlawo']	D	high_school_geography	D	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Dɔ siawo mele vevie o negbe
 A)Dzotsilawo B)hahomedɔwɔlawo C)Amenyigbatutulawo D)Avɔlɔ̃ƒedɔwɔlawo"	D
Dutadzɔwo ƒe dɔwo ƒoƒu ɖe	['nuwɔwɔ le teƒe siwo fetu xɔa asi le wu', 'akɔŋtadɔ kple numekukudɔ le teƒe siwo asisasa nyo le wu', 'teƒe siwo ʋiʋlia kple asisunɔwo mebɔ le o', 'le tanɔƒe siwo sɔ ɖe PED gbɔ']	C	high_school_geography	D)le tanɔƒe siwo sɔ ɖe PED gbɔ	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Dutadzɔwo ƒe dɔwo ƒoƒu ɖe
 A)nuwɔwɔ le teƒe siwo fetu xɔa asi le wu B)akɔŋtadɔ kple numekukudɔ le teƒe siwo asisasa nyo le wu C)teƒe siwo ʋiʋlia kple asisunɔwo mebɔ le o D)le tanɔƒe siwo sɔ ɖe PED gbɔ"	D
nu siawo dometɔ kae womedena tɔwɔ ŋgɔdenyawo me edziedzi oa ?	['atinuwo dede tɔ me', 'aboɖiɖi bɔbɔe sɔgbɔ dede tome', 'tsiɖeame edziedzi', 'mama kple tɔŋuɖuɖu deto']	D	high_school_geography	C) tsiɖeame edziedzi	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: nu siawo dometɔ kae womedena tɔwɔ ŋgɔdenyawo me edziedzi oa ?
 A)atinuwo dede tɔ me B)aboɖiɖi bɔbɔe sɔgbɔ dede tome C)tsiɖeame edziedzi D)mama kple tɔŋuɖuɖu deto"	C
Du siawo dometɔ ka si tomenuwo mele hena fifidzɔdɔwɔƒewo o mahã ?	['Amerika', 'Japon', 'Franse', 'Eŋlisiawo de']	B	high_school_geography	A)Amerika.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Du siawo dometɔ ka si tomenuwo mele hena fifidzɔdɔwɔƒewo o mahã ?
 A)Amerika B)Japon C)Franse D)Eŋlisiawo de"	A
Alpe ƒe towo kple Ɣetoɖeƒe kple titina Yurɔpa ƒe balimewo ƒe ɖoɖo tso ɣedzeƒe yi ɣetoɖoƒe ƒe taɖodzinue nye:	['woatɔ yuropa ƒe aƒudzodzoxɔxɔ ɖe agowo ŋu', 'woawɔ kadedememɔ le dziehe kple anyiehe yuropa dome', 'xexemedzoxɔxɔ ƒe wɔnawo ku ɖe aƒu ŋu nakeke yi ɖe ɣedzeƒe, Dzamani kple Pologne', 'woatɔ dukɔwo ƒe dutayiyi le anyieheƒutanutowo me dzi.']	C	high_school_geography	C)xexemedzoxɔxɔ ƒe wɔnawo ku ɖe aƒu ŋu nakeke yi ɖe ɣedzeƒe	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Alpe ƒe towo kple Ɣetoɖeƒe kple titina Yurɔpa ƒe balimewo ƒe ɖoɖo tso ɣedzeƒe yi ɣetoɖoƒe ƒe taɖodzinue nye:
 A)woatɔ yuropa ƒe aƒudzodzoxɔxɔ ɖe agowo ŋu B)woawɔ kadedememɔ le dziehe kple anyiehe yuropa dome C)xexemedzoxɔxɔ ƒe wɔnawo ku ɖe aƒu ŋu nakeke yi ɖe ɣedzeƒe D)Dzamani kple Pologne"	C
Hindouwo ƒe gbedoxɔ klistuwo gãtɔwo le	['Calcuta', 'Bombay', 'Cambodge', 'Bali']	C	high_school_geography	C)Cambodge	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Hindouwo ƒe gbedoxɔ klistuwo gãtɔwo le
 A)Calcuta B)Bombay C)Cambodge D)Bali"	C
nyagbe kae ɖɔ ŋusẽ si ƒoaƒu eye wonaa ŋusẽ dukɔwo ?	['Kaka', 'Tetebɔ', 'Si dota titina', 'kuɖe kɔta ŋu']	C	high_school_geography	D) kuɖe kɔta ŋu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: nyagbe kae ɖɔ ŋusẽ si ƒoaƒu eye wonaa ŋusẽ dukɔwo ?
 A)Kaka B)Tetebɔ C)Si dota titina D)kuɖe kɔta ŋu"	D
gbeteɖedzinyagbe kae ɖɔ aboɖiɖi le S nu wu ?	['Bantouwo ƒe mɔzɔzɔ tatadzesi', 'tatadzesi si ɖea amewo ƒe agbɔsɔsɔ fia tso esime wodzɔ ɖe anyigba dzi', 'tatadzesi si ɖea ale si dugã ƒoa kpli kple wo nɔewo le woƒe takeke ta', 'Ɖoɖo si ɖea amewo ƒe agbɔsɔsɔme ƒe ɖiɖi kpɔtɔ dzesitata fiana nenye be duawo ɖo dɔwɔƒegãwo ta']	D	high_school_geography	C)tatadzesi si ɖea ale si dugã ƒoa kpli kple wo nɔewo le woƒe takeke ta	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: gbeteɖedzinyagbe kae ɖɔ aboɖiɖi le S nu wu ?
 A)Bantouwo ƒe mɔzɔzɔ tatadzesi B)tatadzesi si ɖea amewo ƒe agbɔsɔsɔ fia tso esime wodzɔ ɖe anyigba dzi C)tatadzesi si ɖea ale si dugã ƒoa kpli kple wo nɔewo le woƒe takeke ta D)Ɖoɖo si ɖea amewo ƒe agbɔsɔsɔme ƒe ɖiɖi kpɔtɔ dzesitata fiana nenye be duawo ɖo dɔwɔƒegãwo ta"	C
Nu siawo dometɔ kae menye anikanu na Dukɔa o mahã ?	['Dutadzɔwo', 'UE', 'Xexeamesitsatsa ɖoɖoa', 'Mɔdodowɔna aoduitɔ']	D	high_school_geography	D)Mɔdodowɔna aoduitɔ	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Nu siawo dometɔ kae menye anikanu na Dukɔa o mahã ?
 A)Dutadzɔwo B)UE C)Xexeamesitsatsa ɖoɖoa D)Mɔdodowɔna aoduitɔ"	D
Dukɔa kametehawo, aflagawo, adãhawo kple dukɔa ƒe azâwo nye nu siwo dea megbe na ŋgɔgbedede le	['dumevinyenye nyawo me', 'vivitimehanyawo me', 'dunyagbɔgblɔ ƒe ʋuŋyaʋunya me', 'dɔwɔwɔ ƒe ʋiʋlinyawo me']	A	high_school_geography	C)dunyagbɔgblɔ ƒe ʋuŋyaʋunya me	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Dukɔa kametehawo, aflagawo, adãhawo kple dukɔa ƒe azâwo nye nu siwo dea megbe na ŋgɔgbedede le
 A)dumevinyenye nyawo me B)vivitimehanyawo me C)dunyagbɔgblɔ ƒe ʋuŋyaʋunya me D)dɔwɔwɔ ƒe ʋiʋlinyawo me"	C
Wɔna si me dutayilawo srɔa dzrowodedua ƒe agbenɔnɔ, gbe kple denunyawo lae nye	['amexɔxɔɖeme', 'kɔbubu', 'sɔsɔɖeamenu', 'nutsakatsaka']	B	high_school_geography	C)sɔsɔɖeamenu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Wɔna si me dutayilawo srɔa dzrowodedua ƒe agbenɔnɔ, gbe kple denunyawo lae nye
 A)amexɔxɔɖeme B)kɔbubu C)sɔsɔɖeamenu D)nutsakatsaka"	C
Nu siawo dometɔ ka dzie woate ŋu ɖɔ anyigbadzidze dzidzeme ŋutɔtɔa, taɖoƒe ŋutɔŋutɔa, kɔkɔme ;,nutɔŋuʈoa kple nɔnɔme ŋutɔŋutɔa nyuie le mahã ?	['Mercator ƒe nutataɖemɔ', 'Anyigbanɔnɔmetata nogo', 'nuɖeɖefia tsutsɔe', 'nuɖefia tso anyigba titina']	B	high_school_geography	D) nuɖefia tso anyigba titina	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Nu siawo dometɔ ka dzie woate ŋu ɖɔ anyigbadzidze dzidzeme ŋutɔtɔa, taɖoƒe ŋutɔŋutɔa, kɔkɔme ;,nutɔŋuʈoa kple nɔnɔme ŋutɔŋutɔa nyuie le mahã ?
 A)Mercator ƒe nutataɖemɔ B)Anyigbanɔnɔmetata nogo C)nuɖeɖefia tsutsɔe D)nuɖefia tso anyigba titina"	D
Nu siawo dometɔ kae woate ŋu tsɔ abe dɔ deto vevitɔ mahã ?	['Winn-Dexie ƒe nudonuwo dzraƒe', 'Mercedez-Benz ʋudzraƒe', 'Afɔkpafiase', 'Ƒome dɔyɔla']	B	high_school_geography	C)Afɔkpafiase	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Nu siawo dometɔ kae woate ŋu tsɔ abe dɔ deto vevitɔ mahã ?
 A)Winn-Dexie ƒe nudonuwo dzraƒe B)Mercedez-Benz ʋudzraƒe C)Afɔkpafiase D)Ƒome dɔyɔla"	C
Anyigbaŋunyala kae gblɔ le ƒè 1920liawo me be Amerika dugãwometɔwo le abe ga godo siwo bla wo nɔewo eye woel alɔ ɖem tso titiku aɖe gbɔ ɖo ta gbɔto mahã ?	['Rostow', 'Ravenstein', 'Von Thünen', 'Burgess']	D	high_school_geography	D)Burgess	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Anyigbaŋunyala kae gblɔ le ƒè 1920liawo me be Amerika dugãwometɔwo le abe ga godo siwo bla wo nɔewo eye woel alɔ ɖem tso titiku aɖe gbɔ ɖo ta gbɔto mahã ?
 A)Rostow B)Ravenstein C)Von Thünen D)Burgess"	D
Míewɔa mɔfianu sia ŋudɔ nenye be miele suku yim ŋdi sia ŋdi	['Rand Mcnally ƒe mɔtata', 'Anyigbatata', 'mɔzɔti', 'tamenutata']	D	high_school_geography	Rand Mcnally ƒe mɔtata	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Míewɔa mɔfianu sia ŋudɔ nenye be miele suku yim ŋdi sia ŋdi
 A)Rand Mcnally ƒe mɔtata B)Anyigbatata C)mɔzɔti D)tamenutata"	A
Le tata siawo dome, esi zã dzidzenu suetɔ lae nye	['xexeametɔ', 'Georgie tɔ', 'Main Street, Small Town, Ohio', 'Pennsylvanie.']	A	high_school_geography	Main Street	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Le tata siawo dome, esi zã dzidzenu suetɔ lae nye
 A)xexeametɔ B)Georgie tɔ C)Main Street D)Small Town"	unknown
Liƒo siwo wodo hafi va nya anyigbaŋunuwo kple anyigbatata woyɔa be	['ŋgɔdoliƒo', 'dzidzemeliƒo', 'liƒo kuku', 'Megbedoliƒo']	A	high_school_geography	D)Megbedoliƒo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Liƒo siwo wodo hafi va nya anyigbaŋunuwo kple anyigbatata woyɔa be
 A)ŋgɔdoliƒo B)dzidzemeliƒo C)liƒo kuku D)Megbedoliƒo"	D
dɔ siawo fomevi kae mele gɔmeɖodɔwo me o hãa?	['Aɖaŋunuwɔla ƒe aɖaŋuɖoɖo', 'Pick-up F-10 tsãƒe dɔwɔla', 'Mɔmemiɖaƒe dɔwɔla', 'Ʋudaɖoƒe ŋudzɔla']	D	high_school_geography	C)Mɔmemiɖaƒe dɔwɔla	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: dɔ siawo fomevi kae mele gɔmeɖodɔwo me o hãa?
 A)Aɖaŋunuwɔla ƒe aɖaŋuɖoɖo B)Pick-up F-10 tsãƒe dɔwɔla C)Mɔmemiɖaƒe dɔwɔla D)Ʋudaɖoƒe ŋudzɔla"	C
