question	choices	answer	subject	command_r	prompt	verbalized
Kanneen armaan gadii keessaa fakkeenyi indaastirii bu’aa hedduu argatuu isa kami?	['               Sibiila', 'Juusii burtukaanaa kan qaruuraa ', 'Waraqaa', 'Sibiila diimaa']	B	high_school_geography	Sibiila diimaa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kanneen armaan gadii keessaa fakkeenyi indaastirii bu’aa hedduu argatuu isa kami?
 A)               Sibiila B)Juusii burtukaanaa kan qaruuraa  C)Waraqaa D)Sibiila diimaa"	A
Kanneen armaan gadii keessaa kamtu amala naannoo adeemsa al-ergii zoonii (EPZ) miti?	['Al-ergii irratti taarifa hir’isuu', 'Meeshaalee dheedhii qaraxa irraa bilisa ta’anii biyya alaatii galfaman', 'Gibira gumurukaa irraa bilisa ta’uu', 'Dambiiwwan faalama ciccimoo']	D	high_school_geography	D)Dambiiwwan faalama ciccimoo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kanneen armaan gadii keessaa kamtu amala naannoo adeemsa al-ergii zoonii (EPZ) miti?
 A)Al-ergii irratti taarifa hir’isuu B)Meeshaalee dheedhii qaraxa irraa bilisa ta’anii biyya alaatii galfaman C)Gibira gumurukaa irraa bilisa ta’uu D)Dambiiwwan faalama ciccimoo"	D
Amaloota armaan gadii keessaa kamtu dhugaa mootummaa tokkoo miti?	"[""Naannoo walaba ta'e"", 'Sadarkaa idil-addunyaatti beekamtii kan qabu ', '       Daangaawwan', '       Afaan sabaa']"	D	high_school_geography	B)Sadarkaa idil-addunyaatti beekamtii kan qabu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Amaloota armaan gadii keessaa kamtu dhugaa mootummaa tokkoo miti?
 A)Naannoo walaba ta'e B)Sadarkaa idil-addunyaatti beekamtii kan qabu  C)       Daangaawwan D)       Afaan sabaa"	B
Magaalaa dhaloota kee irraa gara Piitisburg deemuuf karoorfattee jirta. Karaa irrattis, fira kee daawwachuuf, Kolombus, Ohaayotti dhaabbatta magaalattii jaallatta! Ati turuuf murteessitee Kolombos mana kee haaraa akka gootu murteessita. Kun fakkeenya maalii agarsiisa	"['carraa gidduu seenuu.', ""hir'ina walitti dhufeenya dhiibbaa fageenyaan dhufe"", 'godaansa fedhii malee.', 'sababoota dhiibaa-harkisuu. ']"	A	high_school_geography	D)sababoota dhiibaa-harkisuu.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Magaalaa dhaloota kee irraa gara Piitisburg deemuuf karoorfattee jirta. Karaa irrattis, fira kee daawwachuuf, Kolombus, Ohaayotti dhaabbatta magaalattii jaallatta! Ati turuuf murteessitee Kolombos mana kee haaraa akka gootu murteessita. Kun fakkeenya maalii agarsiisa
 A)carraa gidduu seenuu. B)hir'ina walitti dhufeenya dhiibbaa fageenyaan dhufe C)godaansa fedhii malee. D)sababoota dhiibaa-harkisuu. "	D
Noodii guddaan itti fayyadama lafa waajjiraafi daldalaa magaalaa giddu galeessaan alatti jiraattota caalaa hojii baay’ee kan qabu maali? 	['naannoo magaalaa.', 'magaalaa jalqabaa ', 'magaalaa ', 'magaalaa qarqaraa. ']	D	high_school_geography	B) magaalaa jalqabaa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Noodii guddaan itti fayyadama lafa waajjiraafi daldalaa magaalaa giddu galeessaan alatti jiraattota caalaa hojii baay’ee kan qabu maali? 
 A)naannoo magaalaa. B)magaalaa jalqabaa  C)magaalaa  D)magaalaa qarqaraa. "	B
Warraaqsa Qonnaa Sadaffaa midhaan kamtu jalqabe? 	['Ruuzii', 'Qamadii ', 'Garbuu ', 'Mishingaa ']	A	high_school_geography	C)Garbuu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Warraaqsa Qonnaa Sadaffaa midhaan kamtu jalqabe? 
 A)Ruuzii B)Qamadii  C)Garbuu  D)Mishingaa "	C
Kurmaana Jaarraa darbee keessa dhiibbaan Awurooppaa Bahaa caalmaatti tasgabbii dhabsiisee fi  waldhabdee sabaa fide kami? 	['Jalqabbii afaanota haaraa ', 'Dhuma waraana qorraa ', 'Weerara Sooviyeetotaatiin raawwatame ', 'Biyyoonni Awurooppaa Bahaa hedduun gara Gamtaa Awurooppaatti fudhatama argachuu isaanii ']	B	high_school_geography	C)Weerara Sooviyeetotaatiin raawwatame	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kurmaana Jaarraa darbee keessa dhiibbaan Awurooppaa Bahaa caalmaatti tasgabbii dhabsiisee fi  waldhabdee sabaa fide kami? 
 A)Jalqabbii afaanota haaraa  B)Dhuma waraana qorraa  C)Weerara Sooviyeetotaatiin raawwatame  D)Biyyoonni Awurooppaa Bahaa hedduun gara Gamtaa Awurooppaatti fudhatama argachuu isaanii "	C
Faaya xiqqoo baayyee gatii guddaa qabu tokko adaadaa koo Poowukeepsii keessa kan jiraattuuf erguu yoon barbaade,  geejjiba kamtu caalaatti hiika qaba? 	"[""Konkolaataa fe'isaa "", 'Qilleensa ', 'Doonii ', 'Daandii baaburaa ']"	B	high_school_geography	C) Dooni	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Faaya xiqqoo baayyee gatii guddaa qabu tokko adaadaa koo Poowukeepsii keessa kan jiraattuuf erguu yoon barbaade,  geejjiba kamtu caalaatti hiika qaba? 
 A)Konkolaataa fe'isaa  B)Qilleensa  C)Doonii  D)Daandii baaburaa "	C
Kanneen armaan gadii keessaa naannoon dalagaa isa kami? 	['Diksii ', 'Pensilvaaniyaa ', 'Naannoo gabaa Wiin-Diksii ', 'Kaaba Dhiha Paasifikii ']	C	high_school_geography	C)Naannoo gabaa Wiin-Diksii	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kanneen armaan gadii keessaa naannoon dalagaa isa kami? 
 A)Diksii  B)Pensilvaaniyaa  C)Naannoo gabaa Wiin-Diksii  D)Kaaba Dhiha Paasifikii "	C
Gosa moodeela magaalaa kamtu lafee dugdaa mana jireenyaa adda ta’ee fi daandii guddaa tokkoon giddugala magaalattii irraa gara alaatti babal’ate  qaba? 	['Awurooppaanota ', 'Musliima ', 'Afrikaanota Sahaaraa gadii ', 'Laatiin Ameerikaanota ']	D	high_school_geography	C)Afrikaanota Sahaaraa gadii	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Gosa moodeela magaalaa kamtu lafee dugdaa mana jireenyaa adda ta’ee fi daandii guddaa tokkoon giddugala magaalattii irraa gara alaatti babal’ate  qaba? 
 A)Awurooppaanota  B)Musliima  C)Afrikaanota Sahaaraa gadii  D)Laatiin Ameerikaanota "	C
Afaanonni Awurooppaa irra caalaan isaanii maatii akkamiitti ramadamu? 	['Yuuraal-Altaayik ', 'Baaskii ', 'Indoo-Awurooppaa ', 'Fooyniishiyaan ']	C	high_school_geography	C)Indoo-Awurooppaa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Afaanonni Awurooppaa irra caalaan isaanii maatii akkamiitti ramadamu? 
 A)Yuuraal-Altaayik  B)Baaskii  C)Indoo-Awurooppaa  D)Fooyniishiyaan "	C
Jechoonni Appaartaayidii, qulqulleessuu sabaa fi ida’amuu jedhaman hundi maaliin wal fakkaatu? 	['Hundi isaanii yeroo Waraana Addunyaa Tokkoffaa Naazii Jarmanii keessatti kan uumamanidha. ', 'Hundi isaanii bifa addaan baafamuu mana jireenyaati. ', 'Hundi isaanii karaa uummata saba adda addaa naannoo keessatti walitti makuudha. ', 'Isaan yaada tokkoof ibsa adda addaati. ']	B	high_school_geography	C)Hundi isaanii karaa uummata saba adda addaa naannoo keessatti walitti makuudha.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Jechoonni Appaartaayidii, qulqulleessuu sabaa fi ida’amuu jedhaman hundi maaliin wal fakkaatu? 
 A)Hundi isaanii yeroo Waraana Addunyaa Tokkoffaa Naazii Jarmanii keessatti kan uumamanidha.  B)Hundi isaanii bifa addaan baafamuu mana jireenyaati.  C)Hundi isaanii karaa uummata saba adda addaa naannoo keessatti walitti makuudha.  D)Isaan yaada tokkoof ibsa adda addaati. "	C
Himoota armaan gadii keessaa godaantota Awurooppaa keessa kan jiraatan sirritti kan ibsu isa kami? 	['Irra caalaan isaanii biyyoota keessummeessan keessatti lammummaa argachuun salphaa ta’ee argatu. ', 'Muslimoonni godaantota Kaaba Afrikaa irraa dhufan Faransaayitti haala gaariin walitti makamaniiru. ', 'Godaantonni gara magaalota Awurooppaatti dhufan maatii isaanii fiduun isaanii yeroo muraasa. ', 'Yeroo baayyee naannoo murtaa’e qofa keessatti daangeffamaniiru. ']	D	high_school_geography	C) Godaantonni gara magaalota Awurooppaatti dhufan maatii isaanii fiduun isaanii yeroo muraasa.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Himoota armaan gadii keessaa godaantota Awurooppaa keessa kan jiraatan sirritti kan ibsu isa kami? 
 A)Irra caalaan isaanii biyyoota keessummeessan keessatti lammummaa argachuun salphaa ta’ee argatu.  B)Muslimoonni godaantota Kaaba Afrikaa irraa dhufan Faransaayitti haala gaariin walitti makamaniiru.  C)Godaantonni gara magaalota Awurooppaatti dhufan maatii isaanii fiduun isaanii yeroo muraasa.  D)Yeroo baayyee naannoo murtaa’e qofa keessatti daangeffamaniiru. "	C
Hojiiwwan armaan gadii keessaa tokko hojiiwwan dinagdee sadarkaa lammaffaa miti?	['Kutaalee konkolaataa walitti qabuu', 'Shamiiza hojjechuu', 'sibiila diimaa baasuu ', 'Kitaabota hidhuu ']	C	high_school_geography	C)sibiila diimaa baasuu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Hojiiwwan armaan gadii keessaa tokko hojiiwwan dinagdee sadarkaa lammaffaa miti?
 A)Kutaalee konkolaataa walitti qabuu B)Shamiiza hojjechuu C)sibiila diimaa baasuu  D)Kitaabota hidhuu "	C
Joonii fi Suuziin gara Iskootilaanditti kan ce'anii haaromsuu fi masaraa maatii keessa jiraachuuf jiru. Sochii isaanii godaansa maaltu godha? 	"['Daangaa biyya biraa qaxxaamuraa jiru. ', 'Homaa qabatanii deemaa hin jiran. ', ""Dhaabbataan socho'aa jiru. "", 'Fuldaratti waggaa tokkoo oliif ni badu.']"	C	high_school_geography	D) Fuldaratti waggaa tokkoo oliif ni badu.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Joonii fi Suuziin gara Iskootilaanditti kan ce'anii haaromsuu fi masaraa maatii keessa jiraachuuf jiru. Sochii isaanii godaansa maaltu godha? 
 A)Daangaa biyya biraa qaxxaamuraa jiru.  B)Homaa qabatanii deemaa hin jiran.  C)Dhaabbataan socho'aa jiru.  D)Fuldaratti waggaa tokkoo oliif ni badu."	D
Qaamolee armaan gadii keessaa kamtu mootummaadha?	['Antaarktikaa ', 'Saamo’aa Ameerikaa ', 'Gibxii', 'Odoola Maarshaal ']	C	high_school_geography	A)Antaarktikaa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Qaamolee armaan gadii keessaa kamtu mootummaadha?
 A)Antaarktikaa  B)Saamo’aa Ameerikaa  C)Gibxii D)Odoola Maarshaal "	A
Boba’aan fosiilii baay’inaan argamu maali? 	['Foosfeetii ', 'Zayita ', 'Boba’aa ', 'Dhagaa cilee ']	D	high_school_geography	C) Boba’aa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Boba’aan fosiilii baay’inaan argamu maali? 
 A)Foosfeetii  B)Zayita  C)Boba’aa  D)Dhagaa cilee "	C
Biyya tokko keessatti amantii diduu ykn kan dhimma hin qabne maal jedhama? 	"['waaqolii hedduutti amanuu. ', 'amantaa ""uumamni  hundi lubbuu qabu"" jedhu. ', 'sekulaarizimii ', 'waaqa tokkicha humna hundumaa danda’u tokkotti amanuu ']"	C	high_school_geography	C)sekulaarizimii	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Biyya tokko keessatti amantii diduu ykn kan dhimma hin qabne maal jedhama? 
 A)waaqolii hedduutti amanuu.  B)amantaa ""uumamni  hundi lubbuu qabu"" jedhu.  C)sekulaarizimii  D)waaqa tokkicha humna hundumaa danda’u tokkotti amanuu "	C
Diinagdee industirii boodaa keessatti qabeenya armaan gadii keessaa kamtu oomishtummaa guddisuuf barbaachisaa ta’ee fudhatama? 	['Annisaa ', 'Hojii humnaa ', 'Odeeffannoo ', 'Ispeeshaalaayizeeshinii ']	C	high_school_geography	C)Odeeffannoo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Diinagdee industirii boodaa keessatti qabeenya armaan gadii keessaa kamtu oomishtummaa guddisuuf barbaachisaa ta’ee fudhatama? 
 A)Annisaa  B)Hojii humnaa  C)Odeeffannoo  D)Ispeeshaalaayizeeshinii "	C
Biyya tokko keessatti magaalaa guddaa isa itti aanuun magaalaan dachaa oliin kan caalu maal jedhama  	['magaalaa addunyaa. ', 'magaalaa dursituu addunyaa. ', 'magaalaa baayyee guddaa ', 'magaalaa guuddoo biyya tokkoo ']	D	high_school_geography	B) magaalaa dursituu addunyaa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Biyya tokko keessatti magaalaa guddaa isa itti aanuun magaalaan dachaa oliin kan caalu maal jedhama  
 A)magaalaa addunyaa.  B)magaalaa dursituu addunyaa.  C)magaalaa baayyee guddaa  D)magaalaa guuddoo biyya tokkoo "	B
Biyyi qarqara galaanaa qabdu hundi waliigaltee seera galaanaa UN jalatti naannoo dinagdee addaa (EEZ) qabdi. Seera Galaanaa fi EEZ ilaalchisee ibsa armaan gadii keessaa kamtu sirrii miti? 	['EEZ qarqara galaanaa irraa hanga maayilii galaanaa 200 (km 370) dheerata. ', 'Biyyoonni qabeenya uumamaa EEZ isaanii keessatti fayyadamuuf mirga qabu. ', 'Biyyoonni EEZ isaanii bira darbee qabeenya qarqara ardii galaanaa jiruu hanga maayilii galaanaa 350 (km 560) dheeratu fayyadamuu danda’u. ', 'Biyyi tokko qabeenya lubbuu qabu EEZ ishee keessaa fayyadamuuf mirga hin qabdu. ']	D	high_school_geography	C	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Biyyi qarqara galaanaa qabdu hundi waliigaltee seera galaanaa UN jalatti naannoo dinagdee addaa (EEZ) qabdi. Seera Galaanaa fi EEZ ilaalchisee ibsa armaan gadii keessaa kamtu sirrii miti? 
 A)EEZ qarqara galaanaa irraa hanga maayilii galaanaa 200 (km 370) dheerata.  B)Biyyoonni qabeenya uumamaa EEZ isaanii keessatti fayyadamuuf mirga qabu.  C)Biyyoonni EEZ isaanii bira darbee qabeenya qarqara ardii galaanaa jiruu hanga maayilii galaanaa 350 (km 560) dheeratu fayyadamuu danda’u.  D)Biyyi tokko qabeenya lubbuu qabu EEZ ishee keessaa fayyadamuuf mirga hin qabdu. "	C
Kanneen armaan gadii keessaa IRRA JIREESSAAN dhiibbaa baay'ina uummataan kan miidhamuu hin oolle isa kami? 	"['Hawaasa industirii qabeenya uumamaa baay’ee fi nyaata baay’ee biyya alaatii galfamu qabu ', 'Hawaasa damee qonnaa makaanaayizeeshinii olaanaa qabu ', ""bakka uummanni baay'inaan hin jirre "", 'muka gubuu fi ciruu uummata qonnaan bulaa ']"	D	high_school_geography	A) Hawaasa industirii qabeenya uumamaa baay’ee fi nyaata baay’ee biyya alaatii galfamu qabu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kanneen armaan gadii keessaa IRRA JIREESSAAN dhiibbaa baay'ina uummataan kan miidhamuu hin oolle isa kami? 
 A)Hawaasa industirii qabeenya uumamaa baay’ee fi nyaata baay’ee biyya alaatii galfamu qabu  B)Hawaasa damee qonnaa makaanaayizeeshinii olaanaa qabu  C)bakka uummanni baay'inaan hin jirre  D)muka gubuu fi ciruu uummata qonnaan bulaa "	A
Kutaan daangaa Yuunaaytid Isteetii fi Meksikoo gidduu Riyoo Giraandii yoo ta'u, kun fakkeenya maaliiti 	"['kan bishaan addaa qoodu. ', ""yaa'aa bishaanii. "", 'daangaa namtolchee. ', 'daangaa uumamaa. ']"	D	high_school_geography	D)daangaa uumamaa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kutaan daangaa Yuunaaytid Isteetii fi Meksikoo gidduu Riyoo Giraandii yoo ta'u, kun fakkeenya maaliiti 
 A)kan bishaan addaa qoodu.  B)yaa'aa bishaanii.  C)daangaa namtolchee.  D)daangaa uumamaa. "	D
"Waa'ee babal'ina amala aadaa tokkoo yeroo dubbannu ""aadaan gara alaatti babal’ate (faca’e)"" jechuun maal jechuu keenya? "	['Galma ', 'Qabxii ka’umsaa ', 'Bakkeewwan daandii babal’ina irratti argaman hunda ', 'Qabxii siiqqee ']	B	high_school_geography	C)Bakkeewwan daandii babal’ina irratti argaman hunda	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Waa'ee babal'ina amala aadaa tokkoo yeroo dubbannu ""aadaan gara alaatti babal’ate (faca’e)"" jechuun maal jechuu keenya? 
 A)Galma  B)Qabxii ka’umsaa  C)Bakkeewwan daandii babal’ina irratti argaman hunda  D)Qabxii siiqqee "	C
Fageenyi kaabaa fi kibba ikuwaatorii kan 	['sirna giiridii addunyaa. ', 'Piraayim meriidiyaan ', 'laatiitiyuudii ', 'loongitiyuudii ']	C	high_school_geography	D)loongitiyuudii	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Fageenyi kaabaa fi kibba ikuwaatorii kan 
 A)sirna giiridii addunyaa.  B)Piraayim meriidiyaan  C)laatiitiyuudii  D)loongitiyuudii "	D
Yakka doonii irratti raawwatame ilaalchisee mootummaa kamtu akka idileetti aangoo raawwachiisuu qaba? 	['Mootummaa qarqara galaanaa ', 'Mootummaa alaabaa ', 'Biyyoonni hundi aangoo akkasii qabu ', 'Mana Murtii Idil-addunyaa Seera Galaanaa ']	B	international_law	C)Biyyoonni hundi aangoo akkasii qabu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Yakka doonii irratti raawwatame ilaalchisee mootummaa kamtu akka idileetti aangoo raawwachiisuu qaba? 
 A)Mootummaa qarqara galaanaa  B)Mootummaa alaabaa  C)Biyyoonni hundi aangoo akkasii qabu  D)Mana Murtii Idil-addunyaa Seera Galaanaa "	C
Itti Gaafatamummaan Eegumsa (R2P) gidduu seenummaa namoomaa irraa karaa kamiin adda? 	['R2P bu’uuraan gidduu seenummaa namoomaa wajjin tokko ', 'R2Pn waamicha gargaarsa Mootummaa dhiphina keessa jiruun barbaada ', 'R2P galtee UNSC tokko tokko waan barbaaduuf fedhii ofiitiin kan hin hojjenne yoo ta’u kaayyoon isaa inni jalqabaa rakkoo namoomaa hambisuudha ', 'R2P yeroo hunda humna hidhate kan of keessaa qabu yoo ta’u, gidduu seenuun namoomaa garuu akkas miti ']	C	international_law	C)R2P galtee UNSC tokko tokko waan Barbaaduuf fedhii ofiitiin kan hin hojjenne yoo ta’u kaayyoon isaa inni jalqabaa rakkoo namoomaa hambisuudha	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Itti Gaafatamummaan Eegumsa (R2P) gidduu seenummaa namoomaa irraa karaa kamiin adda? 
 A)R2P bu’uuraan gidduu seenummaa namoomaa wajjin tokko  B)R2Pn waamicha gargaarsa Mootummaa dhiphina keessa jiruun barbaada  C)R2P galtee UNSC tokko tokko waan barbaaduuf fedhii ofiitiin kan hin hojjenne yoo ta’u kaayyoon isaa inni jalqabaa rakkoo namoomaa hambisuudha  D)R2P yeroo hunda humna hidhate kan of keessaa qabu yoo ta’u"	C
qajeelfama Lotus' jechuun maali? 	"[""Qajeelfamni Lotus 'kanaaf daangeffamni walabummaa Mootummootaa tilmaamuun hin danda'amu', ykn, akkuma hiikame, 'wanti hin dhorkamne kamiyyuu seera addunyaa keessatti hayyamameera' kan jedhudha. "", 'Qajeelfamni Lootus jedhamu Mootummoonni falmii isaanii akka galchan Mana Murtii filachuuf bilisa ta’uu isaaniiti kan jedhudha ', 'Qajeelfamni Lootus jedhamu Mootummoonni galaana guddaa irratti aangoo raawwachiisummaa isaanii mirkaneessuun hin dhorkaman kan jedhudha ', 'Qajeelfamni Lootus kan jedhamu seera aadaa walitti makamuu shaakala Mootummaa fi opinio juris irraa kan maddu ta’uu isaati  ']"	A	international_law	D)wanti hin dhorkamne kamiyyuu seera addunyaa keessatti hayyamameera' kan jedhudha.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: qajeelfama Lotus' jechuun maali? 
 A)Qajeelfamni Lotus 'kanaaf daangeffamni walabummaa Mootummootaa tilmaamuun hin danda'amu B)ykn C)akkuma hiikame D)wanti hin dhorkamne kamiyyuu seera addunyaa keessatti hayyamameera' kan jedhudha. "	D
Ibsa kana keessaa kamtu Heera Mootummaa UK akka gaariitti ibsa? 	"['Heerri mootummaa UK maddi aangoo kan abbaa biyyummaa qofa ', 'Heerri mootummaa UK qaamni haqaa gochoota paarlaamaa kuffisuuf aangoo kenna ', 'Heerri mootummaa UK koodii kan hin qabnee fi maddoota hedduu irraa argamuu danda’a ', ""Heerri mootummaa UK Labsii Mirgoota Mootummaa irratti hundaa'a ""]"	C	international_law	The answer is B) Heerri mootummaa UK qaamni haqaa gochoota paarlaamaa kuffisuuf aangoo kenna.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ibsa kana keessaa kamtu Heera Mootummaa UK akka gaariitti ibsa? 
 A)Heerri mootummaa UK maddi aangoo kan abbaa biyyummaa qofa  B)Heerri mootummaa UK qaamni haqaa gochoota paarlaamaa kuffisuuf aangoo kenna  C)Heerri mootummaa UK koodii kan hin qabnee fi maddoota hedduu irraa argamuu danda’a  D)Heerri mootummaa UK Labsii Mirgoota Mootummaa irratti hundaa'a "	B
Dirqamni waldhabdee karaa nagaa furuu maali? 	"['Dirqama bu’aa ti, jechuunis Mootummoonni falmii isaanii dafanii furuuf dirqama cimaa jala jiru ', ""Dirqama naamusaati, jechuunis Mootummoonni falmii isaanii karaa naga qabeeessa ta'een furuuf yaaluun dirqama qabu. Kunis waldhabdee isaanii furuuf dirqama kan of keessaa qabu miti "", 'Innis seera idil-addunyaa dirqama ta’ee fi Biyyoonni hundi falmii kamiyyuu keessatti hojiirra oolmaa isaa eeguuf dantaa seeraa qabu ', 'Dirqama manneen murtii fi manneen murtii idil-addunyaa qofa ilaallatudha ']"	B	international_law	B)jechuunis Mootummoonni falmii isaanii dafanii furuuf dirqama cimaa jala jiru	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Dirqamni waldhabdee karaa nagaa furuu maali? 
 A)Dirqama bu’aa ti B)jechuunis Mootummoonni falmii isaanii dafanii furuuf dirqama cimaa jala jiru  C)Dirqama naamusaati D)jechuunis Mootummoonni falmii isaanii karaa naga qabeeessa ta'een furuuf yaaluun dirqama qabu. Kunis waldhabdee isaanii furuuf dirqama kan of keessaa qabu miti "	B
Himoota armaan gadii keessaa kamtu soba? 	['Pirootokooliin 14 koree dhimmoota fudhatamummaa dhaggeeffatu abbaa murtii sadii irraa gara ijaarsa abbaa murtii tokkootti jijjiireera ', 'Pirootokooliin 14 ulaagaa haaraa fudhatamummaaf itti dabaleera ', 'Pirootokooliin 14 Komishinii Mirgoota Namoomaa haqee jira ', 'Pirootokooliin 14 yeroo aangoo biiroo abbaa seerummaa Mana Murtii Mirgoota Namoomaa Awurooppaaf dheeresse ']	C	international_law	C) Pirootokooliin 14 Komishinii Mirgoota Namoomaa haqee jira	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Himoota armaan gadii keessaa kamtu soba? 
 A)Pirootokooliin 14 koree dhimmoota fudhatamummaa dhaggeeffatu abbaa murtii sadii irraa gara ijaarsa abbaa murtii tokkootti jijjiireera  B)Pirootokooliin 14 ulaagaa haaraa fudhatamummaaf itti dabaleera  C)Pirootokooliin 14 Komishinii Mirgoota Namoomaa haqee jira  D)Pirootokooliin 14 yeroo aangoo biiroo abbaa seerummaa Mana Murtii Mirgoota Namoomaa Awurooppaaf dheeresse "	C
Konveenshinii Seera Galaanaa Dhaabbata Mootummoota Gamtoomanii (UNCLOS) jalatti 'dhagaan' isa kami? 	"['Dhagaan odola iskuweer maayilii 10 gadi ta’edha ', 'Dhagaan odola naannoo galaanaa tokkollee hin qabneedha ', ""Dhagaan odola xixiqqoo jireenya namaa yookiin jireenya dinagdee mataa isaanii itti fufsiisuu kan hin danda'iinii fi akka keewwata 121 (3)tti Zoonii Diinagdee Addaa ykn qarqara ardii galaana jalaa kan hin qabneedha. "", 'Dhagaan odola xixiqqoo jireenya namaa itti fufsiisuu danda’aniidha ']"	C	international_law	C) Dhagaan odola xixiqqoo jireenya namaa yookiin jireenya dinagdee mataa isaanii itti fufsiisuu kan hin danda'iinii fi akka keewwata 121 (3) tti Zoonii Diinagdee Addaa ykn qarqara ardii galaana jalaa kan hin qabneedha.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Konveenshinii Seera Galaanaa Dhaabbata Mootummoota Gamtoomanii (UNCLOS) jalatti 'dhagaan' isa kami? 
 A)Dhagaan odola iskuweer maayilii 10 gadi ta’edha  B)Dhagaan odola naannoo galaanaa tokkollee hin qabneedha  C)Dhagaan odola xixiqqoo jireenya namaa yookiin jireenya dinagdee mataa isaanii itti fufsiisuu kan hin danda'iinii fi akka keewwata 121 (3)tti Zoonii Diinagdee Addaa ykn qarqara ardii galaana jalaa kan hin qabneedha.  D)Dhagaan odola xixiqqoo jireenya namaa itti fufsiisuu danda’aniidha "	C
