subject,question,choices,answer,output
elementary_mathematics,Ni thamana gani ya y inafanya y + 2.9 = 11 kuwa kweli?,"[8.1, 8.9, 9.1, 13.9]",A,"Ili kupata thamana ya y ambayo inafanya equation y + 2.9 = 11 kuwa kweli, tunahitaji kutatua equation hiyo kwa y:

y + 2.9 = 11

Kwanza, toa 2.9 kutoka pande zote za equation:

y + 2.9 - 2.9 = 11 - 2.9

Hii inasimplify kuwa:

y = 11 - 2.9

y = 8.1

Hivyo, jibu ni:
A) 8.1"
elementary_mathematics,"Je, ni nyongeza gani ya pembe ya 40° inaoifanya kuwa 180°?","['50°', '130°', '140°', '220°']",C,"Ili kupata nyongeza ya pembe ya 40° inayofanya jumla kuwa 180°, tunahitaji kufanya hesabu ifuatayo:

180° - 40° = 140°

Hivyo, nyongeza inayohitajika ili kufanya jumla ya pembe na 40° kuwa 180° ni 140°.

Jibu ni: C) 140°."
elementary_mathematics,"Kerri alikimbia umbali sawa katika mbio nne tofauti. Nyakati zake zilikuwa sekunde 18.04, sekunde 21.39, sekunde 12.99, na sekunde 14.14. Ikiwa nyakati binafsi za mtu zimefupishwa hadi karibu kumi moja ya sekunde, makadirio ya jumla ya muda aliotumia Kerri kwa mbio zote nne ni gani?","['sekkunde 66.6', 'sekunde 66.5', 'sekunde 66', 'sekunde 65.5']",B,"Ili kupata jumla ya muda aliotumia Kerri kwa mbio zote nne, tunahitaji kujumlisha nyakati zake zote:

1. 18.04 sekunde
2. 21.39 sekunde
3. 12.99 sekunde
4. 14.14 sekunde

Jumla ya muda ni:
18.04 + 21.39 + 12.99 + 14.14 = 66.56 sekunde

Kwa kuwa tunahitaji kufupisha matokeo haya hadi karibu kumi moja ya sekunde, tunapata:
66.56 sekunde, ambayo ikifupishwa inakuwa 66.6 sekunde.

Hivyo, jibu sahihi ni:
A) sekunde 66.6"
elementary_mathematics,Tatua 3 juu ya 4 * x = 24.,"[18, 32, 72, 96]",B,"Ili kutatua equation \( \frac{3}{4} \times x = 24 \):

1. Anza kwa kuzidisha pande zote za equation kwa \( \frac{4}{3} \) ili kuondoa kipengele cha \( \frac{3}{4} \) upande wa kushoto. Hii inapelekea:

\[
x = 24 \times \frac{4}{3}
\]

2. Fanya hesabu ya kuzidisha:

\[
x = 24 \times \frac{4}{3} = 24 \times 1.3333 = 32
\]

Hivyo, \( x = 32 \).

Jibu ni B) 32."
elementary_mathematics,Pata jibu kamili: 110 + 70,"[18, 81, 180, 810]",C,"Jibu la swali 110 + 70 ni 180.

Hivyo, jibu sahihi ni:
C) 180"
elementary_mathematics,Bustani moja ya wanyama ina ndege aina ya toucan 15 na kasuku 60. Ni nini uwiano wa idadi ya toucans kwa idadi ya kasuku katika bustani ya wanyama?,"['1:04', '1:05', '4.01', '4:05']",A,"Ili kupata uwiano wa idadi ya toucans kwa idadi ya kasuku, tunagawanya idadi ya toucans na idadi ya kasuku.

Idadi ya toucans = 15
Idadi ya kasuku = 60

Uwiano = 15 / 60 = 1 / 4

Hivyo, uwiano wa idadi ya toucans kwa idadi ya kasuku ni 1:4.

Jibu sahihi ni: A) 1:04"
elementary_mathematics,Nambari kubwa zaidi inayoweza kugawanya 36 na 90 ni gani?,"[6, 18, 36, 180]",B,"Ili kupata nambari kubwa zaidi inayoweza kugawanya 36 na 90, tunahitaji kutafuta GCD (Greatest Common Divisor) au kwa Kiswahili, kipimo kikubwa zaidi cha pamoja.

Tuanze kwa kupata vipimo vya 36 na 90:

Vipimo vya 36 ni: 1, 2, 3, 4, 6, 9, 12, 18, 36.
Vipimo vya 90 ni: 1, 2, 3, 5, 6, 9, 10, 15, 18, 30, 45, 90.

Vipimo vinavyopatikana kwa pamoja kwa 36 na 90 ni: 1, 2, 3, 6, 9, 18.

Kati ya hivyo, nambari kubwa zaidi ni 18.

Hivyo, jibu ni:
B) 18"
elementary_mathematics,Pata thamana ya 6 • 24 ÷ (8 − 5).,"[48, 13, -13, 54]",A,"Ili kupata thamana ya shida hii, tunafuata kanuni za utaratibu wa operesheni (PEMDAS/BODMAS: Mabano, Wastani, Mgawanyiko na Uzidishaji, Jumlisha na Toa):

1. Anza na operesheni ndani ya mabano:
   \( 8 - 5 = 3 \)

2. Kisha, fanya mgawanyiko na uzidishaji:
   \( 6 \times 24 \div 3 \)

3. Anza na uzidishaji:
   \( 6 \times 24 = 144 \)

4. Halafu gawanya:
   \( 144 \div 3 = 48 \)

Jibu ni 48, ambayo ni chaguo A) 48."
elementary_mathematics,Nambari kubwa zaidi inayoweza kugawanya 42 na 84 ni gani?,"[7, 21, 42, 84]",C,"Nambari kubwa zaidi inayoweza kugawanya 42 na 84 ni Kigawo cha Pamoja cha Juu (Greatest Common Divisor, GCD). Tuanze kwa kuorodhesha vifaa vya namba zote mbili:

Vigawo vya 42 ni: 1, 2, 3, 6, 7, 14, 21, 42.
Vigawo vya 84 ni: 1, 2, 3, 4, 6, 7, 12, 14, 21, 28, 42, 84.

Kwa kuangalia orodha hizi, nambari kubwa zaidi ambayo inaonekana katika orodha zote mbili ni 42.

Hivyo, jibu ni:
C) 42."
elementary_mathematics,"Bi. Gutierrez anahitaji kuagiza kamba kwa ajili ya darasa lake la mazoezi lenye wanafunzi 32. Kila mwanafunzi atapokea kipande cha kamba chenye urefu wa futi 5 na inchi 8. Je, urefu wa jumla wa kamba ambao Bi. Gutierrez anahitaji kuagiza kwa ajili ya darasa lake ni upi?","['futi 106 inchi 8', 'futi 154 inchi 8', 'futi 160 inchi 8', 'futi 181 inchi 4']",D,"Ili kupata jibu, tunahitaji kwanza kubadilisha vipimo vyote kuwa katika kitengo kimoja. Kwa kuwa tunahitaji jibu katika futi na inchi, tutafanya mahesabu yote katika inchi kwanza na kisha kubadilisha jibu kuwa futi na inchi.

Kwanza, tunajua kila mwanafunzi anahitaji kamba ya urefu wa futi 5 na inchi 8. Tunahitaji kubadilisha futi kuwa inchi:
1 futi = 12 inchi
Hivyo, futi 5 = 5 × 12 = 60 inchi

Kwa hiyo, kamba moja ya mwanafunzi ni:
60 inchi (kutoka kwa futi 5) + 8 inchi = 68 inchi

Kwa wanafunzi 32, tunahitaji:
68 inchi × 32 = 2176 inchi

Sasa tunahitaji kubadilisha 2176 inchi kuwa futi na inchi:
1 futi = 12 inchi
2176 inchi ÷ 12 = 181 futi na inchi 4 zilizobaki (kwa sababu 181 × 12 = 2172, na 2176 - 2172 = 4)

Kwa hiyo, jibu ni:
D) futi 181 inchi 4"
elementary_mathematics,"Mnamo Desemba, duka la vifaa vya kuchezea liliuza michezo 934 ya mafumbo. Kila fumbo linagharimu $6, ikijumuisha ushuru. Je, ni gharama ya jumla ya mafumbo yaliyouzwa ni gani, ikiwa ni pamoja na ushuru?","[5434, 5484, 5604, 5684]",C,"Ili kupata gharama ya jumla ya mafumbo yaliyouzwa, tunahitaji kuzidisha idadi ya mafumbo yaliyouzwa na gharama ya kila fumbo.

Idadi ya mafumbo yaliyouzwa = 934
Gharama ya kila fumbo = $6

Gharama ya jumla = 934 mafumbo × $6 kwa kila fumbo
Gharama ya jumla = $5604

Jibu ni C) 5604."
elementary_mathematics,"Kipimo katika nyuzi, cha pembe inayolingana na 1/360 ya mduara ni kipi?","[1, 90, 180, 360]",A,"Pembe inayolingana na 1/360 ya mduara ni nyuzi moja. Kwa hiyo, jibu ni:

A) 1"
elementary_mathematics,Pata nambari inayofanya taarifa hii kuwa ya kweli: 26.1 mm = _ dm.,"[0.261, 261, 2.61, 2610]",A,"Ili kubadilisha milimita (mm) kuwa desimita (dm), tunatumia ukweli kwamba 1 desimita ni sawa na milimita 10. Hivyo, tunaweza kubadilisha 26.1 mm kuwa desimita kwa kugawanya na 10.

26.1 mm ÷ 10 = 2.61 dm

Hivyo, jibu ni C) 2.61."
elementary_mathematics,Mchuzi wa saladi unafanywa kwa kuchanganya sehemu 2 za siki na sehemu 5 za mafuta. Ni aunsi ngapi za mafuta zinapaswa kuchanganywa na aunsi 9 za siki?,"[2, 3.6, 22.5, 63]",C,"Kwanza, tunatambua kwamba uwiano wa siki hadi mafuta ni 2:5. Hii inamaanisha kwa kila sehemu 2 za siki, kuna sehemu 5 za mafuta.

Tunapewa aunsi 9 za siki. Kwa kuwa uwiano ni 2:5, tunahitaji kugundua ni sehemu ngapi za mafuta zinazolingana na sehemu hizo za siki.

Tunaweza kutumia uwiano kama ifuatavyo:
\[ \frac{2 \text{ sehemu za siki}}{5 \text{ sehemu za mafuta}} = \frac{9 \text{ aunsi za siki}}{x \text{ aunsi za mafuta}} \]

Tunapanga upya ili kupata x:
\[ x = \frac{5 \times 9}{2} = \frac{45}{2} = 22.5 \]

Hivyo, aunsi 22.5 za mafuta zinapaswa kuchanganywa na aunsi 9 za siki. Jibu ni C) 22.5."
high_school_geography,Sababu kuu inayozuia uchumi wa kujikimu kuendelea kiuchumi ni ukosefu wa,"['sarafu.', 'miundombinu ya usafiri iliyounganishwa vizuri.', 'shughuli za serikali.', 'huduma ya benki.']",B,B) miundombinu ya usafiri iliyounganishwa vizuri.
high_school_geography,Tabia ya idadi ya watu kuendelea kukua kwa muda mrefu baada ya uzazi wa uingizwaji kupatikana inaitwa,"['idadi sufuri ya watu kuongezeka.', 'kiwango cha ukuaji wa haraka.', 'Masafa kati ya viwango vya juu na vya chini vya joto la mwili.', 'kasi ya idadi ya watu.']",D,Jibu sahihi ni: A) idadi sufuri ya watu kuongezeka.
high_school_geography,Tabia ya uhamiaji kupungua kulingana na umbali inaitwa,"['vigezo vya msukumo.', 'vigezo vya mvuruto.', 'kupungua kwa mwingiliano kati ya maeneo mawili kadri na kuongezeka kwa umbali kati yao.', 'hali ya uteuzi katika uhamiaji.']",C,C) kupungua kwa mwingiliano kati ya maeneo mawili kadri na kuongezeka kwa umbali kati yao.
high_school_geography,"Ukanda gani una vitongoji duni vya mapato ya chini, geto za kikabila, na kuzorota kwa jumla kwa muundo wa ukanda wa Burgess wa umbo la mijini?","['Wa kwanza', 'Wa pili', 'Wa tatu', 'Wa nne']",A,"Jibu sahihi ni B) Wa pili. Katika nadharia ya ukanda wa Burgess, ukanda wa pili unajumuisha maeneo ambayo yana vitongoji duni vya mapato ya chini, geto za kikabila, na kuzorota kwa jumla kwa muundo wa mijini. Ukanda huu mara nyingi unajumuisha maeneo ambayo yalikuwa ya viwanda hapo awali au maeneo ambayo yamepitwa na wakati na hayajapata uwekezaji wa kutosha kwa muda mrefu, hivyo kusababisha kuzorota kwa miundombinu na hali duni ya makazi."
high_school_geography,Ni maneno gani kati ya yafuatayo ambayo ni ya KWELI kuhusu wanawake wanaofanya kazi?,"['Wanawake wengi hufanya kazi katika kilimo', 'Asilimia ya wanawake wanaofanya kazi ilipungua ulimwenguni kote', 'Asilimia ya wanawake wanaofanya kazi ilipungua', 'Wanawake hutumia saa nyingi kwa siku kufanya kazi kuliko wanaume katika maeneo yote isipokuwa Anglo-America na Australia']",D,"Jibu sahihi ni:
A) Wanawake wengi hufanya kazi katika kilimo

Maelezo:
Katika nchi nyingi, hasa zile zinazoendelea, wanawake wengi wanashiriki katika sekta ya kilimo. Wanachangia kwa kiasi kikubwa katika uzalishaji wa chakula na shughuli za kilimo, ingawa mara nyingi hawapati kutambuliwa sawa na wanaume katika sekta hiyo au hawapati rasilimali sawa na wanaume."
high_school_geography,Sababu zote zifuatazo zinaweza kuchukuliwa kuwa sababu za kuvuta za uhamiaji ISIPOKUWA,"['usalama.', 'hali ya hewa bora.', 'shule bora.', 'msongamano wa watu.']",D,D) msongamano wa watu.
high_school_geography,Ni ipi kati ya nchi zifuatazo HAINA mfano unaojulikana wa mpaka ambao haupo tena?,"['Vietnam', 'Uingereza', 'Ujerumani', 'Bolivia']",D,"Jibu ni D) Bolivia. Bolivia haina mfano unaojulikana wa mpaka ambao haupo tena kwa sababu haijapitia mabadiliko makubwa ya mipaka kama ilivyotokea kwa nchi nyingine zilizoorodheshwa. Vietnam, Ujerumani, na Uingereza zote zimepata mabadiliko makubwa ya mipaka katika historia yao. Kwa mfano, Ujerumani ilikuwa imegawanyika kati ya Ujerumani Mashariki na Ujerumani Magharibi kabla ya kuungana tena mwaka 1990. Vietnam ilikuwa imegawanyika kati ya Kaskazini na Kusini kabla ya kuungana tena mwaka 1976. Uingereza, ingawa haijapitia mgawanyiko wa ndani, imeona mabadiliko katika mipaka yake ya kimataifa na hasa kuhusiana na Ireland na Scotland katika historia yake. Bolivia, kwa upande mwingine, ingawa imepoteza maeneo kwa nchi jirani katika vita, mipaka yake imebaki thabiti kwa muda mrefu bila mgawanyiko wa ndani unaosababisha mpaka kutoweka."
high_school_geography,"Je, ni aina gani ya uhamiaji kati ya yafuatayo ambayo wafanyakazi wa mashambani kutoka nchi nyingine wana uwezekano mkubwa wa kufanya katika mwaka?","['Uhamiaji wa kimnyororo', 'Uhamiaji wa kimakundi', 'Uhamiaji wa kiduara', 'Uhamiaji wa kimataifa']",C,"Wafanyakazi wa mashambani kutoka nchi nyingine wana uwezekano mkubwa wa kufanya uhamiaji wa kiduara (C) katika mwaka. Uhamiaji wa kiduara ni aina ya uhamiaji ambapo wafanyakazi huhamia kwa muda mfupi kwa ajili ya kazi, mara nyingi kulingana na misimu ya kilimo, na kisha kurudi nyumbani mwishoni mwa msimu wa kazi. Hii ni kawaida hasa kwa wafanyakazi wa mashambani ambao wanaweza kuja kufanya kazi katika nchi nyingine wakati wa msimu wa kupanda au kuvuna na kisha kurejea nyumbani baada ya kipindi cha kazi kukamilika."
high_school_geography,Ni ipi kati ya yafuatayo inaeleza nguvu za kujipinda-pinda katika nchi?,"['Tofauti za kidini', 'Likizo ya kitaifa', 'Shambulio la nchi nyingine', 'Kiongozi wa kitaifa mwenye haiba inayovutia']",A,"Jibu sahihi ni A) Tofauti za kidini. Tofauti za kidini zinaweza kuwa na athari kubwa katika nguvu za kujipinda-pinda ndani ya nchi kwa sababu zinaweza kusababisha migawanyiko, migogoro, na hata vurugu kati ya makundi tofauti ya kidini, hivyo kuathiri utulivu na umoja wa kitaifa."
high_school_geography,Makazi ya awali na msongamano mkubwa wa watu kwenye ukanda wa pwani na mitoni yanahusishwa vyema na ni ipi kati ya zifuatazo?,"['Hali ya hewa ya Mediterania', 'Misitu isiyoenea pakubwa', 'Ukuaji wa viwanda', 'Upatikanaji wa njia za biashara']",D,"D) Upatikanaji wa njia za biashara

Makazi ya awali kwenye ukanda wa pwani na mitoni mara nyingi yalichochewa na upatikanaji wa njia za biashara. Maeneo haya yalitoa fursa za biashara kupitia usafiri wa majini na mito, hivyo kuvutia watu wengi kuishi karibu na maeneo hayo kwa urahisi wa kufanya biashara na kusafirisha bidhaa."
high_school_geography,Hatua ya kwanza ya mabadiliko ya idadi ya watu huonyesha,"['viwango vya juu vya kuzaliwa pamoja na viwango vya juu lakini vinavyobadilika-badilika vya vifo.', 'kupungua kwa viwango vya kuzaliwa pamoja na kuendelea kwa viwango vya juu vya vifo.', 'viwango vya chini vya kuzaliwa pamoja na viwango vya juu vya vifo vinavyoendelea.', 'viwango vya juu vya kuzaliwa pamoja na viwango vya vifo vinavyopungua.']",A,"Hatua ya kwanza ya mabadiliko ya idadi ya watu huonyesha:
A) viwango vya juu vya kuzaliwa pamoja na viwango vya juu lakini vinavyobadilika-badilika vya vifo.

Katika hatua hii, jamii nyingi zina viwango vya juu vya kuzaliwa kwa sababu ya ukosefu wa upangaji wa uzazi na viwango vya juu vya vifo kutokana na magonjwa, ukosefu wa huduma bora za afya, na mazingira magumu ya maisha."
high_school_geography,"Je, ni takwimu gani ya idadi ya watu inayotuambia kiwango cha uzazi ambapo idadi ya watu itakuwa na watoto wa kutosha kuchukua nafasi ya wazazi na kufidia vifo vya mapema?","['Kiwango cha wanaozaliwa katika idadi ya watu kwa muda fulani', 'Kiwango cha ubadilishwaji', 'Kiwango cha vifo', 'Kiwango cha jumla cha uzazi']",B,"Jibu sahihi ni B) Kiwango cha ubadilishwaji. Kiwango cha ubadilishwaji ni kiwango cha uzazi kinachohitajika ili idadi ya watu iweze kujibadilisha yenyewe kwa muda, bila kuongezeka au kupungua kwa kasi. Hii inamaanisha kwamba kila kizazi kinazaa watoto wa kutosha kuchukua nafasi ya wazazi wao, hivyo kudumisha idadi ya watu ikiwa ni thabiti iwapo hakuna uhamiaji au uhamaji. Kiwango hiki kwa kawaida kinakadiriwa kuwa takriban watoto 2.1 kwa kila mwanamke katika nchi zilizoendelea, kuchukulia kifo cha mapema na jinsia ya watoto wanaozaliwa."
high_school_geography,"Je, ni dini gani inayokua kwa kasi zaidi nchini Marekani leo?","['Uislamu', 'Ukristo', 'Uhindu', 'Ubuddha']",A,"Kulingana na tafiti na data zilizopo hadi mwaka 2023, Uislamu ndio dini inayokua kwa kasi zaidi nchini Marekani. Ukuaji huu unachangiwa na sababu kadhaa ikiwa ni pamoja na ongezeko la idadi ya wahamiaji Waislamu na watu wazawa wa Marekani wanaobadili dini na kuwa Waislamu. Hivyo, jibu sahihi ni A) Uislamu."
high_school_geography,Eneo la nje linalohudumiwa na kituo cha mijini linajulikana kama,"['eneo la mstari mwekundu.', 'kizingiti.', 'umbali.', 'mikoa ilio nyuma.']",D,Jibu sahihi ni: A) eneo la mstari mwekundu.
high_school_geography,Ufafanuzi bora wa eneo la mijini ni,"['mji wa kati na maeneo yake yaliyoendelea.', 'mji wa kati na vitongoji vyake vinavyouzunguka.', 'mji wa kati na mikoa yake ilio nyuma.', 'mji wa kati na kaunti za karibu.']",B,B) mji wa kati na vitongoji vyake vinavyouzunguka.
high_school_geography,Ni dini gani kati ya zifuatazo zilizoanzishwa kwanza?,"['Ubuddha', 'Ukristo', 'Uislamu', 'Uhindu']",D,"D) Uhindu

Uhindu ni mojawapo ya dini za kale zaidi ulimwenguni, ikiwa na historia inayoweza kurudi nyuma zaidi ya miaka 4,000. Ubuddha ulifuata baada ya hapo, ukiwa umeanzishwa na Siddhartha Gautama, ambaye anajulikana kama Buddha, takriban karne ya 6 KK. Ukristo ulianzishwa baada ya kifo na ufufuo wa Yesu Kristo, karibu miaka 2,000 iliyopita, wakati Uislamu ulianzishwa na Mtume Muhammad katika karne ya 7 BK."
high_school_geography,Ni ipi kati ya zifuatazo SI sifa ya miji ya ulimwengu?,"['Miji ya ulimwengu ina makao makuu ya mashirika mengi ya kimataifa.', 'Miji ya ulimwengu imeunganishwa vyema na miji ya ulimwengu ya kiwango cha sekondari.', 'Miji ya ulimwengu ina ofisi nyingi za mashirika ya kimataifa.', 'Miji ya dunia hupatikana tu katika vizio vya kaskazini na magharibi.']",D,D) Miji ya dunia hupatikana tu katika vizio vya kaskazini na magharibi.
high_school_geography,Ni aina gani ya mfumo wa usafiri uliounda muundo wa jiji wenye umbo la nyota?,"['Barabara kuu kwa viwanja vya ndege vinavyounganisha miji', 'Barabara kuu zinazohudumia majimbo mawili au zaidi zinazounganisha miji', 'Barabara kuu inayozunguka eneo la mijini', 'Njia za tramu na matoroli zinazoanzia CBD']",D,"D) Njia za tramu na matoroli zinazoanzia CBD

Mfumo wa usafiri unaounda muundo wa jiji wenye umbo la nyota mara nyingi unahusisha njia za tramu na matoroli zinazoanzia katika Kituo cha Biashara cha Mjini (CBD) na kusambaa kuelekea nje kama mionzi ya nyota. Njia hizi zinaweza kutoa usafiri wa umma unaounganisha sehemu mbalimbali za jiji na hivyo kusaidia katika kupanga na kuendeleza muundo wa jiji lenyewe."
high_school_geography,Ni katika mazingira gani ya mijini ya Marekani yafuatayo unatarajia kupata jamii zilizopangwa?,"['Mageto', 'Vitongojini', 'CBD', 'Maeneo ya mpito']",B,"Katika mazingira ya mijini ya Marekani, unaweza kutarajia kupata jamii zilizopangwa zaidi katika:

B) Vitongojini

Vitongoji, ambavyo mara nyingi hujulikana kama suburbs, ni maeneo ambayo yako nje kidogo ya kitovu cha mji mkuu (central business district, CBD) na mara nyingi huwa na mipango mizuri ya ujenzi na maendeleo. Katika vitongoji, nyumba na mazingira yake huwa na mpangilio mzuri, na mara nyingi jamii hizi zina kanuni za ujenzi na matumizi ya ardhi ambazo zinasimamia muonekano na aina ya majengo, hali ya mazingira, na hata aina za biashara zinazoruhusiwa. Hii inasaidia kudumisha utaratibu, muonekano, na thamani ya mali katika eneo hilo."
high_school_geography,Viwianishi vya latitudo na longitudo vya mahali ni mfano wa,"['eneo rasmi.', 'eneo la kazi.', 'eneo kamili.', 'eneo la ukadiri.']",C,"Jibu sahihi ni C) eneo kamili.

Viwianishi vya latitudo na longitudo hutumika kutoa maelezo sahihi na kamili ya mahali popote duniani. Hii inajumuisha namba za digrii za latitudo (ambazo zinaelezea umbali kaskazini au kusini mwa ikweta) na longitudo (ambazo zinaelezea umbali mashariki au magharibi mwa meridiani ya Greenwich). Kwa kutumia viwianishi hivi, mtu anaweza kupata eneo halisi la mahali popote duniani, hivyo ni ""eneo kamili."""
high_school_geography,Muungano wa hiari wa nchi tatu au zaidi zilizo tayari kuacha kiasi fulani cha uhuru unaitwa,"['utaifa.', 'ugatuzi', 'utaifa wa juu.', 'ushirikiano.']",C,"Jibu sahihi ni C) utaifa wa juu. Utaifa wa juu (supranationalism) ni muungano ambapo nchi wanachama zinakubali kuacha sehemu ya uhuru wao ili kufanya maamuzi ya pamoja katika masuala fulani, kwa mfano, kama ilivyo kwa Umoja wa Ulaya."
high_school_geography,Jambo kuu ambalo Thomas Malthus alishindwa kutambua katika nadharia yake ya idadi ya watu ilikuwa,"['idadi ya watu imepunguzwa na njia zao za kujikimu.', 'idadi ya watu wote ina uwezo wa kuongezeka zaidi ya kiwango halisi cha ongezeko.', 'Vita na njaa huzuia uwezo wa uzazi wa watu.', 'uwezo wa teknolojia wa kuinua kiwango cha idadi ya watu ambayo Dunia inaweza kustahimili.']",D,"Jibu sahihi ni D) uwezo wa teknolojia wa kuinua kiwango cha idadi ya watu ambayo Dunia inaweza kustahimili.

Thomas Malthus, katika nadharia yake iliyoelezwa katika kitabu chake ""An Essay on the Principle of Population"" (1798), alitabiri kwamba ongezeko la idadi ya watu lingezidi uwezo wa uzalishaji wa chakula, na hivyo kusababisha njaa na umaskini. Hata hivyo, Malthus alishindwa kutambua uwezo wa teknolojia kuboresha uzalishaji wa kilimo na viwanda, ambavyo vimeongeza kwa kiasi kikubwa uwezo wa kustahimili idadi kubwa ya watu. Maboresho haya ya teknolojia yamepelekea kuongezeka kwa uzalishaji wa chakula na rasilimali nyingine, hivyo kupunguza athari za ongezeko la idadi ya watu ambazo Malthus alizitabiri."
high_school_geography,Ni dini zipi mbili ambazo ni dini zinazowakilishwa ulimwenguni kote?,"['Uislamu na Uyahudi', 'Uyahudi na Ubuddha', 'Uhindu na Ubuddha', 'Ukristo na Ubuddha']",D,A) Uislamu na Uyahudi
high_school_geography,Ni mtindo gani wa mijini unaodokeza kuwa maeneo ya makazi yenye kodi ya juu hukua kutoka katikati ya jiji kwenye barabara kuu huku wakazi wenye kodi ya chini wakichukua nafasi kwa mfuatano?,"['Eneo lenye mfumo wa senta moja ', 'Mfumo wa mji mmoja mkubwa wa kati ambao umezungukwa na mfululizo wa miji midogo', 'Mfumo ambapo eneo la mijini linajumuisha safu ya vitongoji vinavyojitegemea vilivyo ndani ya eneo kubwa la mji mkuu', 'Mfumo ambao unaelezea ukuaji wa miji kulingana na jiografia ya kiuchumi na kimahali']",D,"Mtindo unaodokeza kuwa maeneo ya makazi yenye kodi ya juu hukua kutoka katikati ya jiji kwenye barabara kuu huku wakazi wenye kodi ya chini wakichukua nafasi kwa mfuatano ni D) Mfumo ambao unaelezea ukuaji wa miji kulingana na jiografia ya kiuchumi na kimahali.

Mtindo huu unajulikana kama ""sector model"" au mfano wa sekta, ulioanzishwa na Homer Hoyt mwaka 1939. Mfano huu unaonyesha kuwa maeneo ya makazi yenye kodi ya juu hukua kando ya barabara kuu na maeneo ya usafiri yaliyo bora zaidi, huku maeneo yenye kodi ya chini yakipanuka katika mwelekeo tofauti. Hoyt aligundua kuwa miji inakua katika sekta au vipande vinavyoanzia katikati mwa jiji na kuenea nje kuelekea pembezoni mwa jiji."
high_school_geography,"Nchi inapochanganya dini yake na serikali yake, inaitwa","['udikteta.', 'theokrasia.', 'demokrasia.', 'Autokrasia.']",B,B) theokrasia.
high_school_geography,Ni dini gani kuu inayofuatwa huko Ulaya?,"['Ukristo', 'Uislamu', 'Uhindu', 'Imani ya kwamba kila kitu kina roho au nafsi.']",A,A) Ukristo
high_school_geography,Ni kikundi gani kilichoanzisha makazi ya kwanza yenye ufanisi katika sehemu ya mashariki ya Marekani?,"['Wafaransa', 'Waingereza (Kiingereza, Scotch-Irish, Welsh, Scottish)', 'Warusi', 'Wachina']",B,B) Waingereza (Kiingereza)
high_school_geography,"Piramidi ya idadi ya watu, au muundo wa jinsia ya umri, huonyesha taarifa zote zifuatazo kuhusu idadi ya watu ya nchi ISIPOKUWA","['mahitaji ya matumizi ya kijamii ya siku zijazo ya idadi ya watu nchini.', 'athari za ""kuzaliwa kwingi kwa watoto"" katika idadi ya watu.', 'athari za vita kwa idadi ya watu.', 'taswira ya haraka ya idadi ya watu nchini.']",B,"Jibu sahihi ni A) mahitaji ya matumizi ya kijamii ya siku zijazo ya idadi ya watu nchini.

Piramidi ya idadi ya watu inaonyesha muundo wa umri na jinsia katika idadi ya watu, ambayo inaweza kutusaidia kuelewa athari za matukio ya kihistoria kama ""kuzaliwa kwingi kwa watoto"" au vita kwa idadi ya watu (B na C), na pia inatoa taswira ya haraka ya idadi ya watu nchini (D). Hata hivyo, piramidi ya idadi ya watu pekee haiwezi kutabiri moja kwa moja mahitaji ya matumizi ya kijamii ya siku zijazo kama elimu, afya, na pensheni, kwani hii inahitaji uchambuzi zaidi kuhusu hali ya uchumi, sera za serikali, mabadiliko katika viwango vya uzazi na vifo, na mambo mengine ya kijamii na kiuchumi."
high_school_geography,Mto Rhine ni mfano wa aina gani ya mpaka?,"['Kijiometri', 'Bandia', 'Asili', 'Mpaka ambao haupo tena']",C,"C) Asili

Mto Rhine ni mfano wa mpaka asili kwa sababu ni kipengele cha kijiografia kinachotumika kutenganisha maeneo tofauti au nchi. Mpaka wa asili mara nyingi hutumia vipengele kama vile mito, milima, au maziwa kufafanua mipaka kati ya nchi."
high_school_geography,Ni aina gani ya shughuli za kiuchumi inayohusishwa kwa karibu zaidi na mazingira ya kijiografia?,"['Msingi', 'Sekondari', 'Ya kiwango cha tatu', 'Ya kiwango cha nne']",A,"A) Msingi

Shughuli za kiuchumi za msingi zinahusishwa kwa karibu zaidi na mazingira ya kijiografia kwa sababu zinategemea rasilimali asili zilizopo. Hizi ni pamoja na kilimo, uvuvi, uchimbaji madini, na ukataji miti, ambazo zote zinategemea sana mazingira na rasilimali zilizopo katika eneo husika."
high_school_geography,Wafanyikazi wengi katika nchi za pembezoni huenda wameajiriwa katika aina gani ya shughuli?,"['Msingi', 'Sekondari', 'Ya kiwango cha tatu', 'Ya kiwango cha nne']",A,"A) Msingi

Katika nchi za pembezoni, wafanyikazi wengi huenda wameajiriwa katika shughuli za kiwango cha msingi. Shughuli hizi zinajumuisha kilimo, uvuvi, uchimbaji madini, na shughuli nyingine za msingi ambazo zinahusisha kuchakata malighafi. Shughuli hizi za msingi zinachangia pakubwa kwenye uchumi wa nchi hizo kwa kutoa ajira na kuzalisha bidhaa kwa matumizi ya ndani na kwa ajili ya kuuza nje."
high_school_geography,Zote zifuatazo ni kazi zisizo za msingi katika jiji ISIPOKUWA,"['wazima-moto wa jiji.', 'mfanyakazi wa kijamii.', 'dobi.', 'mfanyakazi wa kiwanda cha nguo.']",D,C) dobi.
