question	choices	answer	subject	command_r+	prompt
eloko Nini kati Na biloko Oyo elandi ezali mokambi te PONA ekolo?	['ba entreprises transnationales', 'UE', 'Organisation mondiale du commerce ', 'ba nzela ya transport ya malamu']	D	high_school_geography	D)ba nzela ya transport ya malamu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: eloko Nini kati Na biloko Oyo elandi ezali mokambi te PONA ekolo?
 A)ba entreprises transnationales B)UE C)Organisation mondiale du commerce  D)ba nzela ya transport ya malamu"
Ba ekipi ya sport national, ba drapeau, loyembo ya ekolo mpe ba fete national ezali biloko ekosalisa développement ya	['nationalisme', 'sectarisme', 'Kobongoana nokinoki ya politique.', 'Conflit ya fonctionnel']	A	high_school_geography	A) nationalisme	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ba ekipi ya sport national, ba drapeau, loyembo ya ekolo mpe ba fete national ezali biloko ekosalisa développement ya
 A)nationalisme B)sectarisme C)Kobongoana nokinoki ya politique. D)Conflit ya fonctionnel"
Processus oyo immigré akoyekola ba valeur, lokota mpe bonkoko ya ekolo eyambi ebengami	['assimilation', 'acculturation.', 'adaptation', 'amalgame']	B	high_school_geography	B) acculturation.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Processus oyo immigré akoyekola ba valeur, lokota mpe bonkoko ya ekolo eyambi ebengami
 A)assimilation B)acculturation. C)adaptation D)amalgame"
Kati ya biloko elandi tokoki kolakisa na malamu distance ya géographie réel, direction ya réel, monene ya reel mpe forme ya reel ?	['projection ya Mercator', 'Globe', 'Projection ya cônique', 'Projection ya gnomonique']	B	high_school_geography	B)Globe	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kati ya biloko elandi tokoki kolakisa na malamu distance ya géographie réel, direction ya réel, monene ya reel mpe forme ya reel ?
 A)projection ya Mercator B)Globe C)Projection ya cônique D)Projection ya gnomonique"
Kati ya biloko elandi ekoki kozala kotala lokola fonction ya central ya ordre supérieur ?	['Épicerie ya Winn-Dixie', 'Concessionnaire ya Mercedes-Benz', 'Magasin ya sapato', 'Monganga ya libota']	B	high_school_geography	D)Monganga ya libota	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kati ya biloko elandi ekoki kozala kotala lokola fonction ya central ya ordre supérieur ?
 A)Épicerie ya Winn-Dixie B)Concessionnaire ya Mercedes-Benz C)Magasin ya sapato D)Monganga ya libota"
Geographe nani atali lisanga ya urbain na amérique na ba mbula 1920 lokola lisanga ya ba mpete concentrique kongenge libanda kobanda na noyau central ?	['Rostow', 'Ravenstein', 'Von Thünen', 'Burgess']	D	high_school_geography	Burgess	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Geographe nani atali lisanga ya urbain na amérique na ba mbula 1920 lokola lisanga ya ba mpete concentrique kongenge libanda kobanda na noyau central ?
 A)Rostow B)Ravenstein C)Von Thünen D)Burgess"
Mpo tokenda na eteyelo na ntongo, tokosalela NYOSO mokambi oyo :	[' atlas routier ya Rand McNally', 'globe terrestre', 'feuille ya nzela', 'carte ya mental.']	D	high_school_geography	A) atlas routier ya Rand McNally	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Mpo tokenda na eteyelo na ntongo, tokosalela NYOSO mokambi oyo :
 A) atlas routier ya Rand McNally B)globe terrestre C)feuille ya nzela D)carte ya mental."
Kati ya ba carte oyo elandi, oyo ekosalela échelle ya moke makasi ezali carte 	['ya mokili', 'Atlanta, Géorgie ', 'Main Street, Small Town, Ohio', 'Pennsylvanie']	A	high_school_geography	C)Géorgie	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kati ya ba carte oyo elandi, oyo ekosalela échelle ya moke makasi ezali carte 
 A)ya mokili B)Atlanta C)Géorgie  D)Main Street"
Ndelo ya kala ya kobimisa mayele ya géographie mpe ba carte méticuleuse eyebani na nkombo ya	['ndelo ya liboso', 'ndelo ya géométrie', 'ndelo ya relique.', 'ndelo ya nsima']	A	high_school_geography	A)ndelo ya liboso	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ndelo ya kala ya kobimisa mayele ya géographie mpe ba carte méticuleuse eyebani na nkombo ya
 A)ndelo ya liboso B)ndelo ya géométrie C)ndelo ya relique. D)ndelo ya nsima"
Kati ya misala elandi, wapi ekokota na secteur ya mosala eza basique te ?	['Ingénieur logiciel', 'mosali na kosangisa biloko ya kosala pick-up ya F-10', 'mosali na raffinerie ya pétrole', 'mokengeli na parking']	D	high_school_geography	A)Ingénieur logiciel	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kati ya misala elandi, wapi ekokota na secteur ya mosala eza basique te ?
 A)Ingénieur logiciel B)mosali na kosangisa biloko ya kosala pick-up ya F-10 C)mosali na raffinerie ya pétrole D)mokengeli na parking"
Na region nini elandi mosala ya bilanga ya substance ezali ya kokitana na développement ya commerce ya monene	['Alpes suisses', 'bassin ya amazo', 'Afrique ya Nord', 'toundra ya Alaska']	B	high_school_geography	C)Afrique ya Nord	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Na region nini elandi mosala ya bilanga ya substance ezali ya kokitana na développement ya commerce ya monene
 A)Alpes suisses B)bassin ya amazo C)Afrique ya Nord D)toundra ya Alaska"
Mouvement ya makasi ya kolongoa na kosambela nyoso ebengami	['laïcité', 'Mopaganu', 'lisantola.', 'nationalisme']	A	high_school_geography	D) nationalisme	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Mouvement ya makasi ya kolongoa na kosambela nyoso ebengami
 A)laïcité B)Mopaganu C)lisantola. D)nationalisme"
Ba région ezali na ndenge moko ba caractéristiques nyoso oyo elandi LONGOLA	['Ba ndelo', 'Ba caractéristiques ya commune', 'localisation ezali relative.', 'pete ya kolimbola.']	D	high_school_geography	C)Localisation ezali relative.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ba région ezali na ndenge moko ba caractéristiques nyoso oyo elandi LONGOLA
 A)Ba ndelo B)Ba caractéristiques ya commune C)localisation ezali relative. D)pete ya kolimbola."
Kati ya ba association ya minene ya kotambola ya immigration ya amerique elandi, wapi EZALI TE semba	['Kofandisa ba pionniers kino 1870 - Allemand, Britannique, Ecossais na Irlandais, ba africais', '1870-1914 - ba Asiatique', '1870-1914 - Européens ya Est na ya Sud', '1965- na date ya ba Hispaniques']	B	high_school_geography	D)ba africais	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kati ya ba association ya minene ya kotambola ya immigration ya amerique elandi, wapi EZALI TE semba
 A)Kofandisa ba pionniers kino 1870 - Allemand B)Britannique C)Ecossais na Irlandais D)ba africais"
Kati ya koloba elandi elakisi ba engumba mingi ya Africa ?	['Ezali na ba zone ya kofanda ya bomengo na bobeto.', 'Kopesa mosala mpo na ba migrant mingi na zone ya rural epai ya zone ya urbain', 'Ezali na central commercial misato ya kokesena.', 'Ezali na ba infrastructure ya malamu ya développement.']	C	high_school_geography	A)Ezali na ba zone ya kofanda ya bomengo na bobeto.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kati ya koloba elandi elakisi ba engumba mingi ya Africa ?
 A)Ezali na ba zone ya kofanda ya bomengo na bobeto. B)Kopesa mosala mpo na ba migrant mingi na zone ya rural epai ya zone ya urbain C)Ezali na central commercial misato ya kokesena. D)Ezali na ba infrastructure ya malamu ya développement."
Ekolo nini ezali na kpokoso ya beba ya monene ya commerce mpo na situation géographique na yango ?	"['Singapour', ""L'talie"", 'Espagne', 'Mongolie']"	D	high_school_geography	A) Singapour	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ekolo nini ezali na kpokoso ya beba ya monene ya commerce mpo na situation géographique na yango ?
 A)Singapour B)L'talie C)Espagne D)Mongolie"
Na zone nini ya modele ya zone ya concentrique ya Burgess tokokuta ba ndako ya kitoko, ba ndako ya bato na ba appartement ya kofutela ya ntalo likolo ?	['Ya yambo', 'ya mibale', 'ya misato', 'ya minei']	C	high_school_geography	ya mibale	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Na zone nini ya modele ya zone ya concentrique ya Burgess tokokuta ba ndako ya kitoko, ba ndako ya bato na ba appartement ya kofutela ya ntalo likolo ?
 A)Ya yambo B)ya mibale C)ya misato D)ya minei"
Théorie oyo elobi ete société nyoso eko développer na economie na modele ya kokola ya biteni mitano bapesi na	['Rostow.', 'Ravenstein.', 'von Thünen.', 'Burgess.']	A	high_school_geography	A)Rostow.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Théorie oyo elobi ete société nyoso eko développer na economie na modele ya kokola ya biteni mitano bapesi na
 A)Rostow. B)Ravenstein. C)von Thünen. D)Burgess."
Na kati ya biloko elandi EKOZALA TE ya kotala lokola libaku ya bopalingini ya trait culturel ?	['Lokota', 'Kosambela', 'Ba mbu', 'Bato bakolingisa mpe kosepela']	D	high_school_geography	D)Bato bakolingisa mpe kosepela	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Na kati ya biloko elandi EKOZALA TE ya kotala lokola libaku ya bopalingini ya trait culturel ?
 A)Lokota B)Kosambela C)Ba mbu D)Bato bakolingisa mpe kosepela"
Na kati ya biloko elandi EKOZALA TE ya kotala lokola libaku ya bopalingini ya trait culturel ? Mbu. Bato ya bakolingisa mpe kosepela	['Bato bakolingisa mpe kosepela : bafandi ya sika bakobuka mpe kotonga bisika ya kofanda.', 'Bafandi ya sika bakofanda na kimia na bato ya kala.', 'Bato ya sika bakomikotisa mobimba na bato ya kala.', 'Bato ya sika bakofanda na ba zone occupé na lisanga ya bafandi ya bula ebele.']	D	high_school_geography	A)Bato bakolingisa mpe kosepela : bafandi ya sika bakobuka mpe kotonga bisika ya kofanda.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Na kati ya biloko elandi EKOZALA TE ya kotala lokola libaku ya bopalingini ya trait culturel ? Mbu. Bato ya bakolingisa mpe kosepela
 A)Bato bakolingisa mpe kosepela : bafandi ya sika bakobuka mpe kotonga bisika ya kofanda. B)Bafandi ya sika bakofanda na kimia na bato ya kala. C)Bato ya sika bakomikotisa mobimba na bato ya kala. D)Bato ya sika bakofanda na ba zone occupé na lisanga ya bafandi ya bula ebele."
Nini na kati ya bikolo Oyo elandi ezo lakisa malamu définition ya région fonctionnelle ?	"['carte Oyo ezo lakisa ete Atlanta ezali plaque tournante ya compagnie ya mpepo ya Delta', 'article Oyo ezo lobela lolenge ya région Oyo engami ya sud', 'carte Oyo ezo lakisa ba mboka nkama ya Caroline ya nord', 'makomi Oyo ezo limbola région Oyo eyebani Na kombo ya "" Bible belt"" ( Mukana ya biblia)']"	A	high_school_geography	"D)makomi Oyo ezo limbola région Oyo eyebani Na kombo ya "" Bible belt"" ( Mukana ya biblia)"	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Nini na kati ya bikolo Oyo elandi ezo lakisa malamu définition ya région fonctionnelle ?
 A)carte Oyo ezo lakisa ete Atlanta ezali plaque tournante ya compagnie ya mpepo ya Delta B)article Oyo ezo lobela lolenge ya région Oyo engami ya sud C)carte Oyo ezo lakisa ba mboka nkama ya Caroline ya nord D)makomi Oyo ezo limbola région Oyo eyebani Na kombo ya "" Bible belt"" ( Mukana ya biblia)"
likanisi Nini emonisami na ba magazin ya sika Oyo ozo fungwama nzinga nzinga ya mwenze ya kotela ya monene 	['makombo etali mabe', 'fréquentation Na kolandela mulayi ya nzela', 'ko bakisana', 'mouvement ya koponaka bato']	D	high_school_geography	C)ko bakisana	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: likanisi Nini emonisami na ba magazin ya sika Oyo ozo fungwama nzinga nzinga ya mwenze ya kotela ya monene 
 A)makombo etali mabe B)fréquentation Na kolandela mulayi ya nzela C)ko bakisana D)mouvement ya koponaka bato"
bomati ya bato ya musala ya ba machini na engumba Na Europa esungi na ko banda 	['révolution ya bilanga ya yambo', 'révolution ya bilanga ya mibale', 'révolution ya bilanga ya misato', 'révolution ya bilanga ya mitano']	B	high_school_geography	C)révolution ya bilanga ya misato	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: bomati ya bato ya musala ya ba machini na engumba Na Europa esungi na ko banda 
 A)révolution ya bilanga ya yambo B)révolution ya bilanga ya mibale C)révolution ya bilanga ya misato D)révolution ya bilanga ya mitano"
bo ndimi Nini kati Na Oyo eyandi eza solo na maye matali ya région industrielle ya Asia ya Est?	['Japon ezali Na ba reserves ya bomengo ya mabele', 'Chine ezangi bomengo ya labeled Kasi aeali na batu ya misala ebele', 'Chine ezo kitisa ba machini na lolenge ya mbaku', 'Taiwan ezangi ba compagnie industrielle PE batu ya musala ']	C	high_school_geography	D)Taiwan ezangi ba compagnie industrielle PE batu ya musala	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: bo ndimi Nini kati Na Oyo eyandi eza solo na maye matali ya région industrielle ya Asia ya Est?
 A)Japon ezali Na ba reserves ya bomengo ya mabele B)Chine ezangi bomengo ya labeled Kasi aeali na batu ya misala ebele C)Chine ezo kitisa ba machini na lolenge ya mbaku D)Taiwan ezangi ba compagnie industrielle PE batu ya musala "
Kati ya koloba elandi elimboli Nations Unies ?	['Nations unies ezali na bokasi ya police ya mokili.', 'Ba ekolo ya membre bakopesa souveraineté na bango na Nations Unies.', 'Ba droit mondiale bakosalela yango na Nations Unies.', 'ONU asalelaka kaka interventionnisme na bitumba na mokili.']	D	high_school_geography	B)Ba ekolo ya membre bakopesa souveraineté na bango na Nations Unies.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kati ya koloba elandi elimboli Nations Unies ?
 A)Nations unies ezali na bokasi ya police ya mokili. B)Ba ekolo ya membre bakopesa souveraineté na bango na Nations Unies. C)Ba droit mondiale bakosalela yango na Nations Unies. D)ONU asalelaka kaka interventionnisme na bitumba na mokili."
eleko Nini kati Na Oyo elandi ezo lakisa région formelle	['Dixie', 'Pennsylvanie', 'esika ya wenze ya Winn-Dixie', 'Nord-Ouest ya pacifique']	B	high_school_geography	B)Pennsylvanie	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: eleko Nini kati Na Oyo elandi ezo lakisa région formelle
 A)Dixie B)Pennsylvanie C)esika ya wenze ya Winn-Dixie D)Nord-Ouest ya pacifique"
botondi na esika Moko ya misala ya ko sala PE ya batu ezali esika PONA malamu ya batu nionso ebengami	['principe ya ko tia Moko esika ya mususu', 'déglobalisation. ', 'agglomération ', 'bo tongi nzela na ba ndaku']	C	high_school_geography	C) agglomération	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: botondi na esika Moko ya misala ya ko sala PE ya batu ezali esika PONA malamu ya batu nionso ebengami
 A)principe ya ko tia Moko esika ya mususu B)déglobalisation.  C)agglomération  D)bo tongi nzela na ba ndaku"
Libota nini ya lokota etali italien, espagnol, portugais na roumain ?	['Européenne', 'slave', 'Germanique', 'Romane']	D	high_school_geography	A)Européenne	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Libota nini ya lokota etali italien, espagnol, portugais na roumain ?
 A)Européenne B)slave C)Germanique D)Romane"
Ankara, na Turquie, mpe Islamabad na Pakistan, ezali ba ndakisa mibale ya	['Engumba ya desert', 'ya capital liboso ya kobatela', 'capital ya kala na colonial', 'ya engumba ezali na kowelana']	B	high_school_geography	B)ya capital liboso ya kobatela	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Ankara, na Turquie, mpe Islamabad na Pakistan, ezali ba ndakisa mibale ya
 A)Engumba ya desert B)ya capital liboso ya kobatela C)capital ya kala na colonial D)ya engumba ezali na kowelana"
eloko Nini kati ya Oyo elandi eza na kati ya ba lolenge ya syncrétisme te?	['Halloween', 'kikuku ya ba paya Oyo esalami Na posa ya ba américain ', 'Le hassidisme', 'Le catholicisme en Louisiane']	C	high_school_geography	D)Le catholicisme en Louisiane	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: eloko Nini kati ya Oyo elandi eza na kati ya ba lolenge ya syncrétisme te?
 A)Halloween B)kikuku ya ba paya Oyo esalami Na posa ya ba américain  C)Le hassidisme D)Le catholicisme en Louisiane"
Théorie oyo elobi oyo azali na contrôle ya bato ya continent ya Europe boko domine mokili babengaka na	['théorie ya décentralisation', 'Théorie ya dominos', 'Théorie ya mabele ya koleisa', 'Théorie ya rimland']	C	high_school_geography	D)Théorie ya rimland	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Théorie oyo elobi oyo azali na contrôle ya bato ya continent ya Europe boko domine mokili babengaka na
 A)théorie ya décentralisation B)Théorie ya dominos C)Théorie ya mabele ya koleisa D)Théorie ya rimland"
lisanga Nini ezo lakisa bokeseni ya ba persan( ba iraniens) ya islam PE ba ndima Na bozangi kokweya PE na Alima ya Nzambe ya mokonzi ya ba imans Oyo baza Bana ya Ali?	"['ba sunnites', ""ba chi'ites"", 'Iman', 'ba Oyo basimbamaka te']"	B	high_school_geography	Ba chi'ites	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: lisanga Nini ezo lakisa bokeseni ya ba persan( ba iraniens) ya islam PE ba ndima Na bozangi kokweya PE na Alima ya Nzambe ya mokonzi ya ba imans Oyo baza Bana ya Ali?
 A)ba sunnites B)ba chi'ites C)Iman D)ba Oyo basimbamaka te"
effet multiplicateur ezalaka	['bo bakisa ya batu ya misala ya base te Na économie ya engumba Oyo motango ya ba sali musala emati', 'rapport kati ya batu ya musala ya engumba Na motango ya batu ya misala ya mboka na kati ya économie ', 'rapport kati ya batu ya musala ya engumba Na motango ya batu ya misala ya bilanga na kati ya économie ', 'bo bakisi misala na mboka PONA ko Kela économie ya engumba']	A	high_school_geography	A)bo bakisa ya batu ya misala ya base te Na économie ya engumba Oyo motango ya ba sali musala emati	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: effet multiplicateur ezalaka
 A)bo bakisa ya batu ya misala ya base te Na économie ya engumba Oyo motango ya ba sali musala emati B)rapport kati ya batu ya musala ya engumba Na motango ya batu ya misala ya mboka na kati ya économie  C)rapport kati ya batu ya musala ya engumba Na motango ya batu ya misala ya bilanga na kati ya économie  D)bo bakisi misala na mboka PONA ko Kela économie ya engumba"
Boku esantu ya ba Hindou ebengami	['Talmud', 'biblia', 'tora', 'vedas']	D	high_school_geography	D)vedas	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Boku esantu ya ba Hindou ebengami
 A)Talmud B)biblia C)tora D)vedas"
Kati ya biloko elandi ekolakisa engumba ya Europe ya Est na ndenge ya spécifique ?	['parc ya central', 'Ba ndako ya ba réligieux ezali prestigieux', 'Esplanade ya monene ekangemi na bâtiment ya officiel mpe administratif', 'Ba ndako ya kofanda ya luxe']	C	high_school_geography	A)parc ya central	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kati ya biloko elandi ekolakisa engumba ya Europe ya Est na ndenge ya spécifique ?
 A)parc ya central B)Ba ndako ya ba réligieux ezali prestigieux C)Esplanade ya monene ekangemi na bâtiment ya officiel mpe administratif D)Ba ndako ya kofanda ya luxe"
Na kati ya ba Ekolo elandi, Oyo wapi eko tia makasi lingi PONA ko bomba bobeto ya minoko ya mboka na bokoti ya Engele to PE ya minoko misusu 	['Italie ', 'Russie', 'japon', 'brésil ']	C	high_school_geography	Japon	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Na kati ya ba Ekolo elandi, Oyo wapi eko tia makasi lingi PONA ko bomba bobeto ya minoko ya mboka na bokoti ya Engele to PE ya minoko misusu 
 A)Italie  B)Russie C)japon D)brésil "
secteur Nini Na Oyo elandi ezo lakisa lolenge ya ba machini Oyo ezokola makasi?	['libende', 'mati ya malala Oyo batié Na esika moko', 'likasa ya kokomela', 'kwivre']	B	high_school_geography	C)likasa ya kokomela	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: secteur Nini Na Oyo elandi ezo lakisa lolenge ya ba machini Oyo ezokola makasi?
 A)libende B)mati ya malala Oyo batié Na esika moko C)likasa ya kokomela D)kwivre"
Nini na kati ya biloko Oyo elandi ne zo kokana te Na lolenge ya bo Moko na zone franche industrielle ya bo teki biloko libanda ya mboka?	['bo kitisi ya talo ya biloko Oyo ezoyekama libanda ya mboka ', 'matière première yo basombiena franchise', 'bo longoli mpako na douane ', 'bo tié PE bo landeli mibeko makasi na maye matali pollution ']	D	high_school_geography	D)bo tié PE bo landeli mibeko makasi na maye matali pollution	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Nini na kati ya biloko Oyo elandi ne zo kokana te Na lolenge ya bo Moko na zone franche industrielle ya bo teki biloko libanda ya mboka?
 A)bo kitisi ya talo ya biloko Oyo ezoyekama libanda ya mboka  B)matière première yo basombiena franchise C)bo longoli mpako na douane  D)bo tié PE bo landeli mibeko makasi na maye matali pollution "
Kati na ba particularité oyo elandi ezali TE ya solo mpo na leta ?	['Territoire ya autonome', 'Eyebani na échelle ya international', 'Ba ndelo', 'Lokota ya national']	D	high_school_geography	A)Territoire ya autonome	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kati na ba particularité oyo elandi ezali TE ya solo mpo na leta ?
 A)Territoire ya autonome B)Eyebani na échelle ya international C)Ba ndelo D)Lokota ya national"
Okani kolongoa na engumba na yo mpo na kofanda na Pittsburgh. Na nzela, otelemi na Columbus na Ohio, mpo na kotala moboti moko mpe osepeli na engumba! Ozwi mokano ya kofanda wana mpe kokomisa Columbus esika ya kofanda na yo ya sika. Ezali ndakisa ya	['opportunité ya intervention.', 'Kotambola na fonction ya distance.', 'Immigration ya involontaire.', 'Ba facteur ya kobenda mpe kopusa.']	A	high_school_geography	A)opportunité ya intervention.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Okani kolongoa na engumba na yo mpo na kofanda na Pittsburgh. Na nzela, otelemi na Columbus na Ohio, mpo na kotala moboti moko mpe osepeli na engumba! Ozwi mokano ya kofanda wana mpe kokomisa Columbus esika ya kofanda na yo ya sika. Ezali ndakisa ya
 A)opportunité ya intervention. B)Kotambola na fonction ya distance. C)Immigration ya involontaire. D)Ba facteur ya kobenda mpe kopusa."
lisanga monene ya ba bureau PE ya mombongo Oyo eza musika ya engumba ya kati kati PE ezali Na misala koleka batu ezali	['suka mboka', 'métropole ', 'engumba ', 'pseudopole']	D	high_school_geography	D)pseudopole	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: lisanga monene ya ba bureau PE ya mombongo Oyo eza musika ya engumba ya kati kati PE ezali Na misala koleka batu ezali
 A)suka mboka B)métropole  C)engumba  D)pseudopole"
boloni Nini epesaki nzela na revolution ya ko lona	['ya loso.', 'ya blé', 'ya orge', 'ya mil']	A	high_school_geography	ya mil	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: boloni Nini epesaki nzela na revolution ya ko lona
 A)ya loso. B)ya blé C)ya orge D)ya mil"
eloko Nini e ningisaki mingi Europa ya Est na na ndambo ya ekeke oyo eleki PE emamaki na bitumba kati na bikolo?	['bokotisi ya minoko ya sika', 'suka ya Etumba ya malili', 'bokoti ya ba soviétique ', 'bondima ya bikolo mingi ya Europa ya Est nakati ya UE']	B	high_school_geography	D)bondima ya bikolo mingi ya Europa ya Est nakati ya UE	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: eloko Nini e ningisaki mingi Europa ya Est na na ndambo ya ekeke oyo eleki PE emamaki na bitumba kati na bikolo?
 A)bokotisi ya minoko ya sika B)suka ya Etumba ya malili C)bokoti ya ba soviétique  D)bondima ya bikolo mingi ya Europa ya Est nakati ya UE"
Soki naluli kotinda bijou ya moke mpe ya motuya epai ya tata ya mwasi oyo afandaka na Poughkeepsie, mode ya transport nini ya malamu ?	['Motuka', 'Avion', 'Masuwa', 'Train']	B	high_school_geography	D)Train	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Soki naluli kotinda bijou ya moke mpe ya motuya epai ya tata ya mwasi oyo afandaka na Poughkeepsie, mode ya transport nini ya malamu ?
 A)Motuka B)Avion C)Masuwa D)Train"
Kati ya ba region elandi ezali region ya mosala ?	['Dixie', 'Pensylvannie', 'Esika ya commerce ya Winn-Dixie', 'Nord-ouest ya Pacifique']	C	high_school_geography	D)Nord-ouest ya Pacifique	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: Kati ya ba region elandi ezali region ya mosala ?
 A)Dixie B)Pensylvannie C)Esika ya commerce ya Winn-Dixie D)Nord-ouest ya Pacifique"
lolenge ya engumba Nini esalama Na colonne vertébrale résidentiel ya ko kesana Oyo ebandi libanda ya kati kati ya engumba Na nzela ya prince ya monene	['lolenge ya Européens ', 'lolenge ya ba musulman ', 'lolenge ya Africa subsaharienne ', 'lolenge ya ba latino-américain ']	D	high_school_geography	C)lolenge ya Africa subsaharienne	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_geography. Return the correct option only
user: lolenge ya engumba Nini esalama Na colonne vertébrale résidentiel ya ko kesana Oyo ebandi libanda ya kati kati ya engumba Na nzela ya prince ya monene
 A)lolenge ya Européens  B)lolenge ya ba musulman  C)lolenge ya Africa subsaharienne  D)lolenge ya ba latino-américain "
